family,config,tf,stop%,target%,max_hold_h,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,med_hold_h,mean_hold_h,mean_ret_pct_of_notional,thickness_x_taker_cost,verdict,edge,transfer_type,eth_test_exp,eth_test_n,transfer_verdict
D-eth-btc-ratio-meanrev,window168h z1.5 stop2.50%,1h,2.5018042452133997,,720,211,-28.75581778544237,32.22748815165877,-60.6747755272834,-62.1011085018321,86,-20.598900594641997,38.372093023255815,-17.715054511392115,-44.327819259482204,15.0,25.72053872053872,-0.3152650566126355,-1.7514725367368638,FAIL,D-eth-btc-ratio-meanrev,native-eth-new-idea,,,
D-eth-btc-ratio-meanrev,window168h z2.0 stop2.53%,1h,2.530277266899664,,720,158,-43.377383435919484,27.21518987341772,-68.53626582875279,-70.85207430207052,62,-48.68762741295756,33.87096774193548,-30.186328996033684,-33.57319367663515,19.0,31.4,-0.6283956200496672,-3.491086778053707,FAIL,D-eth-btc-ratio-meanrev,native-eth-new-idea,,,
D-eth-btc-ratio-meanrev,window720h z1.5 stop2.89%,1h,2.888036707417704,,720,61,67.76822124305575,29.508196721311474,41.33861495826401,-39.57649797234734,21,-104.34706875277655,19.047619047619047,-21.91288443808307,-31.542443126801146,22.5,58.0,0.3176064074908221,1.7644800416156783,FAIL,D-eth-btc-ratio-meanrev,native-eth-new-idea,,,
D-eth-btc-ratio-meanrev,window720h z2.0 stop3.01%,1h,3.009071865936191,,720,49,336.13473629288814,38.775510204081634,164.70602078351519,-27.409051254438822,17,183.4164863859649,41.17647058823529,31.18080268561403,-21.43187847422475,47.0,86.10606060606061,2.2556069586703185,12.531149770390659,SURVIVOR,D-eth-btc-ratio-meanrev,native-eth-new-idea,,,
D-eth-btc-ratio-meanrev,window720h z2.0 stop3.01% (SEALED LOOK),1h,3.009071865936191,,720,49,336.13473629288814,38.775510204081634,164.70602078351519,-27.409051254438822,17,183.4164863859649,41.17647058823529,31.18080268561403,-21.43187847422475,47.0,86.10606060606061,2.2556069586703185,12.531149770390659,SURVIVOR,D-eth-btc-ratio-meanrev,native-eth-new-idea-sealed,-111.797998946689,18.0,SEALED-FAIL
