family,config,tf,stop%,target%,max_hold_h,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,med_hold_h,mean_hold_h,verdict,n_long_events,n_short_events,realized_cost_bps,gross_edge_bps
C-shock-continuation,K>=6 continuation stop1.0xATR tgt2xstop hold8h,15m,0.36130660519972224,0.7226132103994445,8,1437,-3.925136323694518,36.11691022964509,-56.404208971490235,-58.73463337435039,453,-7.519576981395508,33.33333333333333,-34.06368372572165,-34.95491652982923,0.25,1.0538359788359788,FAIL,2524,2683,6.456791693458802,1.6701307041883338
C-shock-continuation,K>=6 continuation stop1.0xATR tgt2xstop hold24h,15m,0.36130660519972224,0.7226132103994445,24,876,-3.6129513151029093,37.32876712328767,-31.649453520301485,-38.900162897443835,294,-7.1547851290997055,34.01360544217687,-21.035068279553137,-21.57055140481857,0.25,1.2126068376068375,FAIL,2524,2683,7.0944541461282355,2.5915035649440803
C-shock-continuation,K>=6 continuation stop1.0xATR tgt3xstop hold8h,15m,0.36130660519972224,1.0839198155991667,8,1437,-2.451992554057455,30.967292971468336,-35.23513300180563,-52.9815529324432,453,-6.406426900238577,27.593818984547465,-29.02111385808075,-30.609425299125576,0.5,1.4406084656084657,FAIL,2524,2683,8.288685656966267,4.888884235808257
C-shock-continuation,K>=6 continuation stop1.0xATR tgt3xstop hold24h,15m,0.36130660519972224,1.0839198155991667,24,876,-1.2597990383613429,30.82191780821918,-11.035839576045358,-31.848454563165813,294,-4.291309259832462,28.2312925170068,-12.616449223907445,-14.383339818341737,0.5,1.7713675213675213,FAIL,2524,2683,8.556247451636821,6.53468430634171
C-shock-continuation,K>=6 continuation stop1.5xATR tgt2xstop hold8h,15m,0.5419599077995834,1.0839198155991667,8,1437,-2.172316490921763,38.413361169102295,-31.21618797454574,-54.75916316710928,453,-3.724588598561433,37.30684326710817,-16.872386351483293,-24.669747138217758,1.0,2.1115079365079366,FAIL,2524,2683,7.922555267624459,5.37818625566525
C-shock-continuation,K>=6 continuation stop1.5xATR tgt2xstop hold24h,15m,0.5419599077995834,1.0839198155991667,24,876,-0.17691064161948666,38.92694063926941,-1.5497372205867,-32.79899348287794,294,-0.3435562158292545,38.435374149659864,-1.0100552745380131,-18.47910533399866,0.75,2.7536324786324786,FAIL,2524,2683,8.356693872290624,8.137908188946632
C-shock-continuation,K>=6 continuation stop1.5xATR tgt3xstop hold8h,15m,0.5419599077995834,1.62587972339875,8,1437,-1.6575593946684382,32.91579679888657,-23.819128501385457,-52.89474562902653,453,-1.9043507159375468,32.450331125827816,-8.626708743197087,-23.26228435337829,1.25,2.693783068783069,FAIL,2524,2683,8.526041491803484,6.809330526481657
C-shock-continuation,K>=6 continuation stop1.5xATR tgt3xstop hold24h,15m,0.5419599077995834,1.62587972339875,24,876,2.116151062273991,31.164383561643838,18.537483305520162,-25.995366403071397,294,2.2682880290794794,30.272108843537417,6.668766805493664,-15.458252320809335,1.25,3.730128205128205,SURVIVOR,2524,2683,9.251728994672646,11.406109346041353
C-shock-continuation,K>=10 continuation stop1.0xATR tgt2xstop hold8h,15m,0.36130660519972224,0.7226132103994445,8,839,-4.14705605038538,36.471990464839095,-34.79380026273334,-34.8193439019313,223,-4.176793312728926,37.66816143497758,-9.314249087385507,-14.039869279238527,0.25,0.8935969868173258,FAIL,971,1136,7.171508666327399,3.018208350873647
C-shock-continuation,K>=10 continuation stop1.0xATR tgt2xstop hold24h,15m,0.36130660519972224,0.7226132103994445,24,588,-2.202856820895942,38.945578231292515,-12.952798106868135,-15.370659386293879,171,-2.6797771929226686,38.59649122807017,-4.582418999897763,-8.624408185118277,0.25,1.018445322793149,FAIL,971,1136,7.865939123962875,5.555633839803994
C-shock-continuation,K>=10 continuation stop1.0xATR tgt3xstop hold8h,15m,0.36130660519972224,1.0839198155991667,8,839,-3.0438966858808083,30.154946364719905,-25.538293194539985,-29.061543650730027,223,0.10788841678863167,32.28699551569507,0.240591169438642,-11.140289699629365,0.25,1.2598870056497176,FAIL,971,1136,8.109056227115369,5.726975057143492
C-shock-continuation,K>=10 continuation stop1.0xATR tgt3xstop hold24h,15m,0.36130660519972224,1.0839198155991667,24,588,-1.2805539580509737,30.952380952380953,-7.52965727333973,-15.296143950458669,171,0.4901094740118466,31.57894736842105,0.8380872005602669,-9.443741092928363,0.25,1.5958498023715415,FAIL,971,1136,8.756700621214726,7.875070835604783
C-shock-continuation,K>=10 continuation stop1.5xATR tgt2xstop hold8h,15m,0.5419599077995834,1.0839198155991667,8,839,-0.5100013941072108,38.85578069129917,-4.278911696559495,-19.572755966997484,223,2.5912823272457834,40.80717488789238,5.778559589758103,-13.147228816012513,0.75,1.8714689265536724,FAIL,971,1136,8.093934481335452,8.235144264122514
C-shock-continuation,K>=10 continuation stop1.5xATR tgt2xstop hold24h,15m,0.5419599077995834,1.0839198155991667,24,588,2.935897683448921,40.816326530612244,17.263078378679666,-13.648699508271864,171,5.0925438833022545,41.52046783625731,8.708250040446863,-9.748958456979102,0.5,2.532608695652174,SURVIVOR,971,1136,8.881662066798404,12.30344446721033
C-shock-continuation,K>=10 continuation stop1.5xATR tgt3xstop hold8h,15m,0.5419599077995834,1.62587972339875,8,839,-1.1019184969469111,32.777115613825984,-9.245096189384583,-31.59662551473964,223,8.51753328515264,35.42600896860987,18.994099225890395,-12.825797769444897,1.0,2.5002354048964217,FAIL,971,1136,8.702229413563973,9.620214633573935
C-shock-continuation,K>=10 continuation stop1.5xATR tgt3xstop hold24h,15m,0.5419599077995834,1.62587972339875,24,588,4.643641269360033,32.6530612244898,27.304610663837003,-20.082199682401416,171,12.681847337442855,34.50292397660819,21.685958947027295,-8.855056351490822,1.0,3.5711462450592886,SURVIVOR,971,1136,10.154026547357619,16.608647049447775
A-absorption-fade,K>=4 m<=1.0 stop1.0xATR tgt2xstop hold8h,1h,0.8092711048548278,1.6185422097096556,8,204,0.525838212855228,44.11764705882353,1.0727099542246599,-12.519129777466894,81,14.650492872390972,46.913580246913575,11.866899226636685,-4.399143551561123,2.0,3.16140350877193,SURVIVOR,143,191,7.658229161146082,12.198442908816732
A-absorption-fade,K>=4 m<=1.0 stop1.0xATR tgt2xstop hold24h,1h,0.8092711048548278,1.6185422097096556,24,180,-0.7546181618746333,37.77777777777778,-1.3583126913743415,-15.063137507169516,72,10.470624246579215,41.66666666666667,7.538849457537045,-6.546727555075934,2.0,5.138888888888889,FAIL,143,191,8.149010147051332,10.601604101877797
A-absorption-fade,K>=4 m<=1.0 stop1.0xATR tgt3xstop hold8h,1h,0.8092711048548278,2.4278133145644833,8,204,-5.078964927077733,39.21568627450981,-10.361088451238576,-22.735950287613612,81,6.503892252155097,38.2716049382716,5.268152724245634,-6.63910112332503,3.0,3.898245614035088,FAIL,143,191,7.567554361245519,5.780559369318169
A-absorption-fade,K>=4 m<=1.0 stop1.0xATR tgt3xstop hold24h,1h,0.8092711048548278,2.4278133145644833,24,180,-5.908716271366757,30.555555555555557,-10.63568928846016,-22.924440080212634,72,-2.0636707245884938,29.166666666666668,-1.4858429217037172,-11.757294327264287,3.0,6.984126984126984,FAIL,143,191,8.338693621622733,3.5285617921926224
A-absorption-fade,K>=4 m<=1.0 stop1.5xATR tgt2xstop hold8h,1h,1.2139066572822417,2.4278133145644833,8,204,-2.949168558924576,47.05882352941176,-6.01630386020614,-18.392584152701595,81,3.9912106951227386,45.67901234567901,3.232880663049409,-9.274099138254215,6.0,4.859649122807017,FAIL,143,191,6.510543419699384,5.533903701398781
A-absorption-fade,K>=4 m<=1.0 stop1.5xATR tgt2xstop hold24h,1h,1.2139066572822417,2.4278133145644833,24,180,-0.5037563234565823,41.11111111111111,-0.9067613822218434,-26.47437721616917,72,-5.777137466797285,37.5,-4.159538976094046,-13.314955659851623,6.0,9.662698412698413,FAIL,143,191,7.456400184956566,5.445963534831211
