dataset,config,stop%,target%,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,pooled_win%,pooled_RR,tr/day,verdict
USDJPY,reversal breakout R1.00,1.6321991694580613,1.6322,15,33.019895747235566,66.66666666666666,4.952984362085333,-2.845640876901985,5,-72.24106590746051,20.0,-3.61205329537303,-5.401166690164914,55.00000000000001,0.897457141905319,0.024549918166939445,INSUFFICIENT-SAMPLE
USDJPY,reversal breakout R2.00,1.6321991694580613,3.2644,15,29.336360185148685,66.66666666666666,4.400454027772294,-3.880770778509886,5,-134.31493271916844,0.0,-6.7157466359584195,-8.30101926651115,50.0,0.8498022857991352,0.024549918166939445,INSUFFICIENT-SAMPLE
USDJPY,reversal breakout R4.00,1.6321991694580613,6.5288,15,26.519418405419856,66.66666666666666,3.977912760812985,-3.8807707785099095,5,-134.31493271916844,0.0,-6.7157466359584195,-8.30101926651115,50.0,0.822064587591005,0.024549918166939445,INSUFFICIENT-SAMPLE
USDJPY,reversal retest R1.00,0.5679798492095633,0.568,6,-19.7139265928854,33.33333333333333,-1.1828355955731285,-1.738954202963753,3,18.355248320744675,66.66666666666666,0.5506574496223493,-0.6925727032523503,44.44444444444444,0.9768175377638012,0.01104746317512275,INSUFFICIENT-SAMPLE
USDJPY,reversal retest R2.00,0.5679798492095633,1.136,6,-1.0586066381999142,33.33333333333333,-0.06351639829199618,-1.3773973298368551,3,-1.054043808579081,33.33333333333333,-0.03162131425736847,-1.995270612980043,33.33333333333333,1.9453800731554505,0.01104746317512275,INSUFFICIENT-SAMPLE
USDJPY,reversal retest R4.00,0.5679798492095633,2.2719,6,36.56388815382373,33.33333333333333,2.193833289229419,-1.3773973298368363,3,-57.46473087714124,0.0,-1.723941926314232,-2.4492821838110657,22.22222222222222,3.901680004432072,0.01104746317512275,INSUFFICIENT-SAMPLE
USDJPY,continuation breakout R1.00,0.8419658754769,0.842,15,16.159546998186123,60.0,2.423932049727928,-2.3610932316990936,7,27.191967165112146,71.42857142857143,1.903437701557853,-1.5635111232423244,63.63636363636363,0.9268437266738645,0.02700490998363339,INSUFFICIENT-SAMPLE
USDJPY,continuation breakout R2.00,0.8419658754769,1.6839,15,48.573849210027035,53.333333333333336,7.286077381504064,-2.929245762090403,7,47.500821350420665,71.42857142857143,3.3250574945294487,-2.118196496591492,59.09090909090909,1.6885561555499267,0.02700490998363339,INSUFFICIENT-SAMPLE
USDJPY,continuation breakout R4.00,0.8419658754769,3.3679,15,43.0776552122746,46.666666666666664,6.461648281841192,-3.195019986976429,7,17.23210412573488,71.42857142857143,1.206247288801432,-3.535503270411887,54.54545454545454,1.5960922431894222,0.02700490998363339,INSUFFICIENT-SAMPLE
USDJPY,continuation retest R1.00,0.5375335088185206,0.5375,9,-6.743969181656818,44.44444444444444,-0.6069572263491141,-1.4117769980958907,4,53.98548500075958,100.0,2.1594194000303935,-0.42991387065663506,61.53846153846154,0.979528793345165,0.01595744680851064,INSUFFICIENT-SAMPLE
USDJPY,continuation retest R2.00,0.5375335088185206,1.0751,9,-1.0214853940884092,33.33333333333333,-0.09193368546795977,-2.341966442282012,4,89.20701821859484,100.0,3.5682807287438,-0.4299138706566259,53.84615384615385,1.7588586243987736,0.01595744680851064,INSUFFICIENT-SAMPLE
USDJPY,continuation retest R4.00,0.5375335088185206,2.1501,9,28.22418809810794,33.33333333333333,2.540176928829707,-2.3419664422820174,4,44.80313946743627,75.0,1.7921255786974566,-2.033934232086257,46.15384615384615,2.6529094399301933,0.01595744680851064,INSUFFICIENT-SAMPLE
USDJPY,both breakout R1.00,0.9305571568268701,0.9306,25,18.054956516880775,60.0,4.513739129220196,-3.847058545825522,9,9.393331874128409,55.55555555555556,0.8453998686715591,-2.185480933857884,58.82352941176471,0.9750277454153935,0.041734860883797055,INSUFFICIENT-SAMPLE
USDJPY,both breakout R2.00,0.9305571568268701,1.8611,25,32.12864790842199,48.0,8.0321619771055,-4.308352046707112,9,35.46523324012479,55.55555555555556,3.191870991611223,-3.125492375901584,50.0,1.698025605228059,0.041734860883797055,INSUFFICIENT-SAMPLE
USDJPY,both breakout R4.00,0.9305571568268701,3.7222,25,14.904032036994176,44.0,3.726008009248538,-5.277918653097746,9,-22.71318644239788,44.44444444444444,-2.044186779815804,-5.356678889679698,44.11764705882353,1.3877881467597224,0.041734860883797055,INSUFFICIENT-SAMPLE
USDJPY,both retest R1.00,0.5679798492095633,0.568,14,-16.90261360562064,35.714285714285715,-2.3663659047868935,-2.60778169905883,7,36.84129334764761,85.71428571428571,2.578890534335332,-0.6925727032522792,52.38095238095239,0.9427251941945749,0.025777414075286418,INSUFFICIENT-SAMPLE
