family,config,tf,stop%,target%,max_hold_h,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,med_hold_h,mean_hold_h,verdict,n_events_tr_va,realized_cost_bps,gross_edge_bps,base_tool,threshold,k
1-sweep,k8 tol0.05% depth0.6% tgt2x hold7d,1h,0.49034369885433476,0.9806873977086695,168,19,5.11895847735382,42.10526315789473,0.9726021106972293,-3.575467269610258,4,-21.242260915716088,25.0,-0.8496904366286473,-1.4285365374039156,3.0,7.608695652173913,FAIL,51,,,,,
1-sweep,k8 tol0.05% depth0.6% tgt3x hold3d,1h,0.49034369885433476,1.4710310965630042,72,20,-28.186772848006967,15.0,-5.637354569601394,-7.745820163041567,4,-58.948073696688425,0.0,-2.357922947867541,-2.7135696111732424,5.0,10.5,FAIL,51,,,,,
1-sweep,k8 tol0.05% depth0.6% tgt3x hold7d,1h,0.49034369885433476,1.4710310965630042,168,19,-26.699776049374602,15.789473684210526,-5.072957449381176,-7.19403409143704,4,-58.948073696688425,0.0,-2.357922947867541,-2.7135696111732424,5.0,10.73913043478261,FAIL,51,,,,,
1-sweep,k8 tol0.10% depth0.3% tgt2x hold3d,1h,0.3112498803876249,0.6224997607752498,72,28,0.8627616506747862,42.857142857142854,0.24157326218894326,-2.2930470015500894,12,-0.3778916205992573,41.66666666666667,-0.04534699447190649,-0.8330944505007938,0.5,2.475,FAIL,76,,,,,
1-sweep,k8 tol0.10% depth0.3% tgt2x hold7d,1h,0.3112498803876249,0.6224997607752498,168,26,0.2484467852306737,42.30769230769231,0.06459616415996905,-2.2516751937207204,10,-11.983924113600187,30.0,-1.1983924113600164,-1.1983924113600188,0.0,2.25,FAIL,76,,,,,
1-sweep,k8 tol0.10% depth0.3% tgt3x hold3d,1h,0.3112498803876249,0.9337496411628747,72,28,9.491290876797652,39.285714285714285,2.6575614455033536,-1.2593205919008894,12,1.6210226461924624,33.33333333333333,0.1945227175430997,-1.7322611300887365,0.5,3.625,INSUFFICIENT-SAMPLE,76,,,,,
1-sweep,k8 tol0.10% depth0.3% tgt3x hold7d,1h,0.3112498803876249,0.9337496411628747,168,26,8.23002673640062,38.46153846153847,2.1398069514641627,-1.2593205919008847,10,-15.726521651379153,20.0,-1.572652165137911,-2.074063237131104,0.0,3.5,FAIL,76,,,,,
1-sweep,k8 tol0.10% depth0.6% tgt2x hold3d,1h,0.4592405493476478,0.9184810986952956,72,33,-0.007763986482380212,39.39393939393939,-0.0025621155391841732,-2.888975549204244,14,-5.151775148762032,35.714285714285715,-0.7212485208266894,-2.2575941144275435,2.0,5.0638297872340425,FAIL,107,,,,,
1-sweep,k8 tol0.10% depth0.6% tgt2x hold7d,1h,0.4592405493476478,0.9184810986952956,168,30,5.6356092158571,43.333333333333336,1.6906827647571232,-2.2726981343280155,12,-20.356221038377498,25.0,-2.4427465246052993,-2.5182207688578657,2.0,5.285714285714286,FAIL,107,,,,,
1-sweep,k8 tol0.10% depth0.6% tgt3x hold3d,1h,0.4592405493476478,1.3777216480429435,72,33,-26.897843146434752,15.151515151515152,-8.876288238323472,-10.319758501512625,14,11.129347681936062,35.714285714285715,1.5581086754710594,-2.257594114427519,3.0,8.23404255319149,FAIL,107,,,,,
1-sweep,k8 tol0.10% depth0.6% tgt3x hold7d,1h,0.4592405493476478,1.3777216480429435,168,30,-18.566051001810592,20.0,-5.56981530054318,-7.526813953661771,12,-9.212553069929527,25.0,-1.10550636839154,-2.2575941144275515,3.0,8.5,FAIL,107,,,,,
1-sweep,k5 tol0.05% depth0.3% tgt2x hold3d,4h,0.49531603316463874,0.9906320663292775,72,2,16.742431604113335,50.0,0.334848632082263,-0.6048523378916596,1,-60.57799067513588,0.0,-0.6057799067513581,-0.6057799067513587,0.0,1.3333333333333333,FAIL,4,,,,,
1-sweep,k5 tol0.05% depth0.3% tgt2x hold7d,4h,0.49531603316463874,0.9906320663292775,168,2,16.742431604113335,50.0,0.334848632082263,-0.6048523378916596,1,-60.57799067513588,0.0,-0.6057799067513581,-0.6057799067513587,0.0,1.3333333333333333,FAIL,4,,,,,
1-sweep,k5 tol0.05% depth0.3% tgt3x hold3d,4h,0.49531603316463874,1.4859480994939163,72,2,41.10258371841246,50.0,0.8220516743682404,-0.6048523378916884,1,-60.57799067513588,0.0,-0.6057799067513581,-0.6057799067513587,0.0,2.6666666666666665,FAIL,4,,,,,
1-sweep,k5 tol0.05% depth0.3% tgt3x hold7d,4h,0.49531603316463874,1.4859480994939163,168,2,41.10258371841246,50.0,0.8220516743682404,-0.6048523378916884,1,-60.57799067513588,0.0,-0.6057799067513581,-0.6057799067513587,0.0,2.6666666666666665,FAIL,4,,,,,
1-sweep,k5 tol0.05% depth0.6% tgt2x hold3d,4h,0.5220331406455181,1.0440662812910362,72,4,-22.59077995872758,25.0,-0.9036311983491085,-1.8836592906685627,1,-63.25210644380422,0.0,-0.6325210644380408,-0.6325210644380422,0.0,0.8,FAIL,8,,,,,
1-sweep,k5 tol0.05% depth0.6% tgt2x hold7d,4h,0.5220331406455181,1.0440662812910362,168,4,-22.59077995872758,25.0,-0.9036311983491085,-1.8836592906685627,1,-63.25210644380422,0.0,-0.6325210644380408,-0.6325210644380422,0.0,0.8,FAIL,8,,,,,
1-sweep,k5 tol0.05% depth0.6% tgt3x hold3d,4h,0.5220331406455181,1.5660994219365543,72,4,-10.036272121930324,25.0,-0.40145088487720804,-1.8836592906685954,1,-63.25210644380422,0.0,-0.6325210644380408,-0.6325210644380422,0.0,2.4,FAIL,8,,,,,
1-sweep,k5 tol0.05% depth0.6% tgt3x hold7d,4h,0.5220331406455181,1.5660994219365543,168,4,-10.036272121930324,25.0,-0.40145088487720804,-1.8836592906685954,1,-63.25210644380422,0.0,-0.6325210644380408,-0.6325210644380422,0.0,2.4,FAIL,8,,,,,
1-sweep,k5 tol0.10% depth0.3% tgt2x hold3d,4h,0.5071281075481471,1.0142562150962942,72,5,33.512807519461056,60.0,1.6756403759730532,-0.6166537835344096,2,17.541908377200343,50.0,0.35083816754399866,-0.617602614127988,0.0,1.1428571428571428,INSUFFICIENT-SAMPLE,10,,,,,
1-sweep,k5 tol0.10% depth0.3% tgt2x hold7d,4h,0.5071281075481471,1.0142562150962942,168,5,33.512807519461056,60.0,1.6756403759730532,-0.6166537835344096,2,17.541908377200343,50.0,0.35083816754399866,-0.617602614127988,0.0,1.1428571428571428,INSUFFICIENT-SAMPLE,10,,,,,
1-sweep,k5 tol0.10% depth0.3% tgt3x hold3d,4h,0.5071281075481471,1.5213843226444412,72,5,64.62703028613177,60.0,3.2313515143065796,-0.7809879689506422,2,42.74675189285881,50.0,0.8549350378571852,-0.6176026141279994,0.0,12.0,INSUFFICIENT-SAMPLE,10,,,,,
1-sweep,k5 tol0.10% depth0.3% tgt3x hold7d,4h,0.5071281075481471,1.5213843226444412,168,5,64.62703028613177,60.0,3.2313515143065796,-0.7809879689506422,2,42.74675189285881,50.0,0.8549350378571852,-0.6176026141279994,0.0,12.0,INSUFFICIENT-SAMPLE,10,,,,,
1-sweep,k5 tol0.10% depth0.6% tgt2x hold3d,4h,0.5251260993593808,1.0502521987187616,72,7,6.560741318471888,42.857142857142854,0.4592518922930333,-1.2652435375863056,5,35.09154263919045,60.0,1.7545771319595227,-1.2671935274848274,0.0,1.0,INSUFFICIENT-SAMPLE,17,,,,,
1-sweep,k5 tol0.10% depth0.6% tgt2x hold7d,4h,0.5251260993593808,1.0502521987187616,168,7,6.560741318471888,42.857142857142854,0.4592518922930333,-1.2652435375863056,5,35.09154263919045,60.0,1.7545771319595227,-1.2671935274848274,0.0,1.0,INSUFFICIENT-SAMPLE,17,,,,,
1-sweep,k5 tol0.10% depth0.6% tgt3x hold3d,4h,0.5251260993593808,1.5753782980781423,72,7,29.213956726866463,42.857142857142854,2.044976970880663,-1.2652435375863083,5,66.91079508443472,60.0,3.345539754221738,-1.26719352748486,0.0,8.0,INSUFFICIENT-SAMPLE,17,,,,,
1-sweep,k5 tol0.10% depth0.6% tgt3x hold7d,4h,0.5251260993593808,1.5753782980781423,168,7,29.213956726866463,42.857142857142854,2.044976970880663,-1.2652435375863083,5,66.91079508443472,60.0,3.345539754221738,-1.26719352748486,0.0,8.0,INSUFFICIENT-SAMPLE,17,,,,,
1-sweep,k8 tol0.05% depth0.3% tgt2x hold3d,4h,0.5799166487495779,1.1598332974991559,72,3,-8.681558299649623,33.33333333333333,-0.2604467489894846,-1.3700908033523154,0,0.0,0.0,0.0,0.0,4.0,2.6666666666666665,FAIL,4,,,,,
1-sweep,k8 tol0.05% depth0.3% tgt2x hold7d,4h,0.5799166487495779,1.1598332974991559,168,3,-8.681558299649623,33.33333333333333,-0.2604467489894846,-1.3700908033523154,0,0.0,0.0,0.0,0.0,4.0,2.6666666666666665,FAIL,4,,,,,
1-sweep,k8 tol0.05% depth0.3% tgt3x hold3d,4h,0.5799166487495779,1.7397499462487338,72,3,10.387963644709089,33.33333333333333,0.3116389093412719,-1.3700908033523034,0,0.0,0.0,0.0,0.0,4.0,2.6666666666666665,FAIL,4,,,,,
1-sweep,k8 tol0.05% depth0.3% tgt3x hold7d,4h,0.5799166487495779,1.7397499462487338,168,3,10.387963644709089,33.33333333333333,0.3116389093412719,-1.3700908033523034,0,0.0,0.0,0.0,0.0,4.0,2.6666666666666665,FAIL,4,,,,,
1-sweep,k8 tol0.05% depth0.6% tgt2x hold3d,4h,0.6408931155675005,1.281786231135001,72,6,-41.86165371555277,16.666666666666664,-2.5116992229331614,-3.7124394772371927,0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,FAIL,9,,,,,
1-sweep,k8 tol0.05% depth0.6% tgt2x hold7d,4h,0.6408931155675005,1.281786231135001,168,6,-41.86165371555277,16.666666666666664,-2.5116992229331614,-3.7124394772371927,0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,FAIL,9,,,,,
1-sweep,k8 tol0.05% depth0.6% tgt3x hold3d,4h,0.6408931155675005,1.9226793467025014,72,6,-31.574590938759382,16.666666666666664,-1.8944754563255617,-3.712439477237175,0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,FAIL,9,,,,,
1-sweep,k8 tol0.05% depth0.6% tgt3x hold7d,4h,0.6408931155675005,1.9226793467025014,168,6,-31.574590938759382,16.666666666666664,-1.8944754563255617,-3.712439477237175,0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,FAIL,9,,,,,
1-sweep,k8 tol0.10% depth0.3% tgt2x hold3d,4h,0.5799166487495779,1.1598332974991559,72,3,-8.681558299649623,33.33333333333333,-0.2604467489894846,-1.3700908033523154,1,111.86871127539052,100.0,1.1186871127539133,0.0,4.0,3.0,FAIL,5,,,,,
1-sweep,k8 tol0.10% depth0.3% tgt2x hold7d,4h,0.5799166487495779,1.1598332974991559,168,3,-8.681558299649623,33.33333333333333,-0.2604467489894846,-1.3700908033523154,1,111.86871127539052,100.0,1.1186871127539133,0.0,4.0,3.0,FAIL,5,,,,,
1-sweep,k8 tol0.10% depth0.3% tgt3x hold3d,4h,0.5799166487495779,1.7397499462487338,72,3,10.387963644709089,33.33333333333333,0.3116389093412719,-1.3700908033523034,1,-70.56580755427422,0.0,-0.7056580755427366,-1.5872257854965246,4.0,9.0,FAIL,5,,,,,
1-sweep,k8 tol0.10% depth0.3% tgt3x hold7d,4h,0.5799166487495779,1.7397499462487338,168,3,10.387963644709089,33.33333333333333,0.3116389093412719,-1.3700908033523034,1,-70.56580755427422,0.0,-0.7056580755427366,-1.5872257854965246,4.0,9.0,FAIL,5,,,,,
1-sweep,k8 tol0.10% depth0.6% tgt2x hold3d,4h,0.6487828035300944,1.2975656070601889,72,7,-46.774349758980215,14.285714285714285,-3.2742044831286177,-4.480442865484907,1,125.63918758530053,100.0,1.2563918758530024,0.0,0.0,2.5,FAIL,11,,,,,
1-sweep,k8 tol0.10% depth0.6% tgt2x hold7d,4h,0.6487828035300944,1.2975656070601889,168,7,-46.774349758980215,14.285714285714285,-3.2742044831286177,-4.480442865484907,1,125.63918758530053,100.0,1.2563918758530024,0.0,0.0,2.5,FAIL,11,,,,,
1-sweep,k8 tol0.10% depth0.6% tgt3x hold3d,4h,0.6487828035300944,1.9463484105902833,72,7,-37.919515421995776,14.285714285714285,-2.654366079539705,-4.4804428654849495,1,-77.44622631798484,0.0,-0.7744622631798537,-1.655419107006167,0.0,5.5,FAIL,11,,,,,
1-sweep,k8 tol0.10% depth0.6% tgt3x hold7d,4h,0.6487828035300944,1.9463484105902833,168,7,-37.919515421995776,14.285714285714285,-2.654366079539705,-4.4804428654849495,1,-77.44622631798484,0.0,-0.7744622631798537,-1.655419107006167,0.0,5.5,FAIL,11,,,,,
1-sweep,k5 tol0.05% depth0.3% tgt2x hold3d,15m,0.25,0.5,72,220,-7.738568115720996,33.63636363636363,-17.024849854586186,-18.868001618425815,74,-12.119020037724187,28.37837837837838,-8.968074827915895,-9.79753306663302,0.75,2.008503401360544,FAIL,1155,7.970468694664741,-0.8706621497237252,,,
1-sweep,k5 tol0.05% depth0.3% tgt2x hold7d,15m,0.25,0.5,168,134,-11.241557633936226,29.1044776119403,-15.063687229474542,-16.55961350712427,43,-5.396420853260531,37.2093023255814,-2.320460966902027,-4.040484101726192,0.75,1.8516949152542372,FAIL,1155,8.07534374186218,-1.7462089114579167,,,
1-sweep,k5 tol0.05% depth0.3% tgt3x hold3d,15m,0.25,0.75,72,220,-6.8404971088259945,26.81818181818182,-15.049093639417189,-17.085969826306822,74,-12.25976120014255,21.62162162162162,-9.072223288105485,-10.08703239237143,0.75,2.58078231292517,FAIL,1155,8.553641737280921,0.34911217009633866,,,
1-sweep,k5 tol0.05% depth0.3% tgt3x hold7d,15m,0.25,0.75,168,134,-11.207507476220625,22.388059701492537,-15.018060018135637,-15.593487093371241,43,-3.6325553276075753,30.23255813953488,-1.5619987908712551,-4.682480948601999,0.75,2.4053672316384183,FAIL,1155,8.597690081333582,-0.7695747825121231,,,
1-sweep,k5 tol0.05% depth0.6% tgt2x hold3d,15m,0.25,0.5,72,230,-8.113381336052946,33.04347826086956,-18.660777072921775,-19.813842738494607,75,-15.334428524468967,24.0,-11.500821393351723,-12.307201931566418,0.5,1.8524590163934427,FAIL,1264,7.975444771599524,-1.9136039058671974,,,
1-sweep,k5 tol0.05% depth0.6% tgt2x hold7d,15m,0.25,0.5,168,136,-12.528083571901334,27.205882352941174,-17.038193657785815,-17.951224011709147,44,-13.193900474250851,27.27272727272727,-5.805316208670375,-7.182023147040664,0.75,1.8166666666666667,FAIL,1264,8.215919908179865,-4.474918906518017,,,
1-sweep,k5 tol0.05% depth0.6% tgt3x hold3d,15m,0.25,0.75,72,230,-7.077950400166794,26.521739130434785,-16.279285920383625,-17.402754536459895,75,-16.347646837943394,17.333333333333336,-12.260735128457545,-13.238335717582261,0.75,2.50327868852459,FAIL,1264,8.510723981961034,-0.8466599684786953,,,
1-sweep,k5 tol0.05% depth0.6% tgt3x hold7d,15m,0.25,0.75,168,136,-13.441470385272744,19.852941176470587,-18.28039972397093,-18.61818975725868,44,-13.668605313018071,20.454545454545457,-6.014186337727956,-7.824654914946924,0.75,2.359722222222222,FAIL,1264,8.70064123892047,-4.796351017578909,,,
1-sweep,k5 tol0.10% depth0.3% tgt2x hold3d,15m,0.25,0.5,72,278,-7.689047470064494,33.45323741007194,-21.375551966779295,-21.375551966779295,99,-6.795911489079916,35.35353535353536,-6.727952374189117,-8.002254666588845,0.75,1.856763925729443,FAIL,2185,7.754950672823185,0.30044023755304927,,,
1-sweep,k5 tol0.10% depth0.3% tgt2x hold7d,15m,0.25,0.5,168,155,-12.041895209359714,27.741935483870968,-18.664937574507555,-18.839854165267717,54,-8.446257251032774,33.33333333333333,-4.560978915557701,-6.603759331407269,0.5,1.4808612440191387,FAIL,2185,8.198999420178914,-2.91387928320159,,,
1-sweep,k5 tol0.10% depth0.3% tgt3x hold3d,15m,0.25,0.75,72,278,-8.098415796725515,25.179856115107913,-22.513595914896932,-23.025961091404938,99,-6.647560434460493,27.27272727272727,-6.581084830115891,-8.541275835073964,0.75,2.4177718832891246,FAIL,2185,8.415688224842741,0.6982662765634782,,,
1-sweep,k5 tol0.10% depth0.3% tgt3x hold7d,15m,0.25,0.75,168,155,-12.056634922793032,21.29032258064516,-18.6877841303292,-18.992126813715586,54,-6.2022182385513185,27.77777777777778,-3.3491978488177088,-6.96361406370097,0.75,2.0047846889952154,FAIL,2185,8.702541899637621,-1.841468616700615,,,
1-sweep,k5 tol0.10% depth0.6% tgt2x hold3d,15m,0.25,0.5,72,293,-9.326583281245611,30.716723549488055,-27.326889014049637,-27.670257803274872,105,-6.871541693195572,35.23809523809524,-7.215118777855345,-9.17022734932294,0.5,1.7399497487437185,FAIL,2410,7.64102946977599,-1.0378669603508914,,,
1-sweep,k5 tol0.10% depth0.6% tgt2x hold7d,15m,0.25,0.5,168,158,-11.942034478334428,27.848101265822784,-18.86841447576839,-19.42710965957377,55,-13.11676507528047,27.27272727272727,-7.214220791404258,-7.918942063866457,0.5,1.556338028169014,FAIL,2410,8.30503817083641,-3.9403304991977017,,,
1-sweep,k5 tol0.10% depth0.6% tgt3x hold3d,15m,0.25,0.75,72,293,-10.12954826484812,22.525597269624573,-29.679576416004995,-30.19984037432567,105,-6.301495086345243,27.61904761904762,-6.616569840662501,-10.163011256573757,0.75,2.2594221105527637,FAIL,2410,8.21312395624345,-0.9065107816127059,,,
1-sweep,k5 tol0.10% depth0.6% tgt3x hold7d,15m,0.25,0.75,168,158,-11.838394967653626,21.518987341772153,-18.704664048892727,-19.678387399405324,55,-12.24730510312878,21.818181818181817,-6.736017806720829,-7.970881756892019,0.5,2.078638497652582,FAIL,2410,8.839156871919101,-3.104825219918249,,,
1-sweep,k8 tol0.05% depth0.3% tgt2x hold3d,15m,0.25,0.5,72,148,-11.185466593197816,29.054054054054053,-16.554490557932766,-17.04035074451809,50,-12.617951713310795,28.000000000000004,-6.308975856655397,-7.592162338426871,0.5,1.8611111111111112,FAIL,707,8.244654653618296,-3.302550606274716,,,
1-sweep,k8 tol0.05% depth0.3% tgt2x hold7d,15m,0.25,0.5,168,102,-13.345315516298298,26.47058823529412,-13.61222182662426,-14.152690867552757,35,-3.195992864456067,40.0,-1.1185975025596262,-4.184406641639678,0.5,1.4927007299270072,FAIL,707,8.371541520326954,-2.3808813476904813,,,
1-sweep,k8 tol0.05% depth0.3% tgt3x hold3d,15m,0.25,0.75,72,148,-7.452512224134525,26.351351351351347,-11.029718091719099,-11.68160291889102,50,-18.02951064191351,16.0,-9.014755320956757,-10.298794022749414,0.75,2.4545454545454546,FAIL,707,8.796932846861157,-1.3265385736822033,,,
1-sweep,k8 tol0.05% depth0.3% tgt3x hold7d,15m,0.25,0.75,168,102,-11.247990366753102,22.54901960784314,-11.472950174088158,-12.342700241489075,35,-8.412759403447854,25.71428571428571,-2.944465791206752,-4.893549556661807,0.5,2.0675182481751824,FAIL,707,8.921498834510194,-1.6021624540262387,,,
