market,symbol,year,entered_utc,side,level_timeframe,entry,stop,units,risk_dollars,share_of_the_days_budget,size_worked_out_from,what_happened,day_boundary_cut,pnl_dollars,result_x_risked
sp500,QQQ,2016,2016-01-11 15:08:00,short,premarket_ny,104.23,105.070423,3061.621066,2573.06,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-715.34,-0.278
sp500,SPY,2016,2016-02-12 14:58:00,short,london,184.18,185.448418,1333.693781,1691.68,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1700.28,-1.0051
sp500,QQQ,2016,2016-02-16 15:22:00,short,premarket_ny,99.4167,99.959942,3132.312889,1701.6,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1712.5,-1.0064
sp500,SPY,2016,2016-02-22 15:13:00,long,premarket_ny,194.6599,193.770534,1218.515861,1083.71,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,64.93,0.0599
sp500,SPY,2016,2016-02-29 15:06:00,long,15m,195.11,194.690489,1966.825043,825.1,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,1265.5,1.5337
sp500,SPY,2016,2016-03-01 15:20:00,long,premarket_ny,195.25,194.434675,1231.69158,1004.23,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,1587.92,1.5812
sp500,QQQ,2016,2016-03-01 15:20:00,long,london,103.87,103.149613,1493.140286,1075.64,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,1450.38,1.3484
sp500,QQQ,2016,2016-03-10 15:23:00,long,premarket_ny,105.58,104.979442,1514.872927,909.77,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-915.37,-1.0062
sp500,SPY,2016,2016-03-10 15:23:00,long,premarket_ny,200.64,199.579936,1236.06871,1310.31,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1318.99,-1.0066
sp500,SPY,2016,2016-03-22 14:11:00,long,premarket_ny,204.28,203.549572,1919.05711,1401.73,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,1627.07,1.1608
sp500,QQQ,2016,2016-03-30 14:06:00,long,premarket_ny,109.98,109.329002,2890.913254,1881.98,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1893.11,-1.0059
sp500,QQQ,2016,2016-04-04 14:20:00,long,premarket_ny,110.265,110.008973,1414.326824,362.11,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-367.56,-1.0151
sp500,QQQ,2016,2016-04-08 14:14:00,long,4h,109.92,109.409008,2826.860923,1444.5,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1455.38,-1.0075
sp500,QQQ,2016,2016-04-21 14:19:00,long,london,110.35,110.138965,1386.879262,292.68,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,726.22,2.4813
sp500,SPY,2016,2016-04-26 14:17:00,long,4h,209.2,208.78908,1142.95041,469.66,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-478.03,-1.0178
sp500,SPY,2016,2016-05-11 14:22:00,long,premarket_ny,207.769,207.539223,1145.130092,263.12,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-271.45,-1.0316
sp500,QQQ,2016,2016-05-11 14:24:00,long,premarket_ny,107.2901,106.999271,1430.123874,415.92,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-421.29,-1.0129
sp500,QQQ,2016,2016-05-16 13:58:00,long,premarket_ny,106.0,105.5494,1437.102046,647.56,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,1176.68,1.8171
sp500,SPY,2016,2016-05-16 14:00:00,long,london,205.59,204.709441,1148.930495,1011.7,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,1470.98,1.454
sp500,QQQ,2016,2016-05-20 14:00:00,long,london,106.45,105.659355,2941.424822,2325.62,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-10.96,-0.0047
sp500,QQQ,2016,2016-05-25 14:06:00,long,premarket_ny,109.17,108.673083,2867.818089,1425.07,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,333.18,0.2338
sp500,QQQ,2016,2016-05-27 14:02:00,long,premarket_ny,109.91,109.599009,2858.183258,888.87,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,546.35,0.6147
sp500,QQQ,2016,2016-06-01 14:23:00,long,premarket_ny,110.27,109.898973,1432.331535,531.43,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-91.47,-0.1721
sp500,SPY,2016,2016-06-01 14:24:00,long,4h,209.4599,208.869054,1169.236345,690.84,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,926.93,1.3418
sp500,QQQ,2016,2016-06-08 13:59:00,long,premarket_ny,110.5593,110.298944,720.320399,187.54,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-190.33,-1.0149
sp500,QQQ,2016,2016-06-27 14:04:00,short,premarket_ny,102.89,103.610289,3090.145967,2225.8,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,1827.51,0.8211
sp500,SPY,2016,2016-06-28 14:24:00,short,premarket_ny,201.8281,202.320183,2010.851911,989.51,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,1165.86,1.1782
sp500,SPY,2016,2016-06-30 14:04:00,short,premarket_ny,206.69,207.360669,1228.45882,823.89,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-832.78,-1.0108
sp500,QQQ,2016,2016-06-30 14:26:00,short,premarket_ny,106.17,106.670617,1542.325292,772.11,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-777.85,-1.0074
sp500,QQQ,2016,2016-07-05 14:06:00,short,premarket_ny,107.2244,107.670722,1503.191688,670.91,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-299.67,-0.4467
sp500,SPY,2016,2016-07-05 14:09:00,short,premarket_ny,208.285,209.100829,1199.919927,978.93,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-242.73,-0.248
sp500,QQQ,2016,2016-07-06 14:28:00,short,premarket_ny,107.04,107.440604,1497.696163,599.98,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-605.59,-1.0094
sp500,SPY,2016,2016-07-06 14:28:00,short,premarket_ny,207.34,208.160734,1198.916655,983.99,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-992.69,-1.0088
sp500,SPY,2016,2016-07-18 14:18:00,long,london,216.22,215.648378,1829.177023,1045.6,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,480.04,0.4591
sp500,QQQ,2016,2016-07-19 14:24:00,long,london,112.22,111.958778,2825.328042,738.04,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-749.13,-1.015
sp500,QQQ,2016,2016-08-01 14:25:00,long,premarket_ny,115.8,115.15842,2717.337891,1743.39,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-37.92,-0.0217
sp500,SPY,2016,2016-08-09 14:10:00,long,premarket_ny,218.4419,218.008156,1116.40433,484.23,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-492.77,-1.0176
sp500,QQQ,2016,2016-08-09 14:10:00,long,premarket_ny,117.0464,116.658295,1343.683941,521.49,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-202.22,-0.3878
sp500,QQQ,2016,2016-08-15 14:13:00,long,premarket_ny,117.691,117.298231,2653.804767,1042.33,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,26.22,0.0252
sp500,QQQ,2016,2016-08-26 14:03:00,long,london,116.98,116.518302,2670.649802,1233.03,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped at break even,False,630.02,0.511
sp500,QQQ,2016,2016-08-29 13:55:00,long,15m,117.05,116.778295,2686.228901,729.86,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-333.35,-0.4567
sp500,SPY,2016,2016-09-07 14:24:00,long,london,219.125,218.648087,1108.722768,528.76,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-537.27,-1.0161
sp500,SPY,2016,2016-09-13 14:20:00,short,premarket_ny,213.71,215.171271,1130.595792,1652.11,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,115.91,0.0702
sp500,SPY,2016,2016-09-29 13:58:00,long,london,216.575,216.058343,1805.853729,933.01,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-946.7,-1.0147
sp500,QQQ,2016,2016-10-12 14:01:00,short,london,117.35,117.641735,658.273725,192.04,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-194.75,-1.0141
sp500,QQQ,2016,2016-10-17 13:54:00,short,premarket_ny,116.73,117.181673,2641.756444,1193.21,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1204.0,-1.009
sp500,QQQ,2016,2016-11-03 14:15:00,short,premarket_ny,114.78,115.381478,2653.163462,1595.82,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,1926.15,1.207
sp500,QQQ,2016,2016-11-08 15:09:00,short,15m,116.12,116.321612,1337.739817,269.7,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-275.14,-1.0202
sp500,QQQ,2016,2016-11-10 15:23:00,short,15m,116.21,118.391621,1334.987942,2912.44,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,715.46,0.2457
sp500,QQQ,2016,2016-11-22 15:06:00,long,london,119.07,118.818093,2620.994542,660.25,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-671.17,-1.0165
sp500,QQQ,2016,2016-11-23 15:17:00,long,1h,118.32,118.038168,2619.506692,738.26,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-749.11,-1.0147
sp500,SPY,2016,2016-11-28 15:08:00,long,4h,221.23,212.598277,334.961315,2891.29,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-257.16,-0.0889
sp500,QQQ,2016,2016-11-28 15:09:00,long,premarket_ny,118.8399,118.398216,1293.965791,571.52,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-406.38,-0.711
sp500,QQQ,2016,2016-12-01 14:52:00,short,london,116.89,117.661689,2612.987161,2016.41,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,3592.62,1.7817
sp500,SPY,2016,2016-12-21 14:55:00,short,4h,226.11,226.472611,1756.764684,637.02,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,372.59,0.5849
sp500,QQQ,2017,2017-01-17 15:15:00,long,premarket_ny,122.88,122.421912,1298.47316,594.81,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-187.37,-0.315
sp500,QQQ,2017,2017-02-02 14:56:00,long,15m,125.459,124.847454,2538.796259,1552.59,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-376.73,-0.2426
sp500,SPY,2017,2017-02-06 14:51:00,long,london,229.1,228.55709,1073.82756,582.99,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-591.6,-1.0148
sp500,QQQ,2017,2017-02-06 14:51:00,long,london,125.49,125.287451,1264.294491,256.08,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,361.09,1.4101
sp500,SPY,2017,2017-02-07 15:05:00,long,premarket_ny,229.495,229.17705,534.747142,170.02,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-174.32,-1.0253
sp500,QQQ,2017,2017-02-07 15:26:00,long,premarket_ny,126.3801,125.957362,626.239901,264.74,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-96.77,-0.3655
sp500,QQQ,2017,2017-02-09 15:09:00,long,london,126.7664,126.487323,2490.502007,695.04,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,732.61,1.0541
sp500,QQQ,2017,2017-02-22 15:09:00,long,premarket_ny,130.269,130.097973,2441.485222,417.56,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,589.47,1.4117
sp500,QQQ,2017,2017-02-27 15:09:00,long,london,130.1,129.78699,2459.11548,769.73,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,578.99,0.7522
sp500,QQQ,2017,2017-03-01 15:20:00,long,premarket_ny,130.99,130.586901,2456.51237,990.22,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,1327.54,1.3407
sp500,QQQ,2017,2017-03-09 15:02:00,long,4h,130.92,130.426908,1245.092023,613.94,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-619.65,-1.0093
sp500,QQQ,2017,2017-03-29 14:11:00,long,premarket_ny,131.98,131.576802,2455.201641,989.93,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,504.25,0.5094
sp500,QQQ,2017,2017-04-24 14:21:00,long,premarket_ny,134.1852,133.790781,2426.844704,957.19,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-121.09,-0.1265
sp500,SPY,2017,2017-05-09 14:27:00,long,premarket_ny,240.1,239.77599,525.147227,170.15,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-174.57,-1.0259
sp500,QQQ,2017,2017-05-09 14:27:00,long,premarket_ny,138.52,137.916148,587.02755,354.48,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-155.47,-0.4386
sp500,QQQ,2017,2017-05-15 13:56:00,long,london,138.8744,138.516113,2334.534139,836.43,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,351.91,0.4207
sp500,SPY,2017,2017-06-07 13:55:00,long,premarket_ny,243.71,243.465629,1673.272167,408.9,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-423.17,-1.0349
sp500,QQQ,2017,2017-06-23 14:23:00,long,1h,140.58,140.135942,2304.592473,1023.37,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,1308.04,1.2782
sp500,QQQ,2017,2017-07-05 14:18:00,short,premarket_ny,136.295,137.04363,2407.672565,1802.45,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1813.94,-1.0064
sp500,SPY,2017,2017-07-06 13:58:00,short,premarket_ny,241.3,242.05413,1035.769526,781.1,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,700.75,0.8971
sp500,QQQ,2017,2017-07-06 14:04:00,short,premarket_ny,136.11,136.793611,1184.208426,809.54,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-815.18,-1.007
sp500,SPY,2017,2017-07-10 14:08:00,short,premarket_ny,242.1,242.24421,1031.177567,148.71,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-157.44,-1.0588
sp500,QQQ,2017,2017-07-10 14:15:00,short,15m,137.85,138.273785,1167.93643,494.95,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-500.59,-1.0114
sp500,QQQ,2017,2017-07-17 14:23:00,long,4h,142.5668,142.125743,1121.930938,494.84,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-500.43,-1.0113
sp500,QQQ,2017,2017-08-07 14:23:00,long,premarket_ny,144.11,143.695589,1104.376034,457.67,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,458.27,1.0013
sp500,QQQ,2017,2017-08-18 13:51:00,short,london,141.19,141.984119,1132.394826,899.26,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-904.85,-1.0062
sp500,SPY,2017,2017-08-18 13:52:00,short,london,242.37,243.584237,1022.88126,1242.02,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1250.7,-1.007
sp500,QQQ,2017,2017-08-21 14:12:00,short,london,140.58,141.544058,1112.843283,1072.85,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-645.36,-0.6015
sp500,SPY,2017,2017-08-21 14:21:00,short,15m,241.87,242.874187,1002.946607,1007.15,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1015.64,-1.0084
sp500,SPY,2017,2017-08-24 14:08:00,short,4h,244.0699,245.114407,1579.6794,1649.99,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-21.55,-0.0131
sp500,SPY,2017,2017-09-25 14:07:00,long,1h,249.35,249.025065,1545.883258,502.31,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-515.8,-1.0269
sp500,QQQ,2017,2017-10-02 13:55:00,long,1h,145.87,145.615413,1048.43971,266.92,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-272.27,-1.0201
sp500,SPY,2017,2017-10-05 13:50:00,long,premarket_ny,253.755,253.374625,1506.625254,573.08,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,1214.52,2.1193
sp500,QQQ,2017,2017-10-09 14:09:00,long,premarket_ny,147.95,147.626405,1043.861543,337.79,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-343.19,-1.016
sp500,SPY,2017,2017-10-27 14:28:00,long,premarket_ny,256.87,256.134313,1501.923116,1104.95,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,1165.51,1.0548
sp500,QQQ,2017,2017-10-30 14:04:00,long,premarket_ny,151.7584,151.054824,2052.622696,1444.18,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1455.08,-1.0075
sp500,QQQ,2017,2017-11-10 15:00:00,long,premarket_ny,153.44,153.204656,999.932858,235.33,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-240.7,-1.0228
sp500,QQQ,2017,2017-11-13 15:09:00,long,4h,153.68,152.994632,1991.744512,1365.08,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,168.54,0.1235
sp500,QQQ,2017,2017-11-21 15:09:00,long,premarket_ny,155.265,154.469474,987.438062,785.53,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,147.69,0.188
sp500,SPY,2017,2017-11-21 15:13:00,long,premarket_ny,259.84,259.064016,914.91278,709.96,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,42.0,0.0592
sp500,QQQ,2017,2017-11-30 15:09:00,short,premarket_ny,154.47,154.825447,1988.958732,706.97,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-717.72,-1.0152
sp500,SPY,2017,2017-12-07 15:05:00,long,15m,263.5,262.91365,1450.625966,850.57,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,668.42,0.7858
sp500,QQQ,2018,2018-01-03 15:27:00,long,london,159.5,158.46405,2000.706983,2072.63,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,1095.82,0.5287
sp500,QQQ,2018,2018-01-18 14:56:00,long,london,165.7261,165.203427,973.321862,508.73,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-514.37,-1.0111
sp500,QQQ,2018,2018-01-22 15:08:00,long,premarket_ny,166.66,166.073334,1925.886464,1129.85,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,2405.75,2.1293
sp500,QQQ,2018,2018-01-24 15:13:00,long,premarket_ny,170.045,169.272995,966.34804,746.03,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-751.78,-1.0077
sp500,SPY,2018,2018-02-08 14:59:00,short,london,266.95,268.476695,1531.90373,2338.75,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,4684.8,2.0031
sp500,SPY,2018,2018-02-09 15:14:00,short,15m,259.96,261.465996,1017.582884,1532.48,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,1903.8,1.2423
sp500,QQQ,2018,2018-02-21 15:23:00,long,15m,166.59,165.783341,2084.587017,1681.55,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1693.71,-1.0072
sp500,QQQ,2018,2018-02-26 15:00:00,long,premarket_ny,169.5701,168.803043,2016.077841,1546.45,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,1036.19,0.67
sp500,QQQ,2018,2018-02-28 15:16:00,long,premarket_ny,169.5,168.72305,2036.419746,1582.2,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1594.28,-1.0076
sp500,SPY,2018,2018-03-01 15:17:00,long,premarket_ny,271.55,269.922845,1569.835904,2554.37,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-2569.29,-1.0058
sp500,QQQ,2018,2018-03-12 13:59:00,long,premarket_ny,173.98,173.422602,953.806999,531.65,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-537.46,-1.0109
sp500,SPY,2018,2018-03-12 14:01:00,long,london,279.595,278.93204,920.306948,610.13,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-619.13,-1.0148
sp500,SPY,2018,2018-03-23 14:05:00,short,premarket_ny,263.98,265.046398,1558.396214,1661.87,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,4824.42,2.903
sp500,QQQ,2018,2018-03-26 14:24:00,short,premarket_ny,161.65,162.326165,1062.762764,718.6,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-724.62,-1.0084
sp500,SPY,2018,2018-03-29 13:57:00,short,london,260.31,261.746031,1643.366203,2359.92,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-2374.9,-1.0063
sp500,SPY,2018,2018-04-03 14:19:00,short,premarket_ny,257.0,259.2557,1006.689863,2270.79,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-2279.85,-1.004
sp500,QQQ,2018,2018-04-03 14:19:00,short,premarket_ny,154.56,157.270456,319.631707,866.35,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-868.08,-1.002
sp500,SPY,2018,2018-04-25 14:15:00,short,premarket_ny,261.43,263.086143,959.840243,1589.63,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1598.42,-1.0055
sp500,QQQ,2018,2018-04-25 14:20:00,short,premarket_ny,156.77,158.835677,703.434098,1453.07,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1456.93,-1.0027
sp500,SPY,2018,2018-05-07 13:52:00,long,1h,267.67,266.603233,909.223393,969.93,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-978.45,-1.0088
sp500,QQQ,2018,2018-05-07 13:56:00,long,london,166.55,165.493345,942.374211,995.76,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-429.56,-0.4314
sp500,SPY,2018,2018-05-14 14:12:00,long,london,273.6301,273.172637,876.688187,401.05,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-409.45,-1.0209
sp500,QQQ,2018,2018-05-14 14:12:00,long,london,170.4,169.72296,907.898217,614.68,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-620.1,-1.0088
sp500,SPY,2018,2018-05-29 14:20:00,long,premarket_ny,270.84,269.892916,876.314723,829.94,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-838.25,-1.01
sp500,QQQ,2018,2018-05-30 14:29:00,long,4h,169.55,169.203045,1789.745403,620.96,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,726.75,1.1704
sp500,QQQ,2018,2018-06-05 14:21:00,long,london,174.9951,174.3725,873.654459,543.94,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-549.29,-1.0098
sp500,QQQ,2018,2018-08-15 14:16:00,short,premarket_ny,178.64,180.597864,1459.799995,2858.09,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-1074.78,-0.376
sp500,SPY,2018,2018-08-22 14:12:00,long,london,286.0,285.2114,1317.410919,1038.91,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,362.27,0.3487
sp500,QQQ,2018,2018-09-20 14:20:00,long,15m,184.75,183.501425,1633.255493,2039.24,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-43.23,-0.0212
sp500,SPY,2018,2018-09-27 14:26:00,long,15m,291.23,290.070877,1298.134524,1504.7,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-636.34,-0.4229
sp500,SPY,2018,2018-10-15 14:14:00,short,premarket_ny,274.47,275.987447,1368.129017,2076.06,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-2089.21,-1.0063
sp500,SPY,2018,2018-10-22 13:51:00,short,premarket_ny,275.67,277.387567,1331.858914,2287.56,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,386.71,0.169
sp500,SPY,2018,2018-10-23 14:13:00,short,premarket_ny,269.4101,271.746941,1183.329464,2765.25,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-2776.41,-1.004
sp500,QQQ,2018,2018-10-26 14:26:00,short,premarket_ny,166.0199,167.776602,859.181967,1509.33,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped at break even,False,751.04,0.4976
sp500,SPY,2018,2018-11-07 14:51:00,long,london,277.846,276.982215,1297.837333,1121.05,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,3860.13,3.4433
sp500,QQQ,2018,2018-11-13 15:20:00,short,london,167.34,168.496734,896.370987,1036.86,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1042.11,-1.0051
sp500,SPY,2018,2018-12-14 15:15:00,long,premarket_ny,263.62,262.543638,1410.632589,1518.35,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1531.37,-1.0086
sp500,SPY,2018,2018-12-21 15:06:00,short,london,246.0731,248.274607,1246.005955,2743.09,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-2753.82,-1.0039
sp500,QQQ,2018,2018-12-27 15:07:00,short,premarket_ny,149.75,151.314975,944.899302,1478.74,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,1955.71,1.3226
sp500,SPY,2018,2018-12-27 15:19:00,short,premarket_ny,240.89,243.834089,401.391656,1181.73,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1185.12,-1.0029
