market,symbol,year,entered_utc,side,level_timeframe,entry,stop,units,risk_dollars,share_of_the_days_budget,size_worked_out_from,what_happened,day_boundary_cut,pnl_dollars,result_x_risked
sp500,SPY,2026,2026-05-14 14:04,long,premarket_ny,745.3,743.48547,162.631587,295.1,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,438.12,1.4846
sp500,QQQ,2026,2026-05-14 14:15,long,london,717.82,713.818218,108.897572,435.78,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,231.39,0.531
sp500,SPY,2026,2026-05-26 14:18,long,1h,751.535,749.055846,324.768738,805.15,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-813.69,-1.0106
sp500,QQQ,2026,2026-05-28 14:29,long,15m,731.9299,726.336807,426.564495,2385.81,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,1443.7,0.6051
sp500,QQQ,2026,2026-06-08 13:57,short,london,714.19,719.791419,443.610719,2484.85,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-2495.94,-1.0045
sp500,QQQ,2026,2026-06-09 14:29,short,premarket_ny,715.95,725.731595,296.842122,2903.59,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",the 1-minute broke structure against the trade — the rest closed by hand,False,4321.26,1.4882
sp500,SPY,2026,2026-06-18 13:54,short,premarket_ny,744.65,748.274465,543.114622,1968.5,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,-1681.52,-0.8542
sp500,QQQ,2026,2026-06-22 13:57,long,15m,744.14,740.355586,426.373054,1613.57,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-1624.68,-1.0069
sp500,QQQ,2026,2026-07-07 14:03,short,15m,710.48,716.421048,439.275832,2609.76,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,568.92,0.218
sp500,QQQ,2026,2026-07-16 14:18,short,premarket_ny,711.787,713.670179,441.019844,830.52,1.0,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,2413.3,2.9058
sp500,QQQ,2026,2026-07-20 14:10,short,london,700.27,705.870027,229.635239,1285.96,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,1036.92,0.8063
sp500,SPY,2026,2026-07-20 14:17,short,london,744.83,748.804483,334.772029,1330.55,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",flat by the close,True,968.81,0.7281
sp500,SPY,2026,2026-07-21 14:09,short,4h,745.195,746.76452,341.267185,535.63,0.5,"his set size, worked out off the tightest stop this market normally gives and then held still",stopped out,False,-544.53,-1.0166
