family,config,symbol,tf,stop%,target%,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,verdict
C-rsi3-dipbuy,rsi3<5 stop=none,SPY,1d,,,8,40.16195825967361,62.5,3.21295666077388,-3.3850675984362644,7,128.38832169777925,85.71428571428571,8.987182518844538,-4.323604047442853,INSUFFICIENT-SAMPLE
C-rsi3-dipbuy,rsi3<5 stop=1.5xATR,SPY,1d,1.97857495599273,,8,12.323613393143432,62.5,0.9858890714514734,-3.4786427484481375,7,7.3110369836119515,57.14285714285714,0.5117725888528435,-9.100450813069418,INSUFFICIENT-SAMPLE
C-rsi3-dipbuy,rsi3<10 stop=none,SPY,1d,,,41,115.08808415558948,75.60975609756098,47.186114503791686,-14.602293100749566,20,30.941782704038722,75.0,6.188356540807738,-9.055148127874299,SURVIVOR
C-rsi3-dipbuy,rsi3<10 stop=1.5xATR,SPY,1d,1.97857495599273,,41,82.19587670953732,65.85365853658537,33.7003094509103,-5.058152926336362,20,2.4574370563392223,65.0,0.49148741126785467,-5.961703399256306,SURVIVOR
C-rsi3-dipbuy,rsi3<15 stop=none,SPY,1d,,,83,111.86952331370688,69.87951807228916,92.8517043503767,-14.46988682323475,37,39.873775256985176,72.97297297297297,14.753296845084506,-10.379438529934758,SURVIVOR
C-rsi3-dipbuy,rsi3<15 stop=1.5xATR,SPY,1d,1.97857495599273,,83,72.55977271666958,63.85542168674698,60.224611354835766,-6.049982242409359,37,21.437680948910213,64.86486486486487,7.931941951096788,-8.665032066737389,SURVIVOR
C-rsi3-dipbuy,rsi3<5 stop=none,ES,1d,,,7,131.1405083719323,85.71428571428571,9.179835586035257,-2.608491191809864,7,124.66639003037666,71.42857142857143,8.726647302126356,-6.362411211797705,INSUFFICIENT-SAMPLE
C-rsi3-dipbuy,rsi3<5 stop=1.5xATR,ES,1d,2.0402621987498613,,7,131.1405083719323,85.71428571428571,9.179835586035257,-2.608491191809864,7,-0.27824169734101034,42.857142857142854,-0.019476918813865485,-6.049036236975621,FAIL
C-rsi3-dipbuy,rsi3<10 stop=none,ES,1d,,,31,40.0601727342056,77.41935483870968,12.418653547603743,-14.921945119831548,13,-7.557789538420716,61.53846153846154,-0.9825126399946926,-11.764502542013927,FAIL
C-rsi3-dipbuy,rsi3<10 stop=1.5xATR,ES,1d,2.0402621987498613,,31,55.20238506427649,77.41935483870968,17.112739369925723,-4.189955203884085,13,0.9605942304515338,61.53846153846154,0.1248772499587103,-7.970675898105595,SURVIVOR
C-rsi3-dipbuy,rsi3<15 stop=none,ES,1d,,,58,56.11352669332177,81.03448275862068,32.54584548212662,-14.479886722965185,32,14.122037642212774,68.75,4.519052045508087,-11.838015555397154,SURVIVOR
C-rsi3-dipbuy,rsi3<15 stop=1.5xATR,ES,1d,2.0402621987498613,,58,46.44853082360787,75.86206896551724,26.940147877692567,-6.075244825621701,32,-10.906917656662245,59.375,-3.4902136501319236,-8.930408357874613,FAIL
