asset,N_red,basis,n_events,hit_rate%,resolved_n,inconclusive_n,stop%,target%,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,med_hold_h,trades/yr,verdict
BTC,2,close,3,100.0,3,0,8.0,7.247386160407205,1,-920.4014307248435,0.0,-9.204014307248432,-11.587079169746799,2,714.1769442921805,100.0,14.283538885843615,-3.7527072936660284,408.0,0.2518965517241379,INSUFFICIENT-SAMPLE
BTC,2,wick,5,100.0,5,0,7.958521693309063,18.33046471600688,2,344.257172692709,50.0,6.885143453854181,-12.313052345428648,2,360.7284298871018,50.0,7.214568597742033,-16.517730398544593,576.0,0.33586206896551724,INSUFFICIENT-SAMPLE
BTC,3,close,3,100.0,3,0,8.0,7.247386160407205,1,-920.4014307248435,0.0,-9.204014307248432,-11.587079169746799,2,714.1769442921805,100.0,14.283538885843615,-3.7527072936660284,408.0,0.2518965517241379,INSUFFICIENT-SAMPLE
BTC,3,wick,4,100.0,4,0,8.0,13.102770791561419,2,106.64009291223556,50.0,2.132801858244715,-11.587079169746694,2,146.7206600315858,50.0,2.9344132006317247,-16.555718472104548,504.0,0.33586206896551724,INSUFFICIENT-SAMPLE
BTC,4,close,2,100.0,2,0,8.0,30.0,0,0.0,0.0,0.0,0.0,2,-824.2056297650934,0.0,-16.48411259530187,-23.062571466748576,396.0,0.16793103448275862,INSUFFICIENT-SAMPLE
BTC,4,wick,3,100.0,3,0,8.0,18.95815542271563,1,-115.9769230769216,0.0,-1.1597692307692142,-13.225666182056923,2,384.35639529355467,50.0,7.687127905871094,-16.555718472104505,624.0,0.2518965517241379,INSUFFICIENT-SAMPLE
