entry_n,exit_ema,n,mean_pct,perbar_pct,cf_perbar,pctile,real_hold,cf_hold,thickness
10,10,45,8.717967684742833,0.6420761797273772,0.12367117115491669,100.0,13.555555555555555,7.375977777777778,262.8903155333797
10,20,45,7.4433518322677354,0.4819436438158965,0.4363994268526948,66.85,15.422222222222222,12.68462222222222,224.45427450199904
10,30,44,7.632035544346567,0.4465552712117672,0.39728781389755774,82.45,17.068181818181817,15.262973566864618,230.14403183973533
15,10,36,9.005570128450863,0.594863347934369,0.1779542483865248,99.95,15.13888888888889,7.765819444444444,271.562967223394
15,20,33,8.854102303920335,0.45797080882346564,0.13412939375254093,91.14999999999999,19.333333333333332,11.013772727272729,266.99545497467665
15,30,32,9.782184987531343,0.44338515524221384,0.30324644509946974,74.85000000000001,22.0625,14.837171875,294.9817882989623
20,10,31,10.05547066612897,0.622194791716563,0.2079097591012887,100.0,16.161290322580644,8.094290322580646,303.22271793707245
