family,config,tf,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,med_hold_h,mean_hold_h,verdict,oscillator,k,flavor,buffer_pct,stop_pct,target_pct,max_hold_h,filter_name,exit_n,setup,trigger,level,cost_bps_per_trade,clears_9bps_floor
3-mtf-alignment,RSI3<15 pullback / 1h reversal bar / bias+setup / tgt3x,1h,245,4.917824408247669,29.38775510204082,12.04866980020678,-21.75066982795944,91,5.4680948158632985,29.67032967032967,4.9759662824355955,-14.738076569722338,5.0,10.741071428571429,SURVIVOR,,,,,0.9711253258257933,2.9133759774773798,72.0,,,RSI3<15 pullback,1h reversal bar,bias+setup,,
3-mtf-alignment,RSI3<15 pullback / 1h reversal bar / full / tgt2x,1h,32,31.736284244630895,46.875,10.15561095828188,-9.921283831605473,12,15.045748627275467,41.66666666666667,1.8054898352730664,-3.8325981405018803,4.0,7.454545454545454,SURVIVOR,,,,,0.9711253258257933,1.9422506516515865,72.0,,,RSI3<15 pullback,1h reversal bar,full,,
3-mtf-alignment,RSI3<15 pullback / 1h reversal bar / full / tgt3x,1h,32,26.74588271501068,34.375,8.558682468803426,-11.062703194423605,12,56.41955355155263,41.66666666666667,6.770346426186324,-3.8325981405019074,6.0,8.727272727272727,SURVIVOR,,,,,0.9711253258257933,2.9133759774773798,72.0,,,RSI3<15 pullback,1h reversal bar,full,,
3-mtf-alignment,RSI3<15 pullback / 15m EMA9 recross / setup-only / tgt2x,15m,414,-6.696504667485156,34.05797101449276,-27.72352932338855,-36.93639971790596,141,-5.67058641780172,35.46099290780142,-7.99552684910042,-12.771459671815085,0.75,2.928828828828829,FAIL,,,,,0.43356792623966667,0.8671358524793333,72.0,,,RSI3<15 pullback,15m EMA9 recross,setup-only,8.598457778652401,True
3-mtf-alignment,RSI3<15 pullback / 15m EMA9 recross / setup-only / tgt3x,15m,414,-4.128475189424548,27.77777777777778,-17.091887284217634,-34.320304043947466,141,-6.886499440160415,26.24113475177305,-9.709964210626188,-15.567019627120162,1.0,4.012612612612613,FAIL,,,,,0.43356792623966667,1.300703778719,72.0,,,RSI3<15 pullback,15m EMA9 recross,setup-only,9.099187767411664,False
3-mtf-alignment,RSI3<15 pullback / 15m EMA9 recross / bias+setup / tgt2x,15m,241,-5.015164785974858,36.09958506224066,-12.08654713419941,-15.07225780506252,90,-11.498554891442796,31.11111111111111,-10.34869940229851,-11.6360720500507,0.75,2.224320241691843,FAIL,,,,,0.43356792623966667,0.8671358524793333,72.0,,,RSI3<15 pullback,15m EMA9 recross,bias+setup,8.579972132662169,True
3-mtf-alignment,RSI3<15 pullback / 15m EMA9 recross / bias+setup / tgt3x,15m,241,-4.6034294204460195,27.800829875518673,-11.094264903274908,-20.133645816569697,90,-6.684851881504902,26.666666666666668,-6.0163666933544135,-10.612466590540883,1.0,3.010574018126888,FAIL,,,,,0.43356792623966667,1.300703778719,72.0,,,RSI3<15 pullback,15m EMA9 recross,bias+setup,9.08556322828695,False
3-mtf-alignment,RSI3<15 pullback / 15m EMA9 recross / full / tgt2x,15m,194,-11.563903514619682,30.412371134020617,-22.43397281836218,-24.00288745933542,78,-10.369168082503142,32.05128205128205,-8.087951104352452,-9.19059088312838,1.0,2.3933823529411766,FAIL,,,,,0.43356792623966667,0.8671358524793333,72.0,,,RSI3<15 pullback,15m EMA9 recross,full,8.850175860269484,True
3-mtf-alignment,RSI3<15 pullback / 15m EMA9 recross / full / tgt3x,15m,194,-8.676034089214442,25.257731958762886,-16.83150613307601,-21.526619309257406,78,-8.34348113497018,25.64102564102564,-6.507915285276744,-10.599509327795035,1.25,3.1783088235294117,FAIL,,,,,0.43356792623966667,1.300703778719,72.0,,,RSI3<15 pullback,15m EMA9 recross,full,9.235074992769139,False
3-mtf-alignment,FVG-return (<=20bar) / 1h reversal bar / setup-only / tgt2x,1h,421,-6.187839653705899,34.441805225653205,-26.050804942101834,-31.779042760190908,137,-4.73512389770615,35.03649635036496,-6.487119739857428,-16.346427050120983,5.0,10.0,FAIL,,,,,0.9711253258257933,1.9422506516515865,72.0,,,FVG-return (<=20bar),1h reversal bar,setup-only,,
3-mtf-alignment,FVG-return (<=20bar) / 1h reversal bar / setup-only / tgt3x,1h,421,-10.801755719383078,24.94061757719715,-45.47539157860275,-47.46333485654297,137,-9.908269359480531,26.277372262773724,-13.57432902248833,-24.007151704738348,7.0,13.245519713261649,FAIL,,,,,0.9711253258257933,2.9133759774773798,72.0,,,FVG-return (<=20bar),1h reversal bar,setup-only,,
3-mtf-alignment,FVG-return (<=20bar) / 1h reversal bar / bias+setup / tgt2x,1h,258,-0.5445951878669775,36.82170542635659,-1.4050555846968016,-27.256361719098948,98,-11.551417745050811,32.6530612244898,-11.3203893901498,-21.471943896210806,4.5,7.634831460674158,FAIL,,,,,0.9711253258257933,1.9422506516515865,72.0,,,FVG-return (<=20bar),1h reversal bar,bias+setup,,
3-mtf-alignment,FVG-return (<=20bar) / 1h reversal bar / bias+setup / tgt3x,1h,258,-7.27915210396373,26.356589147286826,-18.780212428226427,-29.072445939321817,98,-9.670129763222706,27.55102040816326,-9.476727167958254,-18.469788181186445,5.0,10.662921348314606,FAIL,,,,,0.9711253258257933,2.9133759774773798,72.0,,,FVG-return (<=20bar),1h reversal bar,bias+setup,,
3-mtf-alignment,FVG-return (<=20bar) / 1h reversal bar / full / tgt2x,1h,186,-3.2504373755958906,36.02150537634409,-6.045813518608356,-19.80304835814002,70,-7.614927483428021,34.285714285714285,-5.3304492383996145,-18.662429503981077,4.0,8.06640625,FAIL,,,,,0.9711253258257933,1.9422506516515865,72.0,,,FVG-return (<=20bar),1h reversal bar,full,,
3-mtf-alignment,FVG-return (<=20bar) / 1h reversal bar / full / tgt3x,1h,186,-8.262165668150482,26.344086021505376,-15.367628142759893,-28.244117222929884,70,-8.469776863959538,28.57142857142857,-5.928843804771677,-19.187024402452796,5.0,11.078125,FAIL,,,,,0.9711253258257933,2.9133759774773798,72.0,,,FVG-return (<=20bar),1h reversal bar,full,,
3-mtf-alignment,FVG-return (<=20bar) / 15m EMA9 recross / setup-only / tgt2x,15m,426,-7.54728776865507,33.098591549295776,-32.1514458944706,-34.85232199977034,138,-4.8412448422009025,36.231884057971016,-6.680917882237248,-9.79603668011273,1.25,3.270390070921986,FAIL,,,,,0.43356792623966667,0.8671358524793333,72.0,,,FVG-return (<=20bar),15m EMA9 recross,setup-only,8.630798751504042,True
3-mtf-alignment,FVG-return (<=20bar) / 15m EMA9 recross / setup-only / tgt3x,15m,426,-4.9670753155691605,27.230046948356808,-21.159740844324627,-27.28151814576347,138,0.07128374106298946,30.434782608695656,0.09837156266692126,-9.843276209964564,2.0,4.170212765957447,FAIL,,,,,0.43356792623966667,1.300703778719,72.0,,,FVG-return (<=20bar),15m EMA9 recross,setup-only,9.046952452971421,False
3-mtf-alignment,FVG-return (<=20bar) / 15m EMA9 recross / bias+setup / tgt2x,15m,262,-5.192028781036861,35.87786259541985,-13.60311540631658,-19.912732176144733,100,-3.9339297264234303,37.0,-3.933929726423435,-9.604680718186613,1.0,2.0552486187845305,FAIL,,,,,0.43356792623966667,0.8671358524793333,72.0,,,FVG-return (<=20bar),15m EMA9 recross,bias+setup,8.468842863259098,True
3-mtf-alignment,FVG-return (<=20bar) / 15m EMA9 recross / bias+setup / tgt3x,15m,262,-7.29052622361051,25.954198473282442,-19.101178705859535,-24.0953620814043,100,-10.891886597869853,24.0,-10.89188659786985,-12.577952039657134,1.5,2.985497237569061,FAIL,,,,,0.43356792623966667,1.300703778719,72.0,,,FVG-return (<=20bar),15m EMA9 recross,bias+setup,9.231342981618912,False
3-mtf-alignment,FVG-return (<=20bar) / 15m EMA9 recross / full / tgt2x,15m,221,-8.040465904759122,33.4841628959276,-17.769429649517665,-19.87860341679817,86,-9.716656009172913,32.55813953488372,-8.356324167888706,-9.675432488410594,1.0,2.1164495114006514,FAIL,,,,,0.43356792623966667,0.8671358524793333,72.0,,,FVG-return (<=20bar),15m EMA9 recross,full,8.678231147030246,True
3-mtf-alignment,FVG-return (<=20bar) / 15m EMA9 recross / full / tgt3x,15m,221,-6.228105372416847,26.69683257918552,-13.764112873041235,-17.828148550265897,86,-14.098396851048165,22.093023255813954,-12.124621291901416,-12.997403080657877,1.25,2.8021172638436482,FAIL,,,,,0.43356792623966667,1.300703778719,72.0,,,FVG-return (<=20bar),15m EMA9 recross,full,9.226886040645162,False
