family,config,symbol,tf,stop%,target%,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,verdict
D-firsthour-fade,fade-long tgt=0.5xrange(mid) stop=rangeheight,SPY,1h,0.451600518646232,0.225800259323116,193,-4.477727419621209,61.13989637305699,-8.64201391986893,-9.899757326863641,60,1.2271063255841304,71.66666666666667,0.736263795350478,-2.673435902120498,FAIL
D-firsthour-fade,fade-short tgt=0.5xrange(mid) stop=rangeheight,SPY,1h,0.451600518646232,0.225800259323116,227,-8.314770359939441,53.30396475770925,-18.87452871706253,-19.90802430857218,79,-2.9191855972329894,60.75949367088608,-2.3061566218140594,-4.045724232292457,FAIL
