job,symbol,config,slice,control,n,mean_pct,perbar_pct,chance_pctile_pertrade,chance_pctile_perbar,real_hold,chance_hold,drift_perday,cost_pct
B,NVDA,donchian20 ema20 nostop,choosing slice,LOOSE,33,5.452607795187855,0.241201149116889,100.0,95.45,22.606060606060606,10.828348484848483,0.20092533032510887,0.0201694231544937
B,NVDA,donchian20 ema20 nostop,choosing slice,MATCHED,33,5.452607795187855,0.241201149116889,99.95,99.65,22.606060606060606,14.603984848484847,0.20092533032510887,0.0201694231544937
B,NVDA,donchian20 ema20 nostop,middle slice,LOOSE,9,19.955975438437424,0.6346423284308722,100.0,95.8,31.444444444444443,4.332333333333334,0.34595577853667364,0.0201694231544937
B,NVDA,donchian20 ema20 nostop,middle slice,MATCHED,9,19.955975438437424,0.6346423284308722,99.0,97.2,31.444444444444443,21.3985,0.34595577853667364,0.0201694231544937
D,NVDA,donchian20 ema30 structural stop,middle,MATCHED,9,20.25624345190187,0.5938312412609669,95.15,78.2,34.111111111111114,23.93863888888889,0.34595577853667364,0.0201694231544937
