family,config,tf,stop%,target%,max_hold_h,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,med_hold_h,mean_hold_h,verdict
3-washout-scalp,RSI3<10 stop1.0% tgt3.0% hold12h,1h,1.0,3.0,12,270,-12.866066980289192,36.2962962962963,-34.738380846780814,-38.31384801045299,91,-10.451423855924956,35.16483516483517,-9.510795708891706,-18.584648712347203,5.0,5.814404432132964,FAIL
3-washout-scalp,RSI3<10 stop1.0% tgt3.0% hold24h,1h,1.0,3.0,24,221,-12.49964510454301,29.411764705882355,-27.624215681040056,-33.850744358656655,78,1.4288585695611544,32.05128205128205,1.114509684257703,-16.10648463384733,5.0,8.40133779264214,FAIL
3-washout-scalp,RSI3<10 stop1.5% tgt2.0% hold12h,1h,1.5,2.0,12,270,-8.236582559123306,47.77777777777778,-22.23877290963293,-33.44791663111187,91,-5.118606017005292,48.35164835164835,-4.657931475474819,-13.510078332795263,6.0,6.4515235457063715,FAIL
3-washout-scalp,RSI3<10 stop1.5% tgt2.0% hold24h,1h,1.5,2.0,24,221,-8.509394654642927,44.79638009049774,-18.805762186760866,-30.069537377648725,78,-0.865281100926087,44.871794871794876,-0.6749192587223507,-17.413105096114233,6.0,8.80267558528428,FAIL
3-washout-scalp,RSI3<10 stop1.5% tgt3.0% hold12h,1h,1.5,3.0,12,270,-10.67498344560664,44.44444444444444,-28.82245530313793,-35.52128740524395,91,-7.763039814144137,46.15384615384615,-7.064366230871166,-16.70366759239116,9.0,7.412742382271468,FAIL
3-washout-scalp,RSI3<10 stop1.5% tgt3.0% hold24h,1h,1.5,3.0,24,221,-9.61359561851124,38.91402714932127,-21.24604631690984,-36.16151772561128,78,6.79430563758447,43.58974358974359,5.299558397315884,-14.505235444665832,9.0,11.210702341137123,FAIL
3-washout-scalp,RSI3<5 stop1.0% tgt2.0% hold12h,15m,1.0,2.0,12,331,-10.588789465197982,40.181268882175225,-35.048893129805315,-44.59883288702543,118,2.708923270057004,49.152542372881356,3.1965294586672632,-10.074366647884727,3.75,5.1703786191536745,FAIL
3-washout-scalp,RSI3<5 stop1.0% tgt2.0% hold24h,15m,1.0,2.0,24,267,-13.425949866901918,33.33333333333333,-35.84728614462812,-43.2201018755028,94,1.430553628369977,40.42553191489361,1.3447204106677768,-11.602683805298875,3.75,6.914819944598338,FAIL
3-washout-scalp,RSI3<5 stop1.0% tgt3.0% hold12h,15m,1.0,3.0,12,331,-8.79000058843244,38.066465256797585,-29.09490194771138,-37.57993815840487,118,10.274916277451327,48.30508474576271,12.124401207392577,-10.63557759925753,4.75,5.8502227171492205,FAIL
3-washout-scalp,RSI3<5 stop1.0% tgt3.0% hold24h,15m,1.0,3.0,24,267,-8.918250463955575,30.711610486891384,-23.811728738761385,-31.819680048610632,94,2.3479892524998656,36.17021276595745,2.207109897349868,-10.94904288693585,4.5,8.47437673130194,FAIL
3-washout-scalp,RSI3<5 stop1.5% tgt2.0% hold12h,15m,1.5,2.0,12,331,-5.931854444073934,50.453172205438065,-19.63443820988472,-34.59730906657326,118,3.7577864957295524,56.779661016949156,4.434188064960876,-9.985483892939108,6.25,6.591870824053452,FAIL
3-washout-scalp,RSI3<5 stop1.5% tgt2.0% hold24h,15m,1.5,2.0,24,267,-9.76335783109901,44.19475655430712,-26.06816540903435,-31.73768310382433,94,7.47996392816367,50.0,7.031166092473851,-11.296872140851661,6.0,8.92590027700831,FAIL
3-washout-scalp,RSI3<5 stop1.5% tgt3.0% hold12h,15m,1.5,3.0,12,331,-3.0120863493741834,48.036253776435046,-9.97000581642855,-30.431236959788116,118,12.685189947850015,56.779661016949156,14.968524138463014,-9.756104981736534,8.25,7.481069042316259,FAIL
3-washout-scalp,RSI3<5 stop1.5% tgt3.0% hold24h,15m,1.5,3.0,24,267,-3.894175797993276,40.823970037453186,-10.397449380642044,-31.36270951937144,94,9.329748461854077,45.744680851063826,8.769963554142834,-9.65175423170156,8.25,11.10595567867036,FAIL
