name,n_tr,n_va,mean_tr,mean_va,gross_tr,gross_va,R_tr,win_tr,stop_tr,lev,verdict,n_assets_pos,arm
"1h swing high -> 1m BOS, target 1R",853,285,-0.47405169659316215,-0.4247485406417311,0.02594830340683785,0.07525145935826892,-4.751379830676593,7.38569753810082,0.29381929057106193,3.4034525032594622,reject,0,B
"4h swing high -> 1m BOS, target 2R",403,152,-0.4747771802366295,-0.3650206952729311,0.025222819763370433,0.13497930472706895,-4.375468234847171,15.88089330024814,0.27634194483093166,3.618705081531537,reject,0,B
"last session high -> 1m BOS, target 2R",557,187,-0.47555898328287804,-0.4184960728071683,0.02444101671712201,0.0815039271928317,-5.14766184666168,17.7737881508079,0.2873631102343381,3.479917791760128,reject,0,B
"last session high -> 1m BOS, target 3R",557,187,-0.47697867999851346,-0.4353955901741699,0.023021320001486587,0.06460440982583006,-5.160229171616796,17.235188509874327,0.2873631102343381,3.479917791760128,reject,0,B
"4h swing high -> 1m BOS, target 3R",403,152,-0.4770874000351466,-0.3500334650410022,0.022912599964853397,0.14996653495899778,-4.375468234847172,15.88089330024814,0.27634194483093166,3.618705081531537,reject,0,B
"last session high -> 1m BOS, target 1R",557,187,-0.47934799724749794,-0.4615254847400309,0.020652002752502074,0.038474515259969116,-5.2392237856203865,6.642728904847396,0.2873631102343381,3.479917791760128,reject,0,B
"4h swing high -> 1m BOS, hold 24h",403,152,-0.4795027870094135,-0.299848975700059,0.020497212990586492,0.200151024299941,-4.308347195152338,9.181141439205955,0.27634194483093166,3.618705081531537,reject,0,B
"1h swing low -> 5m BOS, target 2R",896,302,-0.4842655496235685,-0.6417123723641731,0.01573445037643149,-0.141712372364173,-1.146527291564704,31.026785714285715,0.6545561462869676,1.5277528225387476,reject,0,A
"1h swing high -> 1m BOS, hold 24h",853,285,-0.48596107935053334,-0.2619417368224999,0.014038920649466649,0.23805826317750006,-4.720447848547204,8.206330597889801,0.29381929057106193,3.4034525032594622,reject,0,B
"prev day low -> 5m BOS, target 1R",279,138,-0.48802556489288335,-0.7721299340962988,0.01197443510711671,-0.27212993409629876,-1.1635135970930361,25.089605734767023,0.6516033421171716,1.534675983629592,reject,0,A
"prev day low -> 5m BOS, target 3R",279,138,-0.49003862313082974,-0.8705172835244481,0.00996137686917032,-0.3705172835244481,-1.193388067181364,25.448028673835125,0.6516033421171716,1.534675983629592,reject,0,A
"4h swing high -> 1m BOS, target 1R",403,152,-0.5031512980108861,-0.38978540335428163,-0.0031512980108861365,0.11021459664571831,-4.524351609536998,5.2109181141439205,0.27634194483093166,3.618705081531537,reject,0,B
"1h swing low -> 5m BOS, target 1R",896,302,-0.5060001499449645,-0.540040336723397,-0.0060001499449644485,-0.04004033672339704,-1.178251884437297,23.995535714285715,0.6545561462869676,1.5277528225387476,reject,0,A
"last session high -> 1m BOS, hold 24h",557,187,-0.5315501941630686,-0.24369452061895583,-0.03155019416306859,0.2563054793810442,-5.2573678492346945,8.797127468581687,0.2873631102343381,3.479917791760128,reject,0,B
