year,parent_n,parent_gross,agree_n,agree_gross,kept_share,paired,t
2021,13890,0.2908048863314783,3118,0.30464057011845563,22.447804175665947,0.030839289020036426,0.2939422081781835
2022,13956,0.17999840316504856,3037,0.16137986943435403,21.761249641731155,0.09188204837941608,0.8862784833399491
2023,11314,0.03711897575371066,2862,0.03586604013600285,25.296093335690294,0.03822113942340057,0.6485509800156669
2024,10863,0.13195626899856808,2488,0.12933648318455443,22.90343367393906,0.10031868561882505,1.2423669239541513
2025,13609,0.1106320006469241,3298,0.035310706954016974,24.233962818722905,0.014731943322023343,0.19439512671279224
2026,7441,0.038703297812484626,1805,0.0064216789027062605,24.257492272544013,0.07699076303395697,0.8864578882820706
