family,config,symbol,market,tf,tr_n,tr_exp,tr_win%,tr_dd%,tr_ret%,va_n,va_exp,va_win%,va_dd%,va_ret%,tr_per_yr,cadence,verdict,vol_gate,direction,trend_gate
3b-release-hour,EIA-Wed10:30ET continuation hold1h (n_release_bars=122),CL,WTI (CL=F),1h,71,9.085975116450843,60.56338028169014,-3.2426556125302817,6.451042332680101,25,-7.193448502882311,44.0,-3.129859796371877,-1.7983621257205762,49.73910987647023,OK,FAIL,,,
3b-release-hour,EIA-Wed10:30ET continuation hold2h (n_release_bars=122),CL,WTI (CL=F),1h,71,-0.09115044871224443,52.112676056338024,-6.610890968759413,-0.06471681858569722,25,-9.407003693008882,48.0,-4.487782742859694,-2.351750923252216,49.73910987647023,OK,FAIL,,,
3b-release-hour,EIA-Wed10:30ET continuation hold4h (n_release_bars=122),CL,WTI (CL=F),1h,71,-14.663123081415646,54.929577464788736,-17.258171675764096,-10.410817387805105,25,-11.284310656140732,52.0,-5.053995203945478,-2.8210776640351876,49.73910987647023,OK,FAIL,,,
3b-release-hour,EIA-Wed10:30ET reversal hold1h (n_release_bars=122),CL,WTI (CL=F),1h,71,-12.777509785430212,36.61971830985916,-10.783447182966626,-9.072031947655447,25,2.877408783225328,56.00000000000001,-2.892636302200706,0.719352195806322,49.73910987647023,OK,FAIL,,,
3b-release-hour,EIA-Wed10:30ET reversal hold2h (n_release_bars=122),CL,WTI (CL=F),1h,71,-4.652347063427775,43.66197183098591,-9.098085832632604,-3.3031664150337203,25,5.24833012614341,44.0,-3.8134144274980493,1.312082531535852,49.73910987647023,OK,FAIL,,,
3b-release-hour,EIA-Wed10:30ET reversal hold4h (n_release_bars=122),CL,WTI (CL=F),1h,71,9.197862647705593,43.66197183098591,-8.029981207392927,6.53048247987098,25,6.853003663950367,44.0,-4.637373364644006,1.7132509159875964,49.73910987647023,OK,SURVIVOR,,,
3b-release-hour,API-Tue16:30ET continuation hold1h (n_release_bars=117),CL,WTI (CL=F),1h,65,-1.628418727713478,44.61538461538462,-1.6925966688597491,-1.058472173013758,26,-4.639946481961208,34.61538461538461,-1.5250287988699238,-1.2063860853099184,47.14853123707074,OK,FAIL,,,
3b-release-hour,API-Tue16:30ET continuation hold2h (n_release_bars=117),CL,WTI (CL=F),1h,65,0.7695915141195235,49.23076923076923,-1.8141717799815442,0.5002344841776862,26,-4.997823102834305,38.46153846153847,-1.481755855274387,-1.2994340067369214,47.14853123707074,OK,FAIL,,,
3b-release-hour,API-Tue16:30ET continuation hold4h (n_release_bars=117),CL,WTI (CL=F),1h,65,-0.27045101787673326,50.76923076923077,-3.3918811809472698,-0.1757931616198749,26,-5.0515988866846575,42.30769230769231,-1.9395500038644848,-1.3134157105380129,47.14853123707074,OK,FAIL,,,
3b-release-hour,API-Tue16:30ET reversal hold1h (n_release_bars=117),CL,WTI (CL=F),1h,65,-2.376781162625076,44.61538461538462,-1.907431021107899,-1.544907755706304,26,0.5933738317810892,57.692307692307686,-0.8980080677491673,0.15427719626308622,47.14853123707074,OK,FAIL,,,
3b-release-hour,API-Tue16:30ET reversal hold2h (n_release_bars=117),CL,WTI (CL=F),1h,65,-4.750579964341942,41.53846153846154,-3.5124873712435125,-3.087876976822268,26,0.9219967993460438,53.84615384615385,-1.2767158021154221,0.23971916782996594,47.14853123707074,OK,FAIL,,,
3b-release-hour,API-Tue16:30ET reversal hold4h (n_release_bars=117),CL,WTI (CL=F),1h,65,-3.836002638286496,47.69230769230769,-4.822510744880117,-2.493401714886223,26,0.897047069906036,53.84615384615385,-2.15670763726694,0.2332322381755736,47.14853123707074,OK,FAIL,,,
3b-release-hour,EIA-Wed10:30ET continuation hold1h (n_release_bars=121),BZ,Brent (BZ=F),1h,70,1.4483417757351813,57.14285714285714,-5.958864320082506,1.013839243014636,25,-18.446307131527064,40.0,-5.216485086171626,-4.611576782881766,49.28216356965321,OK,FAIL,,,
3b-release-hour,EIA-Wed10:30ET continuation hold2h (n_release_bars=121),BZ,Brent (BZ=F),1h,70,-8.785225407305864,51.42857142857142,-9.594928852157917,-6.149657785114105,25,-13.963256242971111,44.0,-4.198393123439646,-3.490814060742775,49.28216356965321,OK,FAIL,,,
3b-release-hour,EIA-Wed10:30ET continuation hold4h (n_release_bars=121),BZ,Brent (BZ=F),1h,70,-24.396941834272003,50.0,-20.75342256693104,-17.077859283990403,25,-20.962558848414336,44.0,-5.661979755983702,-5.24063971210359,49.28216356965321,OK,FAIL,,,
3b-release-hour,EIA-Wed10:30ET reversal hold1h (n_release_bars=121),BZ,Brent (BZ=F),1h,70,-5.9211710113164635,40.0,-8.170387427001202,-4.1448197079215205,25,14.470466227477518,56.00000000000001,-3.779080061274917,3.617616556869385,49.28216356965321,OK,FAIL,,,
3b-release-hour,EIA-Wed10:30ET reversal hold2h (n_release_bars=121),BZ,Brent (BZ=F),1h,70,4.359167826729546,45.714285714285715,-6.274747429544564,3.051417478710672,25,9.951891966562398,48.0,-3.0444673566742972,2.487972991640608,49.28216356965321,OK,SURVIVOR,,,
3b-release-hour,EIA-Wed10:30ET reversal hold4h (n_release_bars=121),BZ,Brent (BZ=F),1h,70,21.987308676902234,47.14285714285714,-5.606050946532093,15.391116073831569,25,17.201445839203807,56.00000000000001,-3.09109162070777,4.30036145980095,49.28216356965321,OK,SURVIVOR,,,
3b-release-hour,API-Tue16:30ET continuation hold1h (n_release_bars=123),BZ,Brent (BZ=F),1h,71,-5.818621000623442,36.61971830985916,-5.0484062591393775,-4.131220910442646,23,-11.37380353657808,39.130434782608695,-3.0245374488913903,-2.615974813412958,48.76340395313054,OK,FAIL,,,
3b-release-hour,API-Tue16:30ET continuation hold2h (n_release_bars=123),BZ,Brent (BZ=F),1h,71,-2.193562210092891,39.436619718309856,-4.158208489258448,-1.557429169165958,23,-11.06816975440882,34.78260869565217,-3.6752595577338627,-2.5456790435140264,48.76340395313054,OK,FAIL,,,
3b-release-hour,API-Tue16:30ET continuation hold4h (n_release_bars=123),BZ,Brent (BZ=F),1h,71,-7.380317492265841,43.66197183098591,-7.16995741268178,-5.240025419508743,23,-6.527578020493662,26.08695652173913,-2.8292467339762153,-1.5013429447135462,48.76340395313054,OK,FAIL,,,
3b-release-hour,API-Tue16:30ET reversal hold1h (n_release_bars=123),BZ,Brent (BZ=F),1h,71,1.8283056582854122,50.70422535211267,-2.81063613006584,1.2980970173826378,23,7.421050835714397,52.17391304347826,-1.0318717563492017,1.7068416922143115,48.76340395313054,OK,SURVIVOR,,,
3b-release-hour,API-Tue16:30ET reversal hold2h (n_release_bars=123),BZ,Brent (BZ=F),1h,71,-1.8763016578064247,45.07042253521127,-4.338831426902488,-1.3321741770425666,23,7.096500719097489,56.52173913043478,-1.3882001524485705,1.6321951653924138,48.76340395313054,OK,FAIL,,,
3b-release-hour,API-Tue16:30ET reversal hold4h (n_release_bars=123),BZ,Brent (BZ=F),1h,71,3.458035352079682,54.929577464788736,-4.013515787584588,2.455205099976565,23,2.423990671913286,60.86956521739131,-2.232494180893714,0.5575178545400572,48.76340395313054,OK,SURVIVOR,,,
4a-structure-retest,BOS+retest+engulf mode=reversal k=3 w=10 stop=1.04% R=2.0,CL,WTI (CL=F),1h,46,-27.168455915957765,26.08695652173913,-12.497489721340571,-12.497489721340571,17,3.685236443544294,35.294117647058826,-7.199020892148317,0.6264901954025293,32.64129085643359,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=reversal k=3 w=10 stop=1.04% R=3.0,CL,WTI (CL=F),1h,46,-4.806017093459243,26.08695652173913,-6.447384741153544,-2.2107678629912475,17,15.359210400549486,29.411764705882355,-6.256581279962934,2.6110657680934235,32.64129085643359,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=reversal k=3 w=10 stop=1.04% R=4.0,CL,WTI (CL=F),1h,46,-17.748852468176466,21.73913043478261,-11.120182414581075,-8.164472135361178,17,13.30988560845232,29.411764705882355,-8.580602129228959,2.262680553436902,32.64129085643359,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=continuation k=3 w=10 stop=1.02% R=2.0,CL,WTI (CL=F),1h,56,7.077278336165948,37.5,-6.4170991496737075,3.9632758682529357,18,14.712788413857197,38.88888888888889,-4.1852250126015385,2.6483019144943,38.34056386311248,OK,SURVIVOR,,,
4a-structure-retest,BOS+retest+engulf mode=continuation k=3 w=10 stop=1.02% R=3.0,CL,WTI (CL=F),1h,56,20.78962520988437,32.142857142857146,-8.314182919923843,11.642190117535245,18,2.7072339541277364,27.77777777777778,-6.957242709808457,0.4873021117429932,38.34056386311248,OK,SURVIVOR,,,
4a-structure-retest,BOS+retest+engulf mode=continuation k=3 w=10 stop=1.02% R=4.0,CL,WTI (CL=F),1h,56,21.148159453395238,28.57142857142857,-10.05083980068005,11.84296929390134,18,-4.7715398740868595,27.77777777777778,-8.305166297543268,-0.8588771773356374,38.34056386311248,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=both k=3 w=10 stop=1.02% R=2.0,CL,WTI (CL=F),1h,72,-0.746795704180613,34.72222222222222,-10.685090604675931,-0.5376929070100456,23,2.063990494198942,34.78260869565217,-7.923373945426773,0.47471781366574817,49.220994148590336,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=both k=3 w=10 stop=1.02% R=3.0,CL,WTI (CL=F),1h,72,-2.3860237917679874,26.38888888888889,-10.039150572053416,-1.7179371300729551,23,-2.9658799833862006,26.08695652173913,-10.7229673684703,-0.6821523961788256,49.220994148590336,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=both k=3 w=10 stop=1.02% R=4.0,CL,WTI (CL=F),1h,72,-7.602327089906061,22.22222222222222,-14.236545256163954,-5.473675504732367,23,-7.11098397499684,26.08695652173913,-10.722967368470336,-1.6355263142492693,49.220994148590336,OK,FAIL,,,
4a-structure-retest,ablation-no_engulf mode=both stop=0.77% R=2.0,CL,WTI (CL=F),1h,93,5.649668501527553,36.55913978494624,-8.34148222383858,5.25419170642063,32,0.4758731318888181,34.375,-7.675630478678352,0.15227940220441383,64.7644659849873,OK,SURVIVOR,,,
4a-structure-retest,ablation-no_engulf mode=both stop=0.77% R=3.0,CL,WTI (CL=F),1h,93,23.89490112761998,33.33333333333333,-9.786283196900115,22.222258048686584,32,-2.2475033846756105,25.0,-8.481072493716894,-0.7192010830961992,64.7644659849873,OK,FAIL,,,
4a-structure-retest,ablation-no_engulf mode=both stop=0.77% R=4.0,CL,WTI (CL=F),1h,93,30.70799835473898,29.03225806451613,-10.997473504297702,28.558438469907244,32,-23.237846035936002,18.75,-9.88232724762383,-7.436110731499523,64.7644659849873,OK,FAIL,,,
4a-structure-retest,ablation-breakout(no_retest) mode=both stop=1.05% R=2.0,CL,WTI (CL=F),1h,98,22.785592957098928,40.816326530612244,-11.233429685166,22.32988109795695,34,10.658861083393544,38.23529411764706,-7.424981561060504,3.6240127683538015,68.39127608014658,OK,SURVIVOR,,,
4a-structure-retest,ablation-breakout(no_retest) mode=both stop=1.05% R=3.0,CL,WTI (CL=F),1h,98,17.084106867925993,30.612244897959183,-12.17249032533293,16.742424730567464,34,25.806529519291228,32.35294117647059,-7.769662283156515,8.774220036559012,68.39127608014658,OK,SURVIVOR,,,
4a-structure-retest,ablation-breakout(no_retest) mode=both stop=1.05% R=4.0,CL,WTI (CL=F),1h,98,6.041976652512598,27.55102040816326,-17.201906679676178,5.921137119462339,34,25.84370583835896,32.35294117647059,-7.769662283156517,8.78685998504205,68.39127608014658,OK,SURVIVOR,,,
4a-structure-retest,BOS+retest+engulf mode=reversal k=3 w=10 stop=1.14% R=2.0,BZ,Brent (BZ=F),1h,49,-7.059395239262738,32.6530612244898,-13.151462032267942,-3.4591036672387387,16,-2.6654493446434344,31.25,-3.5108785111868395,-0.4264718951429547,33.719375073973254,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=reversal k=3 w=10 stop=1.14% R=3.0,BZ,Brent (BZ=F),1h,49,-7.156136700931135,28.57142857142857,-15.505069662046417,-3.506506983456259,16,4.536296090750852,31.25,-4.318542781268077,0.7258073745201266,33.719375073973254,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=reversal k=3 w=10 stop=1.14% R=4.0,BZ,Brent (BZ=F),1h,49,-1.1160519706822647,28.57142857142857,-16.629487102590964,-0.5468654656343053,16,-35.54090174369969,25.0,-9.385659765004476,-5.686544278991956,33.719375073973254,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=continuation k=3 w=10 stop=0.80% R=2.0,BZ,Brent (BZ=F),1h,42,-15.69908138713847,28.57142857142857,-9.355694057561788,-6.593614182598162,12,-1.9790187386209557,33.33333333333333,-2.9908852748821313,-0.23748224863451295,28.01301929222393,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=continuation k=3 w=10 stop=0.80% R=3.0,BZ,Brent (BZ=F),1h,42,-24.669309496197457,19.047619047619047,-14.33658444690675,-10.361109988402928,12,24.673926044976422,33.33333333333333,-2.9331274792975024,2.96087112539718,28.01301929222393,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=continuation k=3 w=10 stop=0.80% R=4.0,BZ,Brent (BZ=F),1h,42,-12.647537612199638,19.047619047619047,-13.434244159791007,-5.311965797123852,12,0.43236942402442463,25.0,-5.1970989913336485,0.0518843308829231,28.01301929222393,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=both k=3 w=10 stop=1.03% R=2.0,BZ,Brent (BZ=F),1h,65,-6.717509447386776,32.30769230769231,-16.098659273745053,-4.366381140801401,22,-20.503268813449473,27.27272727272727,-8.102429559999731,-4.510719138958885,45.132086637471886,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=both k=3 w=10 stop=1.03% R=3.0,BZ,Brent (BZ=F),1h,65,-13.117621491260602,24.615384615384617,-19.6194287441895,-8.526453969319391,22,-20.264621212763565,22.727272727272727,-8.821368962955747,-4.45821666680798,45.132086637471886,OK,FAIL,,,
4a-structure-retest,BOS+retest+engulf mode=both k=3 w=10 stop=1.03% R=4.0,BZ,Brent (BZ=F),1h,65,-4.877907632831473,24.615384615384617,-23.207800487145796,-3.17063996134046,22,-31.542880227103357,22.727272727272727,-11.171320484203969,-6.939433649962734,45.132086637471886,OK,FAIL,,,
4a-structure-retest,ablation-no_engulf mode=both stop=0.78% R=2.0,BZ,Brent (BZ=F),1h,97,-9.483213384926447,29.896907216494846,-14.255034684330328,-9.198716983378652,34,-8.622032580137944,29.411764705882355,-7.894042074038571,-2.931491077246906,67.95750976446917,OK,FAIL,,,
4a-structure-retest,ablation-no_engulf mode=both stop=0.78% R=3.0,BZ,Brent (BZ=F),1h,97,-7.4839014506977355,24.742268041237114,-13.717146290625056,-7.259384407176805,34,-4.465241829493018,23.52941176470588,-6.522093721792238,-1.5181822220276309,67.95750976446917,OK,FAIL,,,
4a-structure-retest,ablation-no_engulf mode=both stop=0.78% R=4.0,BZ,Brent (BZ=F),1h,97,-11.64475940020425,19.587628865979383,-20.479991190526263,-11.295416618198129,34,-20.7266421865524,20.588235294117645,-8.905736534419598,-7.047058343427814,67.95750976446917,OK,FAIL,,,
4a-structure-retest,ablation-breakout(no_retest) mode=both stop=0.97% R=2.0,BZ,Brent (BZ=F),1h,98,-14.04318242971454,28.57142857142857,-16.392949062175614,-13.762318781120253,34,-21.332468596021233,26.47058823529412,-8.79145353530439,-7.253039322647215,68.47626938099182,OK,FAIL,,,
4a-structure-retest,ablation-breakout(no_retest) mode=both stop=0.97% R=3.0,BZ,Brent (BZ=F),1h,98,-17.48935781406797,21.428571428571427,-23.926296288134544,-17.139570657786606,34,-14.64308157489717,23.52941176470588,-9.186949849037235,-4.978647735465036,68.47626938099182,OK,FAIL,,,
4a-structure-retest,ablation-breakout(no_retest) mode=both stop=0.97% R=4.0,BZ,Brent (BZ=F),1h,98,-26.527616525173954,18.367346938775512,-29.935951327482485,-25.99706419467047,34,-11.347362262004829,23.52941176470588,-9.017374294275127,-3.858103169081639,68.47626938099182,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold24h stop=0.25% R=1.5,CL,WTI (CL=F),1h,210,-2.7634791654837025,37.61904761904762,-6.376682625215587,-5.8033062475157715,72,-3.745117346875026,36.11111111111111,-3.0215229931504473,-2.6964844897500173,146.10863526213134,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold24h stop=0.25% R=2.0,CL,WTI (CL=F),1h,210,0.039846019136166436,35.23809523809524,-5.091731001394613,0.083676640185959,72,-2.4228117886144798,31.944444444444443,-3.447680688561758,-1.7444244878024207,146.10863526213134,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold24h stop=0.25% R=3.0,CL,WTI (CL=F),1h,210,2.1588220388501558,28.57142857142857,-4.345896524525282,4.533526281585321,72,-2.8328298657747584,23.61111111111111,-3.311635213567591,-2.0396375033578273,146.10863526213134,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold48h stop=0.25% R=1.5,CL,WTI (CL=F),1h,128,-5.6582714422059865,32.8125,-8.744811133534458,-7.242587446023663,44,-3.608444891286581,36.36363636363637,-3.279779741845511,-1.5877157521660967,89.1159051953425,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold48h stop=0.25% R=2.0,CL,WTI (CL=F),1h,128,-4.594801799678507,28.90625,-7.514010433933082,-5.8813463035884865,44,-4.213735214555362,29.545454545454547,-3.4071759622491635,-1.854043494404356,89.1159051953425,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold48h stop=0.25% R=3.0,CL,WTI (CL=F),1h,128,-5.20462347651619,21.09375,-7.4263521512204305,-6.661918049940718,44,-1.464724142838515,25.0,-3.415604814204434,-0.644478622848943,89.1159051953425,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold24h stop=0.26% R=1.5,BZ,Brent (BZ=F),1h,209,-5.536581583536275,33.014354066985646,-11.93396375839776,-11.57145550959081,69,-10.887193619958149,24.637681159420293,-7.5121635977711225,-7.512163597771126,144.21517339330097,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold24h stop=0.26% R=2.0,BZ,Brent (BZ=F),1h,209,-3.724855366012171,30.14354066985646,-8.805756697684087,-7.7849477149654405,69,-8.991125340946594,23.18840579710145,-6.400789483289063,-6.203876485253145,144.21517339330097,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold24h stop=0.26% R=3.0,BZ,Brent (BZ=F),1h,209,-0.6062623258908846,25.837320574162682,-6.213335586633683,-1.2670882611119483,69,-9.040558918952309,17.391304347826086,-6.237985654077092,-6.237985654077094,144.21517339330097,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold48h stop=0.26% R=1.5,BZ,Brent (BZ=F),1h,129,-1.1428066872130886,40.310077519379846,-4.790497509305317,-1.4742206265048852,42,-7.112961512932868,30.952380952380953,-3.3197513223397146,-2.9874438354318023,88.70789442537577,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold48h stop=0.26% R=2.0,BZ,Brent (BZ=F),1h,129,-0.1943802108250051,34.883720930232556,-4.615148110997662,-0.25075047196425615,42,-8.638814254802258,23.809523809523807,-3.769918491787865,-3.6283019870169464,88.70789442537577,OK,FAIL,,,
4b-sweep-reclaim,sweep-reclaim priorday hold48h stop=0.26% R=3.0,BZ,Brent (BZ=F),1h,129,2.3639048198038775,28.68217054263566,-4.7421682280376185,3.049437217547002,42,-5.108649670098549,21.428571428571427,-3.657411269613295,-2.1456328614413933,88.70789442537577,OK,FAIL,,,
5-spread-reversion,"spread-reversion(outright-CL,single-leg-approx) extreme>=80/<=20 hold10d",CL,WTI (CL=F),1d,168,174.11246535753833,59.523809523809526,-44.27856473672401,292.5089418006644,71,26.497445952250647,47.88732394366197,-231.51542091367628,18.813186626097966,15.703318942255802,OK,SURVIVOR,,,
5-spread-reversion,"spread-reversion(outright-CL,single-leg-approx) extreme>=80/<=20 hold20d",CL,WTI (CL=F),1d,108,328.79743358233003,61.111111111111114,-43.8603718495825,355.10122826891643,48,-504.11627192962214,52.083333333333336,-232.79902480836668,-241.97581052621865,10.249865083648137,OK,FAIL,,,
5-spread-reversion,"spread-reversion(outright-CL,single-leg-approx) extreme>=90/<=10 hold10d",CL,WTI (CL=F),1d,112,225.734409990549,60.71428571428571,-45.66893937365204,252.8225391894149,49,-24.134086546365936,40.816326530612244,-231.51542091367628,-11.825702407719307,10.578386400431732,OK,FAIL,,,
5-spread-reversion,"spread-reversion(outright-CL,single-leg-approx) extreme>=90/<=10 hold20d",CL,WTI (CL=F),1d,74,856.3423987524981,67.56756756756756,-42.648702482647856,633.6933750768486,38,-649.8212752133388,52.63157894736842,-232.79902480836668,-246.93208458106878,7.35887749595251,TOO-RARE(7.4/yr),FAIL,,,
