trades,weeks,trades_per_week,win_rate_pct,mean_result_x_risked,net_dollars,deepest_fall_dollars,deepest_fall_pct_of_start,longest_losing_run,avg_win_dollars,avg_loss_dollars,year,sessions,account_end_dollars
5,21,0.24,40.0,0.283,732,3042,3.04,2,2507,1427,2026,101,100732
