pair,session,choch_t,entry_t,exit_t,side,entry,stop,target,exit,outcome,stop_move_in_price_pct,leverage,units,notional,risk_dollars,pnl,cost,r,mfe_r,moved_to_breakeven,stop_from,hours_held,arm
BTC/USD,asia,2026-05-24 00:20:00,2026-05-24 00:30:00,2026-05-24 00:35:00,short,76636.1415,76702.8315,76569.4515,76702.8315,stopped out,0.08702160455194932,34.474197705801764,0.00010407738955599972,7.976089552964217,0.006940921109489863,-0.016524631417696424,0.009583710308206561,-1.0,0.7140725745987729,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,asia,2026-05-24 00:35:00,2026-05-24 02:25:00,2026-05-24 02:30:00,long,76614.4075,76588.52,76640.295,76640.295,target,0.033789336555264865,88.7854070497444,0.00024896889105095716,19.074604073801137,0.006445182167080929,-0.0164740037915458,0.022919185958626728,1.0,4.399497827136856,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,london,2026-05-27 08:00:00,2026-05-27 08:05:00,2026-05-27 08:10:00,long,75819.74650000001,75772.362,75867.13100000002,75772.362,stopped out,0.06249625221315487,48.00287847290351,0.00012558879070219073,9.522110274281658,0.005950962053029798,-0.01739230129396123,0.011441339240931433,-1.0,1.8139581508713207,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,asia,2026-05-28 00:00:00,2026-05-28 00:25:00,2026-05-28 00:30:00,long,74237.29149999999,74167.411,74307.17199999999,74307.17199999999,target,0.09413126285729229,31.870389379011627,7.769253245582189e-05,5.767683179296061,0.005429193014279007,-0.0015009955665834865,0.006930188580862494,1.0,2.670652041699972,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,new_york,2026-05-30 14:25:00,2026-05-30 15:20:00,2026-05-30 15:25:00,long,73752.7075,73697.022,73808.39300000001,73808.39300000001,target,0.0755029908563111,39.73352533423831,9.668878159027638e-05,7.131059427159039,0.005384163147245999,-0.003184196985458276,0.008568360132704275,1.0,2.0749117813431086,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,asia,2026-05-31 00:55:00,2026-05-31 02:25:00,2026-05-31 02:30:00,long,73876.74025,73826.569,73926.9115,73826.569,stopped out,0.06791210579976749,44.174745646162414,0.00010541170964518692,7.787473492765894,0.005288637237536023,-0.014645714974930463,0.00935707773739444,-1.0,3.089423723746152,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,london,2026-06-01 07:45:00,2026-06-01 09:00:00,2026-06-01 09:05:00,short,72876.33575,72896.169,72856.5025,72896.169,stopped out,0.027214938561172162,110.23357606546763,0.00024450182337782,17.81839697196921,0.004849265788507182,-0.026259049818892682,0.0214097840303855,-1.0,4.046979188989102,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,new_york,2026-06-02 15:15:00,2026-06-02 16:15:00,2026-06-02 16:20:00,short,67927.98925,68025.1,67830.87849999999,67830.87849999999,target,0.14296131988038657,20.984697137030153,4.182332330870398e-05,2.8409742561129185,0.004061494294001022,0.0006479074626520392,0.003413586831348983,1.0,2.7721982375790946,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,asia,2026-06-03 00:15:00,2026-06-03 01:35:00,2026-06-03 01:50:00,long,66550.00700000001,66364.57,66735.44400000002,66735.44400000002,target,0.2786430961607642,10.766460900467234,2.200710493571838e-05,1.464572987521793,0.004080931517964927,0.0023211665172802043,0.001759765000684723,1.0,2.0911279841670254,False,middle_candle,0.25,fvg_midpoint_1to1
BTC/USD,new_york,2026-06-04 14:10:00,2026-06-04 14:30:00,2026-06-04 15:05:00,long,63911.969249999995,63712.26,64111.67849999999,64111.67849999999,target,0.31247550708194244,9.60075248142022,2.0783045919364893e-05,1.328285391719787,0.004150566513271769,0.0025545585551948443,0.0015960079580769249,1.0,2.0267501380132544,False,middle_candle,0.5833333333333334,fvg_midpoint_1to1
BTC/USD,london,2026-06-05 07:55:00,2026-06-05 08:50:00,2026-06-05 09:00:00,long,62325.9475,62113.29,62538.605,62538.605,target,0.3412021935165946,8.79244054406729,1.98779881727112e-05,1.2389144472580191,0.004227203269838355,0.002738579417218733,0.0014886238526196224,1.0,1.3471450571928867,False,middle_candle,0.16666666666666666,fvg_midpoint_1to1
BTC/USD,new_york,2026-06-06 15:15:00,2026-06-06 15:30:00,2026-06-06 15:40:00,short,60733.083249999996,60856.584,60609.58249999999,60856.584,stopped out,0.20335004151136446,14.752886095832645,3.489339661945854e-05,2.119183561764844,0.004309360652550822,-0.006855676263854334,0.0025463156113035117,-1.0,1.6041420801086836,False,middle_candle,0.16666666666666666,fvg_midpoint_1to1
BTC/USD,asia,2026-06-07 01:15:00,2026-06-07 02:20:00,2026-06-07 02:45:00,long,61159.205,60948.05,61370.36,61370.36,target,0.3452546513644166,8.689238474106746,1.9434492976378436e-05,1.188598140013389,0.004103690364427166,0.0026755243225190647,0.0014281660419081011,1.0,1.682358930643373,False,middle_candle,0.4166666666666667,fvg_midpoint_1to1
BTC/USD,asia,2026-06-09 00:45:00,2026-06-09 01:20:00,2026-06-09 01:35:00,short,62820.079750000004,62952.6585,62687.50100000001,62687.50100000001,target,0.21104517938787445,14.21496576563058,3.155827079640075e-05,1.9824930882019913,0.004183956094348105,0.0018018816054416083,0.0023820744889064965,1.0,1.4295635612797004,False,middle_candle,0.25,fvg_midpoint_1to1
BTC/USD,new_york,2026-06-09 13:35:00,2026-06-09 13:45:00,2026-06-09 13:50:00,short,62463.1575,62543.53,62382.785,62382.785,target,0.12867184948182883,23.31512302093445,5.2729634420760686e-05,3.293659459741396,0.004238012542482465,0.00028049953984638724,0.003957513002636078,1.0,2.8756664281937825,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,asia,2026-06-10 01:35:00,2026-06-10 01:45:00,2026-06-10 01:50:00,short,61815.4395,61941.595,61689.284,61689.284,target,0.20408412691136937,14.699820340769834,3.366026474005982e-05,2.0807240585931512,0.0042464275284146424,0.001746323125567043,0.0025001044028475994,1.0,1.8995564997165884,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,london,2026-06-10 07:30:00,2026-06-10 08:00:00,2026-06-10 08:05:00,long,61552.79925,61509.215,61596.383499999996,61509.215,stopped out,0.07080790887020444,42.368148528424946,9.863235509256642e-05,6.071097552567456,0.004298817222443177,-0.011593574861547808,0.00729475763910463,-1.0,2.366514279814534,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,asia,2026-06-12 01:00:00,2026-06-12 02:05:00,2026-06-12 02:10:00,short,63579.07175,63660.325,63497.81850000001,63660.325,stopped out,0.12779873591028684,23.474410592808706,4.8625870061696765e-05,3.0915876815587957,0.003951009976590285,-0.007665722623148803,0.0037147126465585183,-1.0,2.3955749462331575,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,new_york,2026-06-14 15:00:00,2026-06-14 15:30:00,2026-06-14 15:35:00,long,63945.40625,63870.16,64020.6525,64020.6525,target,0.11767264360760317,25.494455703773795,4.94514782818136e-05,3.1621948683936227,0.0037210382976627437,-7.85127674978979e-05,0.0037995510651606416,1.0,1.85981028954938,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,london,2026-06-16 08:30:00,2026-06-16 08:35:00,2026-06-16 08:40:00,long,66467.32,66423.8,66510.84000000001,66510.84000000001,target,0.06547578569438947,45.818465073525125,8.544767726949058e-05,5.679478108327958,0.0037186829147685782,-0.0031055224217660057,0.006824205336534584,1.0,3.2388556985288144,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,new_york,2026-06-16 13:30:00,2026-06-16 13:45:00,2026-06-16 13:50:00,short,66116.595,66197.161,66036.02900000001,66036.02900000001,target,0.12185443004134079,24.61953988034911,4.500058637682778e-05,2.97528554423924,0.0036255172420351298,5.054801045389868e-05,0.003574969231581231,1.0,2.2508254102228653,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,asia,2026-06-17 01:55:00,2026-06-17 03:15:00,2026-06-17 03:25:00,long,65678.03125,65613.35,65742.7125,65742.7125,target,0.09848232166672045,30.4623200309236,5.6075503834943975e-05,3.682928693230945,0.0036270336824236436,-0.0007982077152973426,0.004425241397720986,1.0,1.1597449028892455,False,middle_candle,0.16666666666666666,fvg_midpoint_1to1
BTC/USD,asia,2026-06-19 01:30:00,2026-06-19 01:50:00,2026-06-19 01:55:00,short,62911.13875,62948.85,62873.4275,62948.85,stopped out,0.059943677303091726,50.046979681129244,9.554410026696337e-05,6.010788148638844,0.0036030874511925504,-0.010825380024267722,0.007222292573075172,-1.0,1.593257980045676,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,london,2026-06-21 08:05:00,2026-06-21 09:35:00,2026-06-21 09:40:00,short,64136.35,64166.6,64106.1,64166.6,stopped out,0.047165141140710375,63.60629752066116,0.00010837441488757945,6.950739404275007,0.0032783260503492784,-0.01163002175738302,0.008351695707033742,-1.0,3.7221322314049337,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,asia,2026-06-22 01:50:00,2026-06-22 02:55:00,2026-06-22 03:00:00,long,64176.29,63842.47,64510.11,63842.47,stopped out,0.5201609504070736,5.7674456293811085,8.77546401489207e-06,0.5631767235042778,0.0029294253974512683,-0.003606113207254519,0.0006766878098032505,-1.0,0.2394044694745609,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,new_york,2026-06-22 13:35:00,2026-06-22 14:20:00,2026-06-22 14:30:00,long,65034.37625,64902.2065,65166.546,64902.2065,stopped out,0.20323059529613144,14.761556918281121,2.1345595353844735e-05,1.3881974795221903,0.00282124200151884,-0.0044892376284459325,0.0016679956269270927,-1.0,0.8849812457086084,False,middle_candle,0.16666666666666666,fvg_midpoint_1to1
BTC/USD,asia,2026-06-23 00:35:00,2026-06-23 01:45:00,2026-06-23 01:50:00,long,63857.067500000005,63781.495,63932.64000000001,63932.64000000001,target,0.11834633652727951,25.349327136193033,3.554950375553463e-05,2.2700870609086783,0.002686564872565213,-4.106959313252218e-05,0.002727634465697735,1.0,2.5258195772269976,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,london,2026-06-23 07:05:00,2026-06-23 08:05:00,2026-06-23 08:10:00,long,62742.903,62612.64,62873.166,62612.64,stopped out,0.20761391929856832,14.449898205937327,2.0614700910844636e-05,1.2934261796231366,0.0026853327847493344,-0.004239455482124482,0.0015541226973751479,-1.0,0.5141674919201881,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,new_york,2026-06-25 14:30:00,2026-06-25 15:00:00,2026-06-25 15:35:00,long,59081.21625,58786.375,59376.057499999995,59376.057499999995,target,0.4990439749113961,6.011494278700874,8.676360992399377e-06,0.5126099600550122,0.0025581491204502526,0.0019422200582642811,0.0006159290621859714,1.0,1.2812564388463534,False,middle_candle,0.5833333333333334,fvg_midpoint_1to1
BTC/USD,asia,2026-06-29 00:25:00,2026-06-29 00:50:00,2026-06-29 00:55:00,short,59407.4075,59490.0135,59324.8015,59490.0135,stopped out,0.13904999978327579,21.574973064910598,3.1673434401255716e-05,1.881636624399917,0.0026164157221501222,-0.004877305622371806,0.002260889900221684,-1.0,2.5345556012880577,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,london,2026-06-29 07:00:00,2026-06-29 07:15:00,2026-06-29 07:20:00,short,60041.98625,60118.437,59965.535500000005,59965.535500000005,target,0.12732881567520815,23.561045346188052,3.230964448552931e-05,1.939935229942539,0.002470096553151961,0.00013915767176189784,0.002330938881390063,1.0,1.3176227832952536,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,new_york,2026-06-29 14:05:00,2026-06-29 14:30:00,2026-06-29 14:35:00,short,59555.215,59695.39,59415.03999999999,59415.03999999999,target,0.23536981606061352,12.745899411449706,1.7651302183501018e-05,1.0512270965683725,0.002474271283572307,0.0012111641062081506,0.0012631071773641562,1.0,2.2482254324950257,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,new_york,2026-06-29 15:00:00,2026-06-29 15:25:00,2026-06-29 15:30:00,short,59336.8335,59457.8345,59215.832500000004,59457.8345,stopped out,0.20392223996920322,14.71149002900844,2.0748640147502378e-05,1.231158605783764,0.002510606206487864,-0.003989910988980194,0.0014793047824923301,-1.0,2.274076247303829,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,asia,2026-07-03 00:05:00,2026-07-03 01:05:00,2026-07-03 01:10:00,short,61448.25,61511.061,61385.439,61511.061,stopped out,0.10221771978860507,29.349118784925498,3.8065129945182905e-05,2.3390356211540855,0.002390908876986941,-0.005201388830209867,0.0028104799532229266,-1.0,1.8550413144194013,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,london,2026-07-06 07:40:00,2026-07-06 08:15:00,2026-07-06 08:20:00,long,62929.4075,62910.85,62947.965000000004,62947.965000000004,target,0.02948939253877866,101.73149535226908,0.00012042932571493026,7.578546112865075,0.0022348672119551338,-0.006871172786817386,0.00910603999877252,1.0,5.731968206923571,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,asia,2026-07-07 00:20:00,2026-07-07 00:35:00,2026-07-07 00:45:00,long,64033.8575,63957.7,64110.015,64110.015,target,0.11893317531276508,25.224248760791394,2.66386374100641e-05,1.7057747119102136,0.0020287320285569876,-2.085011084321329e-05,0.002049582139400201,1.0,1.8780487804878259,False,middle_candle,0.16666666666666666,fvg_midpoint_1to1
BTC/USD,asia,2026-07-09 00:20:00,2026-07-09 00:30:00,2026-07-09 00:35:00,short,62208.546749999994,62267.371,62149.72249999999,62149.72249999999,target,0.09455975597116023,31.72597019936229,3.447738857875141e-05,2.144788239219173,0.0020281065251037942,-0.0005489745144998752,0.0025770810396036695,1.0,2.2565311074936822,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,london,2026-07-11 08:10:00,2026-07-11 09:40:00,2026-07-11 09:45:00,long,64138.56725,64110.05,64167.0845,64110.05,stopped out,0.04446193799253779,67.47344212714032,7.054106864560728e-05,4.524403075213149,0.002011637289833743,-0.007447956441276482,0.005436319151442739,-1.0,2.775434167039401,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,london,2026-07-14 07:05:00,2026-07-14 07:25:00,2026-07-14 07:30:00,short,62571.6625,62607.89,62535.435,62535.435,target,0.057897614595106645,51.81560623835359,4.936025384948393e-05,3.088553144784234,0.001788198596332222,-0.0019228678873824767,0.0037110664837146988,1.0,2.3682975640052035,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,london,2026-07-15 07:20:00,2026-07-15 09:15:00,2026-07-15 09:35:00,short,64829.1905,64929.395,64728.986,64728.986,target,0.15456694619686764,19.40906561082589,1.7269808838266292e-05,1.1195877270745491,0.0017305125597340517,0.0003852663247643968,0.0013452462349696549,1.0,1.051948764775997,False,middle_candle,0.3333333333333333,fvg_midpoint_1to1
BTC/USD,new_york,2026-07-15 14:30:00,2026-07-15 16:05:00,2026-07-15 16:30:00,long,65110.2675,64989.1,65231.435000000005,64989.1,stopped out,0.18609584118204275,16.120725648378883,1.4377374706979435e-05,0.9361147131191652,0.0017420705498079768,-0.0028668638669103203,0.0011247933171023437,-1.0,1.2816431798955632,False,middle_candle,0.4166666666666667,fvg_midpoint_1to1
BTC/USD,asia,2026-07-16 00:20:00,2026-07-16 01:45:00,2026-07-16 01:50:00,short,64719.77025,64807.2785,64632.262,64807.2785,stopped out,0.1352110022362123,22.18754354589451,1.8924668630861843e-05,1.2248002058467606,0.001656064633716596,-0.003127729448952376,0.0014716648152357798,-1.0,1.8911674042162525,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
BTC/USD,asia,2026-07-16 00:35:00,2026-07-16 00:50:00,2026-07-16 00:55:00,short,64594.604999999996,64640.519,64548.69099999999,64548.69099999999,target,0.07108023959586766,42.205822842701956,3.6068838125984245e-05,2.3298523515568923,0.001656064633716596,-0.0011433811159762377,0.0027994457496928337,1.0,1.7251709718166524,False,middle_candle,0.08333333333333333,fvg_midpoint_1to1
