section,asset,tf,fade_type,break_direction,trade_direction,age_cutoff,touch_cutoff,bucket,split,n_trades,expectancy,trades_per_year,win_rate_pct,random_pctl
fade_sweep_random_baseline,BTC,4h,fade_breakout_mirror,long,short,50,2,STRUCTURAL,train,54,-59.20572253638314,14.23,51.85185185185185,62.0
fade_sweep_random_baseline,BTC,4h,fade_breakout_mirror,long,short,50,3,STRUCTURAL,train,40,-45.68400870686887,10.54,52.5,66.5
fade_sweep_random_baseline,BTC,4h,fade_breakout_mirror,long,short,100,1,STRUCTURAL,train,36,-134.93074819209332,9.49,47.22222222222222,22.5
fade_sweep_random_baseline,BTC,4h,fade_breakout_mirror,long,short,100,2,STRUCTURAL,train,32,-140.96095025912246,8.43,50.0,23.0
fade_sweep_random_baseline,BTC,4h,fade_breakout_mirror,long,short,100,3,STRUCTURAL,train,26,-162.95151202204337,6.85,42.30769230769231,
fade_sweep_random_baseline,BTC,4h,fade_breakout_mirror,long,short,200,1,STRUCTURAL,train,22,-206.28632531956262,5.8,45.45454545454545,
fade_sweep_random_baseline,BTC,4h,fade_breakout_mirror,long,short,200,2,STRUCTURAL,train,16,-228.9797475653374,4.22,43.75,
fade_sweep_random_baseline,BTC,4h,fade_breakout_mirror,long,short,200,3,STRUCTURAL,train,14,-281.1205065872026,3.69,35.714285714285715,
fade_sweep_random_baseline,BTC,4h,fade_breakout_mirror,long,short,500,1,STRUCTURAL,train,13,-52.7487345032805,3.43,61.53846153846154,
fade_sweep_random_baseline,BTC,4h,fade_breakout_mirror,long,short,500,2,STRUCTURAL,train,10,-136.9897217877633,2.64,60.0,
fade_sweep_random_baseline,BTC,4h,fade_breakout_mirror,long,short,500,3,STRUCTURAL,train,9,-165.35482400676543,2.37,55.55555555555556,
