pair,session,entry_t,stop_move_in_price_pct,face_value_times_account,exchange_leverage_wanted,exchange_leverage_set,capped_by_the_exchange,margin_posted_dollars,margin_share_of_account_pct,position_dollars,contracts,below_min_lot,liquidation_move_pct,guard_needs_pct
XRP/USD,london,2025-12-21 11:00:00,0.44055829951231446,6.809541446207948,68.09541446207948,50,True,307.66053017283207,13.619082892415896,15383.026508641602,79.68395061728201,False,2.0,1.3216748985369433
XRP/USD,london,2026-01-08 16:00:00,0.6622804319532283,4.529803169863045,45.298031698630446,46,False,222.45666419233504,9.847398195354446,10233.006552847412,48.04814598465567,False,2.1739130434782608,1.9868412958596848
XRP/USD,new_york,2026-01-09 17:00:00,1.5618412388617633,1.9208098271155498,19.208098271155496,20,False,216.95931159235556,9.604049135577748,4339.186231847111,20.555414012738748,False,5.0,4.68552371658529
XRP/USD,new_york,2026-02-08 18:00:00,0.802421050454643,3.738685567010279,37.38685567010278,38,False,222.25895377102364,9.838646228974415,8445.840243298899,58.22268041237066,False,2.6315789473684212,2.407263151363929
XRP/USD,london,2026-02-12 15:00:00,0.5099887962518502,5.882482168330802,58.82482168330802,50,True,265.7752503509203,11.764964336661606,13288.762517546016,96.67788873038263,False,2.0,1.5299663887555508
XRP/USD,london,2026-02-28 13:00:00,1.1906058987101678,2.5197254635224158,25.19725463522416,26,False,218.92925427367993,9.691251782778522,5692.160611115678,42.61880733344934,False,3.8461538461538463,3.5718176961305033
XRP/USD,asia,2026-03-01 16:00:00,0.9024542352984481,3.3242682926828726,33.24268292682873,34,False,220.87220717359756,9.777259684361391,7509.655043902317,55.098536585364954,False,2.9411764705882355,2.7073627058953447
XRP/USD,london,2026-03-10 12:00:00,0.6937311926770813,4.324441558441561,43.244415584415606,44,False,222.02469223140506,9.828276269185364,9769.086458181822,70.4116363636364,False,2.272727272727273,2.0811935780312436
XRP/USD,london,2026-04-20 08:00:00,0.7840705769809833,3.826186172616399,38.261861726163986,39,False,221.62840029198333,9.810733775939486,8643.50761138735,61.24826028016333,False,2.5641025641025643,2.3522117309429498
XRP/USD,asia,2026-04-30 04:00:00,0.5391444594870134,5.564371379897788,55.64371379897787,50,True,251.40275044088594,11.128742759795575,12570.137522044297,92.36279386712098,False,2.0,1.6174333784610404
XRP/USD,asia,2026-05-03 07:00:00,0.3164101826549662,9.481363636363724,94.81363636363723,50,True,428.37559418182207,18.962727272727445,21418.779709091104,154.02545454545594,False,2.0,0.9492305479648985
XRP/USD,asia,2026-05-09 16:00:00,0.21652768967436006,13.855040916530143,138.55040916530143,50,True,625.981832641565,27.710081833060283,31299.091632078253,221.83698854336933,False,2.0,0.6495830690230802
XRP/USD,london,2026-05-10 11:00:00,0.17261422482122543,17.3797959183669,173.79795918366898,50,True,785.2330834285511,34.7595918367338,39261.65417142756,276.6171428571357,False,2.0,0.5178426744636763
XRP/USD,new_york,2026-05-14 12:00:00,0.4117219665778723,7.286470588235145,72.86470588235144,50,True,329.20857035293443,14.57294117647029,16460.42851764672,113.90117647058588,False,2.0,1.235165899733617
XRP/USD,asia,2026-05-17 05:00:00,0.552680677297843,5.428089171974583,54.280891719745824,50,True,245.2454112611492,10.856178343949164,12262.27056305746,86.33273885350414,False,2.0,1.658042031893529
XRP/USD,asia,2026-05-21 11:00:00,0.21035782857856972,14.261413612564862,142.6141361256486,50,True,644.3420761465704,28.522827225129724,32217.10380732852,236.5486910994667,False,2.0,0.6310734857357092
XRP/USD,asia,2026-07-10 18:00:00,0.5387635832344093,5.568305084745746,55.683050847457466,50,True,251.5804783728806,11.136610169491492,12579.02391864403,114.86644067796577,False,2.0,1.616290749703228
DOT/USD,london,2025-08-18 12:00:00,1.1358440575081787,2.641207637764481,26.41207637764481,27,False,220.98495192649898,9.782250510238818,5966.593702015472,1513.5101334375402,False,3.7037037037037037,3.407532172524536
DOT/USD,london,2025-08-27 11:00:00,0.43079932060322135,6.963799283154131,69.63799283154131,70,False,224.7357304659501,9.948284690220188,15731.501132616508,4048.4587813620124,False,1.4285714285714286,1.292397961809664
DOT/USD,london,2025-08-28 17:00:00,0.7072079502008495,4.242033759869342,42.420337598693415,43,False,222.8586963929125,9.865194790393819,9582.923944895238,2460.157909066173,False,2.3255813953488373,2.1216238506025484
DOT/USD,new_york,2025-09-06 16:00:00,0.29983613149825455,10.005465268676147,100.05465268676146,75,True,301.36995014066883,13.340620358234863,22602.74626055016,5921.467889908179,False,1.3333333333333333,0.8995083944947636
DOT/USD,london,2025-09-07 03:00:00,0.5388810446001885,5.567091346153745,55.67091346153745,56,False,224.5764649038421,9.941234546703118,12576.282034615157,3258.2307692307104,False,1.7857142857142858,1.6166431338005653
DOT/USD,new_york,2025-09-08 19:00:00,0.6410734252702156,4.67965116279073,46.796511627907286,47,False,224.92593963384613,9.956704601682402,10571.519162790768,2626.790697674436,False,2.127659574468085,1.9232202758106467
DOT/USD,asia,2025-09-28 16:00:00,0.47340902655469186,6.337014783670198,63.37014783670199,64,False,223.68077932659884,9.901585599484685,14315.569876902326,3676.723179167261,False,1.5625,1.4202270796640755
DOT/USD,asia,2025-10-07 06:00:00,1.051767583686027,2.8523411888073156,28.52341188807316,29,False,222.19147721252685,9.835659271749364,6443.552839163279,1496.1355483194366,False,3.4482758620689653,3.155302751058081
DOT/USD,asia,2025-11-08 06:00:00,3.898614793196531,0.7695040826386074,7.695040826386071,8,False,217.29256285548988,9.61880103298259,1738.340502843919,580.9665459377218,False,12.5,11.695844379589593
DOT/USD,asia,2025-11-13 03:00:00,0.9114902231455422,3.2913134160090434,32.913134160090436,33,False,225.3093533121536,9.973677018209223,7435.208659301069,2546.8320180383503,False,3.0303030303030303,2.7344706694366265
DOT/USD,london,2025-11-13 13:00:00,0.5076892785428886,5.909126165930182,59.091261659301814,60,False,222.4825395647153,9.848543609883636,13348.952373882918,4436.013745704387,False,1.6666666666666667,1.523067835628666
DOT/USD,asia,2025-11-28 08:00:00,0.7564040087293745,3.9661344537814798,39.6613445378148,40,False,223.99140941176285,9.9153361344537,8959.656376470513,3796.70588235291,False,2.5,2.2692120261881237
DOT/USD,london,2025-12-07 14:00:00,0.8401296467477322,3.5708774373258336,35.708774373258336,36,False,224.07652683379308,9.91910399257176,8066.754966016551,3775.5543175486714,False,2.7777777777777777,2.5203889402431963
DOT/USD,new_york,2026-01-06 21:00:00,1.4556972784297377,2.060868042039691,20.608680420396908,21,False,221.69444484234967,9.813657343046145,4655.583341689343,2110.430517711158,False,4.761904761904762,4.367091835289213
DOT/USD,new_york,2026-01-09 18:00:00,1.762379559944391,1.7022439820481468,17.022439820481466,18,False,213.63540251144693,9.45691101137859,3845.4372452060447,1843.3618931048582,False,5.555555555555555,5.2871386798331725
