family,indicator,tf,direction,state,btc_tr_exp,btc_va_exp,eth_tr_n,eth_tr_exp,eth_va_n,eth_va_exp,eth_verdict
volume,A/D line trend (vs own MA),1h,long,downtrend|at range high|messy|expanding,40.5348,10.3498,30,-18.9226,10,-73.5269,FAIL
volume,A/D line trend (vs own MA),1h,long,downtrend|at range low|clean|expanding,26.0364,26.1331,16,-71.9953,5,53.5,UNRELIABLE
volume,A/D line trend (vs own MA),1h,short,downtrend|at range low|clean|expanding,63.8265,21.08,24,-46.689,10,29.1253,FAIL
volume,A/D line trend (vs own MA),15m,long,transition|at range high|clean|expanding,9.3284,5.6008,131,-14.7603,52,2.2969,FAIL
volume,A/D line trend (vs own MA),15m,short,downtrend|at range low|clean|contracting,0.0287,2.211,67,-9.1861,19,-23.1462,FAIL
volume,A/D line trend (vs own MA),15m,short,uptrend|at range high|messy|stalling,7.774,2.8674,52,-19.4252,27,-4.0584,FAIL
volume,Force Index 0-cross,1h,long,uptrend|pulling back in trend|messy|contracting,9.086,27.2979,29,44.6696,9,-59.5084,FAIL
volume,Force Index 0-cross,1h,short,uptrend|at range high|messy|expanding,6.719,5.5116,22,33.1917,5,51.3956,UNRELIABLE
volume,Force Index 0-cross,1h,long,uptrend|pulling back in trend|messy|expanding,13.2796,44.5955,65,-9.7512,25,-3.5073,FAIL
volume,Force Index 0-cross,1h,short,uptrend|pulling back in trend|messy|expanding,7.3742,10.5042,149,3.5185,52,44.2866,SURVIVOR
volume,Force Index 0-cross,1h,long,transition|mid range|clean|expanding,1.5881,13.5654,66,-23.6302,24,-2.785,FAIL
volume,Force Index 0-cross,1h,long,downtrend|at range high|messy|expanding,22.431,2.83,60,14.6702,20,-53.0545,FAIL
volume,Force Index 0-cross,15m,long,downtrend|pulling back in trend|clean|contracting,1.0113,9.512,99,-7.0725,36,-3.4994,FAIL
volume,Force Index 0-cross,15m,short,uptrend|at range high|clean|expanding,0.4552,6.4021,32,9.1546,13,1.6446,SURVIVOR
volume,Force Index 0-cross,15m,short,transition|at range low|clean|contracting,9.5042,9.1673,34,2.2664,14,-6.8977,FAIL
volume,Ease of Movement 0-cross,1h,long,downtrend|pulling back in trend|messy|expanding,18.2028,1.5214,217,-17.6147,74,-2.2687,FAIL
volume,Ease of Movement 0-cross,1h,long,transition|at range high|messy|expanding,0.0221,14.4657,167,-16.9332,50,42.5427,FAIL
volume,Ease of Movement 0-cross,1h,short,downtrend|at range low|messy|expanding,13.1792,13.7728,151,-17.5422,55,1.7348,FAIL
volume,Ease of Movement 0-cross,1h,short,transition|mid range|clean|contracting,1.703,17.8285,140,-4.2212,34,-43.6787,FAIL
volume,Ease of Movement 0-cross,1h,short,transition|mid range|messy|stalling,8.7499,2.9369,89,-24.4089,38,35.5823,FAIL
volume,Ease of Movement 0-cross,1h,long,downtrend|pulling back in trend|clean|contracting,21.6558,0.8323,90,-28.1298,27,-3.3554,FAIL
volume,Ease of Movement 0-cross,1h,long,transition|at range high|clean|expanding,2.2832,3.8497,41,-58.7412,13,36.0018,FAIL
volume,Ease of Movement 0-cross,1h,short,uptrend|at range low|messy|contracting,0.4519,33.8819,75,-21.8949,20,-44.2893,FAIL
volume,Ease of Movement 0-cross,1h,short,uptrend|at range low|messy|expanding,2.6104,13.8479,55,-22.2453,30,16.5251,FAIL
levels,Camarilla pivots (reversion),1h,long,transition|at range low|messy|expanding,14.3382,48.6393,45,-37.7142,15,-3.4751,FAIL
levels,Williams fractals,1h,long,transition|at range high|messy|contracting,14.6515,7.4474,76,18.9633,32,32.5479,SURVIVOR
levels,Williams fractals,1h,short,transition|at range high|messy|expanding,17.594,37.72,39,-8.6985,20,-10.2894,FAIL
levels,Williams fractals,1h,long,transition|at range low|messy|contracting,2.7528,45.4423,116,-35.5847,46,-29.5279,FAIL
levels,Williams fractals,1h,short,downtrend|at range low|messy|expanding,0.9434,4.9709,86,-45.3526,28,7.949,FAIL
levels,Williams fractals,1h,long,uptrend|pulling back in trend|clean|expanding,2.8021,1.1372,25,-75.938,6,10.4094,UNRELIABLE
levels,Williams fractals,1h,short,transition|at range low|clean|contracting,10.0342,4.8903,18,64.3052,11,-47.8604,UNRELIABLE
levels,Williams fractals,1h,long,downtrend|at range high|messy|expanding,26.1879,7.8118,48,3.1319,19,-68.4445,FAIL
levels,Williams fractals,15m,long,transition|at range high|clean|expanding,1.559,5.5682,220,-0.5217,69,2.5799,FAIL
levels,Williams fractals,15m,short,uptrend|at range high|messy|stalling,0.5582,7.2094,119,-10.6443,46,-10.1924,FAIL
