year,entries,long_share,funding_pct,t_by_day
2021,11893,0.4925586479441688,0.0007440480955183847,1.1094848378110378
2022,13954,0.5162677368496489,-0.0011469830156227707,-1.4307453709313076
2023,11316,0.49346058677978083,0.0018676255744079304,1.3428591554742397
2024,10863,0.4827395747031207,-0.00015143183282694225,-0.43299867104421635
2025,13609,0.4918068924976119,-0.00030624351532082685,-2.934558229001037
2026,7357,0.4927280141361968,-0.0003427819763490639,-3.316718299996598
