family,indicator,mode,config,tf,asset,tr_n,tr_exp,tr_win%,tr_ret%,va_n,va_exp,va_win%,va_ret%,va_dd%,verdict,va_exp_delta_vs_base,tr_exp_delta_vs_base,va_sample_retention_vs_base,filter_is_noop
momentum,RSI OB/OS,filter,7/25-75,1h,ETH,308,-9.1019,33.77,-28.03,112,-39.3944,30.36,-44.12,-52.55,FAIL,,,,False
momentum,Stochastic %K/%D cross,filter,14/3/3,1h,ETH,306,-5.6879,34.64,-17.4,112,-45.8348,27.68,-51.34,-56.9,FAIL,,,,False
momentum,Stochastic %K/%D cross,filter,21/5/5,1h,ETH,308,-9.3991,34.74,-28.95,112,-42.7817,29.46,-47.92,-54.9,FAIL,,,,False
momentum,Stochastic %K/%D cross,filter,5/3/3,1h,ETH,305,-6.1718,34.43,-18.82,112,-44.553,29.46,-49.9,-56.17,FAIL,,,,False
momentum,Stochastic RSI extremes,filter,14,1h,ETH,307,4.2161,31.92,12.94,111,-39.0366,31.53,-43.33,-56.85,FAIL,,,,False
momentum,Stochastic RSI extremes,filter,21,1h,ETH,306,1.893,31.05,5.79,112,-40.3622,29.46,-45.21,-58.05,FAIL,,,,False
momentum,Stochastic extremes,filter,21/5/5,1h,ETH,308,-5.7351,31.17,-17.66,111,-43.8278,27.93,-48.65,-58.64,FAIL,,,,False
momentum,TSI 0-cross,filter,13/7,1h,ETH,308,-7.9487,34.74,-24.48,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
momentum,TSI 0-cross,filter,25/13,1h,ETH,303,-8.4559,34.98,-25.62,111,-47.4959,29.73,-52.72,-59.67,FAIL,,,,False
momentum,TSI 0-cross,signal,25/13,1h,ETH,981,-3.153,27.32,-30.93,334,-1.779,28.74,-5.94,-60.86,FAIL,,,,False
momentum,Ultimate Oscillator extremes,filter,7/14/28,1h,ETH,308,-9.9545,33.77,-30.66,112,-43.1773,29.46,-48.36,-54.5,FAIL,,,,False
momentum,Williams %R extremes,filter,28,1h,ETH,308,-9.1196,32.14,-28.09,111,-38.7505,28.83,-43.01,-50.63,FAIL,,,,False
trend,ADX/DMI DI cross,filter,14,1h,ETH,304,-6.3484,35.2,-19.3,110,-41.9843,28.18,-46.18,-52.24,FAIL,,,,False
trend,ADX/DMI DI cross,filter,25,1h,ETH,282,18.4144,36.52,51.93,102,-44.6136,26.47,-45.51,-52.75,FAIL,,,,False
trend,ADX/DMI DI cross,filter,50,1h,ETH,247,16.4583,36.03,40.65,92,-60.9611,21.74,-56.08,-62.13,FAIL,,,,False
trend,ADX/DMI DI-cross+ADX>thresh,filter,"n14,adx>20",1h,ETH,279,0.0649,35.48,0.18,96,-45.4258,28.12,-43.61,-54.27,FAIL,,,,False
trend,Aroon oscillator 0-cross,filter,25,1h,ETH,308,-6.836,34.74,-21.05,112,-47.4132,28.57,-53.1,-61.08,FAIL,,,,False
trend,Aroon up/down cross,filter,25,1h,ETH,308,-6.836,34.74,-21.05,112,-47.4132,28.57,-53.1,-61.08,FAIL,,,,False
trend,DEMA cross,filter,10/30,1h,ETH,306,-9.1146,33.99,-27.89,111,-42.501,29.73,-47.18,-55.18,FAIL,,,,False
trend,EMA cross,filter,10/30,1h,ETH,302,-7.9684,35.1,-24.06,111,-48.0608,30.63,-53.35,-60.02,FAIL,,,,False
trend,EMA cross,filter,12/26,1h,ETH,303,-8.4988,34.98,-25.75,111,-47.8123,28.83,-53.07,-59.92,FAIL,,,,False
trend,EMA cross,signal,10/30,1h,ETH,1024,-5.2768,25.68,-54.03,346,-4.2205,28.03,-14.6,-67.07,FAIL,,,,False
trend,EMA cross,signal,12/26,1h,ETH,986,-2.7423,27.38,-27.04,342,-3.4439,28.65,-11.78,-63.51,FAIL,,,,False
trend,Hull MA cross,filter,16,1h,ETH,308,-8.1736,34.74,-25.17,112,-44.1228,29.46,-49.42,-55.33,FAIL,,,,False
trend,Hull MA cross,filter,21,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.7223,29.46,-48.97,-55.33,FAIL,,,,False
trend,Hull MA cross,filter,9,1h,ETH,308,-8.0145,34.74,-24.68,112,-43.3792,29.46,-48.58,-54.4,FAIL,,,,False
trend,KAMA cross,filter,10/2/30,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
trend,KAMA cross,filter,5/2/20,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
trend,Linreg slope sign,filter,100,1h,ETH,218,-2.5493,30.28,-5.56,82,-62.9614,19.51,-51.63,-60.22,FAIL,,,,False
trend,Linreg slope sign,filter,20,1h,ETH,307,-9.817,34.2,-30.14,111,-41.8333,29.73,-46.43,-55.41,FAIL,,,,False
trend,Linreg slope sign,filter,50,1h,ETH,274,6.2529,33.94,17.13,102,-52.3689,26.47,-53.42,-60.26,FAIL,,,,False
trend,Linreg slope sign,signal,20,1h,ETH,1492,-1.6938,34.38,-25.27,500,7.2563,35.0,36.28,-35.37,FAIL,,,,False
trend,MACD histogram 0-cross,filter,12/26/9,1h,ETH,308,-8.3224,34.74,-25.63,111,-41.7718,29.73,-46.37,-54.5,FAIL,,,,False
trend,MACD histogram 0-cross,filter,19/39/9,1h,ETH,306,-9.2661,33.99,-28.35,111,-42.501,29.73,-47.18,-55.18,FAIL,,,,False
trend,MACD histogram 0-cross,filter,5/13/6,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
trend,MACD line/signal cross,filter,12/26/9,1h,ETH,308,-8.3224,34.74,-25.63,111,-41.7718,29.73,-46.37,-54.5,FAIL,,,,False
trend,MACD line/signal cross,filter,19/39/9,1h,ETH,306,-9.2661,33.99,-28.35,111,-42.501,29.73,-47.18,-55.18,FAIL,,,,False
trend,MACD line/signal cross,filter,5/13/6,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
trend,Parabolic SAR,filter,0.01/0.1,1h,ETH,306,-8.3794,34.64,-25.64,111,-45.0737,30.63,-50.03,-55.92,FAIL,,,,False
trend,Parabolic SAR,filter,0.02/0.2,1h,ETH,308,-8.2882,34.74,-25.53,112,-43.3802,29.46,-48.59,-54.6,FAIL,,,,False
trend,Parabolic SAR,filter,0.03/0.3,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
trend,SMA cross,filter,10/30,1h,ETH,307,-10.0495,34.2,-30.85,112,-46.3626,28.57,-51.93,-58.25,FAIL,,,,False
trend,SMA cross,filter,50/200,1h,ETH,195,5.6786,32.31,11.07,61,-30.2195,26.23,-18.43,-32.69,FAIL,,,,False
trend,SuperTrend,filter,ATR14xMult2,1h,ETH,307,-8.1776,34.85,-25.11,112,-44.3861,29.46,-49.71,-55.0,FAIL,,,,False
trend,TEMA cross,filter,20/50,1h,ETH,302,-7.5287,35.1,-22.74,108,-40.6877,29.63,-43.94,-54.55,FAIL,,,,False
trend,TEMA cross,signal,10/30,1h,ETH,2302,0.9712,37.32,22.36,799,5.9322,36.3,47.4,-62.41,SURVIVOR,,,,False
trend,TRIX 0-cross,filter,30,1h,ETH,231,8.325,32.03,19.23,88,-53.049,27.27,-46.68,-58.76,FAIL,,,,False
trend,TRIX 0-cross,filter,9,1h,ETH,308,-9.2632,34.42,-28.53,111,-44.7722,30.63,-49.7,-58.08,FAIL,,,,False
trend,TRIX 0-cross,signal,30,15m,ETH,1354,-0.9968,32.05,-13.5,472,3.3471,32.2,15.8,-38.31,FAIL,,,,False
trend,TRIX 0-cross,signal,9,1h,ETH,1156,-0.9434,31.23,-10.91,390,7.4837,33.59,29.19,-45.82,FAIL,,,,False
trend,Vortex VI+/VI- cross,filter,14,1h,ETH,308,-8.5099,34.74,-26.21,111,-41.8188,29.73,-46.42,-54.65,FAIL,,,,False
trend,Vortex VI+/VI- cross,filter,21,1h,ETH,308,-7.897,34.74,-24.32,112,-43.1918,29.46,-48.37,-54.84,FAIL,,,,False
trend,Vortex VI+/VI- cross,signal,21,1h,ETH,2452,3.1414,32.67,77.03,834,-5.6471,31.77,-47.1,-62.25,FAIL,,,,False
volatility,BB-inside-KC squeeze release,filter,BB20/2 KC20/1.5,1h,ETH,201,-19.7343,34.33,-39.67,81,-57.4224,24.69,-46.51,-60.58,FAIL,,,,False
volatility,BB-inside-KC squeeze release,filter,BB20/2 KC20/2,1h,ETH,240,-2.7563,35.42,-6.62,78,-62.5988,28.21,-48.83,-57.03,FAIL,,,,False
volatility,BB-inside-KC squeeze release,signal,BB20/2 KC20/1.5,1h,ETH,665,2.7028,33.23,17.97,248,-7.5467,33.06,-18.72,-43.21,FAIL,,,,False
volatility,Bollinger breakout,filter,10/2,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
volatility,Bollinger breakout,filter,20/2,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
volatility,Bollinger breakout,filter,20/2.5,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
volatility,Bollinger breakout,signal,20/2.5,1h,ETH,667,33.4345,38.38,223.01,210,17.3801,37.62,36.5,-26.03,SURVIVOR,,,,False
volatility,Bollinger mean-revert,filter,10/2,1h,ETH,308,-8.9944,33.77,-27.7,111,-37.9928,29.73,-42.17,-54.67,FAIL,,,,False
volatility,Chandelier exit,filter,14/2,1h,ETH,308,-7.6005,34.74,-23.41,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
volatility,Chandelier exit,filter,22/2,1h,ETH,308,-7.5967,34.74,-23.4,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
volatility,Chandelier exit,filter,22/3,1h,ETH,304,-6.1898,35.2,-18.82,112,-44.7203,29.46,-50.09,-55.44,FAIL,,,,False
volatility,Keltner breakout,filter,10/1.5,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
volatility,Keltner breakout,filter,20/2,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
volatility,Keltner breakout,signal,10/1.5,1h,ETH,771,-5.2772,37.09,-40.69,242,8.9828,38.84,21.74,-40.05,FAIL,,,,False
volatility,Keltner mean-revert,filter,10/1.5,1h,ETH,308,-10.237,34.42,-31.53,111,-40.1748,30.63,-44.59,-54.85,FAIL,,,,False
volume,A/D line trend (vs own MA),filter,20,1h,ETH,303,-3.8598,35.31,-11.7,111,-42.1681,29.73,-46.81,-52.64,FAIL,,,,False
volume,A/D line trend (vs own MA),filter,50,1h,ETH,296,-8.6914,34.8,-25.73,107,-45.7894,30.84,-48.99,-55.1,FAIL,,,,False
volume,CMF 0-cross,filter,10,1h,ETH,305,-5.0464,34.75,-15.39,111,-42.3903,29.73,-47.05,-52.78,FAIL,,,,False
volume,Ease of Movement 0-cross,filter,14,1h,ETH,308,-8.047,34.74,-24.78,112,-43.331,29.46,-48.53,-54.55,FAIL,,,,False
volume,Ease of Movement 0-cross,filter,20,1h,ETH,308,-8.047,34.74,-24.78,112,-43.331,29.46,-48.53,-54.55,FAIL,,,,False
volume,Force Index 0-cross,filter,13,1h,ETH,307,-6.4671,34.85,-19.85,112,-44.7366,29.46,-50.1,-55.0,FAIL,,,,False
volume,Force Index 0-cross,filter,2,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
volume,MFI extremes,filter,14/20-80,1h,ETH,308,-7.3849,34.09,-22.75,112,-39.5164,30.36,-44.26,-52.48,FAIL,,,,False
volume,OBV divergence,filter,20,1h,ETH,176,51.7176,28.41,91.02,67,-50.3252,26.87,-33.72,-43.18,FAIL,,,,False
volume,OBV divergence,filter,50,1h,ETH,100,-14.0303,36.0,-14.03,49,-37.0485,32.65,-18.15,-30.22,FAIL,,,,False
volume,OBV trend (vs own MA),filter,20,1h,ETH,306,-8.1794,34.97,-25.03,112,-44.5515,28.57,-49.9,-55.4,FAIL,,,,False
volume,OBV trend (vs own MA),filter,50,1h,ETH,289,-2.6801,34.26,-7.75,102,-40.2557,30.39,-41.06,-51.02,FAIL,,,,False
volume,VWAP fade band,filter,k=1,1h,ETH,307,-6.9905,30.29,-21.46,111,-41.3763,31.53,-45.93,-58.79,FAIL,,,,False
volume,VWAP session cross,filter,cross,1h,ETH,308,-8.1736,34.74,-25.17,112,-43.2791,29.46,-48.47,-54.5,FAIL,,,,False
