name,n_tr,n_va,mean_tr,mean_va,gross_tr,gross_va,R_tr,win_tr,stop_tr,lev,verdict,n_assets_pos,arm,filt
"1h swing low -> 1m BOS, target 3R",11243,3664,-0.33721393482892803,-0.3876004129905212,0.16278606517107197,0.11239958700947875,-4.700284418897876,23.952681668593794,0.3881264687720084,2.5764797829014228,reject,0,PARENT,PARENT
"1h swing high -> 1m BOS, hold 24h",11475,3905,-0.3698527009730883,-0.40793002298952064,0.13014729902691174,0.09206997701047931,-6.78166865504166,8.958605664488017,0.35297489540146054,2.833062671107635,reject,0,PARENT,PARENT
"1h swing high -> 1m BOS, target 1R",11475,3905,-0.4272812355660633,-0.4687224076276492,0.0727187644339367,0.031277592372350733,-7.1881769796915,11.43355119825708,0.35297489540146054,2.833062671107635,reject,0,PARENT,PARENT
"1h swing high -> 1m BOS, target 2R",11475,3905,-0.3846830059810685,-0.43817118221311646,0.11531699401893142,0.06182881778688358,-7.065686260025004,21.742919389978212,0.35297489540146054,2.833062671107635,reject,0,PARENT,PARENT
"1h swing high -> 1m BOS, target 3R",11475,3905,-0.36179323771844113,-0.4338709864342193,0.1382067622815589,0.0661290135657807,-6.983995137552611,23.25925925925926,0.35297489540146054,2.833062671107635,reject,0,PARENT,PARENT
"4h swing low -> 1m BOS, hold 24h",4828,1571,-0.20917166208409177,-0.31914070403848305,0.29082833791590823,0.180859295961517,-5.3416985463237685,11.495443247721623,0.41114135785361583,2.4322534838639207,reject,1,PARENT,PARENT
"4h swing low -> 1m BOS, target 1R",4828,1571,-0.3958374810370868,-0.44853310502753224,0.10416251896291318,0.051466894972467724,-5.89433261462392,15.430820215410106,0.41114135785361583,2.4322534838639207,reject,0,PARENT,PARENT
"4h swing low -> 1m BOS, target 2R",4828,1571,-0.33142116127390536,-0.4154044336865438,0.16857883872609467,0.08459556631345616,-5.716772786814753,25.103562551781277,0.41114135785361583,2.4322534838639207,reject,0,PARENT,PARENT
"4h swing low -> 1m BOS, target 3R",4828,1571,-0.3094092200987383,-0.39031559470741,0.19059077990126172,0.10968440529258994,-5.640004023298521,25.745650372825185,0.41114135785361583,2.4322534838639207,reject,0,PARENT,PARENT
"4h swing high -> 1m BOS, hold 24h",4985,1665,-0.2889164323490506,-0.3878856469158141,0.2110835676509494,0.11211435308418591,-4.04368909627779,11.675025075225678,0.4015334948878184,2.4904522604755126,reject,0,PARENT,PARENT
"4h swing high -> 1m BOS, target 1R",4985,1665,-0.4368945118224464,-0.4358780975481291,0.06310548817755363,0.0641219024518709,-4.968320120116024,12.056168505516549,0.4015334948878184,2.4904522604755126,reject,0,PARENT,PARENT
"4h swing high -> 1m BOS, target 2R",4985,1665,-0.3821872941121519,-0.37467086214421097,0.11781270588784808,0.125329137855789,-4.796849216529869,22.166499498495487,0.4015334948878184,2.4904522604755126,reject,0,PARENT,PARENT
"4h swing high -> 1m BOS, target 3R",4985,1665,-0.36345198023948366,-0.3667957960948946,0.13654801976051634,0.13320420390510537,-4.673808275362055,25.115346038114346,0.4015334948878184,2.4904522604755126,reject,0,PARENT,PARENT
"prev day low -> 1m BOS, hold 24h",1835,690,-0.16168292200325463,-0.34035161040443157,0.3383170779967453,0.15964838959556849,-12.10117326681035,12.098092643051771,0.46692300451523133,2.1416807275071394,reject,1,DAILY,DAILY
"prev day low -> 1m BOS, target 1R",1835,690,-0.3948286872659719,-0.42485406379329377,0.10517131273402808,0.07514593620670625,-13.208597396492566,15.422343324250681,0.46692300451523133,2.1416807275071394,reject,0,DAILY,DAILY
"prev day low -> 1m BOS, target 2R",1835,690,-0.35573093736322187,-0.4101242373005481,0.1442690626367781,0.0898757626994519,-13.06132302729721,26.321525885558582,0.46692300451523133,2.1416807275071394,reject,0,DAILY,DAILY
"prev day low -> 1m BOS, target 3R",1835,690,-0.35615618916900516,-0.40640355138835776,0.14384381083099487,0.09359644861164228,-12.998972743785028,25.286103542234333,0.46692300451523133,2.1416807275071394,reject,0,DAILY,DAILY
"prev day high -> 1m BOS, hold 24h",1558,431,-0.3581009106594056,-0.4226481736063396,0.1418990893405944,0.0773518263936604,-2.3757426465748344,12.130937098844672,0.48321095892220206,2.069489488049881,reject,0,DAILY,DAILY
"prev day high -> 1m BOS, target 1R",1558,431,-0.524051433688997,-0.4136171699000191,-0.024051433688996905,0.08638283009998084,-3.347393956379344,11.938382541720154,0.48321095892220206,2.069489488049881,reject,0,DAILY,DAILY
"prev day high -> 1m BOS, target 2R",1558,431,-0.4590462756662978,-0.3637543660933342,0.040953724333702125,0.13624563390666578,-3.1508277926885744,24.454428754813865,0.48321095892220206,2.069489488049881,reject,0,DAILY,DAILY
"prev day high -> 1m BOS, target 3R",1558,431,-0.4036929841540272,-0.32743666536993743,0.09630701584597275,0.17256333463006251,-2.983311560525554,27.150192554557123,0.48321095892220206,2.069489488049881,reject,0,DAILY,DAILY
"last session low -> 1m BOS, hold 24h",4089,1498,-0.2565560768674765,-0.3774934053819752,0.24344392313252353,0.12250659461802481,-4.634405202303047,10.051357300073366,0.43546740478496915,2.296383125377187,reject,1,DAILY,DAILY
"last session low -> 1m BOS, target 1R",4089,1498,-0.40538191411694163,-0.4630814877951552,0.09461808588305841,0.0369185122048448,-4.914248851996691,15.774027879677183,0.43546740478496915,2.296383125377187,reject,0,DAILY,DAILY
"last session low -> 1m BOS, target 2R",4089,1498,-0.36412940797842774,-0.4273019900687215,0.13587059202157228,0.07269800993127842,-4.785429203688023,23.697725605282464,0.43546740478496915,2.296383125377187,reject,0,DAILY,DAILY
"last session low -> 1m BOS, target 3R",4089,1498,-0.33239616226937047,-0.4145334212314926,0.16760383773062953,0.08546657876850737,-4.727988543293364,23.893372462704818,0.43546740478496915,2.296383125377187,reject,0,DAILY,DAILY
"last session high -> 1m BOS, hold 24h",3491,1178,-0.3738620857107152,-0.30942624715443223,0.12613791428928478,0.19057375284556774,-15.419770482300741,9.767974792323116,0.3902649349658514,2.562361899327443,reject,0,DAILY,DAILY
"last session high -> 1m BOS, target 1R",3491,1178,-0.4689294039152409,-0.4088497029814213,0.031070596084759133,0.09115029701857866,-16.04436158368245,11.744485820681753,0.3902649349658514,2.562361899327443,reject,0,DAILY,DAILY
"last session high -> 1m BOS, target 2R",3491,1178,-0.4206245382191871,-0.37368042331563156,0.07937546178081284,0.1263195766843685,-15.92090383393134,22.085362360355198,0.3902649349658514,2.562361899327443,reject,0,DAILY,DAILY
"last session high -> 1m BOS, target 3R",3491,1178,-0.38327681069481895,-0.3655799838805657,0.11672318930518107,0.13442001611943433,-15.810448298139413,24.061873388713835,0.3902649349658514,2.562361899327443,reject,0,DAILY,DAILY
"1h swing low -> 1m BOS, hold 24h",6159,2069,-0.2907268383715792,-0.37452025969133185,0.20927316162842077,0.12547974030866813,-5.074580388530384,9.53076798181523,0.3872704273829911,2.5821749591301737,reject,0,DAILY,DAILY
"1h swing low -> 1m BOS, target 1R",6159,2069,-0.42634191767634694,-0.4581474532484823,0.0736580823236531,0.04185254675151773,-5.422967036534935,13.346322454943985,0.3872704273829911,2.5821749591301737,reject,0,DAILY,DAILY
"1h swing low -> 1m BOS, target 2R",6159,2069,-0.3812789002241662,-0.43195461218898357,0.11872109977583374,0.06804538781101636,-5.313009916762202,22.552362396492935,0.3872704273829911,2.5821749591301737,reject,0,DAILY,DAILY
"1h swing low -> 1m BOS, target 3R",6159,2069,-0.3550802579133303,-0.42673086820939493,0.1449197420866697,0.07326913179060504,-5.252672940275385,23.510310115278454,0.3872704273829911,2.5821749591301737,reject,0,DAILY,DAILY
"1h swing high -> 1m BOS, hold 24h",5103,1764,-0.3642702525472877,-0.4271494941030962,0.13572974745271232,0.07285050589690378,-10.11328160519165,8.622378992749363,0.3496636321228549,2.8598913588149433,reject,0,DAILY,DAILY
"1h swing high -> 1m BOS, target 1R",5103,1764,-0.4303095258234849,-0.4832961223864266,0.06969047417651508,0.01670387761357336,-10.346482759907724,11.620615324319028,0.3496636321228549,2.8598913588149433,reject,0,DAILY,DAILY
"1h swing high -> 1m BOS, target 2R",5103,1764,-0.3985025244247977,-0.46075174112392564,0.10149747557520232,0.039248258876074374,-10.249236326476252,21.77150695669214,0.3496636321228549,2.8598913588149433,reject,0,DAILY,DAILY
"1h swing high -> 1m BOS, target 3R",5103,1764,-0.37324069148409006,-0.44830346711229596,0.12675930851590994,0.05169653288770408,-10.17175547025836,22.712130119537527,0.3496636321228549,2.8598913588149433,reject,0,DAILY,DAILY
"4h swing low -> 1m BOS, hold 24h",2717,903,-0.20300983166371578,-0.4181542660914807,0.2969901683362843,0.08184573390851929,-5.652058277776013,11.483253588516746,0.4147038550012068,2.4113593060211365,reject,1,DAILY,DAILY
"4h swing low -> 1m BOS, target 1R",2717,903,-0.40075958086769287,-0.46791523861525913,0.0992404191323071,0.03208476138474084,-6.198204653547066,14.611704085388297,0.4147038550012068,2.4113593060211365,reject,0,DAILY,DAILY
"4h swing low -> 1m BOS, target 2R",2717,903,-0.3451957707901255,-0.43413556919235985,0.15480422920987458,0.06586443080764012,-6.033682170899417,24.917188075082812,0.4147038550012068,2.4113593060211365,reject,0,DAILY,DAILY
"4h swing low -> 1m BOS, target 3R",2717,903,-0.3215258992263037,-0.42441576799454883,0.1784741007736963,0.07558423200545121,-5.9497664857565375,25.874125874125873,0.4147038550012068,2.4113593060211365,reject,0,DAILY,DAILY
"4h swing high -> 1m BOS, hold 24h",2298,684,-0.3034189918074387,-0.4666560299065866,0.19658100819256122,0.033343970093413416,-3.256718854390082,10.92254134029591,0.40820491300921347,2.449750035167826,reject,0,DAILY,DAILY
"4h swing high -> 1m BOS, target 1R",2298,684,-0.49264389854685586,-0.4551786260359566,0.0073561014531441,0.04482137396404348,-4.265887264804106,10.704960835509137,0.40820491300921347,2.449750035167826,reject,0,DAILY,DAILY
"4h swing high -> 1m BOS, target 2R",2298,684,-0.4473918401544567,-0.3998650172960276,0.05260815984554334,0.10013498270397234,-4.115846758752786,20.844212358572673,0.40820491300921347,2.449750035167826,reject,0,DAILY,DAILY
"4h swing high -> 1m BOS, target 3R",2298,684,-0.42254656843896604,-0.3874293798403356,0.07745343156103401,0.11257062015966439,-4.012348093315977,23.672758920800696,0.40820491300921347,2.449750035167826,reject,0,DAILY,DAILY
"prev day low -> 1m BOS, hold 24h",1718,575,-0.11799490827105348,-0.271651491004601,0.3820050917289466,0.22834850899539896,-2.4686640228807826,13.969732246798602,0.4444160395315289,2.2501438090626236,reject,1,DAILY_C,DAILY_C
"prev day low -> 1m BOS, target 1R",1718,575,-0.38326183494491306,-0.4020001463336372,0.11673816505508695,0.09799985366636282,-3.2372146758102196,18.568102444703143,0.4444160395315289,2.2501438090626236,reject,0,DAILY_C,DAILY_C
"prev day low -> 1m BOS, target 2R",1718,575,-0.29531085971675475,-0.34381762218953177,0.20468914028324522,0.15618237781046818,-3.0847909318727065,27.823050058207215,0.4444160395315289,2.2501438090626236,reject,0,DAILY_C,DAILY_C
"prev day low -> 1m BOS, target 3R",1718,575,-0.2619190935016836,-0.2861585623084955,0.23808090649831642,0.21384143769150446,-2.9925601106756186,27.9976717112922,0.4444160395315289,2.2501438090626236,reject,0,DAILY_C,DAILY_C
"prev day high -> 1m BOS, hold 24h",2148,794,-0.27448041461285894,-0.33219116357692713,0.22551958538714104,0.16780883642307293,-3.1883363576937,12.756052141527002,0.4610950838805613,2.1687500798838113,reject,0,DAILY_C,DAILY_C
"prev day high -> 1m BOS, target 1R",2148,794,-0.4012862619229389,-0.4092088516009658,0.09871373807706102,0.09079114839903418,-4.007204375757696,14.851024208566107,0.4610950838805613,2.1687500798838113,reject,0,DAILY_C,DAILY_C
"prev day high -> 1m BOS, target 2R",2148,794,-0.3394274119699174,-0.37626931403867425,0.1605725880300826,0.12373068596132578,-3.8312165926902995,25.79143389199255,0.4610950838805613,2.1687500798838113,reject,0,DAILY_C,DAILY_C
"prev day high -> 1m BOS, target 3R",2148,794,-0.32679051423375804,-0.3260589624243371,0.17320948576624198,0.1739410375756629,-3.66103765051268,27.37430167597765,0.4610950838805613,2.1687500798838113,reject,0,DAILY_C,DAILY_C
"last session low -> 1m BOS, hold 24h",3385,1068,-0.27856400383113905,-0.2791192261422353,0.22143599616886092,0.22088077385776467,-4.003343097772607,10.69423929098966,0.4252141307614064,2.351756274443085,reject,0,DAILY_C,DAILY_C
"last session low -> 1m BOS, target 1R",3385,1068,-0.4208424220049785,-0.4291171890639108,0.07915757799502147,0.07088281093608921,-4.283217512309323,15.83456425406204,0.4252141307614064,2.351756274443085,reject,0,DAILY_C,DAILY_C
"last session low -> 1m BOS, target 2R",3385,1068,-0.3562312615867282,-0.37828499746168215,0.1437687384132718,0.12171500253831789,-4.137547043701474,24.401772525849335,0.4252141307614064,2.351756274443085,reject,0,DAILY_C,DAILY_C
"last session low -> 1m BOS, target 3R",3385,1068,-0.3123394328883897,-0.3515044576166794,0.18766056711161028,0.14849554238332058,-4.052451069092948,24.579025110782865,0.4252141307614064,2.351756274443085,reject,0,DAILY_C,DAILY_C
"last session high -> 1m BOS, hold 24h",3997,1496,-0.3363113473397007,-0.3557199784962423,0.16368865266029936,0.14428002150375763,-3.5056585560950433,11.158368776582437,0.3939860559078193,2.5381608942880187,reject,0,DAILY_C,DAILY_C
"last session high -> 1m BOS, target 1R",3997,1496,-0.41376076105501497,-0.45340826217527885,0.08623923894498504,0.0465917378247212,-4.01054205659607,12.609457092819614,0.3939860559078193,2.5381608942880187,reject,0,DAILY_C,DAILY_C
"last session high -> 1m BOS, target 2R",3997,1496,-0.3616387329891112,-0.4039574593597173,0.1383612670108888,0.09604254064028263,-3.8522730800894,23.46760070052539,0.3939860559078193,2.5381608942880187,reject,0,DAILY_C,DAILY_C
"last session high -> 1m BOS, target 3R",3997,1496,-0.330544824075703,-0.39443438305696,0.16945517592429693,0.10556561694303995,-3.7175024749654306,26.494871153365025,0.3939860559078193,2.5381608942880187,reject,0,DAILY_C,DAILY_C
"1h swing low -> 1m BOS, hold 24h",5084,1595,-0.2284645682791948,-0.32134907583572814,0.2715354317208052,0.17865092416427186,-3.556347921735294,10.719905586152635,0.38916351812585526,2.569613937133235,reject,0,DAILY_C,DAILY_C
"1h swing low -> 1m BOS, target 1R",5084,1595,-0.41172118553464904,-0.41153340887881684,0.08827881446535092,0.0884665911211831,-4.23771199409583,15.066876475216365,0.38916351812585526,2.569613937133235,reject,0,DAILY_C,DAILY_C
"1h swing low -> 1m BOS, target 2R",5084,1595,-0.35059662842023653,-0.36990135536038365,0.1494033715797635,0.13009864463961635,-4.112060808321497,23.800157356412274,0.38916351812585526,2.569613937133235,reject,0,DAILY_C,DAILY_C
"1h swing low -> 1m BOS, target 3R",5084,1595,-0.31556981919619126,-0.3368412206094243,0.1844301808038087,0.16315877939057571,-4.031094626772765,24.48859166011015,0.38916351812585526,2.569613937133235,reject,0,DAILY_C,DAILY_C
"1h swing high -> 1m BOS, hold 24h",6372,2141,-0.3743233906022252,-0.392094830535365,0.12567660939777484,0.10790516946463496,-4.1135548941164535,9.227871939736348,0.3556267121796659,2.811937252606578,reject,0,DAILY_C,DAILY_C
"1h swing high -> 1m BOS, target 1R",6372,2141,-0.42485603701245017,-0.45671491914820816,0.07514396298754976,0.043285080851791786,-4.658855825196301,11.283741368487131,0.3556267121796659,2.811937252606578,reject,0,DAILY_C,DAILY_C
"1h swing high -> 1m BOS, target 2R",6372,2141,-0.37361567976977705,-0.41956674226978746,0.12638432023022297,0.0804332577302126,-4.516148283078875,21.720025109855616,0.3556267121796659,2.811937252606578,reject,0,DAILY_C,DAILY_C
"1h swing high -> 1m BOS, target 3R",6372,2141,-0.3526255734739172,-0.4219798626994565,0.14737442652608282,0.07802013730054352,-4.431085379580632,23.69742623979912,0.3556267121796659,2.811937252606578,reject,0,DAILY_C,DAILY_C
"4h swing low -> 1m BOS, hold 24h",2111,668,-0.2171023552400186,-0.18529452659258935,0.2828976447599814,0.3147054734074106,-4.942244548050083,11.511132164850782,0.4065561826996581,2.459684645206211,reject,0,DAILY_C,DAILY_C
"4h swing low -> 1m BOS, target 1R",2111,668,-0.3895024051300491,-0.4223324064800512,0.11049759486995092,0.07766759351994885,-5.503228716114118,16.485078162008527,0.4065561826996581,2.459684645206211,reject,0,DAILY_C,DAILY_C
"4h swing low -> 1m BOS, target 2R",2111,668,-0.3136923057288698,-0.39008375200727463,0.1863076942711302,0.10991624799272544,-5.3088889419270044,25.343439128375177,0.4065561826996581,2.459684645206211,reject,0,DAILY_C,DAILY_C
"4h swing low -> 1m BOS, target 3R",2111,668,-0.29381423327278117,-0.34421910297344854,0.20618576672721875,0.15578089702655143,-5.2413187506796515,25.580293699668406,0.4065561826996581,2.459684645206211,reject,0,DAILY_C,DAILY_C
"4h swing high -> 1m BOS, hold 24h",2687,981,-0.2765134246693424,-0.332963178041514,0.22348657533065758,0.167036821958486,-4.71672877467673,12.318570896911053,0.3958279054412364,2.5263504322295876,reject,0,DAILY_C,DAILY_C
"4h swing high -> 1m BOS, target 1R",2687,981,-0.38921602626506147,-0.42242084832725857,0.1107839737349385,0.07757915167274138,-5.569060984093243,13.211760327502791,0.3958279054412364,2.5263504322295876,reject,0,DAILY_C,DAILY_C
"4h swing high -> 1m BOS, target 2R",2687,981,-0.3264224832430725,-0.3571042952493663,0.17357751675692748,0.14289570475063362,-5.379262185629882,23.2973576479345,0.3958279054412364,2.5263504322295876,reject,0,DAILY_C,DAILY_C
"4h swing high -> 1m BOS, target 3R",2687,981,-0.3129125817718952,-0.35240907715311925,0.18708741822810485,0.14759092284688077,-5.239508125880062,26.349088202456272,0.3958279054412364,2.5263504322295876,reject,0,DAILY_C,DAILY_C
"prev day low -> 1m BOS, hold 24h",616,215,-0.21598182834920573,-0.14499110464164428,0.2840181716507943,0.3550088953583557,-1.479962088428057,14.123376623376624,0.6736168421688875,1.4845234522050186,reject,0,H4,H4
"prev day low -> 1m BOS, target 1R",616,215,-0.39193198730265444,-0.389661532805228,0.10806801269734558,0.11033846719477196,-2.4639717973066038,19.318181818181817,0.6736168421688875,1.4845234522050186,reject,0,H4,H4
"prev day low -> 1m BOS, target 2R",616,215,-0.3432875252726876,-0.32721745146715153,0.15671247472731242,0.17278254853284847,-2.3440131561964885,28.084415584415584,0.6736168421688875,1.4845234522050186,reject,0,H4,H4
"prev day low -> 1m BOS, target 3R",616,215,-0.42331011981278827,-0.2726466463968214,0.0766898801872117,0.22735335360317868,-2.369412673864287,25.649350649350648,0.6736168421688875,1.4845234522050186,reject,0,H4,H4
"prev day high -> 1m BOS, hold 24h",600,156,-0.22074772735663353,-0.4062917594646551,0.27925227264336644,0.09370824053534489,-3.6254827540396906,14.499999999999998,0.4287644059585899,2.332283151546353,reject,1,H4,H4
"prev day high -> 1m BOS, target 1R",600,156,-0.4108357602167723,-0.4153874527412367,0.08916423978322771,0.0846125472587634,-4.309891732692033,13.0,0.4287644059585899,2.332283151546353,reject,0,H4,H4
"prev day high -> 1m BOS, target 2R",600,156,-0.3765987209689566,-0.3666399649944533,0.1234012790310434,0.13336003500554677,-4.206897957631609,25.166666666666664,0.4287644059585899,2.332283151546353,reject,0,H4,H4
"prev day high -> 1m BOS, target 3R",600,156,-0.3361549212130091,-0.3033542721784136,0.16384507878699087,0.19664572782158643,-4.045956561020519,27.833333333333332,0.4287644059585899,2.332283151546353,reject,0,H4,H4
"last session low -> 1m BOS, hold 24h",3160,1061,-0.3723763718281705,-0.306060843274185,0.12762362817182946,0.19393915672581508,-4.251155402771753,9.39873417721519,0.45493064068070665,2.198137277594038,reject,0,H4,H4
"last session low -> 1m BOS, target 1R",3160,1061,-0.4155968633843457,-0.45628645504197907,0.08440313661565431,0.043713544958021,-4.367742683437983,15.91772151898734,0.45493064068070665,2.198137277594038,reject,0,H4,H4
"last session low -> 1m BOS, target 2R",3160,1061,-0.3765207739998165,-0.4202181820558553,0.12347922600018352,0.07978181794414464,-4.222801164508464,23.955696202531644,0.45493064068070665,2.198137277594038,reject,0,H4,H4
"last session low -> 1m BOS, target 3R",3160,1061,-0.36125974752588325,-0.40608194683025883,0.13874025247411673,0.09391805316974121,-4.182326588691346,24.018987341772153,0.45493064068070665,2.198137277594038,reject,0,H4,H4
"last session high -> 1m BOS, hold 24h",2674,985,-0.32083618313770434,-0.22816193171453908,0.17916381686229563,0.2718380682854609,-3.4982382142702977,9.386686611817503,0.36304251381796987,2.7544983354247092,reject,0,H4,H4
"last session high -> 1m BOS, target 1R",2674,985,-0.4380184943358693,-0.44061915144230873,0.061981505664130646,0.05938084855769125,-3.940653564802332,11.480927449513837,0.36304251381796987,2.7544983354247092,reject,0,H4,H4
"last session high -> 1m BOS, target 2R",2674,985,-0.38536173904485665,-0.390970643544628,0.11463826095514337,0.109029356455372,-3.822053003318847,22.32610321615557,0.36304251381796987,2.7544983354247092,reject,0,H4,H4
"last session high -> 1m BOS, target 3R",2674,985,-0.3476628269975584,-0.38123850876513793,0.1523371730024416,0.11876149123486204,-3.717026526584158,24.719521316379954,0.36304251381796987,2.7544983354247092,reject,0,H4,H4
"1h swing low -> 1m BOS, hold 24h",5620,1823,-0.3046215980876803,-0.36598156431647105,0.19537840191231967,0.13401843568352897,-4.8279410537477885,8.95017793594306,0.3688728258901372,2.7109614203401198,reject,0,H4,H4
"1h swing low -> 1m BOS, target 1R",5620,1823,-0.4321971254187941,-0.4547854076830993,0.06780287458120587,0.045214592316900726,-5.458908974793368,12.099644128113878,0.3688728258901372,2.7109614203401198,reject,0,H4,H4
"1h swing low -> 1m BOS, target 2R",5620,1823,-0.38419572971925414,-0.4354460651356434,0.11580427028074584,0.06455393486435665,-5.351859971748812,21.459074733096084,0.3688728258901372,2.7109614203401198,reject,0,H4,H4
"1h swing low -> 1m BOS, target 3R",5620,1823,-0.369147572646856,-0.4154953581526818,0.13085242735314404,0.08450464184731818,-5.302787694798924,22.313167259786475,0.3688728258901372,2.7109614203401198,reject,0,H4,H4
"1h swing high -> 1m BOS, hold 24h",5268,1812,-0.39296521437434995,-0.413342241706293,0.10703478562565012,0.086657758293707,-9.509930026275546,7.327258921791952,0.32750092378176393,3.053426501680245,reject,0,H4,H4
"1h swing high -> 1m BOS, target 1R",5268,1812,-0.4445057284148788,-0.49560025130316215,0.05549427158512118,0.004399748696837854,-9.981769185691013,9.870918754745633,0.32750092378176393,3.053426501680245,reject,0,H4,H4
"1h swing high -> 1m BOS, target 2R",5268,1812,-0.411420464913288,-0.4718653624623295,0.08857953508671193,0.028134637537670485,-9.876643800077092,20.178435839028094,0.32750092378176393,3.053426501680245,reject,0,H4,H4
"1h swing high -> 1m BOS, target 3R",5268,1812,-0.3967567278477464,-0.4717346994360139,0.10324327215225357,0.02826530056398603,-9.810340924976837,21.697038724373577,0.32750092378176393,3.053426501680245,reject,0,H4,H4
"4h swing low -> 1m BOS, hold 24h",1681,538,-0.3190235355374304,-0.28058085644026387,0.18097646446256963,0.2194191435597361,-3.320612192794814,11.06484235574063,0.4691168484891005,2.1316650706976987,reject,0,H4,H4
"4h swing low -> 1m BOS, target 1R",1681,538,-0.38693822642603604,-0.49024339593091,0.11306177357396396,0.009756604069089998,-3.6639023857252098,16.35930993456276,0.4691168484891005,2.1316650706976987,reject,0,H4,H4
