family,cell,timeframe,dial_in_source_market,dial_re_derived_for_ethereum,train_trades,train_avg_profit_per_trade,train_win_pct,train_return_pct,train_worst_drawdown_pct,val_trades,val_avg_profit_per_trade,val_win_pct,val_return_pct,val_worst_drawdown_pct,profit_pct_of_position_train,profit_pct_of_position_val,times_bigger_than_trading_cost_train,times_bigger_than_trading_cost_val,median_stop_distance_pct_train,avg_leverage_out_train,median_hold_hours_train,verdict,source_market,t_stat_train,luck
B donchian breakout,1d channel 55 bars (longer control),1d,20 daily bars (gold),15 1d bars,12,1.887321484422894,50.0,0.2264785781307621,-2.1923728611455573,3,57.09590414902726,66.66666666666666,1.712877124470813,-1.1123088381453463,0.1762314129777913,5.046896705177961,0.979063405432174,28.038315028766448,21.47074869028984,0.1075018559329471,372.0,NOT ENOUGH TRADES,gold,,0.2
B donchian breakout,4h channel 15 bars (Ethereum's own length),4h,20 daily bars (gold),15 4h bars,146,29.200978508025734,32.19178082191781,42.63342862171757,-10.679032450287623,50,-16.470551764406164,28.000000000000004,-8.235275882203075,-12.613423358210564,0.6836143306157038,-0.5269676376448442,3.7978573923094654,-2.927597986915801,6.826661826262199,0.3347544221219251,48.0,DIES,gold,,0.3
B donchian breakout,4h channel 20 bars (gold's number copied straight across),4h,20 daily bars (gold),15 4h bars,125,29.641317005668952,33.6,37.05164625708621,-13.046864282022108,43,-10.595797423246932,30.23255813953488,-4.55619289199618,-10.231717588633554,0.8069473443248518,-0.3485653005333256,4.483040801804733,-1.936473891851809,7.711236385992329,0.2996740587213041,48.0,DIES,gold,,0.3
B donchian breakout,4h channel 55 bars (longer control),4h,20 daily bars (gold),15 4h bars,75,16.90013425922561,38.666666666666664,12.675100694419196,-7.076368513124831,17,40.16870406544696,58.82352941176471,6.828679691125972,-2.85970872542227,0.6156364041453943,1.3697839244048535,3.4202022452521903,7.609910691138077,8.533415859979945,0.2555245622563244,52.0,SURVIVES (first 60% + middle 20%; final slice untouched),gold,,0.3
B donchian breakout,1h channel 10 bars (Ethereum's own length),1h,20 daily bars (gold),10 1h bars,728,-3.132807121726743,27.197802197802197,-22.806835846170724,-54.61247282392878,256,-11.309114571058933,25.390625,-28.951333301910875,-40.754754583043066,-0.0420442324091938,-0.1723614815381778,-0.2335790689399656,-0.9575637863232104,3.0164015797852004,0.8333372640945694,8.0,DIES,gold,,0.0
B donchian breakout,1h channel 20 bars (gold's number copied straight across),1h,20 daily bars (gold),10 1h bars,472,-4.423490782900276,33.686440677966104,-20.8788764952893,-40.99270399943375,167,-11.238416396336945,28.143712574850294,-18.7681553818827,-25.156702113236136,-0.0678416444759212,-0.1883528508635384,-0.3768980248662291,-1.046404727019658,3.693839831839153,0.6831188298862629,13.0,DIES,gold,,0.0
B donchian breakout,1h channel 55 bars (longer control),1h,20 daily bars (gold),10 1h bars,253,10.339100447936096,39.130434782608695,26.15792413327831,-10.23668781848246,88,-14.532882772578771,27.27272727272727,-12.788936839869326,-17.326163025304687,0.1824313709510024,-0.2872686429052207,1.013507616394458,-1.5959369050290042,4.404216693332506,0.524574336361136,16.0,DIES,gold,,0.0
C RSI dip-buy,1d RSI<5.30 above 100-bar avg [Ethereum's own trigger + Ethereum's own trend filter],1d,RSI(2)<5 above the 200-day average (S&P),RSI(2)<5.30 above the 100-bar average,8,-359.6931373792513,25.0,-28.7754509903401,-28.775450990340108,4,-267.0395528648354,25.0,-10.681582114593423,-10.853333804218012,-4.516671931335934,-4.000916779632484,-25.09262184075519,-22.227315442402695,6.158746561093803,0.9336000242340828,48.0,NOT ENOUGH TRADES,S&P 500 tracker,,0.2
C RSI dip-buy,1d RSI<5.30 above 200-bar avg [Ethereum's own trigger + the S&P's 200-bar filter copied straight across],1d,RSI(2)<5 above the 200-day average (S&P),RSI(2)<5.30 above the 100-bar average,12,-386.11680833044176,33.33333333333333,-46.33401699965303,-46.76728359445254,5,-56.50627458141813,40.0,-2.8253137290709107,-4.873521418582716,-4.094225963719406,-0.3723612080734313,-22.745699798441144,-2.0686733781857294,4.428961713587411,1.0980925617028656,24.0,NOT ENOUGH TRADES,S&P 500 tracker,,0.2
C RSI dip-buy,1d RSI<5.00 above 100-bar avg [the S&P's number copied straight across + Ethereum's own trend filter],1d,RSI(2)<5 above the 200-day average (S&P),RSI(2)<5.30 above the 100-bar average,7,-413.38427774269854,14.285714285714285,-28.936899441988896,-28.9368994419889,4,-267.0395528648354,25.0,-10.681582114593423,-10.853333804218012,-4.5965774932922345,-4.000916779632484,-25.536541629401302,-22.227315442402695,4.708977197877457,1.054489040978279,48.0,NOT ENOUGH TRADES,S&P 500 tracker,,0.2
