name,filt,n_tr,n_va,net_tr,net_va,gross_tr,par_tr,par_va,comp_tr,stop,lev,assets
"4h swing low -> 1m BOS, hold 24h",FVG,50,21,0.007880797934944834,0.18366351871466505,0.5078807979349449,-0.34739357008681265,-0.4258129535610041,-0.39948658592578,0.24492229289066603,4.0829276428765215,2
