tool,cell,tr_n,tr_exp,va_n,va_exp,verdict
T5-strikes-rsi3-dip,trending-down×quiet×london,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×quiet×newyork,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×quiet×off-hours,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×quiet×weekend,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×normal×asia,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×normal×london,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×normal×newyork,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×normal×off-hours,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×normal×weekend,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×violent×asia,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×violent×london,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×violent×newyork,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×violent×off-hours,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trending-down×violent×weekend,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×quiet×asia,1,-161.60964176810376,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×quiet×london,3,-101.54056600083702,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×quiet×newyork,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×quiet×off-hours,1,445.28071648073274,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×quiet×weekend,8,113.67371568293265,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×normal×asia,16,-35.90673852120847,0,,COLD
T5-strikes-rsi3-dip,ranging×normal×london,13,26.376951451878295,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×normal×newyork,20,-117.32818951940904,0,,COLD
T5-strikes-rsi3-dip,ranging×normal×off-hours,3,-84.20071770584339,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×normal×weekend,13,53.48034248867309,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×violent×asia,4,57.50326920258976,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×violent×london,3,-158.55319008999382,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×violent×newyork,8,-21.272557065468163,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×violent×off-hours,5,-157.09357087757854,0,,UNRELIABLE
T5-strikes-rsi3-dip,ranging×violent×weekend,3,-114.60604051640924,0,,UNRELIABLE
T5-strikes-rsi3-dip,crowded-long×violent,36,10.766092451649406,10,-58.258045015322026,FADED
T5-strikes-rsi3-dip,crowded-short×violent,2,135.03559198008588,0,,UNRELIABLE
T5-strikes-rsi3-dip,neutral-crowd×violent,34,-2.147904029679493,0,,COLD
T5-strikes-rsi3-dip,news-hot(13mo-span),0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,ALL-violent,62,14.993260168506323,22,-0.8601481792256891,FADED
T5-strikes-rsi3-dip,session=asia,90,49.31145196407421,33,-39.142035282924994,FADED
T5-strikes-rsi3-dip,session=london,96,-2.1280712176525562,0,,COLD
T5-strikes-rsi3-dip,session=newyork,115,-8.663227667660644,0,,COLD
T5-strikes-rsi3-dip,session=off-hours,46,-60.89904208666831,0,,COLD
T5-strikes-rsi3-dip,session=weekend,82,42.33449416504675,26,3.780756845122596,HOT
T5-strikes-rsi3-dip,crowd=crowded-long,72,-5.595833983857751,0,,COLD
T5-strikes-rsi3-dip,crowd=crowded-short,17,-39.175916639227474,0,,COLD
T5-strikes-rsi3-dip,crowd=neutral,166,57.062796558694735,63,32.08339054453912,HOT
T5-strikes-rsi3-dip,vol=quiet,35,28.158329173752698,12,-49.636215503087136,FADED
T5-strikes-rsi3-dip,vol=normal,161,17.810181706905418,60,5.394316072919477,HOT
T5-strikes-rsi3-dip,vol=violent,62,14.993260168506323,22,-0.8601481792256891,FADED
T5-strikes-rsi3-dip,trend=trending-up,169,47.72108764949035,62,18.766891192980292,HOT
T5-strikes-rsi3-dip,trend=trending-down,0,0.0,0,,UNRELIABLE
T5-strikes-rsi3-dip,trend=ranging,59,-29.590092598987844,0,,COLD
T6-forensic-short,UNCONDITIONAL,55,24.56671313548167,8,193.2542581474679,BASELINE
T6-forensic-short,trending-up×quiet,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-up×normal,9,-11.356748963126543,0,,UNRELIABLE
T6-forensic-short,trending-up×violent,32,-20.94612763606807,0,,COLD
T6-forensic-short,trending-down×quiet,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-down×normal,3,47.41023248115622,0,,UNRELIABLE
T6-forensic-short,trending-down×violent,9,127.2358601724431,0,,UNRELIABLE
T6-forensic-short,ranging×quiet,0,0.0,0,,UNRELIABLE
T6-forensic-short,ranging×normal,1,-179.8762362025791,0,,UNRELIABLE
T6-forensic-short,ranging×violent,10,-42.685766516118385,0,,UNRELIABLE
T6-forensic-short,trending-up×quiet×asia,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-up×quiet×london,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-up×quiet×newyork,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-up×quiet×off-hours,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-up×quiet×weekend,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-up×normal×asia,3,54.74923979581278,0,,UNRELIABLE
T6-forensic-short,trending-up×normal×london,2,-172.84331348047726,0,,UNRELIABLE
T6-forensic-short,trending-up×normal×newyork,3,-170.32982351359956,0,,UNRELIABLE
T6-forensic-short,trending-up×normal×off-hours,2,-130.7779231004697,0,,UNRELIABLE
T6-forensic-short,trending-up×normal×weekend,1,539.7420616373274,0,,UNRELIABLE
T6-forensic-short,trending-up×violent×asia,15,-53.18745537950417,0,,COLD
T6-forensic-short,trending-up×violent×london,20,-31.858439923168227,0,,COLD
T6-forensic-short,trending-up×violent×newyork,21,-35.12164960546467,0,,COLD
T6-forensic-short,trending-up×violent×off-hours,11,-48.3470993476433,0,,UNRELIABLE
T6-forensic-short,trending-up×violent×weekend,7,-164.93062596449403,0,,UNRELIABLE
T6-forensic-short,trending-down×quiet×asia,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-down×quiet×london,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-down×quiet×newyork,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-down×quiet×off-hours,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-down×quiet×weekend,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-down×normal×asia,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-down×normal×london,1,507.99919256519206,0,,UNRELIABLE
T6-forensic-short,trending-down×normal×newyork,3,47.34259856863355,0,,UNRELIABLE
T6-forensic-short,trending-down×normal×off-hours,1,-176.21339955260555,0,,UNRELIABLE
T6-forensic-short,trending-down×normal×weekend,0,0.0,0,,UNRELIABLE
T6-forensic-short,trending-down×violent×asia,3,44.175099863374875,0,,UNRELIABLE
T6-forensic-short,trending-down×violent×london,7,222.91204822341336,0,,UNRELIABLE
T6-forensic-short,trending-down×violent×newyork,2,161.63594495020334,0,,UNRELIABLE
T6-forensic-short,trending-down×violent×off-hours,2,156.94195005951042,0,,UNRELIABLE
T6-forensic-short,trending-down×violent×weekend,3,279.457513599146,0,,UNRELIABLE
T6-forensic-short,ranging×quiet×asia,0,0.0,0,,UNRELIABLE
T6-forensic-short,ranging×quiet×london,0,0.0,0,,UNRELIABLE
T6-forensic-short,ranging×quiet×newyork,0,0.0,0,,UNRELIABLE
T6-forensic-short,ranging×quiet×off-hours,0,0.0,0,,UNRELIABLE
T6-forensic-short,ranging×quiet×weekend,0,0.0,0,,UNRELIABLE
T6-forensic-short,ranging×normal×asia,0,0.0,0,,UNRELIABLE
T6-forensic-short,ranging×normal×london,0,0.0,0,,UNRELIABLE
T6-forensic-short,ranging×normal×newyork,1,-179.8762362025791,0,,UNRELIABLE
T6-forensic-short,ranging×normal×off-hours,0,0.0,0,,UNRELIABLE
T6-forensic-short,ranging×normal×weekend,0,0.0,0,,UNRELIABLE
T6-forensic-short,ranging×violent×asia,3,-176.27222288643011,0,,UNRELIABLE
T6-forensic-short,ranging×violent×london,6,-65.59311568676519,0,,UNRELIABLE
T6-forensic-short,ranging×violent×newyork,7,15.254068100399829,0,,UNRELIABLE
T6-forensic-short,ranging×violent×off-hours,3,-171.83975378735158,0,,UNRELIABLE
T6-forensic-short,ranging×violent×weekend,2,168.35140843662793,0,,UNRELIABLE
T6-forensic-short,crowded-long×violent,48,25.14426329583883,8,193.2542581474679,HOT
T6-forensic-short,crowded-short×violent,0,0.0,0,,UNRELIABLE
T6-forensic-short,neutral-crowd×violent,0,0.0,0,,UNRELIABLE
T6-forensic-short,news-hot(13mo-span),0,0.0,0,,UNRELIABLE
T6-forensic-short,ALL-violent,48,25.14426329583883,8,193.2542581474679,HOT
T6-forensic-short,session=asia,23,-37.42836173495585,0,,COLD
T6-forensic-short,session=london,32,18.020771961474225,3,-20.667805319045026,THIN-VAL
T6-forensic-short,session=newyork,35,-32.53350608587285,0,,COLD
T6-forensic-short,session=off-hours,18,-54.43622056426648,0,,COLD
T6-forensic-short,session=weekend,12,-7.5111596116904975,0,,UNRELIABLE
T6-forensic-short,crowd=crowded-long,55,24.56671313548167,8,193.2542581474679,HOT
T6-forensic-short,crowd=crowded-short,0,0.0,0,,UNRELIABLE
T6-forensic-short,crowd=neutral,0,0.0,0,,UNRELIABLE
T6-forensic-short,vol=quiet,0,0.0,0,,UNRELIABLE
T6-forensic-short,vol=normal,13,-10.92336494795969,0,,UNRELIABLE
T6-forensic-short,vol=violent,48,25.14426329583883,8,193.2542581474679,HOT
T6-forensic-short,trend=trending-up,35,-14.629934162907427,0,,COLD
T6-forensic-short,trend=trending-down,12,108.636716634532,0,,UNRELIABLE
T6-forensic-short,trend=ranging,11,-54.45961330394725,0,,UNRELIABLE
T7-volshock-continuation,UNCONDITIONAL,352,24.74570133794318,125,58.634709578375535,BASELINE
T7-volshock-continuation,trending-up×quiet,7,-24.994203434523246,0,,UNRELIABLE
T7-volshock-continuation,trending-up×normal,68,21.4960674564841,34,59.696810529648836,HOT
T7-volshock-continuation,trending-up×violent,33,-20.49088346987402,0,,COLD
T7-volshock-continuation,trending-down×quiet,14,36.70770198280128,0,,UNRELIABLE
T7-volshock-continuation,trending-down×normal,52,18.899204839748844,21,28.6427291368878,HOT
T7-volshock-continuation,trending-down×violent,13,16.72675350754742,0,,UNRELIABLE
T7-volshock-continuation,ranging×quiet,79,27.372533745662494,5,149.41503053235428,THIN-VAL
T7-volshock-continuation,ranging×normal,120,31.83250239668073,36,47.892436014719756,HOT
T7-volshock-continuation,ranging×violent,30,-26.174898579349794,0,,COLD
T7-volshock-continuation,trending-up×quiet×asia,0,0.0,0,,UNRELIABLE
T7-volshock-continuation,trending-up×quiet×london,2,-33.54338184693188,0,,UNRELIABLE
T7-volshock-continuation,trending-up×quiet×newyork,0,0.0,0,,UNRELIABLE
T7-volshock-continuation,trending-up×quiet×off-hours,0,0.0,0,,UNRELIABLE
T7-volshock-continuation,trending-up×quiet×weekend,5,-21.720246171791224,0,,UNRELIABLE
T7-volshock-continuation,trending-up×normal×asia,12,77.93683365077595,0,,UNRELIABLE
T7-volshock-continuation,trending-up×normal×london,15,-19.98609694037235,0,,COLD
T7-volshock-continuation,trending-up×normal×newyork,41,26.49187175753282,24,32.873820906457546,HOT
T7-volshock-continuation,trending-up×normal×off-hours,7,-60.771532962593746,0,,UNRELIABLE
T7-volshock-continuation,trending-up×normal×weekend,15,6.6888757778336485,8,-22.539421877933137,FADED
T7-volshock-continuation,trending-up×violent×asia,5,-32.48264148215058,0,,UNRELIABLE
T7-volshock-continuation,trending-up×violent×london,10,-34.206520505214215,0,,UNRELIABLE
T7-volshock-continuation,trending-up×violent×newyork,17,-57.97268486156795,0,,COLD
T7-volshock-continuation,trending-up×violent×off-hours,2,111.66428456841822,0,,UNRELIABLE
T7-volshock-continuation,trending-up×violent×weekend,5,64.3393468307615,0,,UNRELIABLE
T7-volshock-continuation,trending-down×quiet×asia,3,48.1351009202408,0,,UNRELIABLE
T7-volshock-continuation,trending-down×quiet×london,1,49.777872891814695,0,,UNRELIABLE
T7-volshock-continuation,trending-down×quiet×newyork,6,36.516689855009645,0,,UNRELIABLE
T7-volshock-continuation,trending-down×quiet×off-hours,0,0.0,0,,UNRELIABLE
T7-volshock-continuation,trending-down×quiet×weekend,8,5.002364964221442,0,,UNRELIABLE
T7-volshock-continuation,trending-down×normal×asia,12,-20.953111376588065,0,,UNRELIABLE
T7-volshock-continuation,trending-down×normal×london,8,97.76481169798262,0,,UNRELIABLE
T7-volshock-continuation,trending-down×normal×newyork,31,-12.901736061818507,0,,COLD
T7-volshock-continuation,trending-down×normal×off-hours,2,111.7299872175281,0,,UNRELIABLE
T7-volshock-continuation,trending-down×normal×weekend,8,59.23347195226279,0,,UNRELIABLE
T7-volshock-continuation,trending-down×violent×asia,3,-130.71498262487754,0,,UNRELIABLE
T7-volshock-continuation,trending-down×violent×london,3,-131.07943837070343,0,,UNRELIABLE
T7-volshock-continuation,trending-down×violent×newyork,9,29.426870079008545,0,,UNRELIABLE
T7-volshock-continuation,trending-down×violent×off-hours,0,0.0,0,,UNRELIABLE
T7-volshock-continuation,trending-down×violent×weekend,3,197.1060047120342,0,,UNRELIABLE
T7-volshock-continuation,ranging×quiet×asia,17,37.355487460706335,0,0.0,THIN-VAL
T7-volshock-continuation,ranging×quiet×london,18,41.10761181180361,1,358.0241302729464,THIN-VAL
T7-volshock-continuation,ranging×quiet×newyork,35,24.495972612492967,1,-133.4652637780473,THIN-VAL
T7-volshock-continuation,ranging×quiet×off-hours,7,145.08253120086687,0,,UNRELIABLE
T7-volshock-continuation,ranging×quiet×weekend,29,2.316244131363419,3,171.98499363881456,THIN-VAL
T7-volshock-continuation,ranging×normal×asia,35,5.29226139263753,8,93.511548404304,HOT
T7-volshock-continuation,ranging×normal×london,39,59.68373570190992,8,28.48905929509715,HOT
T7-volshock-continuation,ranging×normal×newyork,72,35.80248814518551,29,40.734211994105735,HOT
T7-volshock-continuation,ranging×normal×off-hours,10,23.476072355794894,0,,UNRELIABLE
T7-volshock-continuation,ranging×normal×weekend,13,-28.25838223183592,0,,UNRELIABLE
T7-volshock-continuation,ranging×violent×asia,7,5.960744098065594,0,,UNRELIABLE
T7-volshock-continuation,ranging×violent×london,7,-62.30376120370862,0,,UNRELIABLE
T7-volshock-continuation,ranging×violent×newyork,13,37.740695714352675,0,,UNRELIABLE
T7-volshock-continuation,ranging×violent×off-hours,7,-127.74700242999305,0,,UNRELIABLE
T7-volshock-continuation,ranging×violent×weekend,3,-130.88947127771584,0,,UNRELIABLE
T7-volshock-continuation,crowded-long×violent,24,-10.09875558279676,0,,COLD
T7-volshock-continuation,crowded-short×violent,2,22.151274393235326,0,,UNRELIABLE
T7-volshock-continuation,neutral-crowd×violent,51,-18.95360848654095,0,,COLD
T7-volshock-continuation,news-hot(13mo-span),0,0.0,0,,UNRELIABLE
T7-volshock-continuation,ALL-violent,73,-17.779832787346866,0,,COLD
T7-volshock-continuation,session=asia,98,14.583198459926614,32,76.75574181161767,HOT
T7-volshock-continuation,session=london,101,35.38603367082813,25,-32.19470645882655,FADED
T7-volshock-continuation,session=newyork,200,22.619815588185567,91,39.07488473516827,HOT
T7-volshock-continuation,session=off-hours,34,12.260145393506022,5,62.9418926452603,THIN-VAL
T7-volshock-continuation,session=weekend,79,9.57615890643234,27,76.48537650084344,HOT
T7-volshock-continuation,crowd=crowded-long,41,36.19379574126762,16,54.69555035824544,HOT
T7-volshock-continuation,crowd=crowded-short,42,143.79062648747973,4,-10.78419409675007,THIN-VAL
T7-volshock-continuation,crowd=neutral,294,2.2635942133202063,111,46.864654746797406,HOT
T7-volshock-continuation,vol=quiet,100,25.63738186943152,11,179.36981967986023,HOT
T7-volshock-continuation,vol=normal,237,27.09163908388578,91,53.71069412575685,HOT
T7-volshock-continuation,vol=violent,73,-17.779832787346866,0,,COLD
T7-volshock-continuation,trend=trending-up,105,19.992749071256792,45,73.01096291685721,HOT
T7-volshock-continuation,trend=trending-down,66,36.86753382378359,34,34.45364781248121,HOT
T7-volshock-continuation,trend=ranging,189,15.570615463548425,47,45.66501239727214,HOT
T8-bbwidth-squeeze-4h,UNCONDITIONAL,122,11.637801022365476,26,80.0158634447249,BASELINE
T8-bbwidth-squeeze-4h,trending-up×quiet,4,-49.49991595323036,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×normal,24,9.233268768402695,14,32.22253034231913,HOT
T8-bbwidth-squeeze-4h,trending-up×violent,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×quiet,10,-118.01059525441141,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×normal,24,29.40543489279632,3,-182.8393974931126,THIN-VAL
T8-bbwidth-squeeze-4h,trending-down×violent,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×quiet,40,47.11235086889383,3,554.6572220713691,THIN-VAL
T8-bbwidth-squeeze-4h,ranging×normal,32,53.237820072520094,5,261.0164167390209,THIN-VAL
T8-bbwidth-squeeze-4h,ranging×violent,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×quiet×asia,2,-178.16321290313954,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×quiet×london,1,37.204227181859096,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×quiet×newyork,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×quiet×off-hours,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×quiet×weekend,2,-24.480521435329138,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×normal×asia,9,369.690792686274,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×normal×london,9,67.88782726357769,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×normal×newyork,9,4.386027164820512,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×normal×off-hours,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×normal×weekend,6,-155.2878798385324,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×violent×asia,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×violent×london,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×violent×newyork,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×violent×off-hours,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-up×violent×weekend,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×quiet×asia,5,32.412231194783814,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×quiet×london,5,-170.70262189417844,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×quiet×newyork,3,61.05334340172279,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×quiet×off-hours,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×quiet×weekend,3,2.9785746708197016,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×normal×asia,4,37.993595862060374,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×normal×london,10,-78.11522850547662,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×normal×newyork,13,39.24072070832517,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×normal×off-hours,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×normal×weekend,5,1.4907933718717685,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×violent×asia,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×violent×london,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×violent×newyork,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×violent×off-hours,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trending-down×violent×weekend,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×quiet×asia,22,-22.990890264167817,0,,COLD
T8-bbwidth-squeeze-4h,ranging×quiet×london,25,-14.006191056829412,0,,COLD
T8-bbwidth-squeeze-4h,ranging×quiet×newyork,13,-60.058113882774286,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×quiet×off-hours,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×quiet×weekend,12,274.7305114653762,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×normal×asia,13,3.671620619188476,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×normal×london,11,251.2837767822085,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×normal×newyork,12,157.37835339299045,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×normal×off-hours,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×normal×weekend,6,-55.30899054898297,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×violent×asia,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×violent×london,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×violent×newyork,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×violent×off-hours,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ranging×violent×weekend,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,crowded-long×violent,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,crowded-short×violent,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,neutral-crowd×violent,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,news-hot(13mo-span),0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,ALL-violent,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,session=asia,52,55.40114252658039,12,137.87953958223807,HOT
T8-bbwidth-squeeze-4h,session=london,59,17.853473287493355,11,97.37499588296205,HOT
T8-bbwidth-squeeze-4h,session=newyork,50,35.53500577500643,8,247.2165772383994,HOT
T8-bbwidth-squeeze-4h,session=off-hours,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,session=weekend,34,47.637305303347546,6,12.149731188411048,THIN-VAL
T8-bbwidth-squeeze-4h,crowd=crowded-long,11,-49.77427255045735,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,crowd=crowded-short,15,28.195016513977073,0,0.0,THIN-VAL
T8-bbwidth-squeeze-4h,crowd=neutral,109,19.084920976817816,23,121.64291055496474,HOT
T8-bbwidth-squeeze-4h,vol=quiet,53,-2.5907874320101603,0,,COLD
T8-bbwidth-squeeze-4h,vol=normal,79,23.81373722390257,22,53.04516331715397,HOT
T8-bbwidth-squeeze-4h,vol=violent,0,0.0,0,,UNRELIABLE
T8-bbwidth-squeeze-4h,trend=trending-up,26,15.384130168058899,14,33.5752577166074,HOT
T8-bbwidth-squeeze-4h,trend=trending-down,32,-48.476283509744576,0,,COLD
T8-bbwidth-squeeze-4h,trend=ranging,66,69.61313315855318,7,270.20030129232845,THIN-VAL
