pair,day,day_range_pct,captured_move_in_price_pct,share_of_day_captured,r,mfe_r,pnl,outcome,hours_held,big_day
BTC/USD,2026-01-27,2.543238736000804,0.25538843187614324,0.10041858369841317,4.0,4.130128301753545,0.3834446278151734,target,0.08333333333333333,True
BTC/USD,2026-01-27,2.543238736000804,-0.08409206302837646,-0.03306495054436363,-1.0,1.1578685478110222,-0.46764688211353966,stopped out,0.16666666666666666,True
BTC/USD,2026-01-28,2.022400794307363,-0.08464974810201124,-0.041856069449874946,-1.0,1.7671779242720125,-0.43189107264353466,stopped out,0.08333333333333333,True
BTC/USD,2026-01-28,2.022400794307363,-0.11273481885886455,-0.05574306496328006,-1.0,3.3110391963186214,-0.34200077910980087,stopped out,0.8333333333333334,True
BTC/USD,2026-01-30,5.64531158458425,1.5025985968949291,0.2661675222671679,4.0,4.58021752086985,0.5714951472441853,target,2.6666666666666665,True
BTC/USD,2026-01-31,11.260990987242787,-0.0,-0.0,-0.0,3.507605980810231,-0.19666615436672677,break even,1.0,True
BTC/USD,2026-02-01,6.501399823719909,0.5574398389731023,0.08574151014975598,4.0,5.025141191473942,0.522559263213427,target,0.25,True
BTC/USD,2026-02-03,7.920981884549521,-0.11483365115425294,-0.014497401058099215,-1.0,1.1307444187219688,-0.37287120747325264,stopped out,0.16666666666666666,True
BTC/USD,2026-02-04,6.839720301238661,-0.17883140937334285,-0.026146012043936476,-1.0,1.1948643087429855,-0.2859391446534829,stopped out,0.16666666666666666,True
BTC/USD,2026-02-05,15.000531196581747,0.6239332137073992,0.0415940746051432,4.0,6.863603682595256,0.5246600590729569,target,0.08333333333333333,True
BTC/USD,2026-02-09,4.6476471896816625,-0.10863943129831692,-0.023375145931797396,-1.0,3.7199691637698287,-0.37526618898001335,stopped out,0.08333333333333333,True
BTC/USD,2026-02-10,3.7434358231181077,-0.03461039741834538,-0.009245623286661966,-1.0,5.675603327569719,-0.7464579068278838,stopped out,0.08333333333333333,True
BTC/USD,2026-02-13,7.358546158574249,-0.14901274573977866,-0.020250297073443994,-1.0,2.273529039284643,-0.2610837371103738,stopped out,0.3333333333333333,True
BTC/USD,2026-02-14,2.8413307365484735,-0.04722892888578513,-0.016622115925566908,-1.0,3.1934065934061784,-0.4844959266453738,stopped out,0.3333333333333333,True
BTC/USD,2026-02-14,2.8413307365484735,0.6470616231841402,0.22773189156084056,4.0,5.141793034790802,0.39793416485843014,target,1.75,True
BTC/USD,2026-02-14,2.8413307365484735,-0.05429588580749985,-0.019109315613660718,-1.0,5.13976143141289,-0.43088503576716464,stopped out,0.08333333333333333,True
BTC/USD,2026-02-16,6.720318144791411,0.5517620145077005,0.08210355560850109,4.0,4.362841394391164,0.37916781498500574,target,1.0,True
BTC/USD,2026-02-21,4.819909327085008,0.8581253635882762,0.17803765700863391,4.0,7.4437713428190895,0.45598238799264196,target,0.5833333333333334,True
BTC/USD,2026-02-22,1.6515001477430649,-0.10963280062738479,-0.0663837667693876,-1.0,0.8823805485065264,-0.30650732626536836,stopped out,0.3333333333333333,False
BTC/USD,2026-02-28,12.14128858276028,-0.16025895886217897,-0.013199501664900271,-1.0,1.0488880467992603,-0.23978775820236742,stopped out,0.3333333333333333,True
BTC/USD,2026-03-04,10.15054267065192,-0.28079549406750254,-0.027663101686115903,-1.0,0.8521827729446936,-0.18540977296561942,stopped out,0.25,True
BTC/USD,2026-03-08,5.695771539752668,-0.12810032986734388,-0.02249042627031113,-1.0,1.6996905822044017,-0.24086096475535806,stopped out,0.08333333333333333,True
BTC/USD,2026-03-09,7.784897140839268,0.5922623059275794,0.07607837267631892,4.0,4.053134680926806,0.3732415696771708,target,0.16666666666666666,True
BTC/USD,2026-03-10,5.004450751388304,0.6910194782004395,0.13808098281489556,4.0,4.803834994323932,0.42381857956900376,target,0.3333333333333333,True
BTC/USD,2026-03-10,5.004450751388304,0.5362907174898016,0.10716275254402836,4.0,12.891431488920903,0.39808135123670685,target,0.08333333333333333,True
BTC/USD,2026-03-10,5.004450751388304,-0.09197733593879762,-0.018379107020542032,-1.0,3.272335923394473,-0.35267237355079994,stopped out,0.16666666666666666,True
BTC/USD,2026-03-11,3.3551093768982896,-0.19159597538422102,-0.057105731545880764,-1.0,1.510888859056555,-0.23159393041364382,stopped out,1.5,True
BTC/USD,2026-03-13,5.106428317594887,-0.2366464028794942,-0.04634284242551631,-1.0,4.887942167529771,-0.20412575003308875,stopped out,2.9166666666666665,True
BTC/USD,2026-03-14,1.6437183698211024,-0.14343619714738942,-0.08726324398443062,-1.0,1.4202627564827983,-0.23754244867013738,stopped out,0.16666666666666666,False
BTC/USD,2026-03-15,3.3365000124488624,-0.0944199051847298,-0.028299087316780564,-1.0,0.8894106104143222,-0.27755965784696973,stopped out,0.16666666666666666,True
BTC/USD,2026-03-17,3.4216996590103754,0.7168603243929411,0.20950416337834618,4.0,6.070804803212951,0.3789294866407853,target,0.16666666666666666,True
BTC/USD,2026-03-19,3.9512474495484695,-0.21996867689117175,-0.055670691268983614,-1.0,1.7146297811049187,-0.1935521007465792,stopped out,0.6666666666666666,True
BTC/USD,2026-03-19,3.9512474495484695,-0.39221330020201506,-0.09926315808108535,-1.0,1.285213186763626,-0.15593861444173956,stopped out,0.16666666666666666,True
BTC/USD,2026-03-20,2.828922258220457,-0.32062488581270376,-0.11333817494666465,-1.0,3.1866948802759043,-0.15767237158517036,stopped out,4.916666666666667,True
BTC/USD,2026-03-21,3.4614296401612625,0.39810288218457063,0.11501111493516408,4.0,6.080494883152458,0.30709061346529254,target,0.9166666666666666,True
BTC/USD,2026-03-23,6.4560407408275235,-0.16147202828450466,-0.025010998964639042,-1.0,0.9613688281726729,-0.20785422236165452,stopped out,0.16666666666666666,True
BTC/USD,2026-03-23,6.4560407408275235,-0.17904490728437622,-0.027732927109971516,-1.0,1.0432736062316854,-0.18873013125580188,stopped out,0.08333333333333333,True
BTC/USD,2026-03-24,3.5071337309098856,-0.0,-0.0,0.0,3.092513245795565,-0.08431612030608286,break even,1.0,True
BTC/USD,2026-03-27,6.3185824837251765,-0.25485344162928597,-0.04033395817585891,-1.0,2.2244618453568794,-0.1541317544216671,stopped out,1.5,True
BTC/USD,2026-03-28,2.078542980542957,-0.06382786366513062,-0.03070798355512355,-1.0,1.97944995278554,-0.2886035616793364,stopped out,0.16666666666666666,True
BTC/USD,2026-03-28,2.078542980542957,0.43371257030765625,0.20866182434888203,4.0,4.438414021415303,0.2645017546874972,target,0.4166666666666667,True
BTC/USD,2026-03-28,2.078542980542957,-0.0,-0.0,0.0,3.6513114404811446,-0.05806591924597674,break even,2.5,True
BTC/USD,2026-03-30,4.040376452144857,2.115031699903718,0.5234739200553804,4.0,4.961803125181534,0.3684396145084852,target,2.4166666666666665,True
BTC/USD,2026-03-30,4.040376452144857,-0.41686810807712377,-0.10317556124153406,-1.0,0.35846002312597625,-0.12580617752959544,stopped out,0.5,True
BTC/USD,2026-03-31,3.942553250470141,-0.29560103448657693,-0.07497705565583095,-1.0,1.6527673407941472,-0.14759147225374278,stopped out,1.0833333333333333,True
BTC/USD,2026-04-01,2.8399216192200645,-0.12609785364887988,-0.0444018781347601,-1.0,1.7557358538883945,-0.19628177694275112,stopped out,0.9166666666666666,True
BTC/USD,2026-04-01,2.8399216192200645,0.13545492907551887,0.04769671393702733,4.0,19.731942215085947,0.042749048343296625,target,0.08333333333333333,True
BTC/USD,2026-04-01,2.8399216192200645,-0.1412862614191323,-0.0497500566434415,-1.0,4.0673420646757785,-0.17508989624565655,stopped out,0.25,True
BTC/USD,2026-04-01,2.8399216192200645,0.6875334617244949,0.24209592865922622,4.0,4.389045684070785,0.2992323839072983,target,0.4166666666666667,True
BTC/USD,2026-04-03,1.5559985859903556,-0.11557018872209342,-0.07427396770321341,-1.0,1.3946803392750082,-0.20320762246905397,stopped out,0.08333333333333333,False
BTC/USD,2026-04-05,3.7004272667010913,0.08547791493368379,0.023099471702327724,4.0,5.984116214337433,-0.15177890244823244,target,0.08333333333333333,True
BTC/USD,2026-04-07,7.3787555811610535,0.3168731367702346,0.042943980632622385,4.0,7.976144301554121,0.22095288151730574,target,0.08333333333333333,True
BTC/USD,2026-04-07,7.3787555811610535,-0.0,-0.0,-0.0,2.4140073178158903,-0.06552059344282116,break even,0.4166666666666667,True
BTC/USD,2026-04-08,2.989639351006944,-0.09274621004266288,-0.031022541234421778,-1.0,1.711731713455891,-0.2149552624034453,stopped out,0.08333333333333333,True
BTC/USD,2026-04-10,2.8174799904650394,0.7528264253434755,0.26719849932961465,4.0,4.5552174210824825,0.2931030563491323,target,0.25,True
BTC/USD,2026-04-10,2.8174799904650394,0.5404773694157496,0.19183006489658908,4.0,4.4372450166759725,0.2985856137993349,target,2.1666666666666665,True
BTC/USD,2026-04-15,2.5469473654408388,0.29477506331971526,0.11573661368879293,4.0,5.398467749335404,0.24866507496052428,target,0.6666666666666666,True
BTC/USD,2026-04-15,2.5469473654408388,-0.1453068735869981,-0.05705138455495629,-1.0,2.86397472236431,-0.2053495516046702,stopped out,0.08333333333333333,True
BTC/USD,2026-04-16,2.970390316195224,-0.11647173970435444,-0.03921092089121245,-1.0,2.110626762464771,-0.21584475404009848,stopped out,1.0833333333333333,True
BTC/USD,2026-04-16,2.970390316195224,-0.21598222063567618,-0.07271173066317023,-1.0,1.591934387844268,-0.15526938242158334,stopped out,0.08333333333333333,True
BTC/USD,2026-04-20,3.833282008697302,0.20605798637529263,0.05375497704258892,4.0,4.171243563739047,0.15859780149025365,target,0.16666666666666666,True
BTC/USD,2026-04-20,3.833282008697302,-0.1484563781830805,-0.03872826936454168,-1.0,1.4813786862773093,-0.17208667494251248,stopped out,0.4166666666666667,True
BTC/USD,2026-04-21,2.773882805142277,0.7452608393572282,0.26867062947852355,4.0,4.288297906074648,0.3177415599493577,target,0.5,True
BTC/USD,2026-04-24,1.7085388001005724,-0.06447968443523877,-0.03773966645149832,-1.0,3.631822570851437,-0.29847712754599376,stopped out,0.08333333333333333,False
BTC/USD,2026-04-25,0.9336604525427602,-0.13377017918475664,-0.14327497627262967,-1.0,0.9496195883059161,-0.18086672348523447,stopped out,0.6666666666666666,False
BTC/USD,2026-04-25,0.9336604525427602,-0.08657822541107864,-0.09272988394794786,-1.0,0.992575133025957,-0.21456073439118964,stopped out,0.16666666666666666,False
BTC/USD,2026-04-26,2.10192954786537,-0.11034768135032556,-0.05249827781449191,-1.0,2.0220003482906916,-0.17425296292302844,stopped out,1.25,True
BTC/USD,2026-04-26,2.10192954786537,0.1256197435759672,0.05976401240638215,4.0,5.117642857654093,0.013604818220343928,target,0.08333333333333333,True
BTC/USD,2026-04-27,3.885901720865565,-0.15337243094230862,-0.03946894233551169,-1.0,1.1711137655488184,-0.14017676755484615,stopped out,0.08333333333333333,True
BTC/USD,2026-04-28,2.4085026996158962,-0.0,-0.0,0.0,2.7473747809798073,-0.08293482733125722,break even,0.75,True
BTC/USD,2026-05-01,3.5125194288801973,0.23785189006564134,0.06771546602988308,4.0,4.600765264047606,0.14232612589531832,target,0.25,True
BTC/USD,2026-05-03,1.7155076551375765,0.34834354220474006,0.2030556617812378,4.0,5.271348851808363,0.19960198035254628,target,0.5833333333333334,False
BTC/USD,2026-05-04,3.2610956738115986,-0.06879237712901423,-0.021094866268860205,-1.0,3.404828497243677,-0.22567582908060854,stopped out,1.5,True
BTC/USD,2026-05-08,1.5742330945153342,-0.0,-0.0,-0.0,3.861367335270695,-0.06361832311479886,break even,1.5833333333333333,False
BTC/USD,2026-05-11,2.3671413823045446,-0.1792438277177528,-0.07572164005820764,-1.0,1.232978613493337,-0.12274627691539837,stopped out,0.25,True
BTC/USD,2026-05-12,2.41719305817315,-0.0691746627694391,-0.028617764946635853,-1.0,2.765106315179955,-0.1910502488946667,stopped out,0.08333333333333333,True
BTC/USD,2026-05-14,3.9876458028325152,-0.09163572313736956,-0.02297990535475308,-1.0,3.5287662657046854,-0.14808423223121353,stopped out,1.25,True
BTC/USD,2026-05-14,3.9876458028325152,-0.054104110600761604,-0.013567932879678087,-1.0,2.780124547428429,-0.19205456933042345,stopped out,0.5833333333333334,True
BTC/USD,2026-05-15,3.7472136157665585,-0.11427464866378113,-0.030495899188390477,-1.0,3.033844338669222,-0.11050705185665191,stopped out,0.3333333333333333,True
BTC/USD,2026-05-15,3.7472136157665585,0.2741691488683753,0.07316613809119317,4.0,6.652918804492478,0.1135902394077851,target,0.6666666666666666,True
BTC/USD,2026-05-16,1.9957712872414937,0.7193996907620188,0.36046199049008043,4.0,4.194724331720482,0.17978981560372528,target,1.6666666666666667,False
BTC/USD,2026-05-18,2.27996630861549,-0.1471171755955625,-0.06452603051178393,-1.0,3.481000237538818,-0.10782973757968865,stopped out,1.5,True
BTC/USD,2026-05-19,1.6622094713910454,-0.060396360675995964,-0.03633498768687219,-1.0,1.2343581286159426,-0.16776415698706953,stopped out,0.08333333333333333,False
BTC/USD,2026-05-19,1.6622094713910454,-0.12767069152435265,-0.07680782339515217,-1.0,1.3390799006682825,-0.09916453879989662,stopped out,0.16666666666666666,False
BTC/USD,2026-05-20,1.7653751204813417,0.5037371878769993,0.28534286114763635,4.0,6.836170466506816,0.1465403470515123,target,2.6666666666666665,False
BTC/USD,2026-05-21,1.9571095891736046,-0.07002189503192074,-0.03577821876673125,-1.0,1.3705679957319028,-0.14260772571416855,stopped out,0.16666666666666666,False
BTC/USD,2026-05-22,3.815939462336381,0.6281991004604969,0.1646250174199226,4.0,8.674654169294259,0.15601656855031776,target,3.25,True
BTC/USD,2026-05-24,1.8003821055399671,-0.08702160455194934,-0.04833507525106732,-1.0,0.7140725745987729,-0.12596422272330032,stopped out,0.08333333333333333,False
BTC/USD,2026-05-24,1.8003821055399671,0.1351573462210595,0.07507147832960902,4.0,4.399497827136856,0.021813013198205555,target,0.08333333333333333,False
BTC/USD,2026-05-27,2.558211108435093,-0.06249625221315487,-0.024429669626204163,-1.0,1.8139581508713207,-0.14550130035001343,stopped out,0.08333333333333333,True
BTC/USD,2026-05-28,2.7689251369353074,-0.0941312628572923,-0.03399559692013861,-1.0,3.425970048869247,-0.10339667322849545,stopped out,0.8333333333333334,True
BTC/USD,2026-05-30,1.2094319944321377,-0.0755029908563111,-0.06242847155020227,-1.0,3.252956335131756,-0.10966259811396875,stopped out,2.1666666666666665,False
BTC/USD,2026-05-31,1.3162329867894826,-0.06791210579976749,-0.051595809010543586,-1.0,3.089423723746152,-0.1080794706967901,stopped out,0.08333333333333333,False
BTC/USD,2026-06-01,4.689957958284017,-0.02721493856117216,-0.005802810772131032,-1.0,4.046979188989102,-0.19378119881226952,stopped out,0.08333333333333333,True
BTC/USD,2026-06-02,7.300231955692167,0.5718452795215463,0.0783324808022935,4.0,5.199416645427564,0.0946978661343455,target,0.3333333333333333,True
BTC/USD,2026-06-03,5.129407218916836,-0.2786430961607642,-0.0543226700998024,-1.0,2.0911279841670254,-0.04696268743853734,stopped out,1.5,True
BTC/USD,2026-06-04,6.2216919951881335,-0.31247550708194244,-0.05022355772732104,-1.0,2.136694970313189,-0.04348004898380255,stopped out,1.1666666666666667,True
BTC/USD,2026-06-05,7.531530978267186,1.3648087740663783,0.18121266154313637,4.0,4.826269941102445,0.10979961467330694,target,0.3333333333333333,True
BTC/USD,2026-06-06,3.7264867779298867,-0.20335004151136446,-0.05456883483813892,-1.0,1.6041420801086836,-0.05312558471588491,stopped out,0.16666666666666666,True
BTC/USD,2026-06-07,6.862013007994634,1.3810186054576663,0.20125560879128346,4.0,4.50945987544697,0.11613320316808795,target,2.9166666666666665,True
BTC/USD,2026-06-09,4.385527688692129,-0.21104517938787445,-0.048123098146670984,-1.0,2.3382725361343173,-0.05537252742688786,stopped out,1.9166666666666667,True
BTC/USD,2026-06-09,4.385527688692129,0.5146873979273153,0.11736042603365883,4.0,4.69980081967726,0.10309403916188221,target,0.25,True
BTC/USD,2026-06-10,3.3672351391889874,0.8163365076454775,0.242435254415317,4.0,4.01850589153857,0.1252462786563726,target,0.5,True
BTC/USD,2026-06-10,3.3672351391889874,-0.07080790887020445,-0.021028501409396324,-1.0,2.366514279814534,-0.10915278065299636,stopped out,0.08333333333333333,True
BTC/USD,2026-06-12,2.5585526373131895,-0.12779873591028684,-0.04994962153465485,-1.0,2.3955749462331575,-0.0721722980204666,stopped out,0.08333333333333333,True
BTC/USD,2026-06-14,3.315230859791652,-0.0,-0.0,0.0,2.9957871654735193,-0.03577253513023818,break even,1.3333333333333333,True
BTC/USD,2026-06-16,2.5141238717652876,0.2619031427775579,0.10417272820915664,4.0,11.076401654410688,0.07351990446926437,target,0.25,True
BTC/USD,2026-06-16,2.5141238717652876,-0.12185443004134078,-0.04846794997248123,-1.0,2.2508254102228653,-0.07182729331229762,stopped out,0.25,True
BTC/USD,2026-06-17,3.8540579376429203,0.3939292866668818,0.10221156325112295,4.0,4.765295197604111,0.09454798516059491,target,1.5,True
BTC/USD,2026-06-19,2.1489705908359826,-0.059943677303091726,-0.027894135712565854,-1.0,1.593257980045676,-0.11070698173759957,stopped out,0.08333333333333333,True
BTC/USD,2026-06-21,2.022432211559791,-0.04716514114071038,-0.023320999770041487,-1.0,3.7221322314049337,-0.11893574206743282,stopped out,0.08333333333333333,True
BTC/USD,2026-06-22,3.662861907844818,-0.5201609504070736,-0.14200943510674957,-1.0,0.2394044694745609,-0.03687832742342625,stopped out,0.08333333333333333,True
BTC/USD,2026-06-22,3.662861907844818,-0.20323059529613144,-0.055484099703805044,-1.0,0.8849812457086084,-0.04590969989369702,stopped out,0.16666666666666666,True
BTC/USD,2026-06-23,3.680251897807396,0.47338534610911803,0.12862851762705413,4.0,4.26879486585714,0.08200338207042006,target,0.6666666666666666,True
BTC/USD,2026-06-23,3.680251897807396,-0.20761391929856834,-0.05641296440123015,-1.0,0.5141674919201881,-0.0472590393262764,stopped out,0.08333333333333333,True
BTC/USD,2026-06-25,6.271507446082194,-0.4990439749113961,-0.07957320934429385,-1.0,3.656246369868559,-0.03538281892143235,stopped out,11.166666666666666,True
BTC/USD,2026-06-29,3.2060848918307068,-0.13904999978327579,-0.04337065438834242,-1.0,2.5345556012880577,-0.051179911444040216,stopped out,0.08333333333333333,True
BTC/USD,2026-06-29,3.2060848918307068,0.5093152627008326,0.1588589447517743,4.0,4.257463138033536,0.079219978371033,target,1.1666666666666667,True
BTC/USD,2026-06-29,3.2060848918307068,0.9414792642424541,0.2936538787982186,4.0,4.238587479935656,0.09874076451483474,target,0.6666666666666666,True
BTC/USD,2026-06-29,3.2060848918307068,-0.20392223996920322,-0.0636047537258945,-1.0,2.274076247303829,-0.04496943940977597,stopped out,0.08333333333333333,True
BTC/USD,2026-07-03,2.834358976936435,-0.10221771978860507,-0.036063787480825324,-1.0,1.8550413144194013,-0.06506802344488115,stopped out,0.08333333333333333,True
BTC/USD,2026-07-06,5.329655067884153,0.11795757015511464,0.022132308498895636,4.0,5.731968206923571,-0.002083761839358572,target,0.08333333333333333,True
BTC/USD,2026-07-07,2.622159197420552,-0.0,-0.0,0.0,2.669303745527301,-0.028181784898636188,break even,0.4166666666666667,True
BTC/USD,2026-07-09,2.904599208151994,-0.0,-0.0,-0.0,3.3674334989392585,-0.03437152768268493,break even,0.5833333333333334,True
BTC/USD,2026-07-11,1.1427111150962705,-0.04446193799253779,-0.038909167334730946,-1.0,2.775434167039401,-0.09633179263813298,stopped out,0.08333333333333333,False
BTC/USD,2026-07-14,4.593688437337947,0.2315904583804266,0.05041492507372437,4.0,4.432889379614794,0.044515273578585916,target,0.5833333333333334,True
BTC/USD,2026-07-15,1.7047707025471588,-0.0,-0.0,-0.0,2.8475268076782942,-0.01901754745128155,break even,3.25,False
BTC/USD,2026-07-15,1.7047707025471588,-0.18609584118204275,-0.10916180158656547,-1.0,1.2816431798955632,-0.03932064509207592,stopped out,0.4166666666666667,False
BTC/USD,2026-07-16,2.681022545542132,-0.13521100223621227,-0.050432624097486334,-1.0,1.8911674042162525,-0.042898562793151324,stopped out,0.08333333333333333,True
BTC/USD,2026-07-16,2.681022545542132,0.28432095838347066,0.10604944701275455,4.0,5.3623077928294505,0.052459451533371386,target,0.4166666666666667,True
BTC/USD,2026-07-16,2.681022545542132,-0.14073532287961082,-0.05249315158263714,-1.0,1.7069952029592392,-0.042637957608151485,stopped out,0.16666666666666666,True
BTC/USD,2026-07-17,3.004660807664268,-0.16838724427675916,-0.05604201440882717,-1.0,1.0984175813932062,-0.03722130851063911,stopped out,0.08333333333333333,True
BTC/USD,2026-07-18,1.5928124643215804,0.5154856088614505,0.3236323298618893,4.0,4.633857456326398,0.06320827277481915,target,1.6666666666666667,False
BTC/USD,2026-07-20,3.1729509487353598,0.6265128414735808,0.1974543103867677,4.0,4.131992966146417,0.07274311135413122,target,0.75,True
BTC/USD,2026-07-23,2.547199368100185,-0.2032707393373308,-0.07980166055432841,-1.0,0.5548590753662471,-0.039274092461754236,stopped out,0.8333333333333334,True
BTC/USD,2026-07-24,3.2815382965239164,-0.0,-0.0,-0.0,3.3330958208125523,-0.04554849157524435,break even,0.4166666666666667,True
BTC/USD,2026-07-24,3.2815382965239164,-0.0824038577368504,-0.025111350315228546,-1.0,1.8160509684090362,-0.054419958727205765,stopped out,0.08333333333333333,True
ETH/USD,2025-07-27,3.9021127071173387,-0.06593448424280421,-0.01689712450451307,-1.0,3.1332928187988216,-8484.170359811895,stopped out,0.25,True
ETH/USD,2025-07-27,3.9021127071173387,0.4414979263075529,0.11314330452379648,4.0,5.902074688796359,7983.76517350981,target,0.5,True
ETH/USD,2025-07-29,4.470999109771975,-0.2071849282603042,-0.046339738204705404,-1.0,0.4588325261279515,-4721.535489728731,stopped out,0.16666666666666666,True
ETH/USD,2025-07-30,4.074558552238593,0.6838498825920071,0.16783410370095056,4.0,4.063948100092925,9368.753959139049,target,0.5,True
ETH/USD,2025-07-30,4.074558552238593,-0.1818879402567058,-0.044639913238398596,-1.0,0.7779140661640308,-5194.8586149000985,stopped out,0.16666666666666666,True
ETH/USD,2025-07-30,4.074558552238593,0.8068904198514353,0.19803137186680594,4.0,4.136672408749633,10100.480672627915,target,1.6666666666666667,True
ETH/USD,2025-07-31,5.0337904362825805,0.6167484540917282,0.12252167862339391,4.0,4.694763301214693,10528.820515763913,target,2.5,True
ETH/USD,2025-07-31,5.0337904362825805,-0.0832450019995857,-0.016537240287075115,-1.0,0.0,-8008.544334695819,stopped out,0.16666666666666666,True
ETH/USD,2025-08-01,7.868315092555058,0.39077214754959794,0.04966401865621061,4.0,4.138559322033995,9259.030856569032,target,0.08333333333333333,True
ETH/USD,2025-08-02,4.81699867350314,0.11389278746255159,0.023643931664137988,4.0,19.503036437250575,-845.2426759633454,target,0.08333333333333333,True
ETH/USD,2025-08-03,4.835151550890436,-0.12755458585953802,-0.026380680009098725,-1.0,1.146136101499402,-7001.011832005181,stopped out,0.08333333333333333,True
ETH/USD,2025-08-03,4.835151550890436,0.24605097628938608,0.05088795536182803,4.0,7.135877152164189,6916.530105808883,target,0.16666666666666666,True
ETH/USD,2025-08-04,6.854887965156941,0.5057740801153358,0.07378298269587491,4.0,4.490685928420019,10959.352848428258,target,0.3333333333333333,True
ETH/USD,2025-08-05,4.758612752698199,-0.16366908535413224,-0.03439428544828104,-1.0,0.7248606279080699,-6816.9760533010085,stopped out,0.16666666666666666,True
ETH/USD,2025-08-06,3.7447213024771098,-0.14212930556946582,-0.0379545750108154,-1.0,1.7100901424832817,-6877.186989774693,stopped out,0.08333333333333333,True
ETH/USD,2025-08-07,7.442229768213892,-0.16157127056888818,-0.021710062118609475,-1.0,1.5091184770249801,-6137.214287278113,stopped out,0.08333333333333333,True
ETH/USD,2025-08-07,7.442229768213892,-0.20789509325966493,-0.027934516903468164,-1.0,1.0118335746207658,-5262.065889597113,stopped out,0.5,True
ETH/USD,2025-08-08,5.55985802943403,-0.0,-0.0,-0.0,1.9747459438762929,-955.0717152118019,break even,2.1666666666666665,True
ETH/USD,2025-08-08,5.55985802943403,-0.10970140127823957,-0.01973097167184442,-1.0,1.4882017900732054,-6599.209694005562,stopped out,0.08333333333333333,True
ETH/USD,2025-08-08,5.55985802943403,-0.23914848740318842,-0.043013416194645666,-1.0,3.0522841299180805,-4431.41380770046,stopped out,0.25,True
ETH/USD,2025-08-09,7.952779800619621,-0.11087251220651378,-0.013941353210593789,-1.0,0.7080718459209071,-5872.049680023137,stopped out,0.08333333333333333,True
ETH/USD,2025-08-09,7.952779800619621,-0.22646295354714066,-0.02847594919319863,-1.0,0.573116691285055,-4040.977252747809,stopped out,0.25,True
ETH/USD,2025-08-10,4.030771158052232,-0.22686940482733767,-0.05628436741543188,-1.0,0.6138685007441883,-3852.8260245137935,stopped out,0.08333333333333333,True
ETH/USD,2025-08-10,4.030771158052232,-0.2519997901242616,-0.06251900200805101,-1.0,0.4222579349135622,-3548.651000642374,stopped out,0.25,True
ETH/USD,2025-08-11,4.628495579978133,-0.3224010461849342,-0.06965568846593936,-1.0,0.48325428410467247,-3151.6723843933273,stopped out,0.6666666666666666,True
ETH/USD,2025-08-12,9.959662520014772,-0.0,-0.0,0.0,3.365121220654735,-1166.9642423228593,break even,0.8333333333333334,True
ETH/USD,2025-08-13,4.767278732325598,-0.08991845635482544,-0.018861589893016593,-1.0,0.9700757120534332,-5065.85919126254,stopped out,0.08333333333333333,True
ETH/USD,2025-08-14,6.961123441815928,-0.2522663119831237,-0.03623931023371075,-1.0,0.8999351043563305,-2974.061154085439,stopped out,0.5,True
ETH/USD,2025-08-14,6.961123441815928,-0.21795410921808528,-0.03131019167234136,-1.0,0.568192794359229,-2986.8759387240707,stopped out,0.16666666666666666,True
ETH/USD,2025-08-16,2.5988859505992115,-0.28481743535859494,-0.1095921255386086,-1.0,1.0451768045098961,-2609.659778156946,stopped out,1.0,True
ETH/USD,2025-08-16,2.5988859505992115,-0.17802306054723538,-0.06849975871630286,-1.0,1.3386634388735972,-2943.8729505978235,stopped out,0.5,True
ETH/USD,2025-08-18,5.724500910730863,-0.20125189659179463,-0.03515623453121265,-1.0,5.554846198491094,-2665.4852383856323,stopped out,0.08333333333333333,True
ETH/USD,2025-08-18,5.724500910730863,-0.0,-0.0,0.0,3.8733520157952057,-524.5479703447131,break even,1.3333333333333333,True
ETH/USD,2025-08-19,6.710137937910541,-0.0,-0.0,-0.0,3.1393413377219446,-1272.7862934998946,break even,0.25,True
ETH/USD,2025-08-20,7.6083075866804135,-0.0,-0.0,0.0,3.3339676498573936,-718.5825897183353,break even,1.1666666666666667,True
ETH/USD,2025-08-20,7.6083075866804135,-0.0,-0.0,0.0,2.5791825714549286,-952.4388061244542,break even,0.8333333333333334,True
ETH/USD,2025-08-21,3.089733542319751,-0.12027098327872657,-0.03892600498761065,-1.0,3.1007415968404755,-2969.3136512361116,stopped out,0.4166666666666667,True
ETH/USD,2025-08-21,3.089733542319751,-0.22189413273052744,-0.07181659184886566,-1.0,0.870211102423694,-2288.633051789193,stopped out,0.25,True
ETH/USD,2025-08-24,5.000944152390624,0.21701447985128605,0.04339470172798183,4.0,4.9131274131272775,2356.8777218498135,target,0.08333333333333333,True
ETH/USD,2025-08-24,5.000944152390624,-0.0,-0.0,0.0,2.240671742534611,-865.5192243699506,break even,1.0833333333333333,True
ETH/USD,2025-08-25,9.56051031602405,-0.1799063049655032,-0.0188176466546946,-1.0,1.4700352526439362,-2287.943590902827,stopped out,0.25,True
ETH/USD,2025-08-26,7.245130225931962,-0.6333811841907744,-0.08742164246044325,-1.0,0.7083190266149181,-1549.0694089605386,stopped out,0.08333333333333333,True
ETH/USD,2025-08-27,3.8978483666140984,-0.03599010828568971,-0.009233326928249096,-1.0,11.3681018799312,-5457.771070781845,stopped out,0.08333333333333333,True
