sig_i,sig_t,stop_pct,gross_pct,net_pct,net_low_pct,net_R,reason,bars_held,sym,level,dirn,y,day,R,netR_pt,win
99464,2017-01-06 15:41:00,0.044179368235031734,0.3931963772918112,0.35319637729181125,0.3731963772918112,7.994600000000601,close,318,SPY,last session low,1,2017,2017-01-06,8.900000000000652,7.994600000000601,True
99921,2017-01-09 16:48:00,0.037916196388267466,-0.037916196388267466,-0.07791619638826747,-0.05791619638826746,-2.0549581395347274,stop,30,SPY,last session low,1,2017,2017-01-09,-1.0,-2.0549581395347274,False
99958,2017-01-09 17:25:00,0.03968079008862194,-0.03968079008862194,-0.07968079008862194,-0.05968079008862194,-2.0080444444444066,stop,62,SPY,last session low,1,2017,2017-01-09,-1.0,-2.0080444444444066,False
100192,2017-01-10 14:49:00,0.07510492599955268,-0.07510492599955268,-0.11510492599955269,-0.09510492599955268,-1.5325882352941569,stop,3,SPY,last session low,1,2017,2017-01-10,-1.0,-1.5325882352941569,False
100453,2017-01-10 19:10:00,0.03972632972853825,-0.03972632972853825,-0.07972632972853824,-0.05972632972853825,-2.0068888888888505,stop,19,SPY,last session low,1,2017,2017-01-10,-1.0,-2.0068888888888505,False
100817,2017-01-11 18:44:00,0.059677740202900294,0.3735384479366969,0.3335384479366969,0.35353844793669686,5.5889925925929616,close,135,SPY,last session low,1,2017,2017-01-11,6.2592592592596725,5.5889925925929616,True
101104,2017-01-12 17:01:00,0.07320481820804386,0.5213070387541795,0.4813070387541795,0.5013070387541795,6.5747999999990805,close,238,SPY,last session low,1,2017,2017-01-12,7.121212121211134,6.5747999999990805,True
102074,2017-01-17 20:11:00,0.06006133603498062,0.1568145273190536,0.11681452731905359,0.1368145273190536,1.9449205600591213,close,48,SPY,last session low,1,2017,2017-01-17,2.610906411201417,1.9449205600591213,True
102150,2017-01-18 14:57:00,0.2113716629450221,0.15968830962304573,0.11968830962304572,0.13968830962304574,0.5662457680250957,close,362,SPY,last session low,1,2017,2017-01-18,0.7554858934169466,0.5662457680250957,True
102336,2017-01-18 18:03:00,0.04418912947415941,0.19443216968625618,0.15443216968625617,0.1744321696862562,3.4947999999991826,close,176,SPY,last session low,1,2017,2017-01-18,4.399999999998977,3.4947999999991826,True
102394,2017-01-18 19:01:00,0.035338810849007904,-0.035338810849007904,-0.0753388108490079,-0.05533881084900791,-2.131900000000225,stop,4,SPY,last session low,1,2017,2017-01-18,-1.0,-2.131900000000225,False
102610,2017-01-19 16:07:00,0.04862523207496473,-0.04862523207496473,-0.08862523207496473,-0.06862523207496474,-1.8226181818182923,stop,165,SPY,last session low,1,2017,2017-01-19,-1.0,-1.8226181818182923,False
103071,2017-01-20 17:18:00,0.21166821008070652,-0.21166821008070652,-0.2516682100807065,-0.2316682100807065,-1.1889749999999928,stop,13,SPY,last session low,1,2017,2017-01-20,-1.0,-1.1889749999999928,False
103170,2017-01-20 18:57:00,0.04416180886768871,-0.04416180886768871,-0.0841618088676887,-0.06416180886768871,-1.9057600000000514,stop,19,SPY,last session low,1,2017,2017-01-20,-1.0,-1.9057600000000514,False
103266,2017-01-20 20:33:00,0.07759076263412813,0.16985130499178996,0.12985130499178996,0.14985130499178997,1.6735407744874404,close,26,SPY,last session low,1,2017,2017-01-20,2.1890660592254734,1.6735407744874404,True
103593,2017-01-23 19:30:00,0.026565128840875883,-0.026565128840875883,-0.06656512884087588,-0.04656512884087588,-2.5057333333332763,stop,12,SPY,last session low,1,2017,2017-01-23,-1.0,-2.5057333333332763,False
104482,2017-01-26 14:49:00,0.06539081912898438,-0.06539081912898438,-0.10539081912898438,-0.08539081912898439,-1.6117066666667592,stop,134,SPY,last session low,1,2017,2017-01-26,-1.0,-1.6117066666667592,False
104553,2017-01-26 16:00:00,0.032690421706447446,-0.032690421706447446,-0.07269042170644745,-0.05269042170644744,-2.223599999999722,stop,2,SPY,last session low,1,2017,2017-01-26,-1.0,-2.223599999999722,False
104698,2017-01-26 18:25:00,0.032724654754887374,-0.032724654754887374,-0.07272465475488737,-0.05272465475488737,-2.2223200000001855,stop,7,SPY,last session low,1,2017,2017-01-26,-1.0,-2.2223200000001855,False
105919,2017-01-31 19:16:00,0.07498124365594801,0.42808597025464445,0.3880859702546445,0.40808597025464444,5.175773984696491,close,103,SPY,last session low,1,2017,2017-01-31,5.709240729840653,5.175773984696491,True
107534,2017-02-06 20:11:00,0.043694835270480965,-0.043694835270480965,-0.08369483527048097,-0.06369483527048096,-1.915439999999792,stop,4,SPY,last session low,1,2017,2017-02-06,-1.0,-1.915439999999792,False
107903,2017-02-07 19:50:00,0.05239717055279214,-0.05239717055279214,-0.09239717055279215,-0.07239717055279214,-1.7633999999999712,stop,44,SPY,last session low,1,2017,2017-02-07,-1.0,-1.7633999999999712,False
109554,2017-02-14 14:51:00,0.0645022575790177,-0.0645022575790177,-0.10450225757901771,-0.0845022575790177,-1.62013333333331,stop,9,SPY,last session low,1,2017,2017-02-14,-1.0,-1.62013333333331,False
109971,2017-02-15 15:18:00,0.10266501261924502,0.47054797450485275,0.43054797450485277,0.45054797450485273,4.193716666666484,close,341,SPY,last session low,1,2017,2017-02-15,4.583333333333136,4.193716666666484,True
110338,2017-02-16 14:55:00,0.051130190246918145,-0.051130190246918145,-0.09113019024691815,-0.07113019024691815,-1.7823166666666372,stop,5,SPY,last session low,1,2017,2017-02-16,-1.0,-1.7823166666666372,False
112056,2017-02-23 17:33:00,0.03171985028230186,-0.03171985028230186,-0.07171985028230186,-0.05171985028230186,-2.261040000000191,stop,22,SPY,last session low,1,2017,2017-02-23,-1.0,-2.261040000000191,False
112115,2017-02-23 18:32:00,0.025393600812596187,-0.025393600812596187,-0.06539360081259618,-0.04539360081259619,-2.57519999999994,stop,3,SPY,last session low,1,2017,2017-02-23,-1.0,-2.57519999999994,False
112674,2017-02-27 14:51:00,0.10988546553400926,0.21977093106799447,0.17977093106799447,0.19977093106799448,1.6359846153844235,close,368,SPY,last session low,1,2017,2017-02-27,1.9999999999997813,1.6359846153844235,True
113104,2017-02-28 15:31:00,0.05066925642866382,-0.05066925642866382,-0.09066925642866383,-0.07066925642866383,-1.7894333333333037,stop,15,SPY,last session low,1,2017,2017-02-28,-1.0,-1.7894333333333037,False
114740,2017-03-06 16:47:00,0.033723969311193196,-0.033723969311193196,-0.0737239693111932,-0.05372396931119319,-2.1860999999998145,stop,13,SPY,last session low,1,2017,2017-03-06,-1.0,-2.1860999999998145,False
115118,2017-03-07 16:35:00,0.05481762597511931,-0.05481762597511931,-0.09481762597511931,-0.07481762597511932,-1.7296923076923332,stop,244,SPY,last session low,1,2017,2017-03-07,-1.0,-1.7296923076923332,False
115209,2017-03-07 18:06:00,0.05054972829520035,-0.05054972829520035,-0.09054972829520036,-0.07054972829520036,-1.7913000000001575,stop,31,SPY,last session low,1,2017,2017-03-07,-1.0,-1.7913000000001575,False
115265,2017-03-07 19:02:00,0.03793626707132162,-0.03793626707132162,-0.07793626707132162,-0.057936267071321615,-2.0543999999999603,stop,33,SPY,last session low,1,2017,2017-03-07,-1.0,-2.0543999999999603,False
115301,2017-03-07 19:38:00,0.06144489050756867,-0.06144489050756867,-0.10144489050756866,-0.08144489050756867,-1.6509898491083301,stop,55,SPY,last session low,1,2017,2017-03-07,-1.0,-1.6509898491083301,False
115693,2017-03-08 19:40:00,0.0886412561732337,-0.0886412561732337,-0.12864125617323371,-0.10864125617323371,-1.4512571428571257,stop,52,SPY,last session low,1,2017,2017-03-08,-1.0,-1.4512571428571257,False
116070,2017-03-09 19:27:00,0.15882091353789468,0.29858331745123523,0.25858331745123525,0.2785833174512352,1.6281439999999576,close,92,SPY,last session low,1,2017,2017-03-09,1.8799999999999575,1.6281439999999576,True
116371,2017-03-10 17:58:00,0.06751909524412229,-0.06751909524412229,-0.10751909524412229,-0.0875190952441223,-1.5924250000000124,stop,8,SPY,last session low,1,2017,2017-03-10,-1.0,-1.5924250000000124,False
117239,2017-03-14 18:26:00,0.08023987499472011,0.05912411841716913,0.019124118417169128,0.03912411841716913,0.23833684210534375,close,93,SPY,last session low,1,2017,2017-03-14,0.7368421052632443,0.23833684210534375,True
118215,2017-03-17 15:12:00,0.06117929409543484,-0.06117929409543484,-0.10117929409543484,-0.08117929409543484,-1.6538159779614845,stop,23,SPY,last session low,1,2017,2017-03-17,-1.0,-1.6538159779614845,False
118759,2017-03-20 17:46:00,0.05493808899970226,-0.05493808899970226,-0.09493808899970227,-0.07493808899970227,-1.7280923076923334,stop,52,SPY,last session low,1,2017,2017-03-20,-1.0,-1.7280923076923334,False
119328,2017-03-22 14:15:00,0.04929064335005319,-0.04929064335005319,-0.08929064335005318,-0.0692906433500532,-1.8115130434781965,stop,2,SPY,last session low,1,2017,2017-03-22,-1.0,-1.8115130434781965,False
119698,2017-03-23 13:55:00,0.13237115162902016,-0.13237115162902016,-0.17237115162902017,-0.15237115162902015,-1.302180645161288,stop,336,SPY,last session low,1,2017,2017-03-23,-1.0,-1.302180645161288,False
123994,2017-04-07 14:01:00,0.097926512538859,0.12773023374632048,0.08773023374632047,0.10773023374632047,0.8958782608694201,close,358,SPY,last session low,1,2017,2017-04-07,1.3043478260867793,0.8958782608694201,True
124518,2017-04-10 16:15:00,0.042574931880106574,0.1873297002724786,0.1473297002724786,0.16732970027247862,3.460480000000174,close,224,SPY,last session low,1,2017,2017-04-10,4.400000000000228,3.460480000000174,True
125743,2017-04-13 17:10:00,0.0214307145000263,-0.0214307145000263,-0.0614307145000263,-0.041430714500026306,-2.866479999999576,stop,3,SPY,last session low,1,2017,2017-04-13,-1.0,-2.866479999999576,False
125793,2017-04-13 18:00:00,0.08361383272945272,-0.08361383272945272,-0.12361383272945273,-0.10361383272945272,-1.4783897435897604,stop,77,SPY,last session low,1,2017,2017-04-13,-1.0,-1.4783897435897604,False
126457,2017-04-18 16:04:00,0.13282488538496673,0.20137966493852666,0.16137966493852665,0.18137966493852667,1.214980645161481,close,235,SPY,last session low,1,2017,2017-04-18,1.5161290322582808,1.214980645161481,True
127113,2017-04-20 14:00:00,0.0900001580448919,0.5080075366055472,0.4680075366055472,0.4880075366055472,5.200074608447975,close,359,SPY,last session low,1,2017,2017-04-20,5.644518272425189,5.200074608447975,True
129122,2017-04-27 14:59:00,0.08395248289467684,-0.08395248289467684,-0.12395248289467684,-0.10395248289467685,-1.476460000000027,stop,43,SPY,last session low,1,2017,2017-04-27,-1.0,-1.476460000000027,False
130224,2017-05-02 13:51:00,0.06288780815026232,-0.06288780815026232,-0.10288780815026233,-0.08288780815026232,-1.6360533333333094,stop,8,SPY,last session low,1,2017,2017-05-02,-1.0,-1.6360533333333094,False
130545,2017-05-02 19:12:00,0.05869528760691547,0.11319805467046025,0.07319805467046026,0.09319805467046025,1.2470857142854528,close,47,SPY,last session low,1,2017,2017-05-02,1.9285714285710949,1.2470857142854528,True
130572,2017-05-02 19:39:00,0.031437972879503964,0.0943139186385238,0.0543139186385238,0.0743139186385238,1.7276533333335191,close,20,SPY,last session low,1,2017,2017-05-02,3.000000000000379,1.7276533333335191,True
130731,2017-05-03 15:48:00,0.029385836027044036,-0.029385836027044036,-0.06938583602704404,-0.049385836027044036,-2.36119999999958,stop,97,SPY,last session low,1,2017,2017-05-03,-1.0,-2.36119999999958,False
130801,2017-05-03 16:58:00,0.04197271773347085,-0.04197271773347085,-0.08197271773347085,-0.06197271773347085,-1.9530000000000542,stop,25,SPY,last session low,1,2017,2017-05-03,-1.0,-1.9530000000000542,False
130886,2017-05-03 18:23:00,0.04197624144733842,-0.04197624144733842,-0.08197624144733842,-0.06197624144733842,-1.9529200000000542,stop,4,SPY,last session low,1,2017,2017-05-03,-1.0,-1.9529200000000542,False
131074,2017-05-04 15:01:00,0.07238580165284066,-0.07238580165284066,-0.11238580165284065,-0.09238580165284066,-1.5525945570353472,stop,63,SPY,last session low,1,2017,2017-05-04,-1.0,-1.5525945570353472,False
131267,2017-05-04 18:14:00,0.05866331447727416,-0.05866331447727416,-0.09866331447727417,-0.07866331447727416,-1.681857142857071,stop,3,SPY,last session low,1,2017,2017-05-04,-1.0,-1.681857142857071,False
131827,2017-05-08 14:34:00,0.058452674209839406,-0.058452674209839406,-0.09845267420983941,-0.07845267420983941,-1.6843142857143525,stop,19,SPY,last session low,1,2017,2017-05-08,-1.0,-1.6843142857143525,False
131852,2017-05-08 14:59:00,0.037593984962407435,-0.037593984962407435,-0.07759398496240744,-0.05759398496240743,-2.0639999999999596,stop,13,SPY,last session low,1,2017,2017-05-08,-1.0,-2.0639999999999596,False
131919,2017-05-08 16:06:00,0.06681142475363146,0.0793385668949381,0.039338566894938094,0.05933856689493809,0.5887999999999984,close,233,SPY,last session low,1,2017,2017-05-08,1.187500000000011,0.5887999999999984,True
132143,2017-05-08 19:50:00,0.04383401519578766,0.05427068548050241,0.014270685480502407,0.03427068548050241,0.32556190476189334,close,9,SPY,last session low,1,2017,2017-05-08,1.2380952380953156,0.32556190476189334,True
132269,2017-05-09 15:26:00,0.025023459493275894,-0.025023459493275894,-0.0650234594932759,-0.045023459493275894,-2.5984999999999396,stop,65,SPY,last session low,1,2017,2017-05-09,-1.0,-2.5984999999999396,False
133077,2017-05-11 15:54:00,0.018853300374977865,-0.018853300374977865,-0.058853300374977865,-0.03885330037497786,-3.121644444443694,stop,5,SPY,last session low,1,2017,2017-05-11,-1.0,-3.121644444443694,False
133185,2017-05-11 17:42:00,0.08361553576654067,0.0919770893431995,0.051977089343199494,0.07197708934319949,0.6216200000000297,close,137,SPY,last session low,1,2017,2017-05-11,1.100000000000057,0.6216200000000297,True
134167,2017-05-16 14:34:00,0.03333611134260525,-0.03333611134260525,-0.07333611134260526,-0.053336111342605255,-2.199900000000239,stop,1,SPY,last session low,1,2017,2017-05-16,-1.0,-2.199900000000239,False
134242,2017-05-16 15:49:00,0.07912051303406252,-0.07912051303406252,-0.11912051303406251,-0.09912051303406252,-1.505557894736848,stop,129,SPY,last session low,1,2017,2017-05-16,-1.0,-1.505557894736848,False
134379,2017-05-16 18:06:00,0.03332916718744012,-0.03332916718744012,-0.07332916718744012,-0.053329167187440116,-2.2001499999998124,stop,10,SPY,last session low,1,2017,2017-05-16,-1.0,-2.2001499999998124,False
136123,2017-05-23 14:40:00,0.008339935782498743,-0.008339935782498743,-0.04833993578249875,-0.028339935782498743,-5.796199999997546,stop,1,SPY,last session low,1,2017,2017-05-23,-1.0,-5.796199999997546,False
136725,2017-05-24 18:12:00,0.13409232976890545,0.12809937648315795,0.08809937648315794,0.10809937648315794,0.657005338299277,close,107,SPY,last session low,1,2017,2017-05-24,0.955307262569934,0.657005338299277,True
137676,2017-05-30 14:33:00,0.06212980988278412,0.03727788592967047,-0.0027221140703295316,0.01727788592967047,-0.043813333333308925,close,326,SPY,last session low,1,2017,2017-05-30,0.6,-0.043813333333308925,True
138292,2017-05-31 18:19:00,0.09958093025184875,0.17011742251358725,0.13011742251358724,0.15011742251358726,1.3066500000000911,close,100,SPY,last session low,1,2017,2017-05-31,1.708333333333457,1.3066500000000911,True
138875,2017-06-02 15:02:00,0.03692459177812563,-0.03692459177812563,-0.07692459177812563,-0.05692459177812563,-2.083288888888848,stop,6,SPY,last session low,1,2017,2017-06-02,-1.0,-2.083288888888848,False
140158,2017-06-07 16:55:00,0.0740710258836996,0.2633636475865252,0.2233636475865252,0.2433636475865252,3.015533333333778,close,184,SPY,last session low,1,2017,2017-06-07,3.555555555556065,3.015533333333778,True
140474,2017-06-08 15:41:00,0.0820310897830231,-0.0820310897830231,-0.1220310897830231,-0.10203108978302311,-1.4876200000000277,stop,160,SPY,last session low,1,2017,2017-06-08,-1.0,-1.4876200000000277,False
140587,2017-06-08 17:34:00,0.03540077118713359,-0.03540077118713359,-0.07540077118713359,-0.05540077118713359,-2.1299188876014656,stop,40,SPY,last session low,1,2017,2017-06-08,-1.0,-2.1299188876014656,False
140664,2017-06-08 18:51:00,0.05136317876440737,-0.05136317876440737,-0.09136317876440737,-0.07136317876440737,-1.778768,stop,3,SPY,last session low,1,2017,2017-06-08,-1.0,-1.778768,False
141157,2017-06-12 14:04:00,0.12361958134168921,0.2719630789517045,0.2319630789517045,0.2519630789517045,1.8764266666665839,close,355,SPY,last session low,1,2017,2017-06-12,2.199999999999905,1.8764266666665839,True
141193,2017-06-12 14:40:00,0.07002080029655354,-0.07002080029655354,-0.11002080029655353,-0.09002080029655354,-1.5712588235294536,stop,130,SPY,last session low,1,2017,2017-06-12,-1.0,-1.5712588235294536,False
141285,2017-06-12 16:12:00,0.05353539513240698,-0.05353539513240698,-0.09353539513240698,-0.07353539513240698,-1.7471692307690936,stop,12,SPY,last session low,1,2017,2017-06-12,-1.0,-1.7471692307690936,False
141394,2017-06-12 18:01:00,0.0494620996661327,0.300894439635625,0.26089443963562503,0.280894439635625,5.27463333333305,close,118,SPY,last session low,1,2017,2017-06-12,6.083333333333019,5.27463333333305,True
141608,2017-06-13 15:05:00,0.016409583196583543,0.3117820807351573,0.2717820807351573,0.29178208073515727,16.56240000000378,close,294,SPY,last session low,1,2017,2017-06-13,19.000000000004263,16.56240000000378,True
142042,2017-06-14 15:49:00,0.07369196757552542,-0.07369196757552542,-0.11369196757552541,-0.09369196757552542,-1.542800000000065,stop,173,SPY,last session low,1,2017,2017-06-14,-1.0,-1.542800000000065,False
142114,2017-06-14 17:01:00,0.053187136895505874,-0.053187136895505874,-0.09318713689550587,-0.07318713689550588,-1.7520615384615645,stop,29,SPY,last session low,1,2017,2017-06-14,-1.0,-1.7520615384615645,False
144124,2017-06-21 18:01:00,0.06802019993816018,0.15459136349582603,0.11459136349582602,0.13459136349582604,1.6846666666667476,close,118,SPY,last session low,1,2017,2017-06-21,2.272727272727382,1.6846666666667476,True
145125,2017-06-26 15:12:00,0.04932587964485553,-0.004110489970400734,-0.044110489970400735,-0.024110489970400734,-0.8942666666665571,close,287,SPY,last session low,1,2017,2017-06-26,-0.08333333333325439,-0.8942666666665571,True
145435,2017-06-27 13:52:00,0.09471646831117167,-0.09471646831117167,-0.13471646831117168,-0.11471646831117167,-1.4223130434782276,stop,197,SPY,last session low,1,2017,2017-06-27,-1.0,-1.4223130434782276,False
147352,2017-07-05 14:11:00,0.09504917761798073,-0.09504917761798073,-0.13504917761798074,-0.11504917761798074,-1.4208347826087144,stop,4,SPY,last session low,1,2017,2017-07-05,-1.0,-1.4208347826087144,False
147724,2017-07-06 13:53:00,0.13867903048869165,-0.13867903048869165,-0.17867903048869166,-0.15867903048869164,-1.2884358208955156,stop,6,SPY,last session low,1,2017,2017-07-06,-1.0,-1.2884358208955156,False
147816,2017-07-06 15:25:00,0.06006503593546539,-0.06006503593546539,-0.1000650359354654,-0.08006503593546539,-1.6659448275861601,stop,155,SPY,last session low,1,2017,2017-07-06,-1.0,-1.6659448275861601,False
147888,2017-07-06 16:37:00,0.09932541489053887,-0.09932541489053887,-0.13932541489053887,-0.11932541489053887,-1.4027166666666515,stop,64,SPY,last session low,1,2017,2017-07-06,-1.0,-1.4027166666666515,False
148557,2017-07-10 14:46:00,0.06603929337955944,0.03301964668978558,-0.006980353310214418,0.013019646689785582,-0.10569999999992408,close,313,SPY,last session low,1,2017,2017-07-10,0.5000000000000888,-0.10569999999992408,True
149120,2017-07-11 17:39:00,0.06203987095707076,0.15716767309123808,0.11716767309123807,0.1371676730912381,1.8885866666665645,close,140,SPY,last session low,1,2017,2017-07-11,2.533333333333207,1.8885866666665645,True
149672,2017-07-13 13:51:00,0.07368895075122071,-0.07368895075122071,-0.11368895075122071,-0.09368895075122072,-1.5428222222222014,stop,24,SPY,last session low,1,2017,2017-07-13,-1.0,-1.5428222222222014,False
151082,2017-07-18 17:51:00,0.03157208620197432,-0.03157208620197432,-0.07157208620197432,-0.051572086201974315,-2.266941935484094,stop,3,SPY,last session low,1,2017,2017-07-18,-1.0,-2.266941935484094,False
151127,2017-07-18 18:36:00,0.061099796334014536,0.07739307535641454,0.03739307535641454,0.05739307535641454,0.6119999999999615,close,83,SPY,last session low,1,2017,2017-07-18,1.2666666666666033,0.6119999999999615,True
151152,2017-07-18 19:01:00,0.02440018917275169,0.08151048169394828,0.04151048169394828,0.06151048169394828,1.7012360601000622,close,58,SPY,last session low,1,2017,2017-07-18,3.340567612687737,1.7012360601000622,True
151653,2017-07-20 14:22:00,0.0445199935243701,-0.0445199935243701,-0.08451999352437009,-0.0645199935243701,-1.8984727272726158,stop,8,SPY,last session low,1,2017,2017-07-20,-1.0,-1.8984727272726158,False
151912,2017-07-20 18:41:00,0.03237948759460237,-0.03237948759460237,-0.07237948759460237,-0.05237948759460237,-2.235350000000246,stop,78,SPY,last session low,1,2017,2017-07-20,-1.0,-2.235350000000246,False
152123,2017-07-21 15:42:00,0.013178569618327887,-0.013178569618327887,-0.053178569618327884,-0.03317856961832789,-4.035230769230876,stop,4,SPY,last session low,1,2017,2017-07-21,-1.0,-4.035230769230876,False
153248,2017-07-26 14:57:00,0.044435467582312115,-0.044435467582312115,-0.08443546758231212,-0.06443546758231211,-1.9001818181817065,stop,129,SPY,last session low,1,2017,2017-07-26,-1.0,-1.9001818181817065,False
153386,2017-07-26 17:15:00,0.024243403773890775,-0.024243403773890775,-0.06424340377389078,-0.04424340377389077,-2.6499333333332706,stop,12,SPY,last session low,1,2017,2017-07-26,-1.0,-2.6499333333332706,False
153456,2017-07-26 18:25:00,0.035256018056896286,-0.035256018056896286,-0.07525601805689629,-0.05525601805689628,-2.134558075601387,stop,21,SPY,last session low,1,2017,2017-07-26,-1.0,-2.134558075601387,False
153583,2017-07-27 14:02:00,0.048453524993945146,-0.048453524993945146,-0.08845352499394515,-0.06845352499394515,-1.8255333333333021,stop,155,SPY,last session low,1,2017,2017-07-27,-1.0,-1.8255333333333021,False
154615,2017-07-31 18:14:00,0.024292481476983794,-0.024292481476983794,-0.0642924814769838,-0.044292481476983794,-2.6465999999999377,stop,21,SPY,last session low,1,2017,2017-07-31,-1.0,-2.6465999999999377,False
154752,2017-08-01 14:01:00,0.09310131778219854,-0.09310131778219854,-0.13310131778219855,-0.11310131778219855,-1.429639461103828,stop,23,SPY,last session low,1,2017,2017-08-01,-1.0,-1.429639461103828,False
154786,2017-08-01 14:35:00,0.08903998704872869,-0.08903998704872869,-0.12903998704872868,-0.10903998704872869,-1.4492363636363659,stop,45,SPY,last session low,1,2017,2017-08-01,-1.0,-1.4492363636363659,False
154997,2017-08-01 18:06:00,0.008085381630017072,-0.008085381630017072,-0.04808538163001708,-0.028085381630017073,-5.94719999999747,stop,1,SPY,last session low,1,2017,2017-08-01,-1.0,-5.94719999999747,False
155132,2017-08-02 13:51:00,0.04044652968776199,-0.04044652968776199,-0.08044652968776199,-0.060446529687761985,-1.9889599999997751,stop,27,SPY,last session low,1,2017,2017-08-02,-1.0,-1.9889599999997751,False
155413,2017-08-02 18:32:00,0.09297812992683761,-0.09297812992683761,-0.1329781299268376,-0.11297812992683762,-1.4302086956521398,stop,64,SPY,last session low,1,2017,2017-08-02,-1.0,-1.4302086956521398,False
155481,2017-08-02 19:40:00,0.03640334910811933,0.08494114791894511,0.04494114791894511,0.0649411479189451,1.2345333333333752,close,19,SPY,last session low,1,2017,2017-08-02,2.3333333333333335,1.2345333333333752,True
155547,2017-08-03 14:16:00,0.09510127273830365,-0.09510127273830365,-0.13510127273830366,-0.11510127273830366,-1.4206042553191753,stop,190,SPY,last session low,1,2017,2017-08-03,-1.0,-1.4206042553191753,False
155663,2017-08-03 16:12:00,0.024295432458698685,-0.024295432458698685,-0.06429543245869869,-0.044295432458698686,-2.6463999999999377,stop,73,SPY,last session low,1,2017,2017-08-03,-1.0,-2.6463999999999377,False
155748,2017-08-03 17:37:00,0.06883705863298344,-0.06883705863298344,-0.10883705863298343,-0.08883705863298344,-1.581082352941122,stop,115,SPY,last session low,1,2017,2017-08-03,-1.0,-1.581082352941122,False
155938,2017-08-04 14:17:00,0.0890003640923981,0.08495489299729275,0.04495489299729275,0.06495489299729275,0.5051090909091297,close,342,SPY,last session low,1,2017,2017-08-04,0.9545454545454957,0.5051090909091297,True
156026,2017-08-04 15:45:00,0.036373923938084876,-0.036373923938084876,-0.07637392393808487,-0.05637392393808488,-2.099688888888847,stop,10,SPY,last session low,1,2017,2017-08-04,-1.0,-2.099688888888847,False
156200,2017-08-04 18:39:00,0.04044652968776199,0.06471444750040307,0.024714447500403074,0.04471444750040307,0.6110399999998266,close,80,SPY,last session low,1,2017,2017-08-04,1.5999999999996017,0.6110399999998266,True
158893,2017-08-15 18:02:00,0.08721401914652094,0.004056466006811173,-0.03594353399318883,-0.015943533993188826,-0.4121302325581753,close,117,SPY,last session low,1,2017,2017-08-15,0.046511627906933695,-0.4121302325581753,True
159267,2017-08-16 17:46:00,0.06479831524380228,-0.06479831524380228,-0.10479831524380229,-0.08479831524380228,-1.6173000000000133,stop,15,SPY,last session low,1,2017,2017-08-16,-1.0,-1.6173000000000133,False
159860,2017-08-18 14:39:00,0.07003378100025373,-0.07003378100025373,-0.11003378100025374,-0.09003378100025373,-1.5711529411764174,stop,9,SPY,last session low,1,2017,2017-08-18,-1.0,-1.5711529411764174,False
160219,2017-08-21 14:08:00,0.1279300099042598,-0.1279300099042598,-0.1679300099042598,-0.14793000990425978,-1.3126709677419333,stop,13,SPY,last session low,1,2017,2017-08-21,-1.0,-1.3126709677419333,False
161010,2017-08-23 14:19:00,0.17322931133076608,-0.11518666775589505,-0.15518666775589504,-0.13518666775589505,-0.895845319500115,close,340,SPY,last session low,1,2017,2017-08-23,-0.6649375147370774,-0.895845319500115,True
161070,2017-08-23 15:19:00,0.08782679738562231,-0.08782679738562231,-0.1278267973856223,-0.10782679738562231,-1.455441860465109,stop,117,SPY,last session low,1,2017,2017-08-23,-1.0,-1.455441860465109,False
161197,2017-08-23 17:26:00,0.04087806074479594,-0.04087806074479594,-0.08087806074479595,-0.060878060744795945,-1.9785200000000558,stop,7,SPY,last session low,1,2017,2017-08-23,-1.0,-1.9785200000000558,False
161261,2017-08-23 18:30:00,0.03678273663560708,-0.03678273663560708,-0.07678273663560709,-0.05678273663560708,-2.087466666666626,stop,89,SPY,last session low,1,2017,2017-08-23,-1.0,-2.087466666666626,False
161385,2017-08-24 14:04:00,0.07367990176013377,-0.07367990176013377,-0.11367990176013376,-0.09367990176013377,-1.5428888888888683,stop,4,SPY,last session low,1,2017,2017-08-24,-1.0,-1.5428888888888683,False
161462,2017-08-24 15:21:00,0.07772596501553677,-0.07772596501553677,-0.11772596501553678,-0.09772596501553678,-1.5146285413375613,stop,4,SPY,last session low,1,2017,2017-08-24,-1.0,-1.5146285413375613,False
162338,2017-08-28 16:57:00,0.06550665301944589,0.13920163766632687,0.09920163766632686,0.11920163766632687,1.5143750000000533,close,182,SPY,last session low,1,2017,2017-08-28,2.1250000000000666,1.5143750000000533,True
162382,2017-08-28 17:41:00,0.020469152986454072,0.13100257911327348,0.09100257911327347,0.11100257911327348,4.445839999998852,close,138,SPY,last session low,1,2017,2017-08-28,6.399999999998409,4.445839999998852,True
164907,2017-09-07 14:16:00,0.08514433992863264,-0.08514433992863264,-0.12514433992863264,-0.10514433992863265,-1.4697904761905218,stop,138,SPY,last session low,1,2017,2017-09-07,-1.0,-1.4697904761905218,False
165054,2017-09-07 16:43:00,0.052731919036220924,0.14602685271568783,0.10602685271568782,0.12602685271568784,2.0106769230768795,close,196,SPY,last session low,1,2017,2017-09-07,2.7692307692307523,2.0106769230768795,True
167901,2017-09-18 18:40:00,0.03809523809523764,-0.03809523809523764,-0.07809523809523763,-0.058095238095237645,-2.0500000000000123,stop,6,SPY,last session low,1,2017,2017-09-18,-1.0,-2.0500000000000123,False
