sig_i,sig_t,stop_pct,gross_pct,net_pct,net_low_pct,net_R,reason,bars_held,sym,level,dirn,y,day,R,netR_pt,win
279377,2018-11-08 18:35:00,0.09762820880950296,-0.09762820880950296,-0.13762820880950297,-0.11762820880950296,-1.4097176470588537,stop,29,QQQ,1h swing low,1,2018,2018-11-08,-1.0,-1.4097176470588537,False
279410,2018-11-08 19:08:00,0.4402767453828017,-0.4402767453828017,-0.4802767453828017,-0.4602767453828017,-1.09085194805195,stop,24,QQQ,1h swing low,1,2018,2018-11-08,-1.0,-1.09085194805195,False
279449,2018-11-08 19:47:00,0.19537984139754247,-0.19537984139754247,-0.23537984139754248,-0.21537984139754246,-1.2047294117647038,stop,52,QQQ,1h swing low,1,2018,2018-11-08,-1.0,-1.2047294117647038,False
279507,2018-11-08 20:45:00,0.21837825412332365,0.27584621573473833,0.23584621573473832,0.2558462157347383,1.0799894736842712,close,14,QQQ,1h swing low,1,2018,2018-11-08,1.2631578947369049,1.0799894736842712,True
279787,2018-11-09 18:55:00,0.09962494139708598,-0.09962494139708598,-0.13962494139708598,-0.11962494139708599,-1.4015058823529707,stop,14,QQQ,1h swing low,1,2018,2018-11-09,-1.0,-1.4015058823529707,False
280172,2018-11-12 18:50:00,0.3501421517282535,-0.3501421517282535,-0.3901421517282535,-0.37014215172825354,-1.1142393162393203,stop,121,QQQ,1h swing low,1,2018,2018-11-12,-1.0,-1.1142393162393203,False
280339,2018-11-13 15:07:00,0.41888576386812104,-0.41888576386812104,-0.458885763868121,-0.43888576386812106,-1.0954914285714261,stop,255,QQQ,1h swing low,1,2018,2018-11-13,-1.0,-1.0954914285714261,False
280599,2018-11-13 19:27:00,0.09603841536614441,-0.09603841536614441,-0.13603841536614442,-0.11603841536614441,-1.416500000000009,stop,15,QQQ,1h swing low,1,2018,2018-11-13,-1.0,-1.416500000000009,False
280917,2018-11-14 18:15:00,0.36855779107001707,-0.36855779107001707,-0.40855779107001705,-0.3885577910700171,-1.1085311475409863,stop,28,QQQ,1h swing low,1,2018,2018-11-14,-1.0,-1.1085311475409863,False
282117,2018-11-19 18:45:00,0.0030656039239702346,-0.0030656039239702346,-0.043065603923970235,-0.023065603923970234,-14.048000000011866,stop,1,QQQ,1h swing low,1,2018,2018-11-19,-1.0,-14.048000000011866,False
284202,2018-11-28 16:10:00,0.20711500974659075,2.735136452241721,2.695136452241721,2.715136452241721,13.01275294117637,close,289,QQQ,1h swing low,1,2018,2018-11-28,13.205882352941073,13.01275294117637,True
284552,2018-11-29 15:30:00,0.3869047619047653,-0.3869047619047653,-0.4269047619047653,-0.4069047619047653,-1.1033846153846145,stop,13,QQQ,1h swing low,1,2018,2018-11-29,-1.0,-1.1033846153846145,False
285542,2018-12-03 19:00:00,0.06409509381191798,-0.06409509381191798,-0.10409509381191798,-0.08409509381191799,-1.6240727272726498,stop,3,QQQ,1h swing low,1,2018,2018-12-03,-1.0,-1.6240727272726498,False
286173,2018-12-06 16:31:00,0.34771370545879604,2.7078589451658424,2.6678589451658423,2.6878589451658423,7.672573451327425,close,268,QQQ,1h swing low,1,2018,2018-12-06,7.787610619469018,7.672573451327425,True
286643,2018-12-07 17:51:00,0.2888042276023097,-0.2888042276023097,-0.3288042276023097,-0.30880422760230974,-1.1385021276595748,stop,68,QQQ,1h swing low,1,2018,2018-12-07,-1.0,-1.1385021276595748,False
286930,2018-12-10 16:08:00,0.3747657713928759,-0.3747657713928759,-0.4147657713928759,-0.39476577139287594,-1.1067333333333342,stop,16,QQQ,1h swing low,1,2018,2018-12-10,-1.0,-1.1067333333333342,False
286988,2018-12-10 17:06:00,0.19324273781322396,-0.19324273781322396,-0.23324273781322397,-0.21324273781322395,-1.2069935483871144,stop,17,QQQ,1h swing low,1,2018,2018-12-10,-1.0,-1.2069935483871144,False
287510,2018-12-11 19:18:00,0.3256328336200548,0.4976652740231029,0.4576652740231029,0.4776652740231029,1.4054641509433974,close,101,QQQ,1h swing low,1,2018,2018-12-11,1.5283018867924536,1.4054641509433974,True
288220,2018-12-13 18:08:00,0.19446976602857585,-0.19446976602857585,-0.23446976602857586,-0.21446976602857584,-1.2056874999999863,stop,19,QQQ,1h swing low,1,2018,2018-12-13,-1.0,-1.2056874999999863,False
288284,2018-12-13 19:12:00,0.17027487229384647,-0.17027487229384647,-0.21027487229384648,-0.19027487229384646,-1.2349142857142847,stop,15,QQQ,1h swing low,1,2018,2018-12-13,-1.0,-1.2349142857142847,False
288547,2018-12-14 17:05:00,0.3137110167927606,-0.3137110167927606,-0.35371101679276057,-0.3337110167927606,-1.1275058823529434,stop,87,QQQ,1h swing low,1,2018,2018-12-14,-1.0,-1.1275058823529434,False
288810,2018-12-17 14:58:00,0.4580535859948661,-0.4580535859948661,-0.4980535859948661,-0.47805358599486614,-1.087326027397258,stop,216,QQQ,1h swing low,1,2018,2018-12-17,-1.0,-1.087326027397258,False
289491,2018-12-18 19:49:00,0.15178345560334497,-0.15178345560334497,-0.19178345560334498,-0.17178345560334496,-1.2635333333333234,stop,6,QQQ,1h swing low,1,2018,2018-12-18,-1.0,-1.2635333333333234,False
290244,2018-12-20 19:22:00,0.5883130618720351,0.7866208355367514,0.7466208355367514,0.7666208355367514,1.2690876404494145,close,97,QQQ,1h swing low,1,2018,2018-12-20,1.3370786516853683,1.2690876404494145,True
290370,2018-12-21 14:58:00,0.31438302331675283,-0.31438302331675283,-0.3543830233167528,-0.33438302331675285,-1.1272333333333284,stop,3,QQQ,1h swing low,1,2018,2018-12-21,-1.0,-1.1272333333333284,False
291512,2018-12-27 15:16:00,0.1604599852911551,-0.1604599852911551,-0.2004599852911551,-0.1804599852911551,-1.2492833333333535,stop,1,QQQ,1h swing low,1,2018,2018-12-27,-1.0,-1.2492833333333535,False
291606,2018-12-27 16:50:00,0.1741926839072698,-0.1741926839072698,-0.2141926839072698,-0.1941926839072698,-1.2296307692307773,stop,5,QQQ,1h swing low,1,2018,2018-12-27,-1.0,-1.2296307692307773,False
291651,2018-12-27 17:35:00,0.2019386106623663,-0.2019386106623663,-0.2419386106623663,-0.22193861066236628,-1.1980799999999925,stop,70,QQQ,1h swing low,1,2018,2018-12-27,-1.0,-1.1980799999999925,False
291741,2018-12-27 19:05:00,0.3442309344986634,-0.3442309344986634,-0.38423093449866336,-0.3642309344986634,-1.116201061529394,stop,5,QQQ,1h swing low,1,2018,2018-12-27,-1.0,-1.116201061529394,False
291933,2018-12-28 15:47:00,0.491900045910671,0.3804027021709271,0.3404027021709271,0.36040270217092707,0.6920160000000167,close,312,QQQ,1h swing low,1,2018,2018-12-28,0.77333333333335,0.6920160000000167,True
291955,2018-12-28 16:09:00,0.40591855440618335,0.20295927720309168,0.16295927720309167,0.18295927720309169,0.4014580645161297,close,290,QQQ,1h swing low,1,2018,2018-12-28,0.5,0.4014580645161297,True
292403,2018-12-31 17:07:00,0.19502047715010815,-0.19502047715010815,-0.23502047715010815,-0.21502047715010814,-1.205106666666659,stop,4,QQQ,1h swing low,1,2018,2018-12-31,-1.0,-1.205106666666659,False
293077,2019-01-03 15:21:00,0.1523885244815598,-0.1523885244815598,-0.1923885244815598,-0.17238852448155978,-1.2624869565217185,stop,12,QQQ,1h swing low,1,2019,2019-01-03,-1.0,-1.2624869565217185,False
293374,2019-01-03 20:18:00,0.27066916023293985,-0.27066916023293985,-0.31066916023293983,-0.29066916023293987,-1.1477818897637828,stop,38,QQQ,1h swing low,1,2019,2019-01-03,-1.0,-1.1477818897637828,False
294251,2019-01-08 15:25:00,0.19552191737622343,-0.19552191737622343,-0.23552191737622344,-0.21552191737622342,-1.2045806451612888,stop,6,QQQ,1h swing low,1,2019,2019-01-08,-1.0,-1.2045806451612888,False
294667,2019-01-09 15:51:00,0.30009377930602676,0.5189121600500235,0.4789121600500235,0.4989121600500235,1.59587500000006,close,308,QQQ,1h swing low,1,2019,2019-01-09,1.7291666666667296,1.59587500000006,True
295003,2019-01-10 14:57:00,0.1258653241032203,1.4663310258023814,1.4263310258023814,1.4463310258023814,11.332199999998954,close,362,QQQ,1h swing low,1,2019,2019-01-10,11.649999999998927,11.332199999998954,True
295777,2019-01-14 14:51:00,0.26407160811998764,0.18244147062542887,0.14244147062542886,0.16244147062542888,0.5394047154085075,close,368,QQQ,1h swing low,1,2019,2019-01-14,0.690878780662145,0.5394047154085075,True
296457,2019-01-15 19:41:00,0.27227722772277085,0.5136138613861464,0.4736138613861464,0.4936138613861464,1.7394545454545831,close,78,QQQ,1h swing low,1,2019,2019-01-15,1.8863636363636749,1.7394545454545831,True
298314,2019-01-23 18:08:00,0.11173913043478478,0.7329192546583894,0.6929192546583893,0.7129192546583893,6.201222901611924,close,171,QQQ,1h swing low,1,2019,2019-01-23,6.559199555308416,6.201222901611924,True
298593,2019-01-24 16:17:00,0.08625469780051431,-0.08625469780051431,-0.12625469780051432,-0.10625469780051432,-1.4637428571428082,stop,2,QQQ,1h swing low,1,2019,2019-01-24,-1.0,-1.4637428571428082,False
299293,2019-01-28 14:57:00,0.2526653109015817,-0.2526653109015817,-0.29266531090158165,-0.2726653109015817,-1.1583121951219524,stop,125,QQQ,1h swing low,1,2019,2019-01-28,-1.0,-1.1583121951219524,False
299425,2019-01-28 17:09:00,0.1616504255581444,0.5920809177254275,0.5520809177254274,0.5720809177254275,3.4152766119805125,close,230,QQQ,1h swing low,1,2019,2019-01-28,3.6627241510877466,3.4152766119805125,True
299747,2019-01-29 16:01:00,0.17355997616418053,0.14888085129338083,0.10888085129338082,0.12888085129338084,0.6273384780278147,close,298,QQQ,1h swing low,1,2019,2019-01-29,0.8578063594140259,0.6273384780278147,True
300786,2019-01-31 20:20:00,0.1311631789184993,0.2563643951588904,0.21636439515889042,0.23636439515889043,1.649581818181858,close,39,QQQ,1h swing low,1,2019,2019-01-31,1.9545454545454959,1.649581818181858,True
301128,2019-02-01 19:32:00,0.14344629729245656,-0.14344629729245656,-0.18344629729245657,-0.16344629729245655,-1.2788499999999896,stop,20,QQQ,1h swing low,1,2019,2019-02-01,-1.0,-1.2788499999999896,False
302051,2019-02-06 15:25:00,0.2820300287669414,0.15267570188821836,0.11267570188821835,0.13267570188821837,0.39951668402420065,close,334,QQQ,1h swing low,1,2019,2019-02-06,0.5413455530098308,0.39951668402420065,True
302171,2019-02-06 17:25:00,0.1759840441133404,-0.1759840441133404,-0.2159840441133404,-0.1959840441133404,-1.2272933333333247,stop,107,QQQ,1h swing low,1,2019,2019-02-06,-1.0,-1.2272933333333247,False
302287,2019-02-06 19:21:00,0.07634932753862915,-0.07634932753862915,-0.11634932753862914,-0.09634932753862915,-1.523907692307596,stop,11,QQQ,1h swing low,1,2019,2019-02-06,-1.0,-1.523907692307596,False
302596,2019-02-07 18:00:00,0.18525158360224828,0.5378271782000751,0.4978271782000751,0.5178271782000751,2.6873032258064504,close,179,QQQ,1h swing low,1,2019,2019-02-07,2.90322580645161,2.6873032258064504,True
302811,2019-02-08 15:05:00,0.22101234434801345,-0.22101234434801345,-0.26101234434801346,-0.24101234434801344,-1.1809853658536587,stop,17,QQQ,1h swing low,1,2019,2019-02-08,-1.0,-1.1809853658536587,False
302919,2019-02-08 16:53:00,0.08986879156431951,0.9586004433527017,0.9186004433527016,0.9386004433527017,10.221573333332907,close,246,QQQ,1h swing low,1,2019,2019-02-08,10.666666666666224,10.221573333332907,True
303435,2019-02-11 18:59:00,0.047525693578098084,-0.047525693578098084,-0.08752569357809808,-0.06752569357809808,-1.8416499999998686,stop,1,QQQ,1h swing low,1,2019,2019-02-11,-1.0,-1.8416499999998686,False
303997,2019-02-13 15:21:00,0.1924198250728936,-0.1924198250728936,-0.2324198250728936,-0.2124198250728936,-1.20787878787878,stop,69,QQQ,1h swing low,1,2019,2019-02-13,-1.0,-1.20787878787878,False
304073,2019-02-13 16:37:00,0.08182349503213697,-0.08182349503213697,-0.12182349503213696,-0.10182349503213697,-1.4888571428571904,stop,250,QQQ,1h swing low,1,2019,2019-02-13,-1.0,-1.4888571428571904,False
304153,2019-02-13 17:57:00,0.035038542396637624,-0.035038542396637624,-0.07503854239663763,-0.05503854239663762,-2.141599999999957,stop,169,QQQ,1h swing low,1,2019,2019-02-13,-1.0,-2.141599999999957,False
305693,2019-02-20 17:37:00,0.14545877698260312,-0.14545877698260312,-0.18545877698260313,-0.1654587769826031,-1.2749920000000001,stop,17,QQQ,1h swing low,1,2019,2019-02-20,-1.0,-1.2749920000000001,False
305760,2019-02-20 18:44:00,0.06389405204460108,-0.06389405204460108,-0.10389405204460109,-0.08389405204460108,-1.6260363636364479,stop,17,QQQ,1h swing low,1,2019,2019-02-20,-1.0,-1.6260363636364479,False
305812,2019-02-20 19:36:00,0.3832752613240399,0.040650406504077585,0.0006504065040775844,0.020650406504077585,0.0016969696970024334,close,83,QQQ,1h swing low,1,2019,2019-02-20,0.10606060606063933,0.0016969696970024334,True
305930,2019-02-21 15:04:00,0.15781167806418273,-0.15781167806418273,-0.19781167806418273,-0.17781167806418272,-1.2534666666666572,stop,8,QQQ,1h swing low,1,2019,2019-02-21,-1.0,-1.2534666666666572,False
306866,2019-02-25 17:40:00,0.09202806856092546,-0.09202806856092546,-0.13202806856092547,-0.11202806856092547,-1.434649999999932,stop,12,QQQ,1h swing low,1,2019,2019-02-25,-1.0,-1.434649999999932,False
307586,2019-02-27 16:40:00,0.03681789361189976,-0.03681789361189976,-0.07681789361189975,-0.05681789361189976,-2.086428257456634,stop,3,QQQ,1h swing low,1,2019,2019-02-27,-1.0,-2.086428257456634,False
307893,2019-02-28 15:17:00,0.0924214417744897,-0.0924214417744897,-0.1324214417744897,-0.1124214417744897,-1.4328000000000092,stop,6,QQQ,1h swing low,1,2019,2019-02-28,-1.0,-1.4328000000000092,False
308411,2019-03-01 17:25:00,0.02301628402094024,0.3625064733298783,0.3225064733298783,0.34250647332987827,14.012100000002675,close,214,QQQ,1h swing low,1,2019,2019-03-01,15.75000000000302,14.012100000002675,True
308849,2019-03-04 18:13:00,0.14460061310659958,0.896523801260924,0.856523801260924,0.876523801260924,5.9233760000000455,close,166,QQQ,1h swing low,1,2019,2019-03-04,6.2000000000000455,5.9233760000000455,True
309046,2019-03-05 15:00:00,0.3585565945728874,0.1262119212896557,0.08621192128965569,0.10621192128965569,0.2404415999999981,close,359,QQQ,1h swing low,1,2019,2019-03-05,0.3519999999999981,0.2404415999999981,True
309433,2019-03-06 14:57:00,0.12615402259303796,-0.12615402259303796,-0.16615402259303796,-0.14615402259303795,-1.317072727272729,stop,24,QQQ,1h swing low,1,2019,2019-03-06,-1.0,-1.317072727272729,False
309586,2019-03-06 17:30:00,0.0494068870206185,-0.0494068870206185,-0.0894068870206185,-0.06940688702061851,-1.809603729603672,stop,17,QQQ,1h swing low,1,2019,2019-03-06,-1.0,-1.809603729603672,False
309768,2019-03-06 20:32:00,0.07202950328454535,-0.011524720525516775,-0.05152472052551678,-0.031524720525516775,-0.7153279999998545,close,27,QQQ,1h swing low,1,2019,2019-03-06,-0.15999999999985448,-0.7153279999998545,True
309950,2019-03-07 17:04:00,0.07544541814171868,-0.07544541814171868,-0.11544541814171869,-0.09544541814171868,-1.5301846153846341,stop,12,QQQ,1h swing low,1,2019,2019-03-07,-1.0,-1.5301846153846341,False
311880,2019-03-14 15:44:00,0.09072903916422656,-0.09072903916422656,-0.13072903916422657,-0.11072903916422656,-1.4408731798382315,stop,41,QQQ,1h swing low,1,2019,2019-03-14,-1.0,-1.4408731798382315,False
312654,2019-03-18 15:38:00,0.08994827973914807,-0.08994827973914807,-0.12994827973914808,-0.10994827973914807,-1.4447000000000096,stop,40,QQQ,1h swing low,1,2019,2019-03-18,-1.0,-1.4447000000000096,False
313356,2019-03-20 14:20:00,0.06707657909446872,-0.06707657909446872,-0.10707657909446872,-0.08707657909446873,-1.5963333333333107,stop,2,QQQ,1h swing low,1,2019,2019-03-20,-1.0,-1.5963333333333107,False
313456,2019-03-20 16:00:00,0.055994176605629824,-0.055994176605629824,-0.09599417660562982,-0.07599417660562982,-1.7143600000000407,stop,32,QQQ,1h swing low,1,2019,2019-03-20,-1.0,-1.7143600000000407,False
314237,2019-03-22 16:01:00,0.25625174046227306,-0.25625174046227306,-0.29625174046227304,-0.2762517404622731,-1.1560965007607003,stop,41,QQQ,1h swing low,1,2019,2019-03-22,-1.0,-1.1560965007607003,False
314356,2019-03-22 18:00:00,0.12271801989618694,-0.12271801989618694,-0.16271801989618695,-0.14271801989618693,-1.3259505004549286,stop,94,QQQ,1h swing low,1,2019,2019-03-22,-1.0,-1.3259505004549286,False
314524,2019-03-25 14:18:00,0.21989174560217342,0.49616599007667755,0.4561659900766776,0.47616599007667754,2.0745025641024735,close,341,QQQ,1h swing low,1,2019,2019-03-25,2.2564102564101587,2.0745025641024735,True
314721,2019-03-25 17:35:00,0.04945206103700271,-0.04945206103700271,-0.0894520610370027,-0.06945206103700272,-1.8088641638226124,stop,7,QQQ,1h swing low,1,2019,2019-03-25,-1.0,-1.8088641638226124,False
315231,2019-03-26 19:35:00,0.044764412572138035,-0.044764412572138035,-0.08476441257213804,-0.06476441257213804,-1.8935669586982704,stop,3,QQQ,1h swing low,1,2019,2019-03-26,-1.0,-1.8935669586982704,False
315418,2019-03-27 16:12:00,0.12130102400632085,-0.12130102400632085,-0.16130102400632085,-0.14130102400632086,-1.3297581395348785,stop,7,QQQ,1h swing low,1,2019,2019-03-27,-1.0,-1.3297581395348785,False
315767,2019-03-28 15:31:00,0.10708448402186649,0.5128783182099964,0.47287831820999643,0.4928783182099964,4.415936842105299,close,268,QQQ,1h swing low,1,2019,2019-03-28,4.7894736842105665,4.415936842105299,True
316126,2019-03-29 15:00:00,0.19358833641449616,0.4379209596258821,0.39792095962588214,0.4179209596258821,2.055500692840735,close,299,QQQ,1h swing low,1,2019,2019-03-29,2.2621247113164924,2.055500692840735,True
316851,2019-04-02 14:05:00,0.1044128152992239,0.4176512611968956,0.3776512611968956,0.3976512611968956,3.61690526315789,close,354,QQQ,1h swing low,1,2019,2019-04-02,4.0,3.61690526315789,True
317561,2019-04-03 19:25:00,0.12598124727431198,0.18534670737025916,0.14534670737025915,0.16534670737025917,1.1537170056252957,close,34,QQQ,1h swing low,1,2019,2019-04-03,1.4712245781047446,1.1537170056252957,True
317786,2019-04-04 16:40:00,0.08194930069930381,-0.08194930069930381,-0.12194930069930382,-0.10194930069930382,-1.4881066666666483,stop,1,QQQ,1h swing low,1,2019,2019-04-04,-1.0,-1.4881066666666483,False
318395,2019-04-08 13:49:00,0.2010869565217416,0.6250000000000031,0.5850000000000031,0.6050000000000031,2.909189189189169,close,370,QQQ,1h swing low,1,2019,2019-04-08,3.1081081081080852,2.909189189189169,True
318459,2019-04-08 14:53:00,0.08129067245119434,-0.08129067245119434,-0.12129067245119435,-0.10129067245119434,-1.492061374249492,stop,3,QQQ,1h swing low,1,2019,2019-04-08,-1.0,-1.492061374249492,False
319446,2019-04-10 18:20:00,0.03243593902043587,-0.03243593902043587,-0.07243593902043588,-0.052435939020435876,-2.2331999999999534,stop,1,QQQ,1h swing low,1,2019,2019-04-10,-1.0,-2.2331999999999534,False
319572,2019-04-11 13:56:00,0.09181744531461837,-0.09181744531461837,-0.13181744531461836,-0.11181744531461837,-1.4356470588234886,stop,104,QQQ,1h swing low,1,2019,2019-04-11,-1.0,-1.4356470588234886,False
319681,2019-04-11 15:45:00,0.03241666216435371,-0.03241666216435371,-0.07241666216435372,-0.052416662164353714,-2.2339333333332867,stop,10,QQQ,1h swing low,1,2019,2019-04-11,-1.0,-2.2339333333332867,False
319804,2019-04-11 17:48:00,0.07026267430549339,-0.07026267430549339,-0.11026267430549339,-0.0902626743054934,-1.569292307692203,stop,7,QQQ,1h swing low,1,2019,2019-04-11,-1.0,-1.569292307692203,False
319912,2019-04-11 19:36:00,0.09457637731919395,0.07035098164223243,0.030350981642232426,0.05035098164223242,0.32091503716407205,close,23,QQQ,1h swing low,1,2019,2019-04-11,0.7438536306460423,0.32091503716407205,True
320131,2019-04-12 16:45:00,0.005387931034477858,-0.005387931034477858,-0.04538793103447786,-0.02538793103447786,-8.424000000006751,stop,1,QQQ,1h swing low,1,2019,2019-04-12,-1.0,-8.424000000006751,False
320489,2019-04-15 16:13:00,0.0432338953739646,0.4539559014267204,0.4139559014267204,0.43395590142672036,9.574800000001947,close,226,QQQ,1h swing low,1,2019,2019-04-15,10.50000000000213,9.574800000001947,True
321533,2019-04-18 14:07:00,0.12412353476423722,-0.12412353476423722,-0.16412353476423722,-0.14412353476423723,-1.3222595946528337,stop,14,QQQ,1h swing low,1,2019,2019-04-18,-1.0,-1.3222595946528337,False
322878,2019-04-24 17:02:00,0.05793437615211125,-0.05793437615211125,-0.09793437615211126,-0.07793437615211125,-1.6904363636362782,stop,175,QQQ,1h swing low,1,2019,2019-04-24,-1.0,-1.6904363636362782,False
323191,2019-04-25 15:45:00,0.07854225573357276,-0.07854225573357276,-0.11854225573357277,-0.09854225573357277,-1.5092800000000772,stop,14,QQQ,1h swing low,1,2019,2019-04-25,-1.0,-1.5092800000000772,False
323465,2019-04-26 13:49:00,0.18484288354898037,-0.18484288354898037,-0.22484288354898038,-0.20484288354898036,-1.2164000000000035,stop,5,QQQ,1h swing low,1,2019,2019-04-26,-1.0,-1.2164000000000035,False
323876,2019-04-29 14:10:00,0.07867820613690306,0.1835824809860972,0.1435824809860972,0.1635824809860972,1.824933333333226,close,349,QQQ,1h swing low,1,2019,2019-04-29,2.333333333333207,1.824933333333226,True
324360,2019-04-30 15:44:00,0.058779919508573385,0.37597966532514715,0.33597966532514717,0.35597966532514713,5.715891891892479,close,255,QQQ,1h swing low,1,2019,2019-04-30,6.396396396397045,5.715891891892479,True
327090,2019-05-09 15:44:00,0.17499726566773574,1.0663895876626865,1.0263895876626865,1.0463895876626865,5.865174999999569,close,255,QQQ,1h swing low,1,2019,2019-05-09,6.093749999999553,5.865174999999569,True
327487,2019-05-10 15:51:00,0.3027866505121735,1.8889745566692249,1.8489745566692248,1.8689745566692249,6.106526009457894,close,248,QQQ,1h swing low,1,2019,2019-05-10,6.2386322299016905,6.106526009457894,True
327994,2019-05-13 17:48:00,0.22351363433169738,-0.22351363433169738,-0.2635136343316974,-0.24351363433169737,-1.1789599999999976,stop,102,QQQ,1h swing low,1,2019,2019-05-13,-1.0,-1.1789599999999976,False
329987,2019-05-20 18:31:00,0.10551140283543221,-0.10551140283543221,-0.1455114028354322,-0.12551140283543222,-1.3791059442398717,stop,4,QQQ,1h swing low,1,2019,2019-05-20,-1.0,-1.3791059442398717,False
330691,2019-05-22 17:15:00,0.04421110804088648,-0.04421110804088648,-0.08421110804088648,-0.06421110804088648,-1.90475000000018,stop,6,QQQ,1h swing low,1,2019,2019-05-22,-1.0,-1.90475000000018,False
331357,2019-05-24 15:21:00,0.12331147357210856,-0.12331147357210856,-0.16331147357210857,-0.14331147357210855,-1.3243818181818199,stop,260,QQQ,1h swing low,1,2019,2019-05-24,-1.0,-1.3243818181818199,False
332134,2019-05-29 15:18:00,0.11926397092231254,-0.11926397092231254,-0.15926397092231254,-0.13926397092231255,-1.3353904761904636,stop,5,QQQ,1h swing low,1,2019,2019-05-29,-1.0,-1.3353904761904636,False
332677,2019-05-30 17:51:00,0.10548325899624938,-0.10548325899624938,-0.1454832589962494,-0.12548325899624937,-1.3792070929608107,stop,32,QQQ,1h swing low,1,2019,2019-05-30,-1.0,-1.3792070929608107,False
332831,2019-05-31 13:55:00,0.0401836969001109,-0.0401836969001109,-0.0801836969001109,-0.0601836969001109,-1.9954285714286684,stop,1,QQQ,1h swing low,1,2019,2019-05-31,-1.0,-1.9954285714286684,False
334123,2019-06-05 15:57:00,0.11842030387526417,-0.11842030387526417,-0.15842030387526418,-0.13842030387526416,-1.3377799135031208,stop,15,QQQ,1h swing low,1,2019,2019-06-05,-1.0,-1.3377799135031208,False
335716,2019-06-11 16:30:00,0.11322247534342435,-0.11322247534342435,-0.15322247534342434,-0.13322247534342435,-1.3532867469879344,stop,18,QQQ,1h swing low,1,2019,2019-06-11,-1.0,-1.3532867469879344,False
335991,2019-06-12 14:35:00,0.11520737327189376,-0.11520737327189376,-0.15520737327189377,-0.13520737327189375,-1.3471999999999869,stop,100,QQQ,1h swing low,1,2019,2019-06-12,-1.0,-1.3471999999999869,False
336676,2019-06-13 19:30:00,0.125683060109284,0.24590163934425607,0.20590163934425607,0.22590163934425608,1.638260869565241,close,29,QQQ,1h swing low,1,2019,2019-06-13,1.9565217391304726,1.638260869565241,True
337728,2019-06-18 17:32:00,0.19829572860282146,-0.19829572860282146,-0.23829572860282147,-0.21829572860282145,-1.2017189189189164,stop,143,QQQ,1h swing low,1,2019,2019-06-18,-1.0,-1.2017189189189164,False
338151,2019-06-19 18:05:00,0.14936519790888783,-0.14936519790888783,-0.18936519790888784,-0.16936519790888782,-1.267799999999999,stop,2,QQQ,1h swing low,1,2019,2019-06-19,-1.0,-1.267799999999999,False
340642,2019-06-28 14:06:00,0.11809544258951038,0.24155885984219072,0.2015588598421907,0.22155885984219073,1.7067454545455407,close,353,QQQ,1h swing low,1,2019,2019-06-28,2.0454545454546333,1.7067454545455407,True
341304,2019-07-01 18:38:00,0.1113526698128257,0.334058009438462,0.294058009438462,0.31405800943846196,2.6407809523808305,close,81,QQQ,1h swing low,1,2019,2019-07-01,2.999999999999864,2.6407809523808305,True
341328,2019-07-01 19:02:00,0.10602205258693206,0.3074639525021271,0.2674639525021271,0.2874639525021271,2.522720000000206,close,57,QQQ,1h swing low,1,2019,2019-07-01,2.9000000000002273,2.522720000000206,True
342103,2019-07-05 14:06:00,0.17553835623651431,-0.17553835623651431,-0.21553835623651432,-0.1955383562365143,-1.2278704259148092,stop,20,QQQ,1h swing low,1,2019,2019-07-05,-1.0,-1.2278704259148092,False
343697,2019-07-11 14:40:00,0.09342883836811317,-0.09342883836811317,-0.13342883836811317,-0.11342883836811317,-1.4281333333333173,stop,4,QQQ,1h swing low,1,2019,2019-07-11,-1.0,-1.4281333333333173,False
344094,2019-07-12 14:47:00,0.09862956810631111,0.4568106312292483,0.41681063122924833,0.4368106312292483,4.226021052631756,close,312,QQQ,1h swing low,1,2019,2019-07-12,4.631578947368602,4.226021052631756,True
345071,2019-07-16 18:04:00,0.10101533360961105,-0.10101533360961105,-0.14101533360961105,-0.12101533360961106,-1.395979487179501,stop,30,QQQ,1h swing low,1,2019,2019-07-16,-1.0,-1.395979487179501,False
345254,2019-07-17 14:37:00,0.11910310185905348,-0.11910310185905348,-0.1591031018590535,-0.13910310185905347,-1.335843478260843,stop,6,QQQ,1h swing low,1,2019,2019-07-17,-1.0,-1.335843478260843,False
345343,2019-07-17 16:06:00,0.05179468586522728,-0.05179468586522728,-0.09179468586522728,-0.07179468586522728,-1.772280000000044,stop,4,QQQ,1h swing low,1,2019,2019-07-17,-1.0,-1.772280000000044,False
346012,2019-07-19 14:15:00,0.11139607782181986,-0.11139607782181986,-0.15139607782181985,-0.13139607782181986,-1.3590790697674362,stop,13,QQQ,1h swing low,1,2019,2019-07-19,-1.0,-1.3590790697674362,False
346801,2019-07-23 14:24:00,0.0968345738370091,-0.0968345738370091,-0.1368345738370091,-0.1168345738370091,-1.4130756032171687,stop,99,QQQ,1h swing low,1,2019,2019-07-23,-1.0,-1.4130756032171687,False
346912,2019-07-23 16:15:00,0.11937282277003439,0.6231375580962407,0.5831375580962407,0.6031375580962407,4.885011048282114,close,224,QQQ,1h swing low,1,2019,2019-07-23,5.220095693780177,4.885011048282114,True
347722,2019-07-25 16:45:00,0.056959403479708806,-0.056959403479708806,-0.0969594034797088,-0.07695940347970881,-1.7022545454544582,stop,19,QQQ,1h swing low,1,2019,2019-07-25,-1.0,-1.7022545454544582,False
