tf,days,d_gross,t_gross,d_netR,t_netR
1,2033,0.07312811536679541,5.839492460743148,-0.41405751572794885,-2.548272714170685
5,2033,0.17825427596409635,13.767980241672628,0.30404238528914085,1.48528821179943
15,2033,0.09077612742287494,4.22155749964945,0.02104027942819193,0.25533717990641785
60,1663,0.02298345612819545,0.39644066209945256,-0.015065595895002556,-0.3540031539822621
