symbol,bucket,n,mean_ret_pct,tstat,win_pct
SPY,expiry-week (monthly),1580,0.03319257312765341,1.1289419835375556,53.291139240506325
SPY,quad-witching-week (quarterly),534,-0.013614003627926733,-0.2768481330928104,50.187265917603
SPY,non-expiry-week (baseline),5160,0.03613106301784112,2.2759498862142293,53.25581395348837
ES,expiry-week (monthly),1217,0.05247743658755376,1.4554860114590724,56.69679539852095
ES,quad-witching-week (quarterly),409,0.07669247977227064,1.2052845970299306,59.168704156479215
ES,non-expiry-week (baseline),4002,0.020371225789463862,1.0303083093998129,53.32333833083458
QQQ,expiry-week (monthly),1293,0.04024723360310745,0.8220599314777196,54.060324825986086
QQQ,quad-witching-week (quarterly),439,-0.04392082391399949,-0.5096443266196141,52.391799544419136
QQQ,non-expiry-week (baseline),4214,0.05136470763129267,1.8945849856711823,54.34266729947793
