dataset,config,stop%,target%,tr_n,tr_exp,tr_win%,tr_ret%,tr_dd%,va_n,va_exp,va_win%,va_ret%,va_dd%,pooled_win%,pooled_RR,tr/day,verdict
NQ,main depth=0.15 tight9:30-11:00ET smt=ON cap=ON R=1.0,0.612881486233831,0.6129,47,3.0810113564037507,51.06382978723404,1.4480753375097688,-3.700126037233454,13,-2.8275111263143256,46.15384615384615,-0.3675764464208586,-1.0638050006556343,50.0,1.095319021993497,0.08525250133207034,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=ON cap=ON R=1.5,0.612881486233831,0.9193,47,-3.6124030520476618,42.5531914893617,-1.6978294344624056,-4.9872610259318515,13,-1.2024499430545592,46.15384615384615,-0.15631849259709618,-1.0638050006556161,43.333333333333336,1.1206431014840164,0.08525250133207034,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=ON cap=ON R=2.0,0.612881486233831,1.2258,47,-1.6352035932264852,42.5531914893617,-0.7685456888164466,-4.592141537291551,13,1.130344759167481,46.15384615384615,0.14694481869177434,-1.0638050006556485,43.333333333333336,1.245275288993781,0.08525250133207034,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=ON cap=ON R=3.0,0.612881486233831,1.8386,47,-3.4004942763526644,42.5531914893617,-1.5982323098857498,-5.001310598627638,13,-1.5809769896036765,46.15384615384615,-0.20552700864847617,-1.0638050006556494,43.333333333333336,1.1259585855427874,0.08525250133207034,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=ON cap=OFF R=1.0,0.612881486233831,0.6129,47,3.0810113564037507,51.06382978723404,1.4480753375097688,-3.700126037233454,13,-2.8275111263143256,46.15384615384615,-0.3675764464208586,-1.0638050006556343,50.0,1.095319021993497,0.08525250133207034,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=ON cap=OFF R=1.5,0.612881486233831,0.9193,47,-3.6124030520476618,42.5531914893617,-1.6978294344624056,-4.9872610259318515,13,-1.2024499430545592,46.15384615384615,-0.15631849259709618,-1.0638050006556161,43.333333333333336,1.1206431014840164,0.08525250133207034,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=ON cap=OFF R=2.0,0.612881486233831,1.2258,47,-1.6352035932264852,42.5531914893617,-0.7685456888164466,-4.592141537291551,13,1.130344759167481,46.15384615384615,0.14694481869177434,-1.0638050006556485,43.333333333333336,1.245275288993781,0.08525250133207034,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=ON cap=OFF R=3.0,0.612881486233831,1.8386,47,-3.4004942763526644,42.5531914893617,-1.5982323098857498,-5.001310598627638,13,-1.5809769896036765,46.15384615384615,-0.20552700864847617,-1.0638050006556494,43.333333333333336,1.1259585855427874,0.08525250133207034,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=OFF cap=ON R=1.0,0.6295724545271495,0.6296,59,0.7722447044218563,49.152542372881356,0.45562437560888736,-4.855853771336224,19,-1.117710268720992,47.368421052631575,-0.21236495105698694,-1.5626170549957834,48.717948717948715,1.0688171472688055,0.11082825173169145,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=OFF cap=ON R=1.5,0.6295724545271495,0.9444,59,-5.91442059164186,42.3728813559322,-3.4895081490686986,-6.451696143886064,19,-2.1141977183410505,47.368421052631575,-0.40169756648480437,-1.6697438402970672,43.58974358974359,1.0043211997054513,0.11082825173169145,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=OFF cap=ON R=2.0,0.6295724545271495,1.2591,59,-4.397205896761234,42.3728813559322,-2.5943514790891298,-5.897131485113153,19,-0.4798070513922874,47.368421052631575,-0.09116333976453284,-1.6697438402970672,43.58974358974359,1.0949707719310566,0.11082825173169145,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=OFF cap=ON R=3.0,0.6295724545271495,1.8887,59,-5.992850657993848,42.3728813559322,-3.5357818882163716,-6.558533720220182,19,-2.5028457017862435,47.368421052631575,-0.4755406833393816,-1.6697438402970672,43.58974358974359,0.9955447240727741,0.11082825173169145,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=OFF cap=OFF R=1.0,0.6295724545271495,0.6296,59,0.7722447044218563,49.152542372881356,0.45562437560888736,-4.855853771336224,19,-1.117710268720992,47.368421052631575,-0.21236495105698694,-1.5626170549957834,48.717948717948715,1.0688171472688055,0.11082825173169145,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=OFF cap=OFF R=1.5,0.6295724545271495,0.9444,59,-5.91442059164186,42.3728813559322,-3.4895081490686986,-6.451696143886064,19,-2.1141977183410505,47.368421052631575,-0.40169756648480437,-1.6697438402970672,43.58974358974359,1.0043211997054513,0.11082825173169145,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=OFF cap=OFF R=2.0,0.6295724545271495,1.2591,59,-4.397205896761234,42.3728813559322,-2.5943514790891298,-5.897131485113153,19,-0.4798070513922874,47.368421052631575,-0.09116333976453284,-1.6697438402970672,43.58974358974359,1.0949707719310566,0.11082825173169145,FAIL
NQ,main depth=0.15 tight9:30-11:00ET smt=OFF cap=OFF R=3.0,0.6295724545271495,1.8887,59,-5.992850657993848,42.3728813559322,-3.5357818882163716,-6.558533720220182,19,-2.5028457017862435,47.368421052631575,-0.4755406833393816,-1.6697438402970672,43.58974358974359,0.9955447240727741,0.11082825173169145,FAIL
