name,n_tr,n_va,mean_tr,mean_va,gross_tr,gross_va,R_tr,win_tr,stop_tr,lev,verdict,n_assets_pos,arm,filt
"4h swing low -> 1m BOS, target 2R",210,59,-0.5208621336365409,-0.3754591946108871,-0.02086213363654083,0.12454080538911289,-5.2440200813756075,12.380952380952381,0.27185921455352346,3.678374491158256,reject,0,EQ_C,EQ_C
"4h swing low -> 1m BOS, target 3R",210,59,-0.5199230835709169,-0.42302190279804097,-0.01992308357091691,0.07697809720195904,-5.220210557566084,14.761904761904763,0.27185921455352346,3.678374491158256,reject,0,EQ_C,EQ_C
"4h swing high -> 1m BOS, hold 24h",236,74,-0.4818027467250261,-0.44172176768843446,0.018197253274973957,0.058278232311565606,-5.021523647215098,9.745762711864407,0.3125502206610071,3.1994858230626653,reject,0,EQ_C,EQ_C
"4h swing high -> 1m BOS, target 1R",236,74,-0.5392276253331326,-0.38668806562587704,-0.03922762533313254,0.11331193437412294,-5.049851442796333,5.932203389830509,0.3125502206610071,3.1994858230626653,reject,0,EQ_C,EQ_C
"4h swing high -> 1m BOS, target 2R",236,74,-0.5038013895097816,-0.42834087375767277,-0.0038013895097816297,0.07165912624232716,-4.918495510592944,16.52542372881356,0.3125502206610071,3.1994858230626653,reject,0,EQ_C,EQ_C
"4h swing high -> 1m BOS, target 3R",236,74,-0.48551969167345554,-0.4240974284531346,0.01448030832654436,0.07590257154686543,-4.854936188559045,16.94915254237288,0.3125502206610071,3.1994858230626653,reject,0,EQ_C,EQ_C
"prev day low -> 1m BOS, hold 24h",38,21,-0.20111432184355788,0.20854287865030002,0.2988856781564421,0.7085428786502997,-3.2162438936462685,10.526315789473683,0.22762174168901517,4.393253441344084,reject,0,FVG,FVG
"prev day low -> 1m BOS, target 1R",38,21,-0.5319798155344326,-0.42682238850607324,-0.03197981553443264,0.07317761149392683,-4.350444170861462,0.0,0.22762174168901517,4.393253441344084,reject,0,FVG,FVG
"prev day low -> 1m BOS, target 2R",38,21,-0.5475662739422079,-0.35871819884652956,-0.04756627394220784,0.14128180115347047,-4.324128381387777,7.894736842105263,0.22762174168901517,4.393253441344084,reject,0,FVG,FVG
"prev day low -> 1m BOS, target 3R",38,21,-0.519137410041726,-0.35823735894564523,-0.019137410041726043,0.14176264105435477,-4.350444170861462,18.421052631578945,0.22762174168901517,4.393253441344084,reject,0,FVG,FVG
"prev day high -> 1m BOS, hold 24h",31,14,-0.5234194682179033,-0.42245163695190335,-0.023419468217903333,0.07754836304809667,-4.9467403950309485,9.67741935483871,0.24696472779079107,4.049161226161497,reject,0,FVG,FVG
"prev day high -> 1m BOS, target 1R",31,14,-0.4443193364418405,-0.383648959983477,0.0556806635581595,0.116351040016523,-4.425035507445382,3.225806451612903,0.24696472779079107,4.049161226161497,reject,0,FVG,FVG
"prev day high -> 1m BOS, target 2R",31,14,-0.36786177246680196,-0.4061857208433929,0.13213822753319798,0.09381427915660707,-4.231487120348609,19.35483870967742,0.24696472779079107,4.049161226161497,reject,0,FVG,FVG
"prev day high -> 1m BOS, target 3R",31,14,-0.45758226189269796,-0.40379911733945445,0.04241773810730204,0.09620088266054551,-4.485461329709275,12.903225806451612,0.24696472779079107,4.049161226161497,reject,0,FVG,FVG
"last session low -> 1m BOS, hold 24h",77,24,0.08708478211533628,-0.11577298433479115,0.5870847821153363,0.38422701566520884,-9.264975205309089,15.584415584415584,0.2328606349554863,4.294414125389464,reject,1,FVG,FVG
"last session low -> 1m BOS, target 1R",77,24,-0.4586564844284542,-0.5676642945100071,0.0413435155715459,-0.06766429451000704,-10.648718702562977,3.896103896103896,0.2328606349554863,4.294414125389464,reject,0,FVG,FVG
"last session low -> 1m BOS, target 2R",77,24,-0.3856449915410337,-0.5099805970922174,0.11435500845896625,-0.009980597092217455,-10.337030390874665,20.77922077922078,0.2328606349554863,4.294414125389464,reject,0,FVG,FVG
"last session low -> 1m BOS, target 3R",77,24,-0.3530286831961379,-0.5154870244867539,0.14697131680386213,-0.0154870244867538,-10.233134286978562,25.97402597402597,0.2328606349554863,4.294414125389464,reject,0,FVG,FVG
"last session high -> 1m BOS, hold 24h",85,22,-0.2800930645292511,-0.5777418178226399,0.21990693547074894,-0.07774181782263981,-2.069310668407651,12.941176470588237,0.2284207475270854,4.377886031921961,reject,0,FVG,FVG
"last session high -> 1m BOS, target 1R",85,22,-0.42815492610463335,-0.6117799152040841,0.07184507389536655,-0.11177991520408406,-3.938720905925488,3.5294117647058822,0.2284207475270854,4.377886031921961,reject,0,FVG,FVG
"last session high -> 1m BOS, target 2R",85,22,-0.3911659086519829,-0.6432266208500297,0.10883409134801718,-0.14322662085002957,-3.7034267882784295,20.0,0.2284207475270854,4.377886031921961,reject,0,FVG,FVG
"last session high -> 1m BOS, target 3R",85,22,-0.43556822491682906,-0.6357062012930507,0.06443177508317095,-0.13570620129305058,-3.8446032588666648,17.647058823529413,0.2284207475270854,4.377886031921961,reject,0,FVG,FVG
"1h swing low -> 1m BOS, hold 24h",128,52,-0.3937929461518418,-0.2198351813350618,0.10620705384815823,0.2801648186649382,-7.1255891184414155,10.9375,0.22596854790789753,4.425394636812862,reject,0,FVG,FVG
"1h swing low -> 1m BOS, target 1R",128,52,-0.4853821066571582,-0.4683287004901458,0.014617893342841803,0.03167129950985425,-7.583043702007145,5.46875,0.22596854790789753,4.425394636812862,reject,0,FVG,FVG
"1h swing low -> 1m BOS, target 2R",128,52,-0.4480992062203866,-0.3681057428273711,0.05190079377961337,0.13189425717262895,-7.395543702007145,14.0625,0.22596854790789753,4.425394636812862,reject,0,FVG,FVG
"1h swing low -> 1m BOS, target 3R",128,52,-0.4365698180183708,-0.3543914700891857,0.06343018198162917,0.14560852991081427,-7.411168702007145,17.1875,0.22596854790789753,4.425394636812862,reject,0,FVG,FVG
"1h swing high -> 1m BOS, hold 24h",134,32,-0.31937867550917626,-0.36027739949475535,0.18062132449082374,0.13972260050524465,-3.82560807166695,8.955223880597014,0.21693110403904803,4.609758496504024,reject,0,FVG,FVG
"1h swing high -> 1m BOS, target 1R",134,32,-0.46795206955820995,-0.5090402347012303,0.032047930441790023,-0.009040234701230228,-4.841809177340034,2.2388059701492535,0.21693110403904803,4.609758496504024,reject,0,FVG,FVG
"1h swing high -> 1m BOS, target 2R",134,32,-0.45698192108189944,-0.4472210876928469,0.04301807891810051,0.05277891230715309,-4.722406192265407,14.17910447761194,0.21693110403904803,4.609758496504024,reject,0,FVG,FVG
"1h swing high -> 1m BOS, target 3R",134,32,-0.4445869552985421,-0.35524198097717413,0.05541304470145786,0.14475801902282587,-4.69255544599675,16.417910447761194,0.21693110403904803,4.609758496504024,reject,0,FVG,FVG
"4h swing low -> 1m BOS, hold 24h",50,21,0.007880797934944834,0.18366351871466505,0.5078807979349449,0.6836635187146651,-0.7576937906771863,14.000000000000002,0.24492229289066603,4.0829276428765215,qualifies,2,FVG,FVG
"4h swing low -> 1m BOS, target 1R",50,21,-0.5002386643721742,-0.43725900631426073,-0.00023866437217424542,0.06274099368573924,-3.5400494006297096,2.0,0.24492229289066603,4.0829276428765215,reject,0,FVG,FVG
"4h swing low -> 1m BOS, target 2R",50,21,-0.505465726647814,-0.2776436749887911,-0.005465726647814013,0.22235632501120886,-3.4000494006297095,16.0,0.24492229289066603,4.0829276428765215,reject,0,FVG,FVG
"4h swing low -> 1m BOS, target 3R",50,21,-0.459449882541871,-0.20134558202879588,0.04055011745812897,0.298654417971204,-3.2600494006297094,20.0,0.24492229289066603,4.0829276428765215,reject,0,FVG,FVG
"4h swing high -> 1m BOS, hold 24h",47,18,-0.42803854931969476,-0.4464224665052419,0.07196145068030532,0.05357753349475806,-2.358999004504387,6.382978723404255,0.23752673064191307,4.210052474083706,reject,0,FVG,FVG
"4h swing high -> 1m BOS, target 1R",47,18,-0.49192321122215515,-0.41821282257346726,0.008076788777844783,0.08178717742653273,-4.202088008689286,4.25531914893617,0.23752673064191307,4.210052474083706,reject,0,FVG,FVG
"4h swing high -> 1m BOS, target 2R",47,18,-0.4415593876892606,-0.4747193007766404,0.05844061231073934,0.025280699223359612,-3.989322051242477,17.02127659574468,0.23752673064191307,4.210052474083706,reject,0,FVG,FVG
"4h swing high -> 1m BOS, target 3R",47,18,-0.5008277462011085,-0.4868382200588972,-0.0008277462011085049,0.013161779941102783,-4.244641200178647,12.76595744680851,0.23752673064191307,4.210052474083706,reject,0,FVG,FVG
"prev day low -> 1m BOS, hold 24h",230,114,-0.2869894180699274,-0.722402851608296,0.21301058193007263,-0.22240285160829598,-4.751241974664245,10.869565217391305,0.27645028476714506,3.6172869231887503,reject,0,FVG_C,FVG_C
"prev day low -> 1m BOS, target 1R",230,114,-0.4297556231755826,-0.45416589262506835,0.07024437682441748,0.045834107374931626,-5.949183017518155,5.6521739130434785,0.27645028476714506,3.6172869231887503,reject,0,FVG_C,FVG_C
"prev day low -> 1m BOS, target 2R",230,114,-0.4573353091502538,-0.47489496712598556,0.04266469084974621,0.025105032874014447,-5.936139539257285,14.347826086956522,0.27645028476714506,3.6172869231887503,reject,0,FVG_C,FVG_C
"prev day low -> 1m BOS, target 3R",230,114,-0.43183341674645653,-0.4778429052752692,0.06816658325354345,0.02215709472473084,-5.827443887083372,19.130434782608695,0.27645028476714506,3.6172869231887503,reject,0,FVG_C,FVG_C
"prev day high -> 1m BOS, hold 24h",255,78,-0.4081956669143998,-0.3881992648399206,0.0918043330856002,0.11180073516007931,-3.70739555778611,11.372549019607844,0.29843285295745137,3.3508375170161764,reject,0,FVG_C,FVG_C
"prev day high -> 1m BOS, target 1R",255,78,-0.4507274623224834,-0.430558932592301,0.04927253767751664,0.06944106740769905,-4.212380523288536,8.627450980392156,0.29843285295745137,3.3508375170161764,reject,0,FVG_C,FVG_C
"prev day high -> 1m BOS, target 2R",255,78,-0.4308462222715068,-0.45099095832911074,0.06915377772849317,0.04900904167088926,-4.1261060134846135,18.823529411764707,0.29843285295745137,3.3508375170161764,reject,0,FVG_C,FVG_C
"prev day high -> 1m BOS, target 3R",255,78,-0.39030662463752647,-0.48847553679849287,0.10969337536247357,0.011524463201507094,-3.969243268386574,21.96078431372549,0.29843285295745137,3.3508375170161764,reject,0,FVG_C,FVG_C
"last session low -> 1m BOS, hold 24h",480,142,-0.4530541292976275,-0.5021305963320348,0.04694587070237247,-0.002130596332034819,-4.661161287757002,9.375,0.2819728117322754,3.546441211323131,reject,0,FVG_C,FVG_C
"last session low -> 1m BOS, target 1R",480,142,-0.4637327485650319,-0.48238940281182335,0.0362672514349681,0.017610597188176653,-4.7614943837865065,7.5,0.2819728117322754,3.546441211323131,reject,0,FVG_C,FVG_C
"last session low -> 1m BOS, target 2R",480,142,-0.44028564210498367,-0.4499516107005362,0.05971435789501633,0.05004838929946388,-4.6573277171198395,17.708333333333336,0.2819728117322754,3.546441211323131,reject,0,FVG_C,FVG_C
"last session low -> 1m BOS, target 3R",480,142,-0.4079856467938321,-0.4030563495609243,0.0920143532061679,0.09694365043907568,-4.498994383786506,21.25,0.2819728117322754,3.546441211323131,reject,0,FVG_C,FVG_C
"last session high -> 1m BOS, hold 24h",476,165,-0.5794703787146994,-0.1693504064648436,-0.07947037871469934,0.33064959353515644,-5.813615603167883,7.9831932773109235,0.2987559694644498,3.34721345247963,reject,0,FVG_C,FVG_C
"last session high -> 1m BOS, target 1R",476,165,-0.48821662080085954,-0.4358595163347717,0.011783379199140402,0.0641404836652282,-5.445955700600268,7.352941176470589,0.2987559694644498,3.34721345247963,reject,0,FVG_C,FVG_C
"last session high -> 1m BOS, target 2R",476,165,-0.4920255413285811,-0.3712557006676112,0.007974458671418803,0.12874429933238876,-5.3808296501801,17.436974789915965,0.2987559694644498,3.34721345247963,reject,0,FVG_C,FVG_C
"last session high -> 1m BOS, target 3R",476,165,-0.4850607487369825,-0.3926239903047942,0.014939251263017464,0.10737600969520579,-5.366123767827159,17.22689075630252,0.2987559694644498,3.34721345247963,reject,0,FVG_C,FVG_C
"1h swing low -> 1m BOS, hold 24h",741,231,-0.4279842933388396,-0.6600933238675631,0.07201570666116044,-0.16009332386756314,-3.957201537122897,9.986504723346828,0.2861164822476188,3.4950800182652615,reject,0,FVG_C,FVG_C
"1h swing low -> 1m BOS, target 1R",741,231,-0.45393861077477304,-0.45824144984774007,0.046061389225226866,0.04175855015226,-4.05906189065286,7.017543859649122,0.2861164822476188,3.4950800182652615,reject,0,FVG_C,FVG_C
"1h swing low -> 1m BOS, target 2R",741,231,-0.41895128511277846,-0.47974415873539444,0.08104871488722151,0.02025584126460561,-3.932206290113049,19.838056680161944,0.2861164822476188,3.4950800182652615,reject,0,FVG_C,FVG_C
"1h swing low -> 1m BOS, target 3R",741,231,-0.39446340323726975,-0.5103975978963279,0.10553659676273021,-0.010397597896327918,-3.835040298210215,22.807017543859647,0.2861164822476188,3.4950800182652615,reject,0,FVG_C,FVG_C
"1h swing high -> 1m BOS, hold 24h",727,250,-0.5199056825324267,-0.2417002978540488,-0.019905682532426694,0.25829970214595116,-4.870272045135377,7.977991746905088,0.30784382386407466,3.2484003981237572,reject,0,FVG_C,FVG_C
"1h swing high -> 1m BOS, target 1R",727,250,-0.4745776599560115,-0.41324143496151833,0.025422340043988523,0.08675856503848166,-4.702753520508384,8.253094910591471,0.30784382386407466,3.2484003981237572,reject,0,FVG_C,FVG_C
"1h swing high -> 1m BOS, target 2R",727,250,-0.44755984188183184,-0.3844309493940096,0.05244015811816815,0.11556905060599036,-4.592712255033831,22.00825309491059,0.30784382386407466,3.2484003981237572,reject,0,FVG_C,FVG_C
"1h swing high -> 1m BOS, target 3R",727,250,-0.4473648324746257,-0.42106270737499235,0.052635167525374255,0.07893729262500769,-4.589961223396967,20.357634112792297,0.30784382386407466,3.2484003981237572,reject,0,FVG_C,FVG_C
"4h swing low -> 1m BOS, hold 24h",341,114,-0.39948658592578,-0.5380849352959958,0.10051341407421995,-0.038084935295995846,-4.4251958289423685,10.263929618768328,0.26578956570371143,3.7623749350444733,reject,0,FVG_C,FVG_C
"4h swing low -> 1m BOS, target 1R",341,114,-0.46279691255383176,-0.4507625941932043,0.03720308744616823,0.04923740580679571,-4.587767113025731,5.865102639296188,0.26578956570371143,3.7623749350444733,reject,0,FVG_C,FVG_C
"4h swing low -> 1m BOS, target 2R",341,114,-0.45853818842000127,-0.38189269544369847,0.04146181157999866,0.11810730455630158,-4.581902010386435,16.715542521994134,0.26578956570371143,3.7623749350444733,reject,0,FVG_C,FVG_C
"4h swing low -> 1m BOS, target 3R",341,114,-0.4297607661233872,-0.4115693841896169,0.07023923387661272,0.08843061581038307,-4.470465060239808,19.06158357771261,0.26578956570371143,3.7623749350444733,reject,0,FVG_C,FVG_C
"4h swing high -> 1m BOS, hold 24h",360,133,-0.4907893443086722,-0.2684635716978474,0.009210655691327707,0.23153642830215257,-4.556137523148678,9.444444444444445,0.28267888897513777,3.5375828864530177,reject,0,FVG_C,FVG_C
"4h swing high -> 1m BOS, target 1R",360,133,-0.5039917442338679,-0.3856300308542456,-0.003991744233868026,0.11436996914575438,-4.5406502892607,5.555555555555555,0.28267888897513777,3.5375828864530177,reject,0,FVG_C,FVG_C
"4h swing high -> 1m BOS, target 2R",360,133,-0.4809689406478517,-0.34242888881818556,0.01903105935214831,0.15757111118181444,-4.40176140037181,15.833333333333332,0.28267888897513777,3.5375828864530177,reject,0,FVG_C,FVG_C
"4h swing high -> 1m BOS, target 3R",360,133,-0.47489558027853934,-0.32845459972715346,0.02510441972146065,0.1715454002728466,-4.362872511482921,16.38888888888889,0.28267888897513777,3.5375828864530177,reject,0,FVG_C,FVG_C
"prev day low -> 1m BOS, hold 24h",144,79,-0.20687699506200227,-0.40122049174731594,0.29312300493799776,0.09877950825268408,-2.8292913983687833,12.5,0.25484760933608963,3.923913599209845,reject,0,EITHER,EITHER
"prev day low -> 1m BOS, target 1R",144,79,-0.42764588477108934,-0.36250115829044144,0.07235411522891062,0.13749884170955853,-3.8211038179339045,4.861111111111112,0.25484760933608963,3.923913599209845,reject,0,EITHER,EITHER
"prev day low -> 1m BOS, target 2R",144,79,-0.4227483840607055,-0.3598631470586692,0.07725161593929454,0.14013685294133094,-3.7030482623783487,11.805555555555555,0.25484760933608963,3.923913599209845,reject,0,EITHER,EITHER
"prev day low -> 1m BOS, target 3R",144,79,-0.3992303660858514,-0.3428953255863862,0.10076963391414859,0.15710467441361384,-3.62665937348946,19.444444444444446,0.25484760933608963,3.923913599209845,reject,0,EITHER,EITHER
"prev day high -> 1m BOS, hold 24h",140,57,-0.5222724480804944,-0.3607707662978724,-0.022272448080494396,0.13922923370212756,-3.6603364933710085,8.571428571428571,0.2763901309162676,3.6180741934774443,reject,0,EITHER,EITHER
