name,n_tr,n_va,mean_tr,mean_va,R_tr,R_va,win_tr,stop_tr,lev_at_1pct,thick_x,verdict,extra
[OR30_long_farside] signal after 11:00,393,115,-0.02618159489237061,-0.039125283315989245,-0.07184504406975825,-0.14750693027001854,46.0559796437659,0.497787291840222,2.0088901753662616,-0.6545398723092652,reject,partition
[OR30_long_swing] above 200-session avg,854,234,-0.04021091639190716,-0.008177108050827827,-0.1756307875948409,-0.10949836711311609,36.29976580796253,0.2705940284688244,3.695573053324832,-1.005272909797679,reject,partition
[OR30_long_swing] below 200-session avg,279,132,0.039022842566176316,-0.021469806299773846,0.00913110135977152,0.013782323809720493,43.36917562724014,0.532756339080618,1.8770306923531086,0.9755710641544079,reject,partition
[OR30_long_swing] prev session range > median,591,247,-0.020986307152159028,-0.0013947113586911834,-0.14357585409383952,0.018416778341661253,38.24027072758037,0.46364018804356455,2.156844953884882,-0.5246576788039756,reject,partition
[OR30_long_swing] prev session range < median,541,119,-0.02069181195592465,-0.03699969756190872,-0.11601764791192036,-0.23825458329391924,37.707948243992604,0.19390478091344998,5.157170417816326,-0.5172952988981162,reject,partition
[OR30_long_swing] signal before 11:00,740,251,-0.024898570721734493,-0.004233113320450806,-0.12927751291638565,0.00948484326999956,37.7027027027027,0.34626889983611653,2.887929006830483,-0.6224642680433623,reject,partition
[OR30_long_swing] signal after 11:00,393,115,-0.012793402515628494,-0.03204301106113659,-0.1317449256195739,-0.22768736367266046,38.67684478371501,0.3142171324100311,3.1825126540047184,-0.31983506289071234,reject,partition
[OR30_short_farside] above 200-session avg,747,225,-0.0257568000228386,-0.048025634729712295,-0.15525759056238436,-0.15250074755793663,34.67202141900937,0.3932968587766918,2.542608662348319,-0.643920000570965,reject,partition
[OR30_short_farside] below 200-session avg,264,113,-0.10112993345112255,-0.028297969054475326,-0.08747872772087935,-0.0466335113522836,38.25757575757576,0.655839869545191,1.5247624404010016,-2.5282483362780637,reject,partition
[OR30_short_farside] prev session range > median,516,231,-0.027424555597869774,-0.06455020013476193,-0.012521428134023366,-0.16652838458406308,39.53488372093023,0.6096216172170011,1.6403617781225097,-0.6856138899467443,reject,partition
[OR30_short_farside] prev session range < median,494,107,-0.06320589564516257,0.008482784241018953,-0.2662639462682599,-0.010413066770329072,31.57894736842105,0.3073803151238884,3.2532987663733572,-1.5801473911290642,reject,partition
[OR30_short_farside] signal before 11:00,663,234,-0.04261012461498576,-0.026438351610224946,-0.10754769891946378,-0.10458270904734213,35.74660633484163,0.4671086583344976,2.140829509702425,-1.065253115374644,reject,partition
[OR30_short_farside] signal after 11:00,348,104,-0.05082792939201503,-0.0751621542360417,-0.1947347123126689,-0.145287510252555,35.3448275862069,0.45184321434007824,2.2131570603765964,-1.2706982348003757,reject,partition
[OR30_short_swing] above 200-session avg,746,225,-0.0271270658942053,-0.0574039972340855,-0.2868149390351219,-0.28331885028306514,29.088471849865954,0.2984645228455009,3.3504819616958175,-0.6781766473551325,reject,partition
[OR30_short_swing] below 200-session avg,264,113,-0.10077371170623656,-0.05267345994425843,-0.13735844620616616,-0.018244681136855092,32.95454545454545,0.4869019982637312,2.0538013882998043,-2.5193427926559138,reject,partition
[OR30_short_swing] prev session range > median,516,231,-0.023540714616961236,-0.074250213161673,-0.06687436996577867,-0.23313443860674415,33.52713178294574,0.46358326844608133,2.1571097752340656,-0.588517865424031,reject,partition
[OR30_short_swing] prev session range < median,493,107,-0.06928044205967444,-0.01603926271985027,-0.4353736398405936,-0.1117227566728632,26.57200811359026,0.22614383508405406,4.4219644529700135,-1.732011051491861,reject,partition
[OR30_short_swing] signal before 11:00,662,234,-0.0409826814546112,-0.032865531209602165,-0.1807238728687956,-0.17063729553589244,30.664652567975832,0.3669630660521982,2.7250698844383328,-1.0245670363652801,reject,partition
[OR30_short_swing] signal after 11:00,348,104,-0.05663941357635344,-0.10747563508003395,-0.3752510645962245,-0.24883906852649448,29.022988505747126,0.3111123903960157,3.21427249723837,-1.415985339408836,reject,partition
[OR60_long_farside] above 200-session avg,749,208,-0.047288340017085144,0.000596296433927373,-0.08931614123728375,-0.034346301829227384,44.192256341789054,0.4758316914286379,2.1015834338347625,-1.1822085004271286,reject,partition
[OR60_long_farside] below 200-session avg,248,117,0.015525765176016837,0.010606957728036671,0.030250899224403223,0.04548334974684663,54.43548387096774,0.8968600289563685,1.1150011905019899,0.3881441294004209,reject,partition
[OR60_long_farside] prev session range > median,523,217,-0.056043771773231374,0.018769815154730182,-0.08687860924115094,0.04356215844636751,45.88910133843212,0.7896558186321433,1.2663745095074699,-1.4010942943307843,reject,partition
[OR60_long_farside] prev session range < median,473,108,-0.005078462038266998,-0.025074131260548735,-0.030011745846291422,-0.10440247447185175,47.56871035940804,0.3493046851429905,2.8628301953368944,-0.12696155095667494,reject,partition
[OR60_long_farside] signal before 11:00,432,145,-0.02583003859902391,-0.01663422680013364,-0.05688465613553893,0.01297276001009509,47.22222222222222,0.5431648529598789,1.8410616860621234,-0.6457509649755977,reject,partition
[OR60_long_farside] signal after 11:00,565,180,-0.036123894220117296,0.020983369991425346,-0.06163078819207205,-0.020575161453122378,46.3716814159292,0.6091539957213478,1.6416210137730778,-0.9030973555029324,reject,partition
[OR60_long_swing] above 200-session avg,749,208,-0.030335262283591145,-0.0005887953306701012,-0.17394709170664696,-0.0746915567016142,36.18157543391188,0.23090462781970197,4.330792368444141,-0.7583815570897786,reject,partition
[OR60_long_swing] below 200-session avg,248,117,0.052378134917255924,-0.03516300517310734,0.06654898444853617,0.04918403610540439,45.564516129032256,0.4643067709529209,2.1537484752756204,1.309453372931398,reject,partition
[OR60_long_swing] prev session range > median,523,217,-0.014759016067699018,-0.010124801985491726,-0.16633959302228035,0.055859304841184065,37.66730401529637,0.3951922444160301,2.530414030461771,-0.36897540169247545,reject,partition
[OR60_long_swing] prev session range < median,473,108,-0.004559824228074867,-0.018883879659085515,-0.05700714240503,-0.202803525186485,39.323467230443974,0.17039666024471883,5.868659623749834,-0.11399560570187167,reject,partition
[OR60_long_swing] signal before 11:00,432,145,-0.0016200742975806721,-0.044245880375745734,-0.06906138797384152,-0.05947011997697685,39.120370370370374,0.284433169788196,3.51576435598089,-0.0405018574395168,reject,partition
[OR60_long_swing] signal after 11:00,565,180,-0.015984888308629118,0.0121061756691677,-0.14858000697405677,-0.00643413429412107,38.05309734513274,0.2924256921854521,3.419672165350692,-0.39962220771572793,reject,partition
[OR60_short_farside] above 200-session avg,620,194,-0.009796795572276869,-0.07677217177246558,-0.09307984875816896,-0.17624161376226105,39.03225806451613,0.5094159534120539,1.9630323575499113,-0.2449198893069217,reject,partition
[OR60_short_farside] below 200-session avg,226,102,-0.10996728268036099,-0.058194858641003974,-0.11822133424222356,-0.07299360896147558,42.0353982300885,0.8302001183785137,1.2045288573954036,-2.749182067009025,reject,partition
[OR60_short_farside] prev session range > median,435,201,-0.0055141422625836906,-0.1030098805449396,0.01613125061555824,-0.1857497901298825,45.97701149425287,0.7836505148545492,1.2760790442224195,-0.13785355656459225,reject,partition
[OR60_short_farside] prev session range < median,410,95,-0.06808834984805476,-0.0013125359548196579,-0.2204260009343082,-0.04526856176676593,33.41463414634146,0.3951302441186381,2.5308110803579726,-1.7022087462013689,reject,partition
[OR60_short_farside] signal before 11:00,366,136,-0.027818814897140463,-0.03817565557687416,-0.0880211016607335,-0.10910158705849693,39.89071038251366,0.6229813583875916,1.6051844674585656,-0.6954703724285116,reject,partition
[OR60_short_farside] signal after 11:00,480,160,-0.0432186101837913,-0.09773617341741152,-0.10877459283537255,-0.16749003339995977,39.791666666666664,0.5738582097899145,1.7425907357256298,-1.0804652545947824,reject,partition
[OR60_short_swing] above 200-session avg,620,194,-0.025559598990815825,-0.08335770173683814,-0.23930254825225153,-0.36982095071776155,30.0,0.2904507948610375,3.4429239571488774,-0.6389899747703957,reject,partition
[OR60_short_swing] below 200-session avg,226,102,-0.11195969737995558,-0.06367878639646656,-0.2788661795010165,-0.05157430408853703,30.973451327433626,0.45074514584182745,2.2185485727913163,-2.7989924344988895,reject,partition
[OR60_short_swing] prev session range > median,435,201,-0.01614490897547274,-0.09442677839180413,-0.04810114052355979,-0.2731337770660418,34.94252873563218,0.4420458335189415,2.2622088574829884,-0.4036227243868185,reject,partition
[OR60_short_swing] prev session range < median,410,95,-0.08200093899743659,-0.03880892518561638,-0.4619062956490054,-0.2326942554316012,25.365853658536587,0.2175403307425867,4.596848761728188,-2.0500234749359145,reject,partition
[OR60_short_swing] signal before 11:00,366,136,-0.04028224954812548,-0.06539272950501684,-0.20803322979943822,-0.26358177510017594,30.327868852459016,0.36118827789155616,2.7686391314732584,-1.007056238703137,reject,partition
[OR60_short_swing] signal after 11:00,480,160,-0.05501362426575384,-0.08608261960439934,-0.28177327995214857,-0.25724201276657876,30.208333333333332,0.3119853876370556,3.2052783227249666,-1.375340606643846,reject,partition
[sweep_pdl_09:30-10:30] above 200-session avg,224,70,-0.0529316708452832,-0.05440584969045759,-0.35993213113532047,-0.004601421292668262,31.69642857142857,0.321543547193587,3.109998657189487,-1.32329177113208,reject,partition
[sweep_pdl_09:30-10:30] below 200-session avg,88,47,-0.10560378367666447,0.08501923040241384,-0.3191949334914437,0.13681796433823393,27.27272727272727,0.5297035939068672,1.88784824475973,-2.6400945919166117,reject,partition
[sweep_pdl_09:30-10:30] prev session range > median,152,72,-0.09192973022459039,0.05456846940353204,-0.4263470829818903,0.07653276448889096,26.973684210526315,0.5232922737314103,1.9109779566767864,-2.29824325561476,reject,partition
[sweep_pdl_09:30-10:30] prev session range < median,160,45,-0.04485317649220103,-0.08314300992161976,-0.274432468176947,0.013288573115779183,33.75,0.2443702826749591,4.09215060462207,-1.1213294123050257,reject,partition
[sweep_pdl_09:30-10:30] signal before 11:00,312,117,-0.06778790779772405,0.0016025158169351884,-0.34844215231268855,0.052208075499232634,30.448717948717945,0.38025535524092247,2.629811746810033,-1.6946976949431012,reject,partition
[sweep_pdl_09:30-10:30] signal after 11:00,0,0,,,,,,,,,INSUFFICIENT SAMPLE,
[sweep_pdl_09:30-12:00] above 200-session avg,805,241,-0.04651280200709618,-0.02741998902022195,-0.3266857547136991,-0.24489141774586284,30.434782608695656,0.25953210220592426,3.853087889707593,-1.1628200501774044,reject,partition
[sweep_pdl_09:30-12:00] below 200-session avg,289,158,-0.043233698946519836,-0.013269791226548405,-0.311136422400551,-0.0825053641466965,27.68166089965398,0.4430666337382442,2.2569968574767065,-1.0808424736629958,reject,partition
[sweep_pdl_09:30-12:00] prev session range > median,515,264,-0.04837376974787219,-0.007126659602060728,-0.3609300549663103,-0.0425418094830367,28.932038834951456,0.4333737354388049,2.3074771686093705,-1.2093442436968047,reject,partition
[sweep_pdl_09:30-12:00] prev session range < median,579,135,-0.0432208172557901,-0.05054374987203041,-0.2884654236798569,-0.45054549265488375,30.397236614853195,0.19651489753909687,5.088672729257326,-1.0805204313947525,reject,partition
[sweep_pdl_09:30-12:00] signal before 11:00,573,200,-0.05987811650289797,-0.03938357441747054,-0.27690485708082424,-0.1598895609375975,31.239092495637,0.3660710624124139,2.731710049436808,-1.4969529125724492,reject,partition
[sweep_pdl_09:30-12:00] signal after 11:00,521,199,-0.029994594731470484,-0.004161454694341847,-0.3728099338022547,-0.2013907890673943,28.023032629558543,0.24416675751210834,4.095561616123806,-0.7498648682867621,reject,partition
[sweep_pdl_all session] above 200-session avg,2360,740,-0.04521993404529283,-0.023410017514472876,-0.3968925494336634,-0.1415684134765837,31.652542372881353,0.22033830564319157,4.538475491498815,-1.1304983511323208,reject,partition
[sweep_pdl_all session] below 200-session avg,946,495,-0.02646424333310343,-0.06123366082790328,-0.2360174816714769,-0.286341168149972,30.76109936575053,0.35700382881690307,2.8010904065481914,-0.6616060833275857,reject,partition
[sweep_pdl_all session] prev session range > median,1616,817,-0.04765726538053682,-0.05964933551154276,-0.2981244586991052,-0.34754459712374247,30.136138613861384,0.3631538260929142,2.753654039002597,-1.1914316345134206,reject,partition
[sweep_pdl_all session] prev session range < median,1690,418,-0.032390578511869474,0.0026302201971492517,-0.4012839225247982,0.08957998000763046,32.603550295857985,0.16027659196010247,6.239214271844071,-0.8097644627967369,reject,partition
[sweep_pdl_all session] signal before 11:00,573,200,-0.05987811650289797,-0.03938357441747054,-0.27690485708082424,-0.1598895609375975,31.239092495637,0.3660710624124139,2.731710049436808,-1.4969529125724492,reject,partition
[sweep_pdl_all session] signal after 11:00,2733,1035,-0.03565461316642752,-0.03841290839326371,-0.36636387530821474,-0.20726723866607596,31.430662275887304,0.23708939063900816,4.217818424117501,-0.891365329160688,reject,partition
[sweep_pdh_09:30-10:30] above 200-session avg,362,93,-0.04566091691296019,0.023090586999349096,-0.4908388279979863,0.06701306915683489,24.585635359116022,0.21639801874850967,4.6211143973650035,-1.1415229228240047,reject,partition
[sweep_pdh_09:30-10:30] below 200-session avg,113,42,0.00696298782608839,0.2737880718331989,-0.15013254184351027,1.0087341423615208,31.858407079646017,0.3718605081066248,2.6891804270682775,0.17407469565220973,reject,partition
[sweep_pdh_09:30-10:30] prev session range > median,211,75,-0.016477141625951534,0.1604429741291767,-0.2437391600466055,0.464525293307593,27.014218009478675,0.35070775592152764,2.851376917434795,-0.41192854064878837,reject,partition
[sweep_pdh_09:30-10:30] prev session range < median,264,60,-0.04646120232980239,0.026888342470759344,-0.5424987507339165,0.2293275402116676,25.757575757575758,0.17559463524078325,5.694934806116115,-1.1615300582450596,reject,partition
[sweep_pdh_09:30-10:30] signal before 11:00,475,135,-0.03314196694346022,0.10108536005876904,-0.4097865957128162,0.3599929585982927,26.31578947368421,0.2533817267431771,3.9466145126305063,-0.8285491735865055,reject,partition
[sweep_pdh_09:30-10:30] signal after 11:00,0,0,,,,,,,,,INSUFFICIENT SAMPLE,
[sweep_pdh_09:30-12:00] above 200-session avg,1145,315,-0.043770749682975695,-0.04559556851537308,-0.5709841408874043,-0.42175834485852315,22.969432314410483,0.17387645703301713,5.751209893873738,-1.0942687420743924,reject,partition
[sweep_pdh_09:30-12:00] below 200-session avg,330,151,-0.05906115173984251,0.017510473478883213,-0.3470881185562549,0.5113593866973555,26.36363636363636,0.29158503851356116,3.4295312444622965,-1.4765287934960627,reject,partition
[sweep_pdh_09:30-12:00] prev session range > median,666,293,-0.05588960663504071,-0.029099126413501094,-0.425424803838814,-0.006384919387750828,23.273273273273272,0.2732275298628097,3.659953301565586,-1.3972401658760176,reject,partition
[sweep_pdh_09:30-12:00] prev session range < median,809,173,-0.04003116247492966,-0.01845363322471291,-0.5994845501643905,-0.31079670438452695,24.103831891223734,0.14010144761884868,7.137684991810635,-1.0007790618732415,reject,partition
[sweep_pdh_09:30-12:00] signal before 11:00,818,239,-0.040926544135060014,0.0169291840212711,-0.3681055782315499,0.3942805022299556,25.55012224938875,0.23372246109363,4.278578940683825,-1.0231636033765004,reject,partition
[sweep_pdh_09:30-12:00] signal after 11:00,657,227,-0.05499204773010063,-0.069447566379361,-0.7111195699333854,-0.6602275386435837,21.461187214611872,0.15848802562814385,6.309624945081169,-1.3748011932525157,reject,partition
[sweep_pdh_all session] above 200-session avg,3397,871,-0.03637172695144724,-0.015865886010189765,-1.1119583311629768,0.07833209196677804,23.815130997939356,0.13800516570432322,7.246105570732802,-0.909293173786181,reject,partition
[sweep_pdh_all session] below 200-session avg,1003,433,-0.07401089451410676,-0.035167023990647785,-0.7151147515792352,-0.5514579339312208,22.532402791625124,0.23145249601571646,4.320541006099568,-1.8502723628526692,reject,partition
[sweep_pdh_all session] prev session range > median,2081,834,-0.041112915369472834,-0.051463552123946536,-0.4859543956593364,-0.5075012257830623,25.61268620855358,0.2170944006503398,4.6062910743176495,-1.0278228842368209,reject,partition
[sweep_pdh_all session] prev session range < median,2319,470,-0.04839659627763794,0.029519349720309854,-1.50207479492347,0.5376638064125938,21.647261750754634,0.10745017406123006,9.306639181711832,-1.2099149069409485,reject,partition
[sweep_pdh_all session] signal before 11:00,818,239,-0.040926544135060014,0.0169291840212711,-0.3681055782315499,0.3942805022299556,25.55012224938875,0.23372246109363,4.278578940683825,-1.0231636033765004,reject,partition
[sweep_pdh_all session] signal after 11:00,3582,1065,-0.045870957718938093,-0.03107284796611227,-1.1707069189841421,-0.248626359926868,23.05974316024567,0.14231307320680076,7.026761333070648,-1.1467739429734523,reject,partition
[sweep_onl_09:30-10:30] above 200-session avg,285,68,-0.04589413630908861,-0.09084937436050555,-0.35451103977583265,-0.45393128883583317,30.175438596491226,0.2455694422859624,4.072167899601747,-1.1473534077272152,reject,partition
[sweep_onl_09:30-10:30] below 200-session avg,92,55,-0.07510696454611457,-0.13585557714505037,-0.32661276823985547,-0.12889507725241697,28.26086956521739,0.4140335425641288,2.41526325091188,-1.877674113652864,reject,partition
[sweep_onl_09:30-10:30] prev session range > median,173,88,-0.05396772274969411,-0.1243807548254317,-0.2767904168413325,-0.22636766371556646,30.057803468208093,0.40168454346233534,2.489515756270982,-1.3491930687423526,reject,partition
[sweep_onl_09:30-10:30] prev session range < median,204,35,-0.052221831130567206,-0.07726593642440444,-0.4078396024540612,-0.5153200709357068,29.411764705882355,0.18915172033536826,5.2867613269759755,-1.3055457782641802,reject,partition
[sweep_onl_09:30-10:30] signal before 11:00,377,123,-0.053022996250219605,-0.110974099182863,-0.34770297351241114,-0.30858989341235443,29.708222811671085,0.2866800450063638,3.488209303084914,-1.32557490625549,reject,partition
[sweep_onl_09:30-10:30] signal after 11:00,0,0,,,,,,,,,INSUFFICIENT SAMPLE,
[sweep_onl_09:30-12:00] above 200-session avg,1011,244,-0.05282333534508978,-0.0577369569231556,-0.39167275832181725,-0.587631100145405,28.783382789317507,0.2247668797372112,4.449054065123659,-1.3205833836272445,reject,partition
[sweep_onl_09:30-12:00] below 200-session avg,315,189,-0.0014890022002339075,-0.09531405598148114,-0.07118222270289146,-0.25194910074791843,32.698412698412696,0.3792870510472056,2.636525547705928,-0.03722505500584768,reject,partition
[sweep_onl_09:30-12:00] prev session range > median,609,318,-0.040559276092894954,-0.07361138257246523,-0.3347110676184816,-0.2967446676387441,28.899835796387517,0.3667944546720697,2.7263225691185644,-1.0139819023223737,reject,partition
[sweep_onl_09:30-12:00] prev session range < median,714,115,-0.0430387734240077,-0.07559786444961708,-0.3087878085761407,-0.8403092536323024,30.252100840336134,0.17191829506205492,5.816716595747091,-1.0759693356001925,reject,partition
[sweep_onl_09:30-12:00] signal before 11:00,676,210,-0.05808038873838104,-0.10821360263432124,-0.29904475275574227,-0.39324091428944524,30.325443786982248,0.2936027431206908,3.405962728314605,-1.452009718459526,reject,partition
[sweep_onl_09:30-12:00] signal after 11:00,650,223,-0.022478592215098275,-0.04205075119525759,-0.3326912399259788,-0.4861873384576318,29.076923076923077,0.22806043406862045,4.3848026690114645,-0.5619648053774569,reject,partition
[sweep_onl_all session] above 200-session avg,3022,878,-0.05377576443817207,-0.030984400393536653,-0.5327145950314404,-0.28973660117864464,29.483785572468562,0.1932714798424085,5.174069142614261,-1.3443941109543018,reject,partition
[sweep_onl_all session] below 200-session avg,1062,567,-0.001981720064351502,-0.06870636145097549,-0.2705726650523388,-0.18053992095790805,32.10922787193974,0.3055425246681936,3.2728668491757675,-0.04954300160878755,reject,partition
[sweep_onl_all session] prev session range > median,1912,1013,-0.04763877714630651,-0.06064180401454037,-0.4532711325462045,-0.29734201059797416,27.876569037656907,0.312496930825666,3.2000314286538525,-1.1909694286576626,reject,partition
[sweep_onl_all session] prev session range < median,2161,432,-0.03468544799672788,-0.010950608846062242,-0.4770299546354235,-0.12858197750517608,32.16103655714947,0.14293391670410938,6.996240102131406,-0.867136199918197,reject,partition
[sweep_onl_all session] signal before 11:00,676,210,-0.05808038873838104,-0.10821360263432124,-0.29904475275574227,-0.39324091428944524,30.325443786982248,0.2936027431206908,3.405962728314605,-1.452009718459526,reject,partition
[sweep_onl_all session] signal after 11:00,3408,1235,-0.03678186738654687,-0.03517081290285087,-0.49737600457972847,-0.22200346479125538,30.134976525821592,0.20835596212787355,4.799478689197642,-0.9195466846636716,reject,partition
[sweep_onh_09:30-10:30] above 200-session avg,326,69,-0.08666427901526533,-0.0766478343581216,-0.5218879044272262,-0.26729829172022723,22.392638036809817,0.22725019388248077,4.40043628969195,-2.166606975381633,reject,partition
[sweep_onh_09:30-10:30] below 200-session avg,101,39,-0.0050579633695425705,0.1293650466743921,-0.1577004268742758,0.3459124285764729,28.71287128712871,0.37135334159629235,2.6928531077744426,-0.12644908423856427,reject,partition
[sweep_onh_09:30-10:30] prev session range > median,205,72,-0.06095140119663124,0.012719339611315458,-0.28930112984381795,0.04160998882207486,25.365853658536587,0.35802573443765706,2.7930953107900955,-1.523785029915781,reject,partition
[sweep_onh_09:30-10:30] prev session range < median,222,36,-0.07328095501797699,-0.032201561178439114,-0.5709750826107879,-0.22080323915007272,22.52252252252252,0.17204943759997565,5.81228287607109,-1.8320238754494247,reject,partition
[sweep_onh_09:30-10:30] signal before 11:00,427,108,-0.06736161419039882,-0.0022542939852693944,-0.4357451989638819,-0.04586108716864102,23.88758782201405,0.2613354817492138,3.8264991546751896,-1.6840403547599705,reject,partition
[sweep_onh_09:30-10:30] signal after 11:00,0,0,,,,,,,,,INSUFFICIENT SAMPLE,
[sweep_onh_09:30-12:00] above 200-session avg,1067,268,-0.032336747312683045,-0.06402597522433563,-0.40059955903351496,-0.3567250296641121,24.92970946579194,0.18219868762264319,5.4885137376572555,-0.8084186828170761,reject,partition
[sweep_onh_09:30-12:00] below 200-session avg,324,152,-0.06680294199329508,-0.033040678800255005,-0.2989676173608541,0.38370743434278115,25.617283950617285,0.3127613660803526,3.1973258479216597,-1.6700735498323769,reject,partition
[sweep_onh_09:30-12:00] prev session range > median,665,294,-0.04638167444213903,-0.06590935295530864,-0.34174952738832814,-0.014929806966672317,23.759398496240603,0.29208349332627687,3.423678581120409,-1.1595418610534758,reject,partition
[sweep_onh_09:30-12:00] prev session range < median,726,126,-0.03485351113558947,-0.02225233943571407,-0.40914848732842835,-0.26102710064823514,26.30853994490358,0.1398142689275763,7.152345806120827,-0.8713377783897367,reject,partition
[sweep_onh_09:30-12:00] signal before 11:00,735,207,-0.05910323662973617,-0.047612110441989396,-0.347519011123497,0.1534309729176301,24.625850340136054,0.2521180964450774,3.966395169962918,-1.477580915743404,reject,partition
[sweep_onh_09:30-12:00] signal after 11:00,656,213,-0.019369792173177303,-0.05786590458342209,-0.40987616514924824,-0.32412671044051056,25.609756097560975,0.16834433142722968,5.940205954794924,-0.48424480432943257,reject,partition
[sweep_onh_all session] above 200-session avg,3469,819,-0.02666037243053818,-0.040829097255972155,-0.9795839255514814,-0.15624326815831274,25.51167483424618,0.14231566083564967,7.026633570249373,-0.6665093107634544,reject,partition
[sweep_onh_all session] below 200-session avg,1038,480,-0.0793868511944153,-0.045131318534886014,-0.6569835852188743,-0.6444002556712047,22.0616570327553,0.24982417536023357,4.002815174144182,-1.9846712798603825,reject,partition
[sweep_onh_all session] prev session range > median,2305,930,-0.03533573658759449,-0.05562219375612976,-0.4607958394251574,-0.5510376314851785,25.943600867678956,0.22334423710173149,4.477393341223791,-0.8833934146898623,reject,partition
[sweep_onh_all session] prev session range < median,2202,369,-0.04243392854992493,-0.009142068715950677,-1.3705682058675261,0.20376595646986345,23.43324250681199,0.10817532013773846,9.244252743848698,-1.0608482137481232,reject,partition
[sweep_onh_all session] signal before 11:00,735,207,-0.05910323662973617,-0.047612110441989396,-0.347519011123497,0.1534309729176301,24.625850340136054,0.2521180964450774,3.966395169962918,-1.477580915743404,reject,partition
[sweep_onh_all session] signal after 11:00,3772,1092,-0.03484822496778471,-0.04143439257133212,-1.0139711362724046,-0.42951975342288085,24.734888653234357,0.15050469792567847,6.644310867251568,-0.8712056241946178,reject,partition
[sweep_or30l_09:30-10:30] above 200-session avg,108,40,-0.02851021255668655,-0.006119313362346501,-0.31256942601117194,-0.33520765443998346,33.33333333333333,0.24119972609480433,4.145941689863059,-0.7127553139171637,reject,partition
[sweep_or30l_09:30-10:30] below 200-session avg,42,24,0.24595661990316242,0.012987502602303072,0.37414231921504665,0.2310422364605532,42.857142857142854,0.4007822214724134,2.4951206576133815,6.14891549757906,SURVIVES,partition
[sweep_or30l_09:30-10:30] prev session range > median,79,45,0.16141430769833406,0.023934344287969773,0.1656940175199231,0.010391038779844994,44.303797468354425,0.3726190237888269,2.683706241919432,4.035357692458351,reject,partition
[sweep_or30l_09:30-10:30] prev session range < median,71,19,-0.07747401730081291,-0.05316410342090661,-0.43849785896124704,-0.43846785513889924,26.76056338028169,0.18937353296849166,5.280568959794302,-1.9368504325203226,reject,partition
[sweep_or30l_09:30-10:30] signal before 11:00,150,64,0.048340500532071166,0.0010457426243970832,-0.12029013734783078,-0.12286394535228223,36.0,0.28588282480053484,3.4979366133579957,1.2085125133017791,reject,partition
[sweep_or30l_09:30-10:30] signal after 11:00,0,0,,,,,,,,,INSUFFICIENT SAMPLE,
[sweep_or30l_09:30-12:00] above 200-session avg,911,285,-0.043282820117086576,-0.03753144689572355,-0.3679929169553801,-0.3138172697882126,31.94291986827662,0.223981895567509,4.464646562019099,-1.0820705029271644,reject,partition
[sweep_or30l_09:30-12:00] below 200-session avg,302,151,0.10745522436146165,-0.026716893074238055,0.1401013032905577,-0.1280947469932793,36.092715231788084,0.3591887435590636,2.7840516105582354,2.6863806090365414,reject,partition
[sweep_or30l_09:30-12:00] prev session range > median,624,310,0.022142758461374985,-0.032445643568224714,-0.18174191219514965,-0.24375274639352645,32.8525641025641,0.33919862253010924,2.948125179698317,0.5535689615343746,reject,partition
[sweep_or30l_09:30-12:00] prev session range < median,586,126,-0.03814523598593429,-0.037083838994773764,-0.3164402341827323,-0.26362601034629,32.93515358361775,0.1711182867465139,5.843910776650951,-0.9536308996483572,reject,partition
[sweep_or30l_09:30-12:00] signal before 11:00,455,165,0.008860234732531613,-0.02575953672235139,-0.12397596783201281,0.040587585865906946,35.38461538461539,0.2890799794233346,3.459250280821349,0.22150586831329033,reject,partition
[sweep_or30l_09:30-12:00] signal after 11:00,758,271,-0.014525828724018907,-0.0386730245767645,-0.3120341535475424,-0.426115056654983,31.53034300791557,0.23877456039475026,4.188050847405041,-0.36314571810047264,reject,partition
[sweep_or30l_all session] above 200-session avg,3256,1069,-0.04994458464620729,-0.01959375561469781,-0.48877301327389994,-0.18928260759948703,30.405405405405407,0.18834376700202018,5.309440370220874,-1.248614616155182,reject,partition
[sweep_or30l_all session] below 200-session avg,1206,552,0.017651579947664038,-0.03793060288608232,-0.23116454064291345,-0.08897370600288931,32.25538971807628,0.30874513242346124,3.2389174596878956,0.44128949869160095,reject,partition
[sweep_or30l_all session] prev session range > median,2197,1126,-0.02969653035682589,-0.04170810223200375,-0.37144715720343746,-0.2586496742434457,29.221665908056444,0.3059861361636395,3.268121923880911,-0.7424132589206472,reject,partition
[sweep_or30l_all session] prev session range < median,2258,495,-0.03463089196996563,0.010262435490922883,-0.4702595680160036,0.080369575678128,32.462356067316215,0.13803656654181604,7.244457211974086,-0.8657722992491408,reject,partition
[sweep_or30l_all session] signal before 11:00,455,165,0.008860234732531613,-0.02575953672235139,-0.12397596783201281,0.040587585865906946,35.38461538461539,0.2890799794233346,3.459250280821349,0.22150586831329033,reject,partition
[sweep_or30l_all session] signal after 11:00,4007,1456,-0.03627730696143498,-0.02584690521019328,-0.45266291536601105,-0.17730325886354478,30.39680559021712,0.2131426364920526,4.691693865001462,-0.9069326740358745,reject,partition
[sweep_or30h_09:30-10:30] above 200-session avg,115,43,-0.09456845898935948,-0.010225207723650596,-0.4566126733258812,-0.04012566259261302,18.26086956521739,0.21165284362591696,4.724717999855636,-2.364211474733987,reject,partition
