name,n_tr,n_va,mean_tr,mean_va,R_tr,R_va,win_tr,stop_tr,lev_at_1pct,thick_x,verdict,extra
"sweep prev day high -> BOS short all session, target 3R",4400,1304,-0.04433741292194269,-0.04573599586382312,-1.0123800672206922,-0.5467152523591944,26.5,0.15930690940939765,6.277191640383484,-1.1084353230485673,reject,
"sweep overnight low -> BOS long 09:30-10:30, hold to close",377,123,-0.053022996250219605,-0.110974099182863,-0.34770297351241114,-0.30858989341235443,29.708222811671085,0.2866800450063638,3.488209303084914,-1.32557490625549,reject,
"sweep overnight low -> BOS long 09:30-10:30, target 1R",377,123,-0.035930847908123,-0.08029652046763214,-0.29488074367333933,-0.2484644887540169,46.684350132625994,0.2866800450063638,3.488209303084914,-0.8982711977030751,reject,
"sweep overnight low -> BOS long 09:30-10:30, target 2R",377,123,-0.025640095536437046,-0.1362121201499158,-0.3062558145248955,-0.33398247005607,35.0132625994695,0.2866800450063638,3.488209303084914,-0.6410023884109262,reject,
"sweep overnight low -> BOS long 09:30-10:30, target 3R",377,123,-0.04943732224440364,-0.1410271952740364,-0.3470152980884168,-0.3855000093764857,31.29973474801061,0.2866800450063638,3.488209303084914,-1.235933056110091,reject,
"sweep overnight low -> BOS long 09:30-12:00, hold to close",1326,433,-0.040628527697556156,-0.07413897013799055,-0.3155381288195837,-0.44110939602040505,29.71342383107089,0.2614741602520289,3.824469687697335,-1.0157131924389038,reject,
"sweep overnight low -> BOS long 09:30-12:00, target 1R",1326,433,-0.035769590721408735,-0.050898026309802745,-0.39516205050960485,-0.34581651022237525,44.645550527903474,0.2614741602520289,3.824469687697335,-0.8942397680352183,reject,
"sweep overnight low -> BOS long 09:30-12:00, target 2R",1326,433,-0.03520550701831652,-0.07847618427313946,-0.38481917726986137,-0.4279692308799132,34.38914027149321,0.2614741602520289,3.824469687697335,-0.880137675457913,reject,
"sweep overnight low -> BOS long 09:30-12:00, target 3R",1326,433,-0.04182188784104761,-0.08449890420931548,-0.393361759569081,-0.4669904389324565,31.674208144796378,0.2614741602520289,3.824469687697335,-1.0455471960261902,reject,
"sweep overnight low -> BOS long all session, hold to close",4084,1445,-0.040307283751346054,-0.045786028019535144,-0.46454742322982284,-0.24688918409549057,30.166503428011755,0.22246634997095494,4.495061838028804,-1.0076820937836513,reject,
"sweep overnight low -> BOS long all session, target 1R",4084,1445,-0.04255939289314533,-0.04816838116649456,-0.5174761061998892,-0.3970226260174184,42.60528893241919,0.22246634997095494,4.495061838028804,-1.0639848223286332,reject,
"sweep overnight low -> BOS long all session, target 2R",4084,1445,-0.04061208812999575,-0.06110363666373436,-0.497653691006574,-0.42355640041807574,34.50048971596474,0.22246634997095494,4.495061838028804,-1.0153022032498937,reject,
"sweep overnight low -> BOS long all session, target 3R",4084,1445,-0.04108161997432653,-0.05787655676161197,-0.48655130255470525,-0.40789934744232403,32.27228207639569,0.22246634997095494,4.495061838028804,-1.0270404993581632,reject,
"sweep overnight high -> BOS short 09:30-10:30, hold to close",427,108,-0.06736161419039882,-0.0022542939852693944,-0.4357451989638819,-0.04586108716864102,23.88758782201405,0.2613354817492138,3.8264991546751896,-1.6840403547599705,reject,
