tool,variant,cell,tr_n,tr_exp,checked_val,va_n,va_exp,verdict
G7-donchian20,donchian20/20 + ADX>=25 (1h),trending-up×normal,67,-33.88684885994872,False,0,,FAIL-TRAIN
G7-donchian20,donchian20/20 + ADX>=25 (1h),trending-up×violent,30,-51.36200093951302,False,0,,FAIL-TRAIN
G7-donchian20,donchian20/20 + ADX>=25 (1h),trending-down×quiet,10,124.78744675027356,False,0,,"UNRELIABLE (train n<15, not attempted on val)"
G7-donchian20,donchian20/20 + ADX>=25 (1h),trending-down×normal,44,0.8591891498862506,True,24,-89.53956402142985,FAIL-VAL
G7-donchian20,donchian20/20 + ADX>=25 (1h),trending-down×violent,18,-116.17181678093372,False,0,,FAIL-TRAIN
G7-donchian20,donchian20/20 + ADX>=25 (1h),ranging×quiet,27,218.86038786772662,True,4,53.29781667960833,INSUFFICIENT-VAL-SAMPLE
G7-donchian20,donchian20/20 + ADX>=25 (1h),ranging×normal,80,-2.288032571776739,False,0,,FAIL-TRAIN
G7-donchian20,donchian20/20 + ADX>=25 (1h),ranging×violent,16,-1.8103482530904103,False,0,,FAIL-TRAIN
G7-donchian20,donchian20/20 + ADX>=25 (1h),crowded-long×violent,24,-101.73415847733922,False,0,,FAIL-TRAIN
G7-donchian20,donchian20/20 + ADX>=25 (1h),crowded-short×violent,9,-164.85478930022185,False,0,,"UNRELIABLE (train n<15, not attempted on val)"
G7-donchian20,donchian20/20 + ADX>=25 (1h),neutral-crowd×violent,36,2.9736137107058007,True,24,-102.06994715891199,FAIL-VAL
G7-donchian20,donchian20/20 + ADX>=25 (1h),news-hot(13mo-span),0,0.0,False,0,,"UNRELIABLE (train n<15, not attempted on val)"
G7-donchian20,donchian20/20 + ADX>=25 (1h),ALL-violent(any trend/crowd),58,-41.665754931277256,False,0,,FAIL-TRAIN
G7-donchian20,donchian20/20 + ADX>=25 (1h),session=asia,82,70.51140456081512,True,22,-51.444811261816454,FAIL-VAL
G7-donchian20,donchian20/20 + ADX>=25 (1h),session=london,75,25.074136782310283,True,23,125.76782847827828,REHABILITATED
G7-donchian20,donchian20/20 + ADX>=25 (1h),session=newyork,134,26.69049224878297,True,55,-32.42263745968878,FAIL-VAL
G7-donchian20,donchian20/20 + ADX>=25 (1h),session=off-hours,57,-50.840383447413494,False,0,,FAIL-TRAIN
G7-donchian20,donchian20/20 + ADX>=25 (1h),session=weekend,74,9.286850715272989,True,23,-18.434934249828785,FAIL-VAL
