tool,direction,entry_time,entry_price,exit_time,exit_price,exit_reason,hold_hours,stop_pct,leverage,notional,gross_pnl,fees,funding_cost,net_pnl,overlap_tag
O-1H,1,2024-11-22 15:00:00+00:00,71.02999877929688,2024-11-25 14:00:00+00:00,70.4000015258789,structure_floor,71.0,2.280719618510933,20,5000.0,-44.34726624278038,1.9911305467514437,0.0,-46.33839678953182,transfer-assumption
O-1H,1,2024-11-29 14:30:00+00:00,69.4800033569336,2024-12-01 23:00:00+00:00,68.18000030517578,structure_floor,56.5,1.8710463283650398,20,5000.0,-93.552316418252,1.9812895367163494,0.0,-95.53360595496835,transfer-assumption
O-1H,1,2024-12-03 12:00:00+00:00,69.25,2024-12-05 03:00:00+00:00,68.48999786376953,structure_floor,39.0,1.9350127622969313,20,5000.0,-54.87380044985334,1.9890252399100297,0.0,-56.86282568976337,transfer-assumption
O-1H,1,2024-12-09 08:00:00+00:00,68.19000244140625,2024-12-17 08:00:00+00:00,70.37000274658203,structure_floor,192.0,1.774452326075768,20,5000.0,159.84750162232316,2.0319695003244647,0.0,157.8155321219987,transfer-assumption
O-1H,1,2024-12-18 07:00:00+00:00,70.43000030517578,2024-12-19 19:00:00+00:00,69.98999786376953,structure_floor,36.0,1.774811862251461,20,5000.0,-31.236862097096637,1.9937526275805808,0.0,-33.23061472467722,transfer-assumption
O-1H,1,2024-12-24 14:30:00+00:00,70.06999969482422,2024-12-26 19:00:00+00:00,69.36000061035156,structure_floor,52.5,2.112178340772728,20,5000.0,-50.663556983367656,1.9898672886033266,0.0,-52.653424271970984,transfer-assumption
O-1H,1,2024-12-27 14:00:00+00:00,70.4000015258789,2025-01-06 18:00:00+00:00,73.52999877929688,structure_floor,244.0,1.5198858972053984,20,5000.0,222.3009364756468,2.0444601872951296,0.0,220.25647628835168,transfer-assumption
O-1H,1,2025-01-07 23:00:00+00:00,74.69000244140625,2025-01-09 01:00:00+00:00,73.16000366210938,structure_floor,26.0,2.115412745225423,20,5000.0,-102.42326478012554,1.9795153470439748,0.0,-104.4027801271695,transfer-assumption
O-1H,1,2025-01-09 15:00:00+00:00,74.05000305175781,2025-01-15 02:00:00+00:00,77.41000366210938,structure_floor,131.0,1.4449691434534233,20,5000.0,226.87376582571272,2.045374753165143,0.0,224.8283910725476,transfer-assumption
O-1H,1,2025-01-15 14:00:00+00:00,78.93000030517578,2025-01-17 16:00:00+00:00,77.87000274658203,structure_floor,50.0,2.1411408018142746,20,5000.0,-67.14795100059321,1.9865704097998815,0.0,-69.13452141039309,transfer-assumption
O-1H,1,2025-01-30 15:00:00+00:00,73.41000366210938,2025-01-31 14:00:00+00:00,72.0199966430664,structure_floor,23.0,1.8934844703739226,20,5000.0,-94.67422351869612,1.9810651552962613,0.0,-96.65528867399239,transfer-assumption
O-1H,1,2025-01-31 21:00:00+00:00,73.80999755859375,2025-02-04 05:00:00+00:00,72.05000305175781,structure_floor,80.0,2.533525510149235,20,5000.0,-119.22466908624224,1.9761550661827518,0.0,-121.200824152425,transfer-assumption
O-1H,1,2025-02-10 09:00:00+00:00,71.70999908447266,2025-02-12 07:00:00+00:00,72.93000030517578,structure_floor,46.0,1.5479021399010318,20,5000.0,85.0649307125212,2.017012986142504,0.0,83.0479177263787,transfer-assumption
O-1H,1,2025-02-13 21:00:00+00:00,71.51000213623047,2025-02-16 23:00:00+00:00,70.22000122070312,structure_floor,74.0,1.8039447307941923,20,5000.0,-90.1972365397096,1.9819605526920583,0.0,-92.17919709240167,transfer-assumption
O-1H,1,2025-02-19 06:00:00+00:00,72.12999725341797,2025-02-21 10:00:00+00:00,71.8499984741211,structure_floor,52.0,1.7191153625210658,20,5000.0,-19.40931581579999,1.9961181368368401,0.0,-21.40543395263683,transfer-assumption
O-1H,1,2025-02-25 01:00:00+00:00,71.02999877929688,2025-02-25 15:00:00+00:00,70.01000213623047,structure_floor,14.0,1.4360082508740024,20,5000.0,-71.80041254370012,1.98563991749126,0.0,-73.78605246119137,transfer-assumption
O-DONCH,1,2024-12-31 05:00:00+00:00,71.72000122070312,2025-02-26 05:00:00+00:00,68.41999816894531,structure_floor,1368.0,4.601231170650362,18,4500.0,-207.0554026792663,1.7585889194641466,0.0,-208.81399159873047,transfer-assumption
O-1H,1,2025-02-27 09:00:00+00:00,69.30999755859375,2025-03-03 15:00:00+00:00,69.26000213623047,structure_floor,102.0,1.3706492305660127,20,5000.0,-3.606653017193933,1.9992786693965612,0.0,-5.605931686590495,transfer-assumption
O-1H,1,2025-03-07 08:00:00+00:00,67.16000366210938,2025-03-10 05:00:00+00:00,66.5,structure_floor,69.0,1.5485420768583074,20,5000.0,-49.136660670087096,1.9901726678659826,0.0,-51.12683333795308,transfer-assumption
O-1H,1,2025-03-11 11:00:00+00:00,66.88999938964844,2025-03-18 15:00:00+00:00,67.27999877929688,structure_floor,172.0,2.3919845847220946,20,5000.0,29.152294304609597,2.0058304588609217,0.0,27.146463845748677,transfer-assumption
O-1H,1,2025-03-19 16:00:00+00:00,67.5,2025-03-25 16:00:00+00:00,68.87999725341797,structure_floor,144.0,1.9111124674479167,20,5000.0,102.22201877170139,2.02044440375434,0.0,100.20157436794705,transfer-assumption
O-1H,1,2025-03-26 13:00:00+00:00,69.9000015258789,2025-03-27 07:00:00+00:00,69.44999694824219,structure_floor,18.0,1.2017223876227865,20,5000.0,-32.18916794087012,1.9935621664118262,0.0,-34.18273010728195,transfer-assumption
O-1H,1,2025-03-31 13:00:00+00:00,70.43000030517578,2025-04-01 07:00:00+00:00,71.29000091552734,structure_floor,18.0,2.3001600732109893,20,5000.0,61.05357139181799,2.0122107142783636,0.0,59.04136067753963,transfer-assumption
O-1H,1,2025-04-02 14:00:00+00:00,71.38999938964844,2025-04-02 20:00:00+00:00,71.02999877929688,structure_floor,6.0,0.5042731663109703,20,5000.0,-25.213658315548514,1.9949572683368904,0.0,-27.208615583885404,transfer-assumption
O-DONCH,1,2025-03-31 04:00:00+00:00,71.4800033569336,2025-04-04 04:00:00+00:00,65.22000122070312,structure_floor,96.0,8.757697037269718,10,2500.0,-218.94242593174297,0.9562115148136514,0.0,-219.89863744655662,transfer-assumption
O-1H,1,2025-04-09 17:00:00+00:00,61.68000030517578,2025-04-16 05:00:00+00:00,60.880001068115234,structure_floor,156.0,10.635540435852663,10,2500.0,-32.42539044675622,0.9935149219106488,0.0,-33.41890536866687,transfer-assumption
O-1H,1,2025-04-16 12:00:00+00:00,62.209999084472656,2025-04-21 08:00:00+00:00,63.380001068115234,structure_floor,116.0,2.845202513763509,20,5000.0,94.03648937961529,2.018807297875923,0.0,92.01768208173937,transfer-assumption
O-1H,1,2025-04-22 08:00:00+00:00,64.05000305175781,2025-04-23 12:00:00+00:00,63.630001068115234,structure_floor,28.0,2.498051854151236,20,5000.0,-32.78703853481326,1.9934425922930372,0.0,-34.7804811271063,transfer-assumption
O-1H,1,2025-04-25 04:00:00+00:00,63.31999969482422,2025-04-25 10:00:00+00:00,61.9900016784668,structure_floor,6.0,2.1004390757540325,20,5000.0,-105.02195378770162,1.9789956092424597,0.0,-107.00094939694408,transfer-assumption
O-1H,1,2025-05-01 18:00:00+00:00,59.08000183105469,2025-05-04 22:00:00+00:00,57.7400016784668,structure_floor,76.0,4.553152264785955,18,4500.0,-102.06500507377966,1.7795869989852442,0.0,-103.8445920727649,transfer-assumption
O-1H,1,2025-05-06 01:00:00+00:00,58.02000045776367,2025-05-07 13:00:00+00:00,58.849998474121094,structure_floor,36.0,2.6887303705325487,20,5000.0,71.52688812555496,2.014305377625111,0.0,69.51258274792986,transfer-assumption
O-1H,1,2025-05-08 13:00:00+00:00,59.5099983215332,2025-05-13 03:00:00+00:00,61.65999984741211,structure_floor,110.0,2.3021323651912167,20,5000.0,180.64204222141154,2.036128408444282,0.0,178.60591381296726,transfer-assumption
O-1H,1,2025-05-13 12:00:00+00:00,62.86000061035156,2025-05-14 09:00:00+00:00,63.189998626708984,structure_floor,21.0,1.924911028832217,20,5000.0,26.248648834969863,2.005249729766994,0.0,24.24339910520287,transfer-assumption
O-1H,1,2025-05-16 15:00:00+00:00,62.560001373291016,2025-05-19 10:00:00+00:00,61.77000045776367,structure_floor,67.0,2.093991919012808,20,5000.0,-63.139457975189714,1.9873721084049618,0.0,-65.12683008359467,transfer-assumption
O-1H,1,2025-05-19 15:00:00+00:00,63.13999938964844,2025-05-20 13:00:00+00:00,62.2400016784668,structure_floor,22.0,2.486537393096038,20,5000.0,-71.27001266088006,1.985745997467824,0.0,-73.25575865834789,transfer-assumption
O-1H,1,2025-05-23 10:00:00+00:00,61.310001373291016,2025-05-23 11:00:00+00:00,60.25,structure_floor,1.0,1.7289208115281383,20,5000.0,-86.4460405764069,1.9827107918847184,0.0,-88.42875136829161,transfer-assumption
O-1H,1,2025-05-23 14:00:00+00:00,61.459999084472656,2025-05-26 10:00:00+00:00,61.5099983215332,structure_floor,68.0,1.968758708911781,20,5000.0,4.067624292657919,2.0008135248585317,0.0,2.066810767799387,transfer-assumption
O-1H,1,2025-05-28 10:00:00+00:00,61.4900016784668,2025-05-29 13:00:00+00:00,61.4900016784668,structure_floor,27.0,2.0003306608533222,20,5000.0,0.0,2.0,0.0,-2.0,transfer-assumption
O-1H,1,2025-06-01 22:00:00+00:00,61.91999816894531,2025-06-02 18:00:00+00:00,62.27000045776367,structure_floor,20.0,3.5206662709041354,20,5000.0,28.262459558170317,2.005652491911634,0.0,26.256807066258684,transfer-assumption
O-1H,1,2025-06-03 14:00:00+00:00,63.72999954223633,2025-06-04 15:00:00+00:00,62.400001525878906,structure_floor,25.0,2.4164458286347954,20,5000.0,-104.34630675589294,1.9791307386488213,0.0,-106.32543749454176,transfer-assumption
O-1H,1,2025-06-05 12:00:00+00:00,63.65999984741211,2025-06-10 17:00:00+00:00,65.1500015258789,structure_floor,125.0,1.8221800976948408,20,5000.0,117.02809315411648,2.0234056186308234,0.0,115.00468753548566,transfer-assumption
O-1H,1,2025-06-11 12:00:00+00:00,66.33999633789062,2025-06-16 12:00:00+00:00,71.4800033569336,structure_floor,120.0,2.668068647533914,20,5000.0,387.398801837679,2.077479760367536,0.0,385.3213220773115,transfer-assumption
O-1H,1,2025-06-17 17:00:00+00:00,74.43000030517578,2025-06-20 11:00:00+00:00,74.62999725341797,structure_floor,66.0,4.393385233990137,19,4750.0,12.763475752455824,1.9025526951504912,0.0,10.860923057305332,transfer-assumption
O-1H,1,2025-06-26 14:00:00+00:00,66.1500015258789,2025-06-29 22:00:00+00:00,64.80000305175781,structure_floor,80.0,2.252453256840245,20,5000.0,-102.0406986380003,1.9795918602723999,0.0,-104.02029049827269,transfer-assumption
O-1H,1,2025-07-01 10:00:00+00:00,65.7699966430664,2025-07-04 08:00:00+00:00,66.52999877929688,structure_floor,70.0,1.6724928238795307,20,5000.0,57.77726737276561,2.0115554534745534,0.0,55.76571191929105,transfer-assumption
O-1H,1,2025-07-07 09:00:00+00:00,67.1500015258789,2025-07-08 08:00:00+00:00,67.4000015258789,structure_floor,23.0,2.606105674212931,20,5000.0,18.615040530092365,2.0037230081060184,0.0,16.611317521986347,transfer-assumption
O-1H,1,2025-07-08 15:00:00+00:00,68.4000015258789,2025-07-09 13:00:00+00:00,67.77999877929688,structure_floor,22.0,1.5643270043194195,20,5000.0,-45.32183718939358,1.9909356325621215,0.0,-47.3127728219557,transfer-assumption
O-1H,1,2025-07-11 11:00:00+00:00,67.4800033569336,2025-07-14 13:00:00+00:00,68.41000366210938,structure_floor,74.0,1.2448190952836482,20,5000.0,68.90932564544867,2.01378186512909,0.0,66.89554378031958,transfer-assumption
O-1H,1,2025-07-17 16:00:00+00:00,67.4800033569336,2025-07-18 15:00:00+00:00,67.43000030517578,structure_floor,23.0,1.7634890074201173,20,5000.0,-3.705027361463125,1.9992589945277075,0.0,-5.704286355990833,transfer-assumption
O-1H,1,2025-07-24 04:00:00+00:00,65.61000061035156,2025-07-24 17:00:00+00:00,65.37000274658203,structure_floor,13.0,1.3717444254022904,20,5000.0,-18.289731865332875,1.9963420536269336,0.0,-20.286073918959808,transfer-assumption
O-1H,1,2025-07-25 05:00:00+00:00,66.5199966430664,2025-07-25 15:00:00+00:00,65.33000183105469,structure_floor,10.0,1.7889279495863533,20,5000.0,-89.44639747931765,1.9821107205041364,0.0,-91.42850819982179,transfer-assumption
O-1H,1,2025-07-28 13:00:00+00:00,66.81999969482422,2025-08-01 10:00:00+00:00,68.55999755859375,structure_floor,93.0,2.31966934875319,20,5000.0,130.2003795058614,2.0260400759011725,0.0,128.17433942996024,transfer-assumption
O-DONCH,1,2025-06-06 04:00:00+00:00,64.58000183105469,2025-08-06 04:00:00+00:00,64.70999908447266,structure_floor,1464.0,7.494580389219611,11,2750.0,5.535652473882497,1.1011071304947764,0.0,4.43454534338772,transfer-assumption
O-1H,1,2025-08-06 08:00:00+00:00,66.05999755859375,2025-08-06 15:00:00+00:00,65.02999877929688,structure_floor,7.0,1.5591868261625184,20,5000.0,-77.95934130812591,1.9844081317383746,0.0,-79.94374943986429,transfer-assumption
O-1H,1,2025-08-14 12:00:00+00:00,63.119998931884766,2025-08-17 22:00:00+00:00,62.58000183105469,structure_floor,82.0,1.8694555214570985,20,5000.0,-42.77543646767246,1.9914449127064655,0.0,-44.766881380378926,transfer-assumption
O-1H,1,2025-08-18 17:00:00+00:00,63.40999984741211,2025-08-19 13:00:00+00:00,62.459999084472656,structure_floor,20.0,1.498187612719612,20,5000.0,-74.9093806359806,1.9850181238728037,0.0,-76.8943987598534,transfer-assumption
O-1H,1,2025-08-25 08:00:00+00:00,63.97999954223633,2025-08-26 06:00:00+00:00,64.37000274658203,structure_floor,22.0,0.7033459927463512,20,5000.0,30.47852509660014,2.00609570501932,0.0,28.47242939158082,transfer-assumption
O-1H,1,2025-08-27 14:00:00+00:00,63.790000915527344,2025-08-28 14:00:00+00:00,63.47999954223633,structure_floor,24.0,1.316821038614256,20,5000.0,-24.298586678304712,1.995140282664339,0.0,-26.29372696096905,transfer-assumption
O-1H,1,2025-08-28 17:00:00+00:00,64.31999969482422,2025-08-29 07:00:00+00:00,64.02999877929688,structure_floor,14.0,1.3059703926825186,20,5000.0,-22.543603614995032,1.995491279277001,0.0,-24.539094894272033,transfer-assumption
O-1H,1,2025-09-02 04:00:00+00:00,64.87999725341797,2025-09-03 09:00:00+00:00,64.5,structure_floor,29.0,1.5413012139886506,20,5000.0,-29.284623112245118,1.9941430753775509,0.0,-31.27876618762267,transfer-assumption
O-1H,1,2025-09-08 09:00:00+00:00,63.130001068115234,2025-09-09 18:00:00+00:00,62.59000015258789,structure_floor,33.0,2.6611757908305993,20,5000.0,-42.768961380556625,1.9914462077238888,0.0,-44.760407588280515,transfer-assumption
O-1H,1,2025-09-10 15:00:00+00:00,63.970001220703125,2025-09-11 11:00:00+00:00,62.939998626708984,structure_floor,20.0,1.6101337726108915,20,5000.0,-80.50668863054457,1.983898662273891,0.0,-82.49058729281846,transfer-assumption
O-1H,1,2025-09-12 10:00:00+00:00,62.9900016784668,2025-09-12 16:00:00+00:00,62.939998626708984,structure_floor,6.0,0.07938252171043536,20,5000.0,-3.9691260855217676,1.9992061747828958,0.0,-5.968332260304663,transfer-assumption
O-1H,1,2025-09-15 13:00:00+00:00,63.34000015258789,2025-09-17 18:00:00+00:00,63.83000183105469,structure_floor,53.0,1.4051142840296862,20,5000.0,38.68027133615161,2.0077360542672302,0.0,36.67253528188438,transfer-assumption
O-1H,1,2025-09-23 10:00:00+00:00,62.970001220703125,2025-09-29 07:00:00+00:00,64.98999786376953,structure_floor,141.0,1.7786290691920768,20,5000.0,160.39356867618073,2.0320787137352365,0.0,158.3614899624455,transfer-assumption
O-1H,1,2025-10-06 04:00:00+00:00,61.86000061035156,2025-10-07 13:00:00+00:00,61.040000915527344,structure_floor,33.0,2.117687294480566,20,5000.0,-66.27866850416756,1.9867442662991663,0.0,-68.26541277046672,transfer-assumption
O-1H,1,2025-10-07 19:00:00+00:00,62.06999969482422,2025-10-08 22:00:00+00:00,62.11000061035156,structure_floor,27.0,2.174961302978168,20,5000.0,3.2222422848408097,2.0006444484569683,0.0,1.2215978363838413,transfer-assumption
O-1H,1,2025-10-15 12:00:00+00:00,59.34000015258789,2025-10-15 15:00:00+00:00,58.369998931884766,structure_floor,3.0,1.6346498453131904,20,5000.0,-81.73249226565953,1.9836535015468681,0.0,-83.7161457672064,transfer-assumption
O-1H,1,2025-10-21 09:00:00+00:00,57.810001373291016,2025-10-21 13:00:00+00:00,57.189998626708984,structure_floor,4.0,2.5255195718512167,20,5000.0,-53.62417677337063,1.989275164645326,0.0,-55.613451938015956,transfer-assumption
O-1H,1,2025-10-22 13:00:00+00:00,58.72999954223633,2025-10-27 07:00:00+00:00,61.380001068115234,structure_floor,114.0,2.962707095746174,20,5000.0,225.6088495261377,2.045121769905228,0.0,223.56372775623248,transfer-assumption
O-1H,1,2025-10-29 14:00:00+00:00,60.880001068115234,2025-10-30 13:00:00+00:00,59.70000076293945,structure_floor,23.0,1.9382396262699548,20,5000.0,-96.91198131349773,1.9806176037373007,0.0,-98.89259891723503,transfer-assumption
O-1H,1,2025-10-31 12:00:00+00:00,60.83000183105469,2025-11-04 08:00:00+00:00,60.5099983215332,structure_floor,92.0,1.9562755311290074,20,5000.0,-26.303098790810612,1.994739380241838,0.0,-28.29783817105245,transfer-assumption
O-1H,1,2025-11-07 09:00:00+00:00,60.31999969482422,2025-11-07 14:00:00+00:00,59.599998474121094,structure_floor,5.0,1.1936359820056581,20,5000.0,-59.6817991002829,1.9880636401799434,0.0,-61.66986274046285,transfer-assumption
O-1H,1,2025-11-11 09:00:00+00:00,60.380001068115234,2025-11-12 14:00:00+00:00,59.65999984741211,structure_floor,29.0,1.6064942092479557,20,5000.0,-59.622491550711054,1.9880755016898577,0.0,-61.61056705240091,transfer-assumption
O-1H,1,2025-11-13 13:00:00+00:00,59.11000061035156,2025-11-17 06:00:00+00:00,59.34000015258789,structure_floor,89.0,1.6748463343670208,20,5000.0,19.455213996060234,2.0038910427992125,0.0,17.45132295326102,transfer-assumption
O-1H,1,2025-11-18 17:00:00+00:00,60.29999923706055,2025-11-19 07:00:00+00:00,60.310001373291016,structure_floor,14.0,1.7247113245204757,20,5000.0,0.8293645403830626,2.0001658729080765,0.0,-1.1708013325250137,transfer-assumption
