family,config,tf,asset,tr_n,tr_exp,tr_win%,tr_dd%,tr_ret%,va_n,va_exp,va_win%,va_dd%,va_ret%,med_hold_h,mean_hold_h,stop_%price,target_%price,stop_%margin_at_20x,size_frac_leverage,round_trip_cost_bps,edge_%notional_per_trade,edge_x_cost,k,verdict,n_events,buffer_pct,trades_yr,max_wait,threshold,gate_name,vmult,hold_h,caveat,disp_mult,thresh,mode,positive_both,shape_key,gld_gcf_transfer
2-regular-div-confirmed,MACDhist k8 regular+CONFIRM wait20 buf0.15%,4h,GLD,5,-38.06938554043008,20.0,-2.398435221488283,-1.9034692770215078,0,0.0,0.0,0.0,0.0,288.0,278.4,3.829868488553075,9.574671221382689,76.6,0.26110557137636864,4.0,-1.4580074005987125,-36.450185014967815,8,FAIL,6,0.15,2.1535966981132075,20.0,,,,,,,,,False,"('2-regular-div-confirmed', '4h', 'MACDhist k8 regular+CONFIRM wait20 buf0.15%')",FAILS
2-regular-div-confirmed,MACDhist k8 regular+CONFIRM wait20 buf0.35%,4h,GLD,5,-37.29919731085829,20.0,-2.3393571006655502,-1.8649598655429145,0,0.0,0.0,0.0,0.0,288.0,278.4,4.0,10.0,80.0,0.25,4.0,-1.4919678924343316,-37.29919731085829,8,FAIL,6,0.35,2.1535966981132075,20.0,,,,,,,,,False,"('2-regular-div-confirmed', '4h', 'MACDhist k8 regular+CONFIRM wait20 buf0.35%')",FAILS
3-choch-confluence,k5 CHoCH thresh>=0,1h,GC=F,30,14.288899417001085,33.33333333333333,-7.796635907940655,4.286669825100331,11,57.93909905936198,45.45454545454545,-4.867179792441719,6.37330089652981,55.0,70.1219512195122,1.0162756418867056,2.540689104716764,20.33,0.9839850123176326,2.0,0.2642309411614186,13.21154705807093,5,SURVIVOR,356,,21.385576579792932,,0.0,,,,,,,,True,"('3-choch-confluence', '1h', 'k5 CHoCH thresh>=0')",FAILS
3-choch-confluence,k5 CHoCH thresh>=2,1h,GC=F,16,-5.285697979196357,31.25,-4.230225710508912,-0.8457116766714123,8,74.12467274324558,50.0,-2.88818416831822,5.929973819459655,40.5,57.375,1.0378585876830384,2.594646469207596,20.76,0.9635224026352611,2.0,0.21986438028852212,10.993219014426106,5,FAIL,85,,12.518386290610497,,2.0,,,,,,,,False,"('3-choch-confluence', '1h', 'k5 CHoCH thresh>=2')",FAILS
3-choch-confluence,k8 CHoCH thresh>=0,1h,GC=F,28,23.2762860535769,35.714285714285715,-4.6290459434834865,6.517360095001523,10,2.673893281946948,30.0,-4.908971701854921,0.2673893281947004,65.0,92.38157894736842,1.285678423450791,3.2141960586269773,25.71,0.7777994728386096,2.0,0.22955278794535758,11.477639397267879,8,INSUFFICIENT-SAMPLE,279,,19.82077829346662,,0.0,,,,,,,,True,"('3-choch-confluence', '1h', 'k8 CHoCH thresh>=0')",FAILS
3-choch-confluence,k8 CHoCH thresh>=2,1h,GC=F,15,25.472275125632343,40.0,-7.0170500440875525,3.8208412688448545,3,-22.96751428323114,33.33333333333333,-2.5678962172722515,-0.6890254284969366,161.5,188.16666666666666,1.6963267176593906,4.2408167941484765,33.93,0.5895090784043127,2.0,0.2951434935983927,14.757174679919634,8,FAIL,50,,9.388789717957872,,2.0,,,,,,,,False,"('3-choch-confluence', '1h', 'k8 CHoCH thresh>=2')",FAILS
3-choch-confluence,k5 CHoCH thresh>=0,4h,GC=F,22,-2.637734647929557,45.45454545454545,-5.852681424831729,-0.580301622544499,7,29.15488802425794,42.857142857142854,-2.5360738503204545,2.0408421616980643,320.0,232.41379310344828,2.1637907372655487,5.409476843163872,43.28,0.4621518998014253,2.0,0.10897600310418237,5.448800155209119,5,FAIL,99,,15.138994759409243,,0.0,,,,,,,,False,"('3-choch-confluence', '4h', 'k5 CHoCH thresh>=0')",FAILS
3-choch-confluence,k5 CHoCH thresh>=2,4h,GC=F,7,-61.453470825662016,14.285714285714285,-5.2954396322160475,-4.301742957796339,1,143.8912423165384,100.0,-1.024008587682398,1.4389124231653838,278.0,246.0,2.0738075911025775,5.1845189777564435,41.48,0.4822048121968402,2.0,-0.7421199618447413,-37.105998092237066,5,FAIL,16,,4.176274416388757,,2.0,,,,,,,,False,"('3-choch-confluence', '4h', 'k5 CHoCH thresh>=2')",HOLDS
3-choch-confluence,k8 CHoCH thresh>=0,4h,GC=F,20,-28.451569217623273,40.0,-6.879237674965753,-5.6903138435246525,6,64.22188753528492,66.66666666666666,-1.779577580897435,3.8533132521170854,328.0,257.2307692307692,3.04138822280722,7.603470557018051,60.83,0.32879722243318016,2.0,-0.21488584476910955,-10.744292238455477,8,FAIL,76,,13.57289185326346,,0.0,,,,,,,,False,"('3-choch-confluence', '4h', 'k8 CHoCH thresh>=0')",FAILS
3-choch-confluence,k8 CHoCH thresh>=2,4h,GC=F,8,32.148064087916964,62.5,-1.3954250390218896,2.5718451270333675,4,27.629907612214993,50.0,-2.068266371950321,1.1051963044885982,328.0,285.0,2.8577470528187567,7.144367632046892,57.15,0.34992600167801546,2.0,0.8756711928353611,43.78355964176806,8,INSUFFICIENT-SAMPLE,21,,6.264411624583135,,2.0,,,,,,,,True,"('3-choch-confluence', '4h', 'k8 CHoCH thresh>=2')",FAILS
3-choch-confluence,k5 CHoCH thresh>=0,1h,GLD,12,-21.660580558753736,25.0,-6.522401697437702,-2.5992696670504523,4,72.7519313494704,50.0,-2.729643534848845,2.9100772539788267,395.0,382.4375,1.663007041738651,4.157517604346628,33.26,0.6013203641967226,4.0,0.03230470035547957,0.8076175088869892,5,FAIL,152,,6.8972707155151225,,0.0,,,,,,,,False,"('3-choch-confluence', '1h', 'k5 CHoCH thresh>=0')",HOLDS
3-choch-confluence,k5 CHoCH thresh>=2,1h,GLD,9,53.87267906984643,44.44444444444444,-4.534524749421247,4.848541116286187,3,-100.508725615556,0.0,-3.6989575173141733,-3.0152617684666816,312.5,362.3333333333333,1.9570774601262815,4.892693650315704,39.14,0.5109659787995691,4.0,0.2989891408110458,7.474728520276145,5,FAIL,45,,5.172953036636342,,2.0,,,,,,,,False,"('3-choch-confluence', '1h', 'k5 CHoCH thresh>=2')",FAILS
3-choch-confluence,k8 CHoCH thresh>=0,1h,GLD,11,-42.34037375327799,27.27272727272727,-6.919626109177335,-4.6574411128605835,5,143.9505285399071,100.0,-2.281819123937938,7.19752642699536,336.5,485.0625,2.0664761997729757,5.166190499432439,41.33,0.4839155660780708,4.0,0.3280641154407736,8.201602886019339,8,FAIL,110,,6.8972707155151225,,0.0,,,,,,,,False,"('3-choch-confluence', '1h', 'k8 CHoCH thresh>=0')",HOLDS
3-choch-confluence,k8 CHoCH thresh>=2,1h,GLD,8,-75.67643453079654,12.5,-7.728466101172709,-6.054114762463724,3,72.0379365044743,66.66666666666666,-1.708344552628605,2.1611380951342296,308.0,420.27272727272725,2.109805571393131,5.274513928482828,42.2,0.47397732452649055,4.0,-0.7466748965486575,-18.666872413716437,8,FAIL,39,,4.741873616916647,,2.0,,,,,,,,False,"('3-choch-confluence', '1h', 'k8 CHoCH thresh>=2')",FAILS
3-choch-confluence,k5 CHoCH thresh>=0,4h,GLD,12,-82.71967627190604,0.0,-11.429999189144914,-9.926361152628726,5,18.503714678920005,40.0,-3.381194415586107,0.925185733945999,500.0,447.7647058823529,2.958703766995087,7.396759417487717,59.17,0.33798584743602705,4.0,-1.566577154037656,-39.164428850941405,5,FAIL,54,,7.322228773584905,,0.0,,,,,,,,False,"('3-choch-confluence', '4h', 'k5 CHoCH thresh>=0')",FAILS
3-choch-confluence,k5 CHoCH thresh>=2,4h,GLD,7,6.363516172824997,42.857142857142854,-3.5733379161442187,0.44544613209775985,3,161.29478536224815,100.0,-1.3093557616634703,4.838843560867434,664.0,614.8,3.305210781392815,8.263026953482038,66.1,0.3025525650677565,4.0,1.746569126519149,43.66422816297872,5,INSUFFICIENT-SAMPLE,19,,4.307193396226415,,2.0,,,,,,,,True,"('3-choch-confluence', '4h', 'k5 CHoCH thresh>=2')",FAILS
3-choch-confluence,k8 CHoCH thresh>=0,4h,GLD,10,-24.091899702785486,20.0,-3.8048386753139485,-2.409189970278547,3,14.518271849471907,33.33333333333333,-2.5156215066416543,0.4355481554841667,504.0,513.2307692307693,3.28498043236676,8.2124510809169,65.7,0.3044158163461329,4.0,-0.4987211340077229,-12.468028350193073,8,FAIL,36,,5.59935141509434,,0.0,,,,,,,,False,"('3-choch-confluence', '4h', 'k8 CHoCH thresh>=0')",FAILS
