name,n_tr,n_va,mean_tr,mean_va,gross_tr,gross_va,R_tr,win_tr,stop_tr,lev,verdict,n_assets_pos,arm
"1h swing high -> 1m BOS, target 3R",2442,773,0.008214209069515976,0.00827562893336381,0.04821420906951597,0.04827562893336382,-0.4027144407955572,36.85503685503686,0.10480741275190002,9.541309853408926,qualifies,2,B
"4h swing high -> 1m BOS, target 2R",1364,500,0.006825694099222839,0.027196275050683453,0.04682569409922284,0.06719627505068347,-0.43516321073207126,44.28152492668622,0.10714440181961567,9.33319877676449,qualifies,2,B
"prev day high -> 1m BOS, target 2R",1233,383,0.005567283046926316,0.04664405882678139,0.045567283046926324,0.0866440588267814,-0.3735977082403462,45.82319545823195,0.10201987095170373,9.80201200679229,qualifies,2,B
"4h swing low -> 1m BOS, target 1R",1283,542,0.0045973621989684995,0.006332736847674546,0.044597362198968496,0.04633273684767455,-0.42148304845602746,54.48168355416991,0.1527999821276506,6.544503383283057,qualifies,1,B
"last session low -> 1m BOS, target 1R",2142,735,0.0035797078795406904,0.004266262733551339,0.0435797078795407,0.044266262733551345,-0.3710448921864921,54.48179271708683,0.14572911089158735,6.8620469436880915,qualifies,1,B
"1h swing low -> 1m BOS, target 1R",2441,806,0.0032857898150817446,-0.0053900927521176025,0.04328578981508175,0.0346099072478824,-0.43544003888404076,54.076198279393694,0.1449683689425829,6.89805650221578,reject,1,B
"prev day low -> 1m BOS, target 1R",1226,468,0.0016398165735209773,0.005677965516388802,0.04163981657352098,0.045677965516388794,-0.4438937762136568,55.22022838499184,0.14956240872717702,6.686172070310404,qualifies,1,B
"1h swing high -> 1m BOS, target 2R",2442,773,0.000779175720369875,-0.0007610158583910258,0.04077917572036987,0.03923898414160898,-0.5231519383973655,42.710892710892715,0.10480741275190002,9.541309853408926,reject,1,B
"last session high -> 1m BOS, target 1R",1947,639,0.00011404821580051036,-0.008859708600418818,0.04011404821580051,0.031140291399581185,-0.9062150397775173,51.463790446841294,0.1170815147870986,8.541057927192035,reject,1,B
"4h swing high -> 1m BOS, target 1R",1364,500,-0.006374797867082711,-0.00020948508525774344,0.03362520213291729,0.03979051491474226,-0.5719334527217663,50.51319648093842,0.10714440181961567,9.33319877676449,reject,0,B
"prev day high -> 1m BOS, target 1R",1233,383,-0.009405004791247425,0.0007345500114710764,0.030594995208752574,0.04073455001147108,-0.5826735818201078,48.986212489862126,0.10201987095170373,9.80201200679229,reject,0,B
"1h swing high -> 1m BOS, target 1R",2442,773,-0.013378332187803354,-0.012741999807736474,0.026621667812196645,0.02725800019226353,-0.6747745696494428,46.764946764946764,0.10480741275190002,9.541309853408926,reject,0,B
"1h swing low -> 5m BOS, target 2R",3075,1048,-0.022373558147673354,-0.037114901156009204,0.017626441852326643,0.002885098843990795,-0.1262383211835913,43.05691056910569,0.41395940686131405,2.415695798730872,reject,0,A
"1h swing low -> 5m BOS, hold to close",3075,1048,-0.02261667095356591,-0.030062081710102804,0.017383329046434092,0.009937918289897206,-0.11428445271185719,41.4959349593496,0.41395940686131405,2.415695798730872,reject,0,A
"1h swing low -> 5m BOS, target 3R",3075,1048,-0.02485458485470686,-0.03894005223316362,0.015145415145293136,0.001059947766836387,-0.12285406375450837,41.853658536585364,0.41395940686131405,2.415695798730872,reject,0,A
"1h swing low -> 5m BOS, target 1R",3075,1048,-0.0269980031577997,-0.032182767053265136,0.013001996842200303,0.00781723294673487,-0.12711864760423291,49.983739837398375,0.41395940686131405,2.415695798730872,reject,0,A
"last session low -> 5m BOS, target 2R",2600,883,-0.02714933596621209,-0.05439530778388912,0.012850664033787916,-0.014395307783889116,-0.1248250299703604,42.46153846153846,0.4256294994394409,2.349461212902329,reject,0,A
"4h swing low -> 5m BOS, target 2R",1532,637,-0.029958477463512483,-0.08718246197667198,0.01004152253648752,-0.04718246197667198,-0.11372035593331435,43.73368146214099,0.4545381690867391,2.200035262185365,reject,0,A
"4h swing low -> 5m BOS, target 3R",1532,637,-0.03129140753553465,-0.08410477279605615,0.008708592464465351,-0.04410477279605614,-0.11404143225230652,42.75456919060052,0.4545381690867391,2.200035262185365,reject,0,A
"4h swing low -> 5m BOS, hold to close",1532,637,-0.031758392910126595,-0.07221479227975196,0.008241607089873409,-0.03221479227975195,-0.11162293821706663,42.297650130548305,0.4545381690867391,2.200035262185365,reject,0,A
"last session high -> 5m BOS, target 1R",2472,807,-0.03193725832088569,-0.03864441335062563,0.00806274167911432,0.0013555866493743759,-0.18511268299282055,46.56148867313916,0.39162098814682184,2.553489292624664,reject,0,A
"1h swing high -> 5m BOS, hold to close",3125,991,-0.03265877502584838,-0.06759874947331065,0.0073412249741516295,-0.027598749473310646,-0.19293139787306596,33.408,0.3527756403685793,2.834662843940137,reject,0,A
"last session high -> 5m BOS, target 2R",2472,807,-0.03347246842925041,-0.0486863818394978,0.006527531570749597,-0.008686381839497805,-0.1908073060452931,36.448220064724914,0.39162098814682184,2.553489292624664,reject,0,A
"last session low -> 5m BOS, hold to close",2600,883,-0.034009800978386344,-0.054001950364209336,0.005990199021613668,-0.01400195036420933,-0.1254900161426448,40.76923076923077,0.4256294994394409,2.349461212902329,reject,0,A
"prev day low -> 5m BOS, target 3R",1476,555,-0.03416064131593104,-0.12868603299456566,0.005839358684068967,-0.08868603299456565,-0.11197549414260329,42.34417344173442,0.4797217510489348,2.0845417115514393,reject,0,A
"last session low -> 5m BOS, target 3R",2600,883,-0.034799962992955825,-0.052726655044929474,0.0052000370070441814,-0.012726655044929468,-0.1314247739262195,41.15384615384615,0.4256294994394409,2.349461212902329,reject,0,A
"prev day low -> 5m BOS, hold to close",1476,555,-0.03547281824969773,-0.1263321551900866,0.004527181750302278,-0.08633215519008659,-0.12496955378801362,41.86991869918699,0.4797217510489348,2.0845417115514393,reject,0,A
"1h swing high -> 5m BOS, target 2R",3125,991,-0.037091510383016564,-0.0669415871368087,0.0029084896169834394,-0.026941587136808685,-0.20391479837402152,36.384,0.3527756403685793,2.834662843940137,reject,0,A
"last session low -> 5m BOS, target 1R",2600,883,-0.037193635299627464,-0.037663030149113076,0.0028063647003725416,0.0023369698508869294,-0.14750921065237352,48.38461538461539,0.4256294994394409,2.349461212902329,reject,0,A
"prev day low -> 5m BOS, target 2R",1476,555,-0.03853458900980254,-0.12723301506200405,0.0014654109901974612,-0.08723301506200402,-0.11970176417853694,43.15718157181572,0.4797217510489348,2.0845417115514393,reject,0,A
"4h swing high -> 5m BOS, target 1R",1722,612,-0.03860558612090154,-0.06993994298193759,0.0013944138790984635,-0.029939942981937584,-0.19689222895128244,46.68989547038328,0.3823403137714907,2.6154709926760678,reject,0,A
"1h swing high -> 5m BOS, target 3R",3125,991,-0.0390097667141323,-0.06928504341546242,0.000990233285867705,-0.02928504341546239,-0.20632225773438287,34.239999999999995,0.3527756403685793,2.834662843940137,reject,0,A
"last session high -> 5m BOS, target 3R",2472,807,-0.039078859467111246,-0.05133308249753482,0.0009211405328887586,-0.011333082497534818,-0.19002290006079367,34.385113268608414,0.39162098814682184,2.553489292624664,reject,0,A
"1h swing high -> 5m BOS, target 1R",3125,991,-0.03976985601393789,-0.06579309922954317,0.00023014398606211245,-0.025793099229543166,-0.22652796465606334,45.408,0.3527756403685793,2.834662843940137,reject,0,A
"4h swing low -> 5m BOS, target 1R",1532,637,-0.03988123479349348,-0.07131257538473071,0.00011876520650652128,-0.031312575384730715,-0.13676536239023407,48.43342036553525,0.4545381690867391,2.200035262185365,reject,0,A
"last session high -> 5m BOS, hold to close",2472,807,-0.04110314427314137,-0.048329732144294056,-0.0011031442731413653,-0.00832973214429405,-0.20507940563193733,33.17152103559871,0.39162098814682184,2.553489292624664,reject,0,A
"prev day high -> 5m BOS, hold to close",1587,490,-0.04479465385803253,-0.02070486707697915,-0.004794653858032525,0.01929513292302085,-0.15772579109058893,32.640201638311275,0.38784669260082405,2.578338346252731,reject,0,A
"4h swing high -> 5m BOS, target 2R",1722,612,-0.045189654433801234,-0.06849527811278104,-0.005189654433801225,-0.028495278112781023,-0.21180757293566466,36.64343786295006,0.3823403137714907,2.6154709926760678,reject,0,A
"4h swing high -> 5m BOS, hold to close",1722,612,-0.04558797339335907,-0.054527013303414786,-0.005587973393359063,-0.014527013303414778,-0.2278515955923163,33.10104529616725,0.3823403137714907,2.6154709926760678,reject,0,A
"prev day low -> 5m BOS, target 1R",1476,555,-0.046591626201977404,-0.0985582122972894,-0.006591626201977394,-0.05855821229728939,-0.12842653695718617,48.44173441734417,0.4797217510489348,2.0845417115514393,reject,0,A
"4h swing high -> 5m BOS, target 3R",1722,612,-0.0501807876231057,-0.0674026189376217,-0.010180787623105701,-0.02740261893762169,-0.23085553867453856,34.030197444831586,0.3823403137714907,2.6154709926760678,reject,0,A
"prev day high -> 5m BOS, target 1R",1587,490,-0.05091455110838237,-0.03369975232760945,-0.01091455110838236,0.006300247672390556,-0.2022150857543216,44.61247637051039,0.38784669260082405,2.578338346252731,reject,0,A
"prev day high -> 5m BOS, target 3R",1587,490,-0.055857329492461645,-0.03256982507718803,-0.015857329492461637,0.0074301749228119825,-0.20263428071222273,33.20730938878387,0.38784669260082405,2.578338346252731,reject,0,A
"prev day high -> 5m BOS, target 2R",1587,490,-0.0590341113906025,-0.030640530018601758,-0.0190341113906025,0.009359469981398246,-0.20957201095991349,34.97164461247637,0.38784669260082405,2.578338346252731,reject,0,A
